frame,t,match_frac,mean_mahal_sqrt,p95_mahal_sqrt,wrong_side_rate,color_confusions,n_obs
0,671.214000,0.000,,,0.000,0,6
1,671.224000,0.000,,,0.000,0,6
2,671.234000,0.000,,,0.000,0,6
3,671.244000,0.000,,,0.000,0,6
4,671.254000,0.000,,,0.000,0,6
5,671.264000,0.000,,,0.000,0,6
6,671.274000,0.000,,,0.000,0,6
7,671.284000,0.000,,,0.000,0,6
8,671.294000,0.000,,,0.000,0,6
9,671.304000,0.000,,,0.000,0,6
10,671.314000,0.000,,,0.000,0,6
11,671.324000,0.000,,,0.000,0,6
12,671.334000,0.000,,,0.000,0,6
13,671.344000,0.000,,,0.000,0,6
14,671.354000,0.000,,,0.000,0,6
15,671.364000,0.000,,,0.000,0,6
16,671.374000,0.000,,,0.000,0,6
17,671.384000,0.000,,,0.000,0,6
18,671.394000,0.000,,,0.000,0,6
19,671.404000,0.000,,,0.000,0,6
20,671.414000,0.000,,,0.000,0,6
21,671.424000,0.000,,,0.000,0,6
22,671.434000,0.000,,,0.000,0,6
23,671.444000,0.000,,,0.000,0,6
24,671.454000,0.000,,,0.000,0,6
25,671.464000,0.000,,,0.000,0,6
26,671.474000,0.000,,,0.000,0,6
27,671.484000,0.000,,,0.000,0,6
28,671.494000,0.000,,,0.000,0,6
29,671.504000,0.000,,,0.000,0,6
30,671.514000,0.000,,,0.000,0,6
31,671.524000,0.000,,,0.000,0,6
32,671.534000,0.000,,,0.000,0,6
33,671.544000,0.000,,,0.000,0,6
34,671.554000,0.000,,,0.000,0,6
35,671.564000,0.000,,,0.000,0,6
36,671.574000,0.000,,,0.000,0,6
37,671.584000,0.000,,,0.000,0,6
38,671.594000,0.000,,,0.000,0,6
39,671.604000,0.000,,,0.000,0,6
40,671.614000,0.000,,,0.000,0,6
41,671.624000,0.000,,,0.000,0,6
42,671.634000,0.000,,,0.000,0,6
43,671.644000,0.000,,,0.000,0,6
44,671.654000,0.000,,,0.000,0,6
45,671.664000,0.000,,,0.000,0,6
46,671.674000,0.000,,,0.000,0,6
47,671.684000,0.000,,,0.000,0,6
48,671.694000,0.000,,,0.000,0,6
49,671.704000,0.000,,,0.000,0,6
50,671.714000,0.000,,,0.000,0,6
51,671.724000,0.000,,,0.000,0,6
52,671.734000,0.000,,,0.000,0,6
53,671.744000,0.000,,,0.000,0,6
54,671.754000,0.000,,,0.000,0,6
55,671.764000,0.000,,,0.000,0,6
56,671.774000,0.000,,,0.000,0,6
57,671.784000,0.000,,,0.000,0,6
58,671.794000,0.000,,,0.000,0,6
59,671.804000,0.000,,,0.000,0,6
60,671.814000,0.000,,,0.000,0,6
61,671.824000,0.000,,,0.000,0,6
62,671.834000,0.000,,,0.000,0,6
63,671.844000,0.000,,,0.000,0,6
64,671.854000,0.000,,,0.000,0,6
65,671.864000,0.000,,,0.000,0,6
66,671.874000,0.000,,,0.000,0,6
67,671.884000,0.000,,,0.000,0,6
68,671.894000,0.000,,,0.000,0,6
69,671.904000,0.000,,,0.000,0,6
70,671.914000,0.000,,,0.000,0,6
71,671.924000,0.000,,,0.000,0,6
72,671.934000,0.000,,,0.000,0,6
73,671.944000,0.000,,,0.000,0,6
74,671.954000,0.000,,,0.000,0,6
75,671.964000,0.000,,,0.000,0,6
76,671.974000,0.000,,,0.000,0,6
77,671.984000,0.000,,,0.000,0,6
78,671.994000,0.000,,,0.000,0,6
79,672.004000,0.000,,,0.000,0,6
80,672.014000,0.000,,,0.000,0,6
81,672.024000,0.000,,,0.000,0,6
82,672.034000,0.000,,,0.000,0,6
83,672.044000,0.000,,,0.000,0,6
84,672.054000,0.000,,,0.000,0,6
85,672.064000,0.000,,,0.000,0,6
86,672.074000,0.000,,,0.000,0,6
87,672.084000,0.000,,,0.000,0,6
88,672.094000,0.000,,,0.000,0,6
89,672.104000,0.000,,,0.000,0,6
90,672.114000,0.000,,,0.000,0,6
91,672.124000,0.000,,,0.000,0,6
92,672.134000,0.000,,,0.000,0,6
93,672.144000,0.000,,,0.000,0,6
94,672.154000,0.000,,,0.000,0,6
95,672.164000,0.000,,,0.000,0,6
96,672.174000,0.000,,,0.000,0,6
97,672.184000,0.000,,,0.000,0,6
98,672.194000,0.000,,,0.000,0,6
99,672.204000,0.000,,,0.000,0,6
100,672.214000,0.000,,,0.000,0,6
101,672.224000,0.000,,,0.000,0,6
102,672.234000,0.000,,,0.000,0,6
103,672.244000,0.000,,,0.000,0,6
104,672.254000,0.000,,,0.000,0,6
105,672.264000,0.000,,,0.000,0,6
106,672.274000,0.000,,,0.000,0,6
107,672.284000,0.000,,,0.000,0,6
108,672.294000,0.000,,,0.000,0,6
109,672.304000,0.000,,,0.000,0,6
110,672.314000,0.000,,,0.000,0,6
111,672.324000,0.000,,,0.000,0,6
112,672.334000,0.000,,,0.000,0,6
113,672.344000,0.000,,,0.000,0,6
114,672.354000,0.000,,,0.000,0,6
115,672.364000,0.000,,,0.000,0,6
116,672.374000,0.000,,,0.000,0,6
117,672.384000,0.000,,,0.000,0,6
118,672.394000,0.000,,,0.000,0,6
119,672.404000,0.000,,,0.000,0,6
120,672.414000,0.000,,,0.000,0,6
121,672.424000,0.000,,,0.000,0,6
122,672.434000,0.000,,,0.000,0,6
123,672.444000,0.000,,,0.000,0,6
124,672.454000,0.000,,,0.000,0,6
125,672.464000,0.000,,,0.000,0,6
126,672.474000,0.000,,,0.000,0,6
127,672.484000,0.000,,,0.000,0,6
128,672.494000,0.000,,,0.000,0,6
129,672.504000,0.000,,,0.000,0,6
130,672.514000,0.000,,,0.000,0,6
131,672.524000,0.000,,,0.000,0,6
132,672.534000,0.000,,,0.000,0,6
133,672.544000,0.000,,,0.000,0,6
134,672.554000,0.000,,,0.000,0,6
135,672.564000,0.000,,,0.000,0,6
136,672.574000,0.000,,,0.000,0,6
137,672.584000,0.000,,,0.000,0,6
138,672.594000,0.000,,,0.000,0,6
139,672.604000,0.000,,,0.000,0,6
140,672.614000,0.000,,,0.000,0,6
141,672.624000,0.000,,,0.000,0,6
142,672.634000,0.000,,,0.000,0,6
143,672.644000,0.000,,,0.000,0,6
144,672.654000,0.000,,,0.000,0,6
145,672.664000,0.000,,,0.000,0,6
146,672.674000,0.000,,,0.000,0,6
147,672.684000,0.000,,,0.000,0,6
148,672.694000,0.000,,,0.000,0,6
149,672.704000,0.000,,,0.000,0,6
150,672.714000,0.000,,,0.000,0,6
151,672.724000,0.000,,,0.000,0,6
152,672.734000,0.000,,,0.000,0,6
153,672.744000,0.000,,,0.000,0,6
154,672.754000,0.000,,,0.000,0,6
155,672.764000,0.000,,,0.000,0,6
156,672.774000,0.000,,,0.000,0,6
157,672.784000,0.000,,,0.000,0,6
158,672.794000,0.000,,,0.000,0,6
159,672.804000,0.000,,,0.000,0,6
160,672.814000,0.000,,,0.000,0,6
161,672.824000,0.000,,,0.000,0,6
162,672.834000,0.000,,,0.000,0,6
163,672.844000,0.000,,,0.000,0,6
164,672.854000,0.000,,,0.000,0,6
165,672.864000,0.000,,,0.000,0,6
166,672.874000,0.000,,,0.000,0,6
167,672.884000,0.000,,,0.000,0,6
168,672.894000,0.000,,,0.000,0,6
169,672.904000,0.000,,,0.000,0,6
170,672.914000,0.000,,,0.000,0,6
171,672.924000,0.000,,,0.000,0,6
172,672.934000,0.000,,,0.000,0,6
173,672.944000,0.000,,,0.000,0,6
174,672.954000,0.000,,,0.000,0,6
175,672.964000,0.000,,,0.000,0,6
176,672.974000,0.000,,,0.000,0,6
177,672.984000,0.000,,,0.000,0,6
178,672.994000,0.000,,,0.000,0,6
179,673.004000,0.000,,,0.000,0,6
180,673.014000,0.000,,,0.000,0,6
181,673.024000,0.000,,,0.000,0,6
182,673.034000,0.000,,,0.000,0,6
183,673.044000,0.000,,,0.000,0,6
184,673.054000,0.000,,,0.000,0,6
185,673.064000,0.000,,,0.000,0,6
186,673.074000,0.000,,,0.000,0,6
187,673.084000,0.000,,,0.000,0,6
188,673.094000,0.000,,,0.000,0,6
189,673.104000,0.000,,,0.000,0,6
190,673.114000,0.000,,,0.000,0,6
191,673.124000,0.000,,,0.000,0,6
192,673.134000,0.000,,,0.000,0,6
193,673.144000,0.000,,,0.000,0,6
194,673.154000,0.000,,,0.000,0,6
195,673.164000,0.000,,,0.000,0,6
196,673.174000,0.000,,,0.000,0,6
197,673.184000,0.000,,,0.000,0,6
