t,x,y,yaw
26.368000,6.654,0.000,0.00000
26.467000,6.853,0.000,0.00000
26.567000,7.056,0.000,0.00000
26.668000,7.260,0.000,0.00000
26.713000,7.354,0.000,0.00000
26.847000,7.647,0.000,0.00000
26.967000,7.892,0.000,0.00000
27.067000,8.108,0.000,0.00000
27.068000,8.119,0.000,0.00000
27.165000,8.317,0.000,0.00000
27.268000,8.549,0.000,0.00000
27.304000,8.628,0.000,0.00000
27.369000,8.774,0.000,0.00000
27.466000,9.002,0.000,0.00000
27.613000,9.336,0.000,0.00000
27.742000,9.642,0.000,0.00000
27.870000,9.939,0.000,0.00000
27.917000,10.060,0.000,0.00000
27.969000,10.181,0.000,0.00000
28.068000,10.425,0.000,0.00000
28.167000,10.672,0.000,0.00000
28.269000,10.922,0.000,0.00000
28.368000,11.174,0.000,0.00000
28.493000,11.494,0.000,0.00000
28.569000,11.687,0.000,0.00000
28.670000,11.948,0.000,0.00000
28.770000,12.211,0.000,0.00000
28.869000,12.477,0.000,0.00000
28.930000,12.638,0.000,0.00000
29.068000,13.018,0.000,0.00000
29.191000,13.361,0.000,0.00000
29.386000,13.905,-0.004,-0.00504
29.566000,14.414,-0.038,-0.03902
29.667000,14.699,-0.065,-0.05847
29.770000,14.999,-0.099,-0.07906
29.966000,15.561,-0.181,-0.11778
30.166000,16.142,-0.289,-0.15816
30.269000,16.433,-0.352,-0.17860
30.369000,16.725,-0.422,-0.19922
30.519000,17.165,-0.531,-0.21900
30.669000,17.614,-0.631,-0.21900
30.866000,18.208,-0.749,-0.20222
30.972000,18.550,-0.799,-0.17945
31.075000,18.881,-0.840,-0.15750
31.269000,19.488,-0.896,-0.11760
31.367000,19.811,-0.928,-0.11057
31.503000,20.250,-0.978,-0.11286
31.670000,20.787,-1.075,-0.15381
31.776000,21.124,-1.168,-0.20447
31.969000,21.724,-1.410,-0.32835
32.068000,22.007,-1.572,-0.40740
32.171000,22.271,-1.777,-0.51177
32.268000,22.470,-1.988,-0.61992
32.371000,22.642,-2.219,-0.72818
32.473000,22.788,-2.465,-0.83385
32.620000,22.939,-2.802,-0.96548
32.771000,23.047,-3.153,-1.09313
32.868000,23.090,-3.363,-1.16706
32.970000,23.118,-3.578,-1.23966
33.062000,23.141,-3.776,-1.29361
33.076000,23.144,-3.807,-1.30082
33.165000,23.164,-3.980,-1.33503
33.268000,23.192,-4.192,-1.36268
33.365000,23.223,-4.384,-1.37438
33.463000,23.263,-4.588,-1.37556
33.563000,23.303,-4.795,-1.37556
33.665000,23.345,-5.004,-1.37556
33.679000,23.351,-5.035,-1.37556
33.819000,23.412,-5.344,-1.37550
33.896000,23.446,-5.495,-1.37091
34.058000,23.544,-5.850,-1.34115
34.166000,23.615,-6.078,-1.32078
34.267000,23.691,-6.307,-1.30015
34.382000,23.781,-6.559,-1.27727
34.472000,23.856,-6.758,-1.25915
34.568000,23.940,-6.967,-1.23983
34.670000,24.034,-7.188,-1.21927
34.771000,24.133,-7.410,-1.19849
34.872000,24.244,-7.643,-1.17642
34.970000,24.349,-7.853,-1.15624
35.067000,24.466,-8.075,-1.13477
35.171000,24.589,-8.296,-1.11308
35.268000,24.718,-8.517,-1.09117
35.370000,24.853,-8.737,-1.06903
35.443000,24.958,-8.901,-1.05228
35.469000,24.994,-8.956,-1.04667
35.569000,25.142,-9.173,-1.02408
35.667000,25.294,-9.391,-1.00331
35.767000,25.443,-9.614,-0.99789
35.868000,25.580,-9.847,-1.01110
35.966000,25.697,-10.078,-1.04188
36.064000,25.797,-10.330,-1.09373
36.125000,25.845,-10.484,-1.13044
36.167000,25.876,-10.599,-1.15820
36.260000,25.928,-10.827,-1.21389
36.270000,25.933,-10.852,-1.22013
36.271000,25.935,-10.865,-1.22325
36.371000,25.971,-11.102,-1.28244
36.427000,25.986,-11.250,-1.31901
36.470000,25.993,-11.347,-1.34343
36.571000,25.999,-11.586,-1.40317
36.670000,25.991,-11.820,-1.46120
36.766000,25.970,-12.047,-1.51767
36.868000,25.938,-12.267,-1.57276
36.969000,25.895,-12.481,-1.62659
36.970000,25.892,-12.492,-1.62925
37.068000,25.841,-12.689,-1.67929
37.169000,25.778,-12.889,-1.73098
37.170000,25.774,-12.899,-1.73354
37.264000,25.704,-13.083,-1.78387
37.368000,25.616,-13.267,-1.84281
37.467000,25.521,-13.443,-1.89861
37.566000,25.426,-13.615,-1.94114
37.676000,25.323,-13.792,-1.98087
37.768000,25.225,-13.949,-2.01629
37.866000,25.116,-14.109,-2.05351
37.972000,24.995,-14.273,-2.09250
38.014000,24.947,-14.334,-2.10734
38.072000,24.873,-14.423,-2.13133
38.168000,24.749,-14.559,-2.17323
38.306000,24.561,-14.737,-2.23823
38.464000,24.321,-14.922,-2.32645
38.501000,24.266,-14.958,-2.34693
38.569000,24.155,-15.027,-2.38757
38.673000,23.985,-15.120,-2.44821
38.767000,23.831,-15.198,-2.49780
38.870000,23.668,-15.275,-2.54312
38.871000,23.660,-15.279,-2.54534
38.974000,23.494,-15.349,-2.58967
39.070000,23.334,-15.408,-2.63169
39.196000,23.123,-15.479,-2.68311
39.375000,22.819,-15.584,-2.72897
39.468000,22.657,-15.641,-2.74431
39.569000,22.484,-15.701,-2.75923
39.674000,22.299,-15.763,-2.77416
39.675000,22.290,-15.766,-2.77485
39.769000,22.128,-15.817,-2.78723
39.876000,21.937,-15.877,-2.79974
40.046000,21.617,-15.993,-2.79641
40.066000,21.581,-16.007,-2.79545
40.169000,21.395,-16.079,-2.79060
40.264000,21.207,-16.152,-2.78567
40.265000,21.197,-16.155,-2.78542
40.372000,21.007,-16.230,-2.78042
40.467000,20.824,-16.303,-2.77615
40.566000,20.626,-16.375,-2.78105
40.670000,20.423,-16.436,-2.79971
40.771000,20.205,-16.496,-2.81960
40.868000,20.009,-16.557,-2.82441
40.910000,19.926,-16.585,-2.82385
41.049000,19.632,-16.683,-2.82184
41.131000,19.451,-16.744,-2.82061
41.268000,19.161,-16.843,-2.81862
41.366000,18.942,-16.917,-2.81712
41.468000,18.722,-16.993,-2.81560
41.573000,18.487,-17.073,-2.81399
41.670000,18.272,-17.148,-2.81251
41.770000,18.044,-17.227,-2.81094
41.819000,17.929,-17.267,-2.81014
41.870000,17.813,-17.306,-2.81120
41.966000,17.575,-17.375,-2.82614
42.068000,17.332,-17.428,-2.85876
42.160000,17.110,-17.460,-2.89751
42.170000,17.073,-17.464,-2.90510
42.272000,16.828,-17.475,-2.96311
42.331000,16.696,-17.474,-2.99551
42.369000,16.601,-17.471,-3.01866
42.468000,16.367,-17.460,-3.06858
42.569000,16.137,-17.445,-3.10735
42.707000,15.819,-17.411,3.12233
42.868000,15.460,-17.351,3.06172
42.969000,15.240,-17.304,3.02410
43.067000,15.022,-17.248,2.98669
43.174000,14.797,-17.181,2.94760
43.175000,14.786,-17.177,2.94574
43.268000,14.596,-17.113,2.91241
43.371000,14.389,-17.034,2.87552
43.372000,14.379,-17.030,2.87368
43.485000,14.154,-16.937,2.83636
43.643000,13.824,-16.810,2.81241
43.773000,13.553,-16.699,2.79088
43.868000,13.357,-16.609,2.76902
43.912000,13.265,-16.564,2.75814
43.972000,13.142,-16.503,2.74354
44.069000,12.950,-16.398,2.71602
44.102000,12.881,-16.357,2.70322
44.205000,12.681,-16.223,2.65857
44.274000,12.562,-16.135,2.62750
44.393000,12.358,-15.959,2.56317
44.550000,12.115,-15.723,2.48826
44.655000,11.954,-15.565,2.45460
44.771000,11.777,-15.391,2.42781
44.868000,11.620,-15.241,2.41433
44.937000,11.515,-15.145,2.41194
45.068000,11.294,-14.943,2.40863
45.085000,11.269,-14.920,2.40826
45.252000,10.992,-14.652,2.39052
45.340000,10.858,-14.510,2.37520
45.468000,10.657,-14.286,2.34902
45.573000,10.501,-14.096,2.32141
45.671000,10.357,-13.911,2.29581
45.729000,10.276,-13.810,2.28741
45.768000,10.217,-13.736,2.28211
45.889000,10.040,-13.511,2.26608
46.051000,9.809,-13.201,2.24243
46.170000,9.649,-12.955,2.20815
46.270000,9.526,-12.743,2.17460
46.370000,9.412,-12.527,2.13746
46.470000,9.310,-12.305,2.09628
46.506000,9.273,-12.216,2.07855
46.664000,9.145,-11.867,2.01236
46.769000,9.060,-11.633,1.98416
46.910000,8.943,-11.319,1.96207
47.069000,8.816,-10.952,1.93665
47.168000,8.741,-10.719,1.92055
47.269000,8.665,-10.470,1.90348
47.370000,8.599,-10.242,1.88787
47.566000,8.476,-9.752,1.84943
47.668000,8.425,-9.501,1.82421
47.797000,8.374,-9.184,1.78786
47.869000,8.352,-8.993,1.76283
47.969000,8.331,-8.736,1.72719
48.115000,8.321,-8.365,1.67197
48.269000,8.335,-7.971,1.61069
48.379000,8.359,-7.694,1.56749
48.478000,8.391,-7.445,1.52848
48.601000,8.434,-7.148,1.49243
48.699000,8.466,-6.899,1.47825
48.870000,8.526,-6.471,1.45588
48.970000,8.566,-6.216,1.44254
49.071000,8.614,-5.948,1.42596
49.170000,8.667,-5.704,1.40457
49.268000,8.731,-5.449,1.37897
49.370000,8.803,-5.194,1.35156
49.570000,8.975,-4.691,1.28828
49.700000,9.110,-4.373,1.23989
49.804000,9.236,-4.111,1.19855
49.905000,9.359,-3.878,1.16110
50.017000,9.505,-3.627,1.12007
50.169000,9.718,-3.298,1.06438
50.272000,9.878,-3.075,1.02557
50.468000,10.193,-2.678,0.95758
50.571000,10.356,-2.475,0.93716
50.670000,10.522,-2.272,0.92176
50.770000,10.683,-2.063,0.91942
50.870000,10.849,-1.836,0.92619
50.967000,10.999,-1.628,0.93257
51.065000,11.149,-1.418,0.93730
51.171000,11.336,-1.181,0.92433
51.343000,11.659,-0.837,0.86771
51.469000,11.912,-0.601,0.81854
51.568000,12.130,-0.434,0.76302
51.671000,12.354,-0.283,0.70610
51.773000,12.593,-0.143,0.64664
51.869000,12.813,-0.035,0.58760
51.974000,13.059,0.061,0.51860
52.068000,13.279,0.132,0.45838
52.167000,13.509,0.190,0.39738
52.374000,13.967,0.286,0.30324
52.469000,14.177,0.331,0.27819
52.570000,14.399,0.372,0.25205
52.673000,14.634,0.416,0.23157
52.826000,14.972,0.488,0.22416
52.969000,15.307,0.545,0.20033
53.171000,15.777,0.565,0.11845
53.271000,16.009,0.555,0.07187
53.373000,16.247,0.524,0.01150
53.571000,16.668,0.430,-0.09712
53.670000,16.875,0.378,-0.13641
53.769000,17.083,0.330,-0.16040
53.970000,17.518,0.242,-0.17756
54.068000,17.724,0.210,-0.17085
54.169000,17.945,0.181,-0.16034
54.369000,18.398,0.144,-0.12044
54.565000,18.851,0.135,-0.07186
54.770000,19.339,0.149,-0.01960
54.869000,19.580,0.166,0.00633
54.973000,19.836,0.190,0.03387
55.070000,20.069,0.219,0.05907
55.269000,20.566,0.284,0.09378
55.368000,20.819,0.309,0.09505
55.471000,21.088,0.335,0.09505
55.670000,21.596,0.383,0.09505
55.769000,21.860,0.408,0.09505
55.871000,22.140,0.435,0.09505
55.902000,22.221,0.443,0.09505
56.068000,22.669,0.485,0.09505
56.169000,22.944,0.511,0.09505
56.372000,23.516,0.566,0.09505
56.407000,23.601,0.574,0.09505
56.570000,24.071,0.619,0.09505
56.631000,24.243,0.635,0.09505
56.670000,24.359,0.646,0.09505
56.769000,24.650,0.674,0.09505
56.868000,24.943,0.702,0.09505
56.970000,25.240,0.730,0.09505
57.068000,25.539,0.759,0.09505
57.132000,25.734,0.777,0.09505
57.178000,25.870,0.790,0.09505
57.269000,26.140,0.816,0.09505
57.370000,26.441,0.845,0.09505
57.371000,26.456,0.846,0.09505
57.406000,26.546,0.855,0.09505
57.466000,26.741,0.873,0.09505
57.567000,27.040,0.902,0.09505
57.568000,27.055,0.903,0.09505
57.672000,27.355,0.932,0.09505
57.673000,27.370,0.933,0.09505
57.691000,27.414,0.938,0.09505
57.769000,27.639,0.959,0.09505
57.831000,27.833,0.978,0.09505
57.894000,28.012,0.995,0.09505
57.997000,28.322,1.024,0.09505
58.070000,28.523,1.043,0.09505
58.170000,28.801,1.070,0.09505
58.274000,29.083,1.097,0.09505
58.365000,29.315,1.119,0.09505
58.394000,29.390,1.126,0.09505
58.468000,29.575,1.144,0.09505
58.573000,29.824,1.167,0.09505
58.671000,30.040,1.188,0.09505
58.672000,30.051,1.189,0.09505
58.769000,30.257,1.209,0.09505
58.801000,30.320,1.215,0.09505
58.874000,30.474,1.229,0.09505
58.970000,30.660,1.247,0.09505
59.071000,30.847,1.265,0.09505
59.171000,31.023,1.282,0.09505
59.172000,31.032,1.283,0.09505
59.270000,31.190,1.298,0.09505
59.368000,31.346,1.313,0.09505
59.369000,31.354,1.313,0.09505
59.469000,31.492,1.326,0.09505
59.470000,31.500,1.327,0.09505
59.569000,31.629,1.339,0.09505
59.570000,31.635,1.340,0.09505
59.669000,31.755,1.351,0.09505
59.771000,31.877,1.363,0.09505
59.772000,31.882,1.364,0.09505
59.870000,31.977,1.373,0.09505
59.966000,32.069,1.381,0.09505
60.056000,32.152,1.389,0.09505
60.114000,32.195,1.393,0.09505
60.169000,32.236,1.397,0.09505
60.257000,32.296,1.403,0.09505
60.282000,32.311,1.405,0.09505
60.365000,32.356,1.409,0.09505
60.466000,32.405,1.413,0.09505
60.506000,32.419,1.415,0.09505
60.569000,32.441,1.417,0.09505
60.668000,32.468,1.419,0.09505
60.677000,32.470,1.420,0.09505
60.764000,32.484,1.421,0.09505
60.867000,32.490,1.422,0.09505
60.868000,32.490,1.422,0.09505
60.916000,32.491,1.422,0.09505
60.969000,32.491,1.422,0.09505
61.072000,32.491,1.422,0.09505
61.073000,32.491,1.422,0.09505
61.129000,32.491,1.422,0.09505
61.171000,32.491,1.422,0.09505
61.172000,32.491,1.422,0.09505
61.266000,32.491,1.422,0.09505
61.354000,32.491,1.422,0.09505
61.368000,32.491,1.422,0.09505
61.468000,32.491,1.422,0.09505
61.549000,32.491,1.422,0.09505
61.564000,32.491,1.422,0.09505
61.668000,32.491,1.422,0.09505
61.741000,32.491,1.422,0.09505
61.768000,32.491,1.422,0.09505
61.833000,32.491,1.422,0.09505
61.869000,32.491,1.422,0.09505
61.966000,32.491,1.422,0.09505
61.967000,32.491,1.422,0.09505
62.020000,32.491,1.422,0.09505
62.068000,32.491,1.422,0.09505
62.069000,32.491,1.422,0.09505
62.168000,32.491,1.422,0.09505
62.212000,32.491,1.422,0.09505
62.265000,32.491,1.422,0.09505
62.366000,32.491,1.422,0.09505
62.410000,32.491,1.422,0.09505
62.466000,32.491,1.422,0.09505
62.539000,32.491,1.422,0.09505
62.567000,32.491,1.422,0.09505
62.665000,32.491,1.422,0.09505
62.668000,32.491,1.422,0.09505
62.759000,32.491,1.422,0.09505
62.767000,32.491,1.422,0.09505
62.870000,32.491,1.422,0.09505
62.879000,32.491,1.422,0.09505
62.965000,32.491,1.422,0.09505
63.061000,32.491,1.422,0.09505
63.132000,32.491,1.422,0.09505
63.179000,32.491,1.422,0.09505
63.269000,32.491,1.422,0.09505
63.369000,32.491,1.422,0.09505
63.412000,32.491,1.422,0.09505
63.469000,32.491,1.422,0.09505
63.566000,32.491,1.422,0.09505
63.567000,32.491,1.422,0.09505
63.643000,32.491,1.422,0.09505
63.670000,32.491,1.422,0.09505
63.770000,32.491,1.422,0.09505
63.771000,32.491,1.422,0.09505
63.866000,32.491,1.422,0.09505
63.867000,32.491,1.422,0.09505
63.968000,32.491,1.422,0.09505
63.969000,32.491,1.422,0.09505
64.068000,32.491,1.422,0.09505
64.136000,32.491,1.422,0.09505
64.180000,32.491,1.422,0.09505
64.265000,32.491,1.422,0.09505
64.365000,32.491,1.422,0.09505
64.414000,32.491,1.422,0.09505
64.469000,32.491,1.422,0.09505
64.470000,32.491,1.422,0.09505
64.567000,32.491,1.422,0.09505
64.568000,32.491,1.422,0.09505
64.646000,32.491,1.422,0.09505
64.670000,32.491,1.422,0.09505
64.769000,32.491,1.422,0.09505
64.770000,32.491,1.422,0.09505
64.848000,32.491,1.422,0.09505
64.882000,32.491,1.422,0.09505
64.966000,32.491,1.422,0.09505
65.063000,32.491,1.422,0.09505
65.075000,32.491,1.422,0.09505
65.167000,32.491,1.422,0.09505
65.260000,32.491,1.422,0.09505
65.267000,32.491,1.422,0.09505
65.293000,32.491,1.422,0.09505
65.366000,32.491,1.422,0.09505
65.367000,32.491,1.422,0.09505
65.467000,32.491,1.422,0.09505
65.484000,32.491,1.422,0.09505
65.565000,32.491,1.422,0.09505
65.571000,32.491,1.422,0.09505
65.664000,32.491,1.422,0.09505
65.741000,32.491,1.422,0.09505
65.792000,32.491,1.422,0.09505
65.868000,32.491,1.422,0.09505
65.962000,32.491,1.422,0.09505
66.063000,32.491,1.422,0.09505
66.108000,32.491,1.422,0.09505
66.166000,32.491,1.422,0.09505
66.267000,32.491,1.422,0.09505
66.340000,32.491,1.422,0.09505
66.368000,32.491,1.422,0.09505
66.381000,32.491,1.422,0.09505
66.467000,32.491,1.422,0.09505
66.568000,32.491,1.422,0.09505
66.569000,32.491,1.422,0.09505
66.666000,32.491,1.422,0.09505
66.690000,32.491,1.422,0.09505
66.766000,32.491,1.422,0.09505
66.851000,32.491,1.422,0.09505
66.890000,32.491,1.422,0.09505
66.967000,32.491,1.422,0.09505
67.066000,32.491,1.422,0.09505
67.083000,32.491,1.422,0.09505
67.167000,32.491,1.422,0.09505
67.268000,32.491,1.422,0.09505
67.269000,32.491,1.422,0.09505
67.367000,32.491,1.422,0.09505
67.368000,32.491,1.422,0.09505
67.440000,32.491,1.422,0.09505
67.469000,32.491,1.422,0.09505
67.565000,32.491,1.422,0.09505
67.627000,32.491,1.422,0.09505
67.667000,32.491,1.422,0.09505
67.760000,32.491,1.422,0.09505
67.800000,32.491,1.422,0.09505
67.868000,32.491,1.422,0.09505
67.969000,32.491,1.422,0.09505
68.026000,32.491,1.422,0.09505
68.076000,32.491,1.422,0.09505
68.165000,32.491,1.422,0.09505
68.245000,32.491,1.422,0.09505
68.268000,32.491,1.422,0.09505
68.369000,32.491,1.422,0.09505
68.382000,32.491,1.422,0.09505
68.464000,32.491,1.422,0.09505
68.527000,32.491,1.422,0.09505
68.569000,32.491,1.422,0.09505
68.570000,32.491,1.422,0.09505
68.667000,32.491,1.422,0.09505
68.728000,32.491,1.422,0.09505
68.765000,32.491,1.422,0.09505
68.864000,32.491,1.422,0.09505
68.951000,32.491,1.422,0.09505
68.974000,32.491,1.422,0.09505
69.065000,32.491,1.422,0.09505
69.161000,32.491,1.422,0.09505
69.165000,32.491,1.422,0.09505
69.236000,32.491,1.422,0.09505
69.269000,32.491,1.422,0.09505
69.361000,32.491,1.422,0.09505
69.389000,32.491,1.422,0.09505
69.471000,32.491,1.422,0.09505
69.568000,32.491,1.422,0.09505
69.569000,32.491,1.422,0.09505
69.624000,32.491,1.422,0.09505
69.665000,32.491,1.422,0.09505
69.764000,32.491,1.422,0.09505
69.842000,32.491,1.422,0.09505
69.885000,32.491,1.422,0.09505
69.968000,32.491,1.422,0.09505
70.065000,32.491,1.422,0.09505
70.127000,32.491,1.422,0.09505
70.176000,32.491,1.422,0.09505
70.267000,32.491,1.422,0.09505
70.326000,32.491,1.422,0.09505
70.371000,32.491,1.422,0.09505
70.372000,32.491,1.422,0.09505
70.465000,32.491,1.422,0.09505
70.514000,32.491,1.422,0.09505
70.569000,32.491,1.422,0.09505
70.669000,32.491,1.422,0.09505
70.670000,32.491,1.422,0.09505
70.709000,32.491,1.422,0.09505
70.773000,32.491,1.422,0.09505
70.865000,32.491,1.422,0.09505
70.964000,32.491,1.422,0.09505
71.023000,32.491,1.422,0.09505
71.077000,32.491,1.422,0.09505
71.168000,32.491,1.422,0.09505
71.270000,32.491,1.422,0.09505
71.271000,32.491,1.422,0.09505
71.369000,32.491,1.422,0.09505
71.380000,32.491,1.422,0.09505
71.466000,32.491,1.422,0.09505
71.543000,32.491,1.422,0.09505
71.569000,32.491,1.422,0.09505
71.651000,32.491,1.422,0.09505
71.668000,32.491,1.422,0.09505
71.765000,32.491,1.422,0.09505
71.857000,32.491,1.422,0.09505
71.894000,32.491,1.422,0.09505
71.965000,32.491,1.422,0.09505
72.065000,32.491,1.422,0.09505
72.125000,32.491,1.422,0.09505
72.169000,32.491,1.422,0.09505
72.267000,32.491,1.422,0.09505
72.268000,32.491,1.422,0.09505
72.337000,32.491,1.422,0.09505
72.371000,32.491,1.422,0.09505
72.462000,32.491,1.422,0.09505
72.468000,32.491,1.422,0.09505
72.567000,32.491,1.422,0.09505
72.569000,32.491,1.422,0.09505
72.667000,32.491,1.422,0.09505
72.769000,32.491,1.422,0.09505
72.821000,32.491,1.422,0.09505
72.867000,32.491,1.422,0.09505
72.966000,32.491,1.422,0.09505
73.067000,32.491,1.422,0.09505
73.068000,32.491,1.422,0.09505
73.096000,32.491,1.422,0.09505
73.167000,32.491,1.422,0.09505
73.213000,32.491,1.422,0.09505
73.269000,32.491,1.422,0.09505
73.270000,32.491,1.422,0.09505
73.369000,32.491,1.422,0.09505
73.370000,32.491,1.422,0.09505
73.440000,32.491,1.422,0.09505
73.465000,32.491,1.422,0.09505
73.569000,32.491,1.422,0.09505
73.643000,32.491,1.422,0.09505
73.668000,32.491,1.422,0.09505
73.768000,32.491,1.422,0.09505
73.863000,32.491,1.422,0.09505
73.868000,32.491,1.422,0.09505
73.963000,32.491,1.422,0.09505
74.029000,32.491,1.422,0.09505
74.089000,32.491,1.422,0.09505
74.168000,32.491,1.422,0.09505
74.266000,32.491,1.422,0.09505
74.339000,32.491,1.422,0.09505
74.377000,32.491,1.422,0.09505
74.465000,32.491,1.422,0.09505
74.567000,32.491,1.422,0.09505
74.568000,32.491,1.422,0.09505
74.665000,32.491,1.422,0.09505
74.666000,32.491,1.422,0.09505
74.687000,32.491,1.422,0.09505
74.766000,32.491,1.422,0.09505
74.772000,32.491,1.422,0.09505
74.870000,32.491,1.422,0.09505
74.871000,32.491,1.422,0.09505
74.935000,32.491,1.422,0.09505
74.965000,32.491,1.422,0.09505
75.069000,32.491,1.422,0.09505
75.143000,32.491,1.422,0.09505
75.178000,32.491,1.422,0.09505
75.269000,32.491,1.422,0.09505
75.364000,32.491,1.422,0.09505
75.412000,32.491,1.422,0.09505
75.465000,32.491,1.422,0.09505
75.566000,32.491,1.422,0.09505
75.648000,32.491,1.422,0.09505
75.679000,32.491,1.422,0.09505
75.770000,32.491,1.422,0.09505
75.864000,32.491,1.422,0.09505
75.891000,32.491,1.422,0.09505
75.968000,32.491,1.422,0.09505
76.067000,32.491,1.422,0.09505
76.127000,32.491,1.422,0.09505
76.184000,32.491,1.422,0.09505
76.269000,32.491,1.422,0.09505
76.371000,32.491,1.422,0.09505
76.372000,32.491,1.422,0.09505
76.426000,32.491,1.422,0.09505
76.468000,32.491,1.422,0.09505
76.469000,32.491,1.422,0.09505
76.566000,32.491,1.422,0.09505
76.567000,32.491,1.422,0.09505
76.669000,32.491,1.422,0.09505
76.686000,32.491,1.422,0.09505
76.770000,32.491,1.422,0.09505
76.866000,32.491,1.422,0.09505
76.951000,32.491,1.422,0.09505
76.990000,32.491,1.422,0.09505
77.075000,32.491,1.422,0.09505
77.076000,32.491,1.422,0.09505
77.167000,32.491,1.422,0.09505
77.203000,32.491,1.422,0.09505
77.271000,32.491,1.422,0.09505
77.365000,32.491,1.422,0.09505
77.433000,32.491,1.422,0.09505
77.499000,32.491,1.422,0.09505
77.574000,32.491,1.422,0.09505
77.575000,32.491,1.422,0.09505
77.612000,32.491,1.422,0.09505
77.672000,32.491,1.422,0.09505
77.701000,32.491,1.422,0.09505
77.771000,32.491,1.422,0.09505
77.772000,32.491,1.422,0.09505
77.844000,32.491,1.422,0.09505
