t,x,y,yaw,v
25.483000,0.519,-0.001,0.00232,1.216
25.665000,0.545,-0.001,0.00078,1.268
25.771000,0.570,-0.001,0.00338,1.278
25.869000,0.596,-0.001,0.00277,1.307
25.942000,0.623,-0.001,0.00235,1.324
26.022000,0.649,-0.001,0.00219,1.323
26.148000,0.677,-0.001,0.00355,1.367
26.290000,0.704,-0.001,0.00322,1.384
26.368000,0.732,-0.001,-0.00026,1.410
26.467000,0.761,-0.001,-0.00035,1.426
26.567000,0.789,-0.001,-0.00117,1.424
26.668000,0.818,-0.001,-0.00091,1.446
26.713000,0.847,-0.002,-0.00178,1.462
26.847000,0.877,-0.002,-0.00207,1.502
26.967000,0.908,-0.002,-0.00160,1.519
27.067000,0.938,-0.002,-0.00312,1.537
27.068000,0.940,-0.002,-0.00309,1.539
27.165000,0.971,-0.002,-0.00335,1.559
27.268000,1.003,-0.002,-0.00425,1.597
27.304000,1.035,-0.003,-0.00601,1.594
27.369000,1.067,-0.003,-0.00720,1.600
27.466000,1.099,-0.003,-0.00780,1.620
27.613000,1.132,-0.004,-0.00660,1.657
27.742000,1.166,-0.004,-0.00741,1.692
27.870000,1.201,-0.004,-0.00650,1.727
27.917000,1.235,-0.005,-0.01084,1.720
27.969000,1.270,-0.005,-0.01506,1.736
28.068000,1.305,-0.006,-0.01668,1.751
28.167000,1.340,-0.007,-0.01653,1.781
28.269000,1.376,-0.007,-0.01675,1.788
28.368000,1.412,-0.008,-0.01586,1.814
28.493000,1.449,-0.009,-0.01590,1.826
28.569000,1.485,-0.010,-0.01693,1.836
28.670000,1.523,-0.010,-0.01469,1.872
28.770000,1.561,-0.011,-0.01697,1.886
28.869000,1.599,-0.012,-0.01977,1.909
28.930000,1.637,-0.012,-0.01589,1.929
29.068000,1.676,-0.013,-0.01690,1.936
29.191000,1.715,-0.014,-0.01465,1.981
29.386000,1.756,-0.014,-0.01591,2.008
29.566000,1.796,-0.015,-0.01309,2.022
29.667000,1.837,-0.016,-0.01231,2.037
29.770000,1.878,-0.017,-0.01812,2.068
29.966000,1.920,-0.018,-0.01905,2.101
30.166000,1.962,-0.019,-0.02318,2.107
30.269000,2.005,-0.020,-0.02357,2.137
30.369000,2.047,-0.021,-0.02588,2.139
30.519000,2.091,-0.023,-0.02515,2.159
30.669000,2.134,-0.024,-0.02701,2.199
30.866000,2.179,-0.026,-0.02449,2.238
30.972000,2.224,-0.027,-0.02214,2.245
31.075000,2.269,-0.028,-0.02004,2.273
31.269000,2.315,-0.029,-0.01863,2.295
31.367000,2.361,-0.029,-0.01692,2.308
31.503000,2.408,-0.030,-0.01854,2.342
31.670000,2.455,-0.031,-0.02367,2.349
31.776000,2.502,-0.033,-0.02984,2.354
31.969000,2.549,-0.035,-0.03702,2.353
32.068000,2.595,-0.038,-0.04560,2.313
32.171000,2.640,-0.042,-0.05416,2.233
32.268000,2.682,-0.046,-0.06611,2.125
32.371000,2.722,-0.051,-0.07824,2.007
32.473000,2.759,-0.056,-0.09019,1.902
32.620000,2.794,-0.061,-0.10084,1.771
32.771000,2.828,-0.067,-0.11009,1.680
32.868000,2.859,-0.072,-0.11852,1.589
32.970000,2.889,-0.078,-0.12806,1.529
33.062000,2.918,-0.083,-0.13192,1.480
33.076000,2.938,-0.087,-0.13503,1.479
33.165000,2.967,-0.093,-0.13857,1.479
33.268000,2.996,-0.098,-0.13977,1.454
33.365000,3.025,-0.104,-0.13872,1.474
33.463000,3.054,-0.110,-0.13723,1.476
33.563000,3.083,-0.115,-0.14132,1.519
33.665000,3.114,-0.121,-0.14283,1.542
33.679000,3.135,-0.126,-0.14301,1.529
33.819000,3.165,-0.132,-0.14365,1.552
33.896000,3.196,-0.138,-0.14327,1.584
34.058000,3.228,-0.144,-0.14204,1.611
34.166000,3.260,-0.150,-0.13976,1.626
34.267000,3.292,-0.155,-0.13620,1.649
34.382000,3.325,-0.161,-0.13317,1.674
34.472000,3.359,-0.167,-0.13261,1.700
34.568000,3.392,-0.173,-0.13078,1.700
34.670000,3.426,-0.179,-0.12700,1.737
34.771000,3.461,-0.184,-0.12588,1.747
34.872000,3.495,-0.190,-0.12356,1.758
34.970000,3.530,-0.195,-0.12254,1.770
35.067000,3.566,-0.201,-0.12154,1.811
35.171000,3.602,-0.207,-0.12329,1.811
35.268000,3.638,-0.212,-0.12019,1.848
35.370000,3.675,-0.218,-0.11967,1.856
35.443000,3.712,-0.223,-0.11947,1.864
35.469000,3.749,-0.229,-0.11568,1.878
35.569000,3.786,-0.234,-0.11312,1.888
35.667000,3.824,-0.239,-0.11041,1.909
35.767000,3.862,-0.244,-0.11065,1.925
35.868000,3.900,-0.250,-0.11133,1.935
35.966000,3.938,-0.256,-0.11705,1.929
36.064000,3.976,-0.263,-0.12711,1.920
36.125000,4.013,-0.270,-0.13754,1.893
36.167000,4.050,-0.277,-0.14020,1.873
36.260000,4.087,-0.284,-0.14652,1.854
36.270000,4.105,-0.288,-0.14936,1.846
36.271000,4.106,-0.288,-0.14972,1.840
36.371000,4.141,-0.295,-0.15622,1.787
36.427000,4.175,-0.303,-0.15994,1.741
36.470000,4.209,-0.311,-0.16683,1.720
36.571000,4.242,-0.319,-0.17205,1.688
36.670000,4.274,-0.326,-0.17618,1.654
36.766000,4.305,-0.334,-0.18274,1.612
36.868000,4.335,-0.343,-0.18945,1.573
36.969000,4.365,-0.351,-0.19540,1.537
36.970000,4.366,-0.351,-0.19571,1.536
37.068000,4.396,-0.360,-0.20239,1.524
37.169000,4.424,-0.368,-0.20967,1.500
37.170000,4.426,-0.369,-0.20984,1.502
37.264000,4.454,-0.377,-0.21696,1.476
37.368000,4.481,-0.386,-0.22295,1.438
37.467000,4.508,-0.395,-0.22707,1.406
37.566000,4.534,-0.404,-0.23076,1.386
37.676000,4.561,-0.413,-0.23452,1.404
37.768000,4.587,-0.422,-0.23611,1.393
37.866000,4.613,-0.431,-0.23807,1.390
37.972000,4.639,-0.440,-0.24114,1.377
38.014000,4.665,-0.449,-0.24266,1.375
38.072000,4.691,-0.459,-0.24749,1.365
38.168000,4.716,-0.468,-0.25444,1.360
38.306000,4.741,-0.478,-0.26213,1.355
38.464000,4.766,-0.488,-0.26834,1.327
38.501000,4.791,-0.498,-0.27114,1.332
38.569000,4.815,-0.508,-0.27628,1.305
38.673000,4.838,-0.518,-0.28160,1.296
38.767000,4.862,-0.528,-0.28783,1.286
38.870000,4.886,-0.539,-0.29172,1.283
38.871000,4.887,-0.539,-0.29194,1.281
38.974000,4.910,-0.550,-0.29792,1.286
39.070000,4.933,-0.560,-0.30402,1.280
39.196000,4.956,-0.571,-0.30953,1.257
39.375000,4.979,-0.582,-0.31071,1.268
39.468000,5.002,-0.593,-0.31306,1.282
39.569000,5.026,-0.604,-0.31234,1.314
39.674000,5.050,-0.615,-0.31619,1.325
39.675000,5.051,-0.616,-0.31620,1.324
39.769000,5.075,-0.628,-0.32017,1.333
39.876000,5.099,-0.639,-0.32153,1.346
40.046000,5.124,-0.651,-0.31912,1.386
40.066000,5.150,-0.663,-0.31937,1.407
40.169000,5.175,-0.676,-0.31985,1.416
40.264000,5.201,-0.688,-0.32071,1.432
40.265000,5.202,-0.689,-0.32080,1.436
40.372000,5.229,-0.702,-0.32098,1.473
40.467000,5.255,-0.714,-0.32347,1.471
40.566000,5.282,-0.728,-0.32345,1.516
40.670000,5.309,-0.741,-0.32589,1.510
40.771000,5.336,-0.755,-0.32545,1.517
40.868000,5.364,-0.768,-0.32467,1.554
40.910000,5.392,-0.782,-0.32302,1.558
41.049000,5.420,-0.796,-0.32478,1.574
41.131000,5.449,-0.810,-0.32656,1.614
41.268000,5.479,-0.825,-0.32460,1.642
41.366000,5.508,-0.840,-0.32475,1.665
41.468000,5.538,-0.855,-0.32206,1.679
41.573000,5.569,-0.869,-0.32166,1.684
41.670000,5.599,-0.884,-0.32327,1.697
41.770000,5.630,-0.900,-0.32259,1.723
41.819000,5.661,-0.915,-0.32276,1.746
41.870000,5.692,-0.931,-0.32621,1.763
41.966000,5.724,-0.948,-0.32819,1.778
42.068000,5.755,-0.964,-0.33197,1.772
42.160000,5.787,-0.980,-0.33347,1.764
42.170000,5.802,-0.989,-0.33776,1.755
42.272000,5.833,-1.005,-0.34470,1.720
42.331000,5.862,-1.021,-0.35314,1.702
42.369000,5.892,-1.038,-0.36076,1.706
42.468000,5.921,-1.055,-0.36398,1.673
42.569000,5.949,-1.072,-0.36887,1.659
42.707000,5.977,-1.088,-0.37219,1.643
42.868000,6.005,-1.105,-0.37737,1.615
42.969000,6.032,-1.122,-0.38179,1.605
43.067000,6.059,-1.139,-0.38527,1.569
43.174000,6.086,-1.156,-0.38976,1.598
43.175000,6.087,-1.157,-0.38978,1.598
43.268000,6.114,-1.174,-0.39221,1.579
43.371000,6.140,-1.191,-0.39687,1.576
43.372000,6.142,-1.191,-0.39722,1.578
43.485000,6.168,-1.209,-0.39875,1.568
43.643000,6.194,-1.226,-0.39978,1.579
43.773000,6.221,-1.244,-0.40209,1.610
43.868000,6.248,-1.262,-0.40529,1.637
43.912000,6.275,-1.280,-0.40859,1.637
43.972000,6.302,-1.299,-0.41461,1.637
44.069000,6.329,-1.317,-0.41806,1.647
44.102000,6.356,-1.337,-0.42017,1.656
44.205000,6.383,-1.355,-0.42441,1.616
44.274000,6.408,-1.374,-0.43159,1.609
44.393000,6.434,-1.393,-0.43962,1.578
44.550000,6.458,-1.412,-0.44414,1.544
44.655000,6.483,-1.431,-0.44612,1.558
44.771000,6.508,-1.450,-0.44939,1.554
44.868000,6.533,-1.468,-0.45003,1.554
44.937000,6.557,-1.487,-0.44833,1.566
45.068000,6.583,-1.507,-0.44679,1.609
45.085000,6.605,-1.523,-0.44552,1.598
45.252000,6.630,-1.542,-0.44917,1.608
45.340000,6.656,-1.562,-0.44879,1.636
45.468000,6.683,-1.582,-0.44983,1.656
45.573000,6.709,-1.603,-0.45519,1.675
45.671000,6.735,-1.623,-0.45647,1.672
45.729000,6.762,-1.644,-0.45914,1.681
45.768000,6.788,-1.664,-0.46018,1.658
45.889000,6.815,-1.685,-0.45978,1.703
46.051000,6.842,-1.707,-0.46186,1.736
46.170000,6.869,-1.729,-0.46388,1.756
46.270000,6.896,-1.751,-0.47075,1.747
46.370000,6.923,-1.773,-0.47459,1.752
46.470000,6.950,-1.795,-0.47801,1.736
46.506000,6.976,-1.817,-0.48317,1.705
46.664000,7.002,-1.839,-0.48732,1.695
46.769000,7.027,-1.861,-0.48596,1.683
46.910000,7.054,-1.884,-0.48682,1.728
47.069000,7.080,-1.906,-0.48867,1.741
47.168000,7.107,-1.929,-0.49046,1.765
47.269000,7.134,-1.952,-0.49020,1.774
47.370000,7.161,-1.975,-0.49021,1.771
47.566000,7.188,-1.999,-0.49266,1.820
47.668000,7.216,-2.023,-0.49360,1.830
47.797000,7.243,-2.047,-0.49779,1.828
47.869000,7.270,-2.072,-0.50073,1.832
47.969000,7.297,-2.096,-0.50442,1.820
48.115000,7.324,-2.120,-0.50648,1.818
48.269000,7.351,-2.145,-0.50729,1.829
48.379000,7.378,-2.169,-0.51079,1.809
48.478000,7.404,-2.194,-0.51583,1.793
48.601000,7.430,-2.218,-0.51518,1.798
48.699000,7.457,-2.243,-0.51482,1.805
48.870000,7.484,-2.268,-0.51937,1.832
48.970000,7.510,-2.293,-0.52190,1.851
49.071000,7.537,-2.319,-0.52316,1.870
49.170000,7.565,-2.345,-0.52739,1.888
49.268000,7.592,-2.371,-0.53236,1.886
49.370000,7.619,-2.398,-0.53995,1.890
49.570000,7.646,-2.425,-0.54124,1.905
49.700000,7.672,-2.452,-0.54333,1.895
49.804000,7.699,-2.478,-0.54654,1.877
49.905000,7.725,-2.505,-0.54969,1.868
50.017000,7.751,-2.532,-0.55433,1.877
50.169000,7.777,-2.559,-0.55961,1.863
50.272000,7.803,-2.586,-0.56321,1.873
50.468000,7.828,-2.613,-0.56404,1.868
50.571000,7.854,-2.640,-0.56630,1.855
50.670000,7.880,-2.667,-0.56920,1.874
50.770000,7.906,-2.694,-0.56512,1.893
50.870000,7.932,-2.722,-0.56240,1.911
50.967000,7.959,-2.749,-0.56289,1.918
51.065000,7.986,-2.778,-0.56085,1.957
51.171000,8.013,-2.806,-0.56407,1.981
51.343000,8.040,-2.835,-0.56800,1.977
51.469000,8.067,-2.864,-0.57272,1.985
51.568000,8.093,-2.893,-0.57831,1.948
51.671000,8.119,-2.922,-0.58438,1.933
51.773000,8.144,-2.950,-0.58987,1.861
51.869000,8.168,-2.977,-0.59717,1.827
51.974000,8.191,-3.004,-0.60541,1.776
52.068000,8.213,-3.030,-0.61335,1.732
52.167000,8.235,-3.056,-0.61916,1.665
52.374000,8.255,-3.081,-0.62313,1.637
52.469000,8.276,-3.106,-0.62648,1.617
52.570000,8.297,-3.132,-0.62844,1.631
52.673000,8.317,-3.157,-0.62735,1.627
52.826000,8.338,-3.182,-0.62795,1.660
52.969000,8.359,-3.208,-0.63161,1.663
53.171000,8.380,-3.234,-0.63637,1.673
53.271000,8.400,-3.260,-0.64331,1.659
53.373000,8.420,-3.286,-0.64728,1.617
53.571000,8.439,-3.310,-0.65256,1.559
53.670000,8.458,-3.335,-0.65651,1.545
53.769000,8.477,-3.359,-0.65812,1.548
53.970000,8.496,-3.384,-0.65714,1.563
54.068000,8.516,-3.409,-0.65758,1.592
54.169000,8.536,-3.435,-0.65601,1.615
54.369000,8.556,-3.460,-0.65118,1.636
54.565000,8.577,-3.486,-0.64746,1.666
54.770000,8.598,-3.513,-0.64339,1.697
54.869000,8.620,-3.539,-0.64176,1.731
54.973000,8.642,-3.566,-0.63776,1.757
55.070000,8.665,-3.594,-0.63775,1.783
55.269000,8.688,-3.622,-0.63663,1.815
55.368000,8.712,-3.650,-0.63665,1.842
55.471000,8.735,-3.679,-0.63682,1.853
55.670000,8.760,-3.708,-0.63639,1.896
55.769000,8.784,-3.738,-0.63747,1.925
55.871000,8.809,-3.767,-0.63732,1.936
55.902000,8.833,-3.797,-0.63850,1.927
56.068000,8.858,-3.828,-0.64009,1.984
56.169000,8.884,-3.859,-0.63817,2.001
56.372000,8.910,-3.890,-0.64078,2.049
56.407000,8.936,-3.922,-0.64122,2.058
56.570000,8.962,-3.954,-0.64186,2.074
56.631000,8.988,-3.987,-0.64300,2.089
56.670000,9.015,-4.019,-0.64303,2.066
56.769000,9.041,-4.051,-0.64368,2.096
56.868000,9.068,-4.084,-0.64078,2.115
56.970000,9.095,-4.117,-0.64159,2.144
57.068000,9.122,-4.150,-0.64129,2.158
57.132000,9.150,-4.184,-0.64292,2.166
57.178000,9.177,-4.217,-0.64139,2.174
57.269000,9.204,-4.251,-0.64300,2.163
57.370000,9.232,-4.284,-0.64057,2.166
57.371000,9.233,-4.286,-0.64057,2.164
57.406000,9.261,-4.320,-0.63959,2.171
57.466000,9.288,-4.353,-0.63870,2.163
57.567000,9.316,-4.386,-0.63991,2.159
57.568000,9.317,-4.388,-0.63989,2.160
57.672000,9.344,-4.422,-0.64161,2.163
57.673000,9.345,-4.423,-0.64158,2.160
57.691000,9.370,-4.454,-0.64270,2.163
57.769000,9.397,-4.488,-0.64392,2.168
57.831000,9.424,-4.521,-0.64391,2.158
57.894000,9.451,-4.555,-0.64353,2.149
57.997000,9.477,-4.588,-0.64262,2.113
58.070000,9.503,-4.620,-0.64159,2.070
58.170000,9.529,-4.651,-0.63902,2.011
58.274000,9.554,-4.680,-0.63610,1.934
58.365000,9.578,-4.709,-0.63837,1.876
58.394000,9.601,-4.738,-0.63734,1.837
58.468000,9.624,-4.765,-0.63618,1.777
58.573000,9.645,-4.791,-0.63446,1.692
58.671000,9.666,-4.817,-0.63385,1.661
58.672000,9.668,-4.818,-0.63390,1.656
58.769000,9.688,-4.842,-0.63653,1.570
58.801000,9.707,-4.865,-0.63486,1.521
58.874000,9.726,-4.888,-0.63619,1.479
58.970000,9.744,-4.910,-0.63480,1.427
59.071000,9.761,-4.931,-0.63509,1.341
59.171000,9.778,-4.950,-0.63845,1.289
59.172000,9.779,-4.951,-0.63844,1.285
59.270000,9.794,-4.970,-0.63725,1.207
59.368000,9.808,-4.987,-0.63652,1.120
59.369000,9.809,-4.988,-0.63660,1.121
59.469000,9.823,-5.004,-0.63891,1.060
59.470000,9.823,-5.005,-0.63886,1.056
59.569000,9.836,-5.020,-0.63804,0.974
59.570000,9.837,-5.021,-0.63804,0.972
59.669000,9.848,-5.034,-0.63699,0.913
59.771000,9.859,-5.047,-0.63789,0.839
59.772000,9.860,-5.048,-0.63780,0.836
59.870000,9.869,-5.059,-0.63850,0.753
59.966000,9.879,-5.070,-0.63765,0.707
60.056000,9.887,-5.080,-0.63935,0.627
60.114000,9.894,-5.089,-0.63890,0.581
60.169000,9.901,-5.097,-0.63756,0.553
60.257000,9.907,-5.105,-0.63728,0.485
60.282000,9.913,-5.111,-0.63689,0.441
60.365000,9.918,-5.117,-0.63617,0.394
60.466000,9.922,-5.122,-0.63597,0.320
60.506000,9.926,-5.126,-0.63294,0.280
60.569000,9.929,-5.130,-0.63040,0.238
60.668000,9.932,-5.133,-0.63328,0.184
60.677000,9.933,-5.134,-0.63466,0.161
60.764000,9.934,-5.135,-0.63096,0.070
60.867000,9.934,-5.135,-0.63287,0.043
60.868000,9.934,-5.135,-0.63276,0.032
60.916000,9.935,-5.136,-0.63361,0.035
60.969000,9.935,-5.137,-0.63298,0.033
61.072000,9.935,-5.137,-0.63201,0.032
61.073000,9.935,-5.137,-0.63199,0.015
61.129000,9.936,-5.137,-0.63158,0.030
61.171000,9.936,-5.138,-0.63177,0.032
61.172000,9.936,-5.138,-0.63182,0.013
61.266000,9.937,-5.138,-0.63376,0.032
61.354000,9.937,-5.139,-0.63227,0.029
61.368000,9.937,-5.139,-0.63183,0.028
61.468000,9.938,-5.140,-0.63126,0.029
61.549000,9.938,-5.140,-0.62809,0.030
61.564000,9.938,-5.140,-0.62914,0.029
61.668000,9.939,-5.141,-0.62734,0.033
61.741000,9.939,-5.141,-0.62642,0.031
61.768000,9.940,-5.142,-0.62703,0.030
61.833000,9.940,-5.142,-0.62706,0.029
61.869000,9.940,-5.143,-0.62681,0.030
61.966000,9.941,-5.143,-0.62853,0.030
61.967000,9.941,-5.143,-0.62856,0.011
62.020000,9.941,-5.144,-0.62892,0.032
62.068000,9.942,-5.144,-0.62702,0.030
62.069000,9.942,-5.144,-0.62699,0.010
62.168000,9.942,-5.145,-0.62436,0.031
62.212000,9.942,-5.145,-0.62587,0.027
62.265000,9.943,-5.145,-0.62653,0.029
62.366000,9.943,-5.146,-0.62529,0.028
62.410000,9.943,-5.146,-0.62520,0.027
62.466000,9.944,-5.147,-0.62708,0.030
62.539000,9.944,-5.147,-0.62686,0.028
62.567000,9.945,-5.148,-0.62674,0.028
62.665000,9.945,-5.148,-0.62488,0.028
62.668000,9.945,-5.148,-0.62480,0.012
62.759000,9.945,-5.148,-0.62481,0.029
62.767000,9.945,-5.149,-0.62481,0.019
62.870000,9.946,-5.149,-0.62416,0.028
62.879000,9.946,-5.149,-0.62627,0.019
62.965000,9.946,-5.150,-0.62506,0.030
63.061000,9.947,-5.150,-0.62483,0.027
63.132000,9.947,-5.150,-0.62768,0.029
63.179000,9.947,-5.151,-0.62776,0.027
63.269000,9.948,-5.151,-0.62533,0.027
63.369000,9.948,-5.152,-0.62547,0.028
63.412000,9.948,-5.152,-0.62371,0.026
63.469000,9.949,-5.152,-0.62698,0.027
63.566000,9.949,-5.153,-0.62869,0.024
63.567000,9.949,-5.153,-0.62884,0.007
63.643000,9.950,-5.153,-0.63031,0.028
63.670000,9.950,-5.154,-0.63154,0.027
63.770000,9.950,-5.154,-0.63019,0.027
63.771000,9.950,-5.154,-0.63026,0.007
63.866000,9.951,-5.154,-0.63102,0.027
63.867000,9.951,-5.154,-0.63095,0.007
63.968000,9.951,-5.155,-0.62782,0.027
63.969000,9.951,-5.155,-0.62783,0.007
64.068000,9.951,-5.155,-0.62992,0.027
64.136000,9.952,-5.156,-0.62742,0.027
64.180000,9.952,-5.156,-0.62616,0.027
64.265000,9.952,-5.157,-0.62824,0.029
64.365000,9.953,-5.157,-0.63112,0.028
64.414000,9.953,-5.157,-0.63342,0.027
64.469000,9.954,-5.158,-0.62955,0.029
64.470000,9.954,-5.158,-0.62957,0.007
64.567000,9.954,-5.158,-0.63142,0.028
64.568000,9.954,-5.158,-0.63143,0.007
64.646000,9.954,-5.159,-0.62986,0.026
64.670000,9.955,-5.159,-0.62506,0.027
64.769000,9.955,-5.159,-0.62728,0.026
64.770000,9.955,-5.159,-0.62715,0.007
64.848000,9.955,-5.160,-0.62714,0.027
64.882000,9.956,-5.160,-0.62763,0.028
64.966000,9.956,-5.161,-0.62646,0.026
65.063000,9.956,-5.161,-0.62748,0.025
65.075000,9.957,-5.161,-0.62701,0.021
65.167000,9.957,-5.162,-0.62798,0.026
65.260000,9.957,-5.162,-0.62658,0.026
65.267000,9.957,-5.162,-0.62677,0.016
65.293000,9.958,-5.162,-0.62828,0.026
65.366000,9.958,-5.163,-0.62833,0.026
65.367000,9.958,-5.163,-0.62825,0.006
65.467000,9.958,-5.163,-0.62572,0.027
65.484000,9.959,-5.164,-0.62667,0.024
65.565000,9.959,-5.164,-0.62606,0.028
65.571000,9.959,-5.164,-0.62620,0.015
65.664000,9.959,-5.165,-0.62954,0.027
65.741000,9.960,-5.165,-0.63055,0.026
65.792000,9.960,-5.165,-0.63108,0.029
65.868000,9.960,-5.166,-0.63435,0.027
65.962000,9.961,-5.166,-0.63397,0.026
66.063000,9.961,-5.167,-0.63849,0.029
66.108000,9.961,-5.167,-0.63764,0.026
66.166000,9.962,-5.167,-0.63875,0.027
66.267000,9.962,-5.168,-0.64098,0.029
66.340000,9.963,-5.168,-0.64158,0.026
66.368000,9.963,-5.169,-0.64127,0.026
66.381000,9.963,-5.169,-0.64182,0.021
66.467000,9.963,-5.169,-0.64309,0.028
66.568000,9.964,-5.170,-0.64174,0.025
66.569000,9.964,-5.170,-0.64176,0.007
66.666000,9.964,-5.170,-0.64060,0.026
66.690000,9.964,-5.170,-0.63958,0.024
66.766000,9.965,-5.171,-0.63973,0.025
66.851000,9.965,-5.171,-0.63698,0.025
66.890000,9.965,-5.172,-0.63608,0.026
66.967000,9.966,-5.172,-0.63458,0.026
67.066000,9.966,-5.172,-0.63588,0.026
67.083000,9.966,-5.173,-0.63588,0.022
67.167000,9.967,-5.173,-0.63769,0.026
67.268000,9.967,-5.173,-0.63769,0.024
67.269000,9.967,-5.173,-0.63785,0.006
67.367000,9.967,-5.174,-0.63820,0.025
67.368000,9.967,-5.174,-0.63838,0.006
67.440000,9.968,-5.174,-0.63984,0.025
67.469000,9.968,-5.175,-0.63977,0.025
67.565000,9.968,-5.175,-0.63840,0.025
67.627000,9.969,-5.175,-0.63809,0.027
67.667000,9.969,-5.176,-0.63835,0.026
67.760000,9.969,-5.176,-0.63645,0.025
67.800000,9.970,-5.176,-0.63711,0.026
67.868000,9.970,-5.177,-0.63757,0.024
67.969000,9.970,-5.177,-0.63690,0.025
68.026000,9.971,-5.178,-0.63611,0.026
68.076000,9.971,-5.178,-0.63827,0.027
68.165000,9.971,-5.178,-0.63713,0.027
68.245000,9.972,-5.179,-0.63516,0.026
68.268000,9.972,-5.179,-0.63234,0.028
68.369000,9.972,-5.180,-0.63586,0.026
68.382000,9.973,-5.180,-0.63410,0.021
68.464000,9.973,-5.180,-0.63378,0.026
68.527000,9.973,-5.181,-0.63565,0.025
68.569000,9.974,-5.181,-0.63806,0.026
68.570000,9.974,-5.181,-0.63798,0.006
68.667000,9.974,-5.181,-0.63693,0.026
68.728000,9.974,-5.182,-0.63781,0.027
68.765000,9.975,-5.182,-0.63836,0.026
68.864000,9.975,-5.183,-0.63820,0.028
68.951000,9.975,-5.183,-0.63769,0.027
