t,matches,dropped,mean_mahal,p95_mahal,match_frac,N
25.109000,0,16,0.000,0.000,0.00,1200
25.254000,0,16,0.000,0.000,0.00,1200
25.366000,0,14,0.000,0.000,0.00,1200
25.483000,0,12,0.000,0.000,0.00,1200
25.665000,0,12,0.000,0.000,0.00,1200
25.771000,0,12,0.000,0.000,0.00,1200
25.869000,0,14,0.000,0.000,0.00,1200
25.942000,0,14,0.000,0.000,0.00,1200
26.022000,0,14,0.000,0.000,0.00,1200
26.148000,0,14,0.000,0.000,0.00,1200
26.290000,0,12,0.000,0.000,0.00,1200
26.368000,0,12,0.000,0.000,0.00,1200
26.467000,0,10,0.000,0.000,0.00,1200
26.567000,0,8,0.000,0.000,0.00,1200
26.668000,0,8,0.000,0.000,0.00,1200
26.713000,0,8,0.000,0.000,0.00,1200
26.847000,0,8,0.000,0.000,0.00,1200
26.967000,0,8,0.000,0.000,0.00,1200
27.067000,0,8,0.000,0.000,0.00,1200
27.068000,0,8,0.000,0.000,0.00,1200
27.165000,0,8,0.000,0.000,0.00,1200
27.268000,0,10,0.000,0.000,0.00,1200
27.304000,0,10,0.000,0.000,0.00,1200
27.369000,0,10,0.000,0.000,0.00,1200
27.466000,0,10,0.000,0.000,0.00,1200
27.613000,0,10,0.000,0.000,0.00,1200
27.742000,0,10,0.000,0.000,0.00,1200
27.870000,0,10,0.000,0.000,0.00,1200
27.917000,0,10,0.000,0.000,0.00,1200
27.969000,0,8,0.000,0.000,0.00,1200
28.068000,0,8,0.000,0.000,0.00,1200
28.167000,0,8,0.000,0.000,0.00,1200
28.269000,0,8,0.000,0.000,0.00,1200
28.368000,0,10,0.000,0.000,0.00,1200
28.493000,0,10,0.000,0.000,0.00,1200
28.569000,0,10,0.000,0.000,0.00,1200
28.670000,0,10,0.000,0.000,0.00,1200
28.770000,0,12,0.000,0.000,0.00,1200
28.869000,0,12,0.000,0.000,0.00,1200
28.930000,0,12,0.000,0.000,0.00,1200
29.068000,0,14,0.000,0.000,0.00,1200
29.191000,0,18,0.000,0.000,0.00,1200
29.386000,0,16,0.000,0.000,0.00,1200
29.566000,0,16,0.000,0.000,0.00,1200
29.667000,0,16,0.000,0.000,0.00,1200
29.770000,0,16,0.000,0.000,0.00,1200
29.966000,0,17,0.000,0.000,0.00,1200
30.166000,0,17,0.000,0.000,0.00,1200
30.269000,0,17,0.000,0.000,0.00,1200
30.369000,0,18,0.000,0.000,0.00,1200
30.519000,0,17,0.000,0.000,0.00,1200
30.669000,0,17,0.000,0.000,0.00,1200
30.866000,0,18,0.000,0.000,0.00,1200
30.972000,0,17,0.000,0.000,0.00,1200
31.075000,0,16,0.000,0.000,0.00,1200
31.269000,0,17,0.000,0.000,0.00,1200
31.367000,0,16,0.000,0.000,0.00,1200
31.503000,0,14,0.000,0.000,0.00,1200
31.670000,0,13,0.000,0.000,0.00,1200
31.776000,0,13,0.000,0.000,0.00,1200
31.969000,0,12,0.000,0.000,0.00,1200
32.068000,0,12,0.000,0.000,0.00,1200
32.171000,0,12,0.000,0.000,0.00,1200
32.268000,0,12,0.000,0.000,0.00,1200
32.371000,0,15,0.000,0.000,0.00,1200
32.473000,0,14,0.000,0.000,0.00,1200
32.620000,0,13,0.000,0.000,0.00,1200
32.771000,0,12,0.000,0.000,0.00,1200
32.868000,0,12,0.000,0.000,0.00,1200
32.970000,0,11,0.000,0.000,0.00,1200
33.062000,0,11,0.000,0.000,0.00,1200
33.076000,0,11,0.000,0.000,0.00,1200
33.165000,0,12,0.000,0.000,0.00,1200
33.268000,0,12,0.000,0.000,0.00,1200
33.365000,0,12,0.000,0.000,0.00,1200
33.463000,0,13,0.000,0.000,0.00,1200
33.563000,0,12,0.000,0.000,0.00,1200
33.665000,0,12,0.000,0.000,0.00,1200
33.679000,0,12,0.000,0.000,0.00,1200
33.819000,0,11,0.000,0.000,0.00,1200
33.896000,0,11,0.000,0.000,0.00,1200
34.058000,0,11,0.000,0.000,0.00,1200
34.166000,0,10,0.000,0.000,0.00,1200
34.267000,0,11,0.000,0.000,0.00,1200
34.382000,0,11,0.000,0.000,0.00,1200
34.472000,0,10,0.000,0.000,0.00,1200
34.568000,0,10,0.000,0.000,0.00,1200
34.670000,0,10,0.000,0.000,0.00,1200
34.771000,0,10,0.000,0.000,0.00,1200
34.872000,0,10,0.000,0.000,0.00,1200
34.970000,0,9,0.000,0.000,0.00,1200
35.067000,0,9,0.000,0.000,0.00,1200
35.171000,0,9,0.000,0.000,0.00,1200
35.268000,0,9,0.000,0.000,0.00,1200
35.370000,0,8,0.000,0.000,0.00,1200
35.443000,0,7,0.000,0.000,0.00,1200
35.469000,0,7,0.000,0.000,0.00,1200
35.569000,0,6,0.000,0.000,0.00,1200
35.667000,0,6,0.000,0.000,0.00,1200
35.767000,0,6,0.000,0.000,0.00,1200
35.868000,0,5,0.000,0.000,0.00,1200
35.966000,0,4,0.000,0.000,0.00,1200
36.064000,0,3,0.000,0.000,0.00,1200
36.125000,0,3,0.000,0.000,0.00,1200
36.167000,0,3,0.000,0.000,0.00,1200
36.260000,0,3,0.000,0.000,0.00,1200
36.270000,0,3,0.000,0.000,0.00,1200
36.271000,0,3,0.000,0.000,0.00,1200
36.371000,0,4,0.000,0.000,0.00,1200
36.427000,0,4,0.000,0.000,0.00,1200
36.470000,0,5,0.000,0.000,0.00,1200
36.571000,0,5,0.000,0.000,0.00,1200
36.670000,0,6,0.000,0.000,0.00,1200
36.766000,0,6,0.000,0.000,0.00,1200
36.868000,0,6,0.000,0.000,0.00,1200
36.969000,0,5,0.000,0.000,0.00,1200
36.970000,0,5,0.000,0.000,0.00,1200
37.068000,0,7,0.000,0.000,0.00,1200
37.169000,0,7,0.000,0.000,0.00,1200
37.170000,0,7,0.000,0.000,0.00,1200
37.264000,0,7,0.000,0.000,0.00,1200
37.368000,0,7,0.000,0.000,0.00,1200
37.467000,0,8,0.000,0.000,0.00,1200
37.566000,0,8,0.000,0.000,0.00,1200
37.676000,0,8,0.000,0.000,0.00,1200
37.768000,0,8,0.000,0.000,0.00,1200
37.866000,0,8,0.000,0.000,0.00,1200
37.972000,0,9,0.000,0.000,0.00,1200
38.014000,0,9,0.000,0.000,0.00,1200
38.072000,0,9,0.000,0.000,0.00,1200
38.168000,0,10,0.000,0.000,0.00,1200
38.306000,0,10,0.000,0.000,0.00,1200
38.464000,0,9,0.000,0.000,0.00,1200
38.501000,0,9,0.000,0.000,0.00,1200
38.569000,0,9,0.000,0.000,0.00,1200
38.673000,0,9,0.000,0.000,0.00,1200
38.767000,0,9,0.000,0.000,0.00,1200
38.870000,0,9,0.000,0.000,0.00,1200
38.871000,0,9,0.000,0.000,0.00,1200
38.974000,0,9,0.000,0.000,0.00,1200
39.070000,0,10,0.000,0.000,0.00,1200
39.196000,0,10,0.000,0.000,0.00,1200
39.375000,0,10,0.000,0.000,0.00,1200
39.468000,0,10,0.000,0.000,0.00,1200
39.569000,0,10,0.000,0.000,0.00,1200
39.674000,0,11,0.000,0.000,0.00,1200
39.675000,0,11,0.000,0.000,0.00,1200
39.769000,0,11,0.000,0.000,0.00,1200
39.876000,0,10,0.000,0.000,0.00,1200
40.046000,0,10,0.000,0.000,0.00,1200
40.066000,0,10,0.000,0.000,0.00,1200
40.169000,0,10,0.000,0.000,0.00,1200
40.264000,0,10,0.000,0.000,0.00,1200
40.265000,0,10,0.000,0.000,0.00,1200
40.372000,0,10,0.000,0.000,0.00,1200
40.467000,0,10,0.000,0.000,0.00,1200
40.566000,0,10,0.000,0.000,0.00,1200
40.670000,0,9,0.000,0.000,0.00,1200
40.771000,0,9,0.000,0.000,0.00,1200
40.868000,0,9,0.000,0.000,0.00,1200
40.910000,0,9,0.000,0.000,0.00,1200
41.049000,0,10,0.000,0.000,0.00,1200
41.131000,0,10,0.000,0.000,0.00,1200
41.268000,0,10,0.000,0.000,0.00,1200
41.366000,0,10,0.000,0.000,0.00,1200
41.468000,0,10,0.000,0.000,0.00,1200
41.573000,0,9,0.000,0.000,0.00,1200
41.670000,0,9,0.000,0.000,0.00,1200
41.770000,0,9,0.000,0.000,0.00,1200
41.819000,0,9,0.000,0.000,0.00,1200
41.870000,0,8,0.000,0.000,0.00,1200
41.966000,0,8,0.000,0.000,0.00,1200
42.068000,0,8,0.000,0.000,0.00,1200
42.160000,0,8,0.000,0.000,0.00,1200
42.170000,0,8,0.000,0.000,0.00,1200
42.272000,0,8,0.000,0.000,0.00,1200
42.331000,0,8,0.000,0.000,0.00,1200
42.369000,0,9,0.000,0.000,0.00,1200
42.468000,0,9,0.000,0.000,0.00,1200
42.569000,0,9,0.000,0.000,0.00,1200
42.707000,0,10,0.000,0.000,0.00,1200
42.868000,0,9,0.000,0.000,0.00,1200
42.969000,0,9,0.000,0.000,0.00,1200
43.067000,0,10,0.000,0.000,0.00,1200
43.174000,0,8,0.000,0.000,0.00,1200
43.175000,0,8,0.000,0.000,0.00,1200
43.268000,0,9,0.000,0.000,0.00,1200
43.371000,0,9,0.000,0.000,0.00,1200
43.372000,0,9,0.000,0.000,0.00,1200
43.485000,0,9,0.000,0.000,0.00,1200
43.643000,0,9,0.000,0.000,0.00,1200
43.773000,0,9,0.000,0.000,0.00,1200
43.868000,0,9,0.000,0.000,0.00,1200
43.912000,0,9,0.000,0.000,0.00,1200
43.972000,0,9,0.000,0.000,0.00,1200
44.069000,0,9,0.000,0.000,0.00,1200
44.102000,0,9,0.000,0.000,0.00,1200
44.205000,0,9,0.000,0.000,0.00,1200
44.274000,0,10,0.000,0.000,0.00,1200
44.393000,0,10,0.000,0.000,0.00,1200
44.550000,0,10,0.000,0.000,0.00,1200
44.655000,0,10,0.000,0.000,0.00,1200
44.771000,0,9,0.000,0.000,0.00,1200
44.868000,0,9,0.000,0.000,0.00,1200
44.937000,0,9,0.000,0.000,0.00,1200
45.068000,0,9,0.000,0.000,0.00,1200
45.085000,0,9,0.000,0.000,0.00,1200
45.252000,0,9,0.000,0.000,0.00,1200
45.340000,0,9,0.000,0.000,0.00,1200
45.468000,0,9,0.000,0.000,0.00,1200
45.573000,0,9,0.000,0.000,0.00,1200
45.671000,0,10,0.000,0.000,0.00,1200
45.729000,0,10,0.000,0.000,0.00,1200
45.768000,0,10,0.000,0.000,0.00,1200
45.889000,0,10,0.000,0.000,0.00,1200
46.051000,0,10,0.000,0.000,0.00,1200
46.170000,0,10,0.000,0.000,0.00,1200
46.270000,0,9,0.000,0.000,0.00,1200
46.370000,0,10,0.000,0.000,0.00,1200
46.470000,0,10,0.000,0.000,0.00,1200
46.506000,0,10,0.000,0.000,0.00,1200
46.664000,0,10,0.000,0.000,0.00,1200
46.769000,0,12,0.000,0.000,0.00,1200
46.910000,0,12,0.000,0.000,0.00,1200
47.069000,0,13,0.000,0.000,0.00,1200
47.168000,0,14,0.000,0.000,0.00,1200
47.269000,0,15,0.000,0.000,0.00,1200
47.370000,0,14,0.000,0.000,0.00,1200
47.566000,0,15,0.000,0.000,0.00,1200
47.668000,0,15,0.000,0.000,0.00,1200
47.797000,0,14,0.000,0.000,0.00,1200
47.869000,0,14,0.000,0.000,0.00,1200
47.969000,0,14,0.000,0.000,0.00,1200
48.115000,0,15,0.000,0.000,0.00,1200
48.269000,0,16,0.000,0.000,0.00,1200
48.379000,0,16,0.000,0.000,0.00,1200
48.478000,0,16,0.000,0.000,0.00,1200
48.601000,0,16,0.000,0.000,0.00,1200
48.699000,0,15,0.000,0.000,0.00,1200
48.870000,0,16,0.000,0.000,0.00,1200
48.970000,0,16,0.000,0.000,0.00,1200
49.071000,0,15,0.000,0.000,0.00,1200
49.170000,0,15,0.000,0.000,0.00,1200
49.268000,0,16,0.000,0.000,0.00,1200
49.370000,0,16,0.000,0.000,0.00,1200
49.570000,0,15,0.000,0.000,0.00,1200
49.700000,0,15,0.000,0.000,0.00,1200
49.804000,0,14,0.000,0.000,0.00,1200
49.905000,0,14,0.000,0.000,0.00,1200
50.017000,0,13,0.000,0.000,0.00,1200
50.169000,0,13,0.000,0.000,0.00,1200
50.272000,0,14,0.000,0.000,0.00,1200
50.468000,0,14,0.000,0.000,0.00,1200
50.571000,0,14,0.000,0.000,0.00,1200
50.670000,0,14,0.000,0.000,0.00,1200
50.770000,0,14,0.000,0.000,0.00,1200
50.870000,0,12,0.000,0.000,0.00,1200
50.967000,0,12,0.000,0.000,0.00,1200
51.065000,0,11,0.000,0.000,0.00,1200
51.171000,0,12,0.000,0.000,0.00,1200
51.343000,0,12,0.000,0.000,0.00,1200
51.469000,0,12,0.000,0.000,0.00,1200
51.568000,0,12,0.000,0.000,0.00,1200
51.671000,0,12,0.000,0.000,0.00,1200
51.773000,0,11,0.000,0.000,0.00,1200
51.869000,0,12,0.000,0.000,0.00,1200
51.974000,0,11,0.000,0.000,0.00,1200
52.068000,0,14,0.000,0.000,0.00,1200
52.167000,0,16,0.000,0.000,0.00,1200
52.374000,0,16,0.000,0.000,0.00,1200
52.469000,0,16,0.000,0.000,0.00,1200
52.570000,0,15,0.000,0.000,0.00,1200
52.673000,0,15,0.000,0.000,0.00,1200
52.826000,0,15,0.000,0.000,0.00,1200
52.969000,0,16,0.000,0.000,0.00,1200
53.171000,0,16,0.000,0.000,0.00,1200
53.271000,0,17,0.000,0.000,0.00,1200
53.373000,0,17,0.000,0.000,0.00,1200
53.571000,0,18,0.000,0.000,0.00,1200
53.670000,0,16,0.000,0.000,0.00,1200
53.769000,0,17,0.000,0.000,0.00,1200
53.970000,0,17,0.000,0.000,0.00,1200
54.068000,0,19,0.000,0.000,0.00,1200
54.169000,0,18,0.000,0.000,0.00,1200
54.369000,0,18,0.000,0.000,0.00,1200
54.565000,0,19,0.000,0.000,0.00,1200
54.770000,0,16,0.000,0.000,0.00,1200
54.869000,0,14,0.000,0.000,0.00,1200
54.973000,0,14,0.000,0.000,0.00,1200
55.070000,0,15,0.000,0.000,0.00,1200
55.269000,0,14,0.000,0.000,0.00,1200
55.368000,0,14,0.000,0.000,0.00,1200
55.471000,0,14,0.000,0.000,0.00,1200
55.670000,0,10,0.000,0.000,0.00,1200
55.769000,0,10,0.000,0.000,0.00,1200
55.871000,0,9,0.000,0.000,0.00,1200
55.902000,0,9,0.000,0.000,0.00,1200
56.068000,0,10,0.000,0.000,0.00,1200
56.169000,0,11,0.000,0.000,0.00,1200
56.372000,0,10,0.000,0.000,0.00,1200
56.407000,0,10,0.000,0.000,0.00,1200
56.570000,0,9,0.000,0.000,0.00,1200
56.631000,0,9,0.000,0.000,0.00,1200
56.670000,0,9,0.000,0.000,0.00,1200
56.769000,0,8,0.000,0.000,0.00,1200
56.868000,0,8,0.000,0.000,0.00,1200
56.970000,0,8,0.000,0.000,0.00,1200
57.068000,0,6,0.000,0.000,0.00,1200
57.132000,0,6,0.000,0.000,0.00,1200
57.178000,0,6,0.000,0.000,0.00,1200
57.269000,0,5,0.000,0.000,0.00,1200
57.370000,0,5,0.000,0.000,0.00,1200
57.371000,0,5,0.000,0.000,0.00,1200
57.406000,0,5,0.000,0.000,0.00,1200
57.466000,0,5,0.000,0.000,0.00,1200
57.567000,0,5,0.000,0.000,0.00,1200
57.568000,0,5,0.000,0.000,0.00,1200
57.672000,0,5,0.000,0.000,0.00,1200
57.673000,0,5,0.000,0.000,0.00,1200
57.691000,0,5,0.000,0.000,0.00,1200
57.769000,0,5,0.000,0.000,0.00,1200
57.831000,0,8,0.000,0.000,0.00,1200
57.894000,0,9,0.000,0.000,0.00,1200
57.997000,0,8,0.000,0.000,0.00,1200
58.070000,0,8,0.000,0.000,0.00,1200
58.170000,0,8,0.000,0.000,0.00,1200
58.274000,0,8,0.000,0.000,0.00,1200
58.365000,0,8,0.000,0.000,0.00,1200
58.394000,0,8,0.000,0.000,0.00,1200
58.468000,0,8,0.000,0.000,0.00,1200
58.573000,0,8,0.000,0.000,0.00,1200
58.671000,0,8,0.000,0.000,0.00,1200
58.672000,0,8,0.000,0.000,0.00,1200
58.769000,0,8,0.000,0.000,0.00,1200
58.801000,0,8,0.000,0.000,0.00,1200
58.874000,0,8,0.000,0.000,0.00,1200
58.970000,0,7,0.000,0.000,0.00,1200
59.071000,0,7,0.000,0.000,0.00,1200
59.171000,0,7,0.000,0.000,0.00,1200
59.172000,0,7,0.000,0.000,0.00,1200
59.270000,0,7,0.000,0.000,0.00,1200
59.368000,0,7,0.000,0.000,0.00,1200
59.369000,0,7,0.000,0.000,0.00,1200
59.469000,0,7,0.000,0.000,0.00,1200
59.470000,0,7,0.000,0.000,0.00,1200
59.569000,0,7,0.000,0.000,0.00,1200
59.570000,0,7,0.000,0.000,0.00,1200
59.669000,0,7,0.000,0.000,0.00,1200
59.771000,0,7,0.000,0.000,0.00,1200
59.772000,0,7,0.000,0.000,0.00,1200
59.870000,0,7,0.000,0.000,0.00,1200
59.966000,0,7,0.000,0.000,0.00,1200
60.056000,0,6,0.000,0.000,0.00,1200
60.114000,0,6,0.000,0.000,0.00,1200
60.169000,0,6,0.000,0.000,0.00,1200
60.257000,0,6,0.000,0.000,0.00,1200
60.282000,0,6,0.000,0.000,0.00,1200
60.365000,0,6,0.000,0.000,0.00,1200
60.466000,0,6,0.000,0.000,0.00,1200
60.506000,0,6,0.000,0.000,0.00,1200
60.569000,0,6,0.000,0.000,0.00,1200
60.668000,0,6,0.000,0.000,0.00,1200
60.677000,0,6,0.000,0.000,0.00,1200
60.764000,0,6,0.000,0.000,0.00,1200
60.867000,0,6,0.000,0.000,0.00,1200
60.868000,0,6,0.000,0.000,0.00,1200
60.916000,0,6,0.000,0.000,0.00,1200
60.969000,0,6,0.000,0.000,0.00,1200
61.072000,0,6,0.000,0.000,0.00,1200
61.073000,0,6,0.000,0.000,0.00,1200
61.129000,0,6,0.000,0.000,0.00,1200
61.171000,0,6,0.000,0.000,0.00,1200
61.172000,0,6,0.000,0.000,0.00,1200
61.266000,0,6,0.000,0.000,0.00,1200
61.354000,0,6,0.000,0.000,0.00,1200
61.368000,0,6,0.000,0.000,0.00,1200
61.468000,0,6,0.000,0.000,0.00,1200
61.549000,0,6,0.000,0.000,0.00,1200
61.564000,0,6,0.000,0.000,0.00,1200
61.668000,0,6,0.000,0.000,0.00,1200
61.741000,0,6,0.000,0.000,0.00,1200
61.768000,0,6,0.000,0.000,0.00,1200
61.833000,0,6,0.000,0.000,0.00,1200
61.869000,0,6,0.000,0.000,0.00,1200
61.966000,0,6,0.000,0.000,0.00,1200
61.967000,0,6,0.000,0.000,0.00,1200
62.020000,0,6,0.000,0.000,0.00,1200
62.068000,0,6,0.000,0.000,0.00,1200
62.069000,0,6,0.000,0.000,0.00,1200
62.168000,0,6,0.000,0.000,0.00,1200
62.212000,0,6,0.000,0.000,0.00,1200
62.265000,0,6,0.000,0.000,0.00,1200
62.366000,0,6,0.000,0.000,0.00,1200
62.410000,0,6,0.000,0.000,0.00,1200
62.466000,0,6,0.000,0.000,0.00,1200
62.539000,0,6,0.000,0.000,0.00,1200
62.567000,0,6,0.000,0.000,0.00,1200
62.665000,0,6,0.000,0.000,0.00,1200
62.668000,0,6,0.000,0.000,0.00,1200
62.759000,0,6,0.000,0.000,0.00,1200
62.767000,0,6,0.000,0.000,0.00,1200
62.870000,0,6,0.000,0.000,0.00,1200
62.879000,0,6,0.000,0.000,0.00,1200
62.965000,0,6,0.000,0.000,0.00,1200
63.061000,0,6,0.000,0.000,0.00,1200
63.132000,0,6,0.000,0.000,0.00,1200
63.179000,0,6,0.000,0.000,0.00,1200
63.269000,0,6,0.000,0.000,0.00,1200
63.369000,0,6,0.000,0.000,0.00,1200
63.412000,0,6,0.000,0.000,0.00,1200
63.469000,0,6,0.000,0.000,0.00,1200
63.566000,0,6,0.000,0.000,0.00,1200
63.567000,0,6,0.000,0.000,0.00,1200
63.643000,0,6,0.000,0.000,0.00,1200
63.670000,0,6,0.000,0.000,0.00,1200
63.770000,0,6,0.000,0.000,0.00,1200
63.771000,0,6,0.000,0.000,0.00,1200
63.866000,0,6,0.000,0.000,0.00,1200
63.867000,0,6,0.000,0.000,0.00,1200
63.968000,0,6,0.000,0.000,0.00,1200
63.969000,0,6,0.000,0.000,0.00,1200
64.068000,0,6,0.000,0.000,0.00,1200
64.136000,0,6,0.000,0.000,0.00,1200
64.180000,0,6,0.000,0.000,0.00,1200
64.265000,0,6,0.000,0.000,0.00,1200
64.365000,0,6,0.000,0.000,0.00,1200
64.414000,0,6,0.000,0.000,0.00,1200
64.469000,0,6,0.000,0.000,0.00,1200
64.470000,0,6,0.000,0.000,0.00,1200
64.567000,0,6,0.000,0.000,0.00,1200
64.568000,0,6,0.000,0.000,0.00,1200
64.646000,0,6,0.000,0.000,0.00,1200
64.670000,0,6,0.000,0.000,0.00,1200
64.769000,0,6,0.000,0.000,0.00,1200
64.770000,0,6,0.000,0.000,0.00,1200
64.848000,0,6,0.000,0.000,0.00,1200
64.882000,0,6,0.000,0.000,0.00,1200
64.966000,0,6,0.000,0.000,0.00,1200
65.063000,0,6,0.000,0.000,0.00,1200
65.075000,0,6,0.000,0.000,0.00,1200
65.167000,0,6,0.000,0.000,0.00,1200
65.260000,0,6,0.000,0.000,0.00,1200
65.267000,0,6,0.000,0.000,0.00,1200
65.293000,0,6,0.000,0.000,0.00,1200
65.366000,0,6,0.000,0.000,0.00,1200
65.367000,0,6,0.000,0.000,0.00,1200
65.467000,0,6,0.000,0.000,0.00,1200
65.484000,0,6,0.000,0.000,0.00,1200
65.565000,0,6,0.000,0.000,0.00,1200
65.571000,0,6,0.000,0.000,0.00,1200
65.664000,0,6,0.000,0.000,0.00,1200
65.741000,0,6,0.000,0.000,0.00,1200
65.792000,0,6,0.000,0.000,0.00,1200
65.868000,0,6,0.000,0.000,0.00,1200
65.962000,0,6,0.000,0.000,0.00,1200
66.063000,0,6,0.000,0.000,0.00,1200
66.108000,0,6,0.000,0.000,0.00,1200
66.166000,0,6,0.000,0.000,0.00,1200
66.267000,0,6,0.000,0.000,0.00,1200
66.340000,0,6,0.000,0.000,0.00,1200
66.368000,0,6,0.000,0.000,0.00,1200
66.381000,0,6,0.000,0.000,0.00,1200
66.467000,0,6,0.000,0.000,0.00,1200
66.568000,0,6,0.000,0.000,0.00,1200
66.569000,0,6,0.000,0.000,0.00,1200
66.666000,0,6,0.000,0.000,0.00,1200
66.690000,0,6,0.000,0.000,0.00,1200
66.766000,0,6,0.000,0.000,0.00,1200
66.851000,0,6,0.000,0.000,0.00,1200
66.890000,0,6,0.000,0.000,0.00,1200
66.967000,0,6,0.000,0.000,0.00,1200
67.066000,0,6,0.000,0.000,0.00,1200
67.083000,0,6,0.000,0.000,0.00,1200
67.167000,0,6,0.000,0.000,0.00,1200
67.268000,0,6,0.000,0.000,0.00,1200
67.269000,0,6,0.000,0.000,0.00,1200
67.367000,0,6,0.000,0.000,0.00,1200
67.368000,0,6,0.000,0.000,0.00,1200
67.440000,0,6,0.000,0.000,0.00,1200
67.469000,0,6,0.000,0.000,0.00,1200
67.565000,0,6,0.000,0.000,0.00,1200
67.627000,0,6,0.000,0.000,0.00,1200
67.667000,0,6,0.000,0.000,0.00,1200
67.760000,0,6,0.000,0.000,0.00,1200
67.800000,0,6,0.000,0.000,0.00,1200
67.868000,0,6,0.000,0.000,0.00,1200
67.969000,0,6,0.000,0.000,0.00,1200
68.026000,0,6,0.000,0.000,0.00,1200
68.076000,0,6,0.000,0.000,0.00,1200
68.165000,0,6,0.000,0.000,0.00,1200
68.245000,0,6,0.000,0.000,0.00,1200
68.268000,0,6,0.000,0.000,0.00,1200
68.369000,0,6,0.000,0.000,0.00,1200
68.382000,0,6,0.000,0.000,0.00,1200
68.464000,0,6,0.000,0.000,0.00,1200
68.527000,0,6,0.000,0.000,0.00,1200
