frame,t,match_frac,mean_mahal_sqrt,p95_mahal_sqrt,wrong_side_rate,color_confusions,n_obs
0,17.525000,0.667,0.000,0.001,0.000,0,18
1,17.535000,0.667,0.000,0.001,0.000,0,18
2,17.545000,0.667,0.000,0.001,0.000,0,18
3,17.555000,0.667,0.000,0.001,0.000,0,18
4,17.565000,0.667,0.000,0.001,0.000,0,18
5,17.575000,0.667,0.000,0.001,0.000,0,18
6,17.585000,0.667,0.000,0.001,0.000,0,18
7,17.595000,0.667,0.000,0.001,0.000,0,18
8,17.605000,0.667,0.000,0.001,0.000,0,18
9,17.615000,0.667,0.000,0.001,0.000,0,18
10,17.625000,0.667,0.000,0.001,0.000,0,18
11,17.635000,0.667,0.000,0.001,0.000,0,18
12,17.645000,0.667,0.000,0.001,0.000,0,18
13,17.655000,0.667,0.000,0.001,0.000,0,18
14,17.665000,0.667,0.000,0.001,0.000,0,18
15,17.675000,0.667,0.000,0.001,0.000,0,18
16,17.685000,0.667,0.000,0.001,0.000,0,18
17,17.695000,0.667,0.000,0.001,0.000,0,18
18,17.705000,0.667,0.000,0.001,0.000,0,18
19,17.725000,0.667,0.000,0.001,0.000,0,18
20,17.735000,0.667,0.000,0.001,0.000,0,18
21,17.745000,0.667,0.000,0.001,0.000,0,18
22,17.835000,0.667,0.000,0.001,0.000,0,18
23,17.845000,0.667,0.000,0.001,0.000,0,18
24,17.855000,0.667,0.000,0.001,0.000,0,18
25,17.925000,0.667,0.000,0.001,0.000,0,18
26,17.935000,0.667,0.000,0.001,0.000,0,18
27,17.985000,0.667,0.000,0.001,0.000,0,18
28,18.025000,0.667,0.000,0.001,0.000,0,18
29,18.035000,0.667,0.000,0.001,0.000,0,18
30,18.085000,0.667,0.000,0.001,0.000,0,18
31,18.125000,0.667,0.000,0.001,0.000,0,18
32,18.135000,0.667,0.000,0.001,0.000,0,18
33,18.145000,0.667,0.000,0.001,0.000,0,18
34,18.225000,0.667,0.000,0.001,0.000,0,18
35,18.235000,0.667,0.000,0.001,0.000,0,18
36,18.265000,0.667,0.000,0.001,0.000,0,18
37,18.325000,0.667,0.000,0.001,0.000,0,18
38,18.335000,0.667,0.000,0.001,0.000,0,18
39,18.345000,0.667,0.000,0.001,0.000,0,18
40,18.425000,0.667,0.000,0.001,0.000,0,18
41,18.435000,0.667,0.000,0.001,0.000,0,18
42,18.445000,0.667,0.000,0.001,0.000,0,18
43,18.525000,0.667,0.000,0.001,0.000,0,18
44,18.535000,0.667,0.000,0.001,0.000,0,18
45,18.605000,0.667,0.000,0.001,0.000,0,18
46,18.625000,0.667,0.000,0.001,0.000,0,18
47,18.635000,0.667,0.000,0.001,0.000,0,18
48,18.675000,0.667,0.000,0.001,0.000,0,18
49,18.725000,0.667,0.000,0.001,0.000,0,18
50,18.735000,0.667,0.000,0.001,0.000,0,18
51,18.785000,0.667,0.000,0.001,0.000,0,18
52,18.825000,0.667,0.000,0.001,0.000,0,18
53,18.835000,0.667,0.000,0.001,0.000,0,18
54,18.925000,0.667,0.000,0.001,0.000,0,18
55,18.935000,0.667,0.000,0.001,0.000,0,18
56,18.945000,0.667,0.000,0.001,0.000,0,18
57,19.025000,0.667,0.000,0.001,0.000,0,18
58,19.035000,0.667,0.000,0.001,0.000,0,18
59,19.045000,0.667,0.000,0.001,0.000,0,18
60,19.125000,0.667,0.000,0.001,0.000,0,18
61,19.135000,0.667,0.000,0.001,0.000,0,18
62,19.155000,0.667,0.000,0.001,0.000,0,18
63,19.225000,0.667,0.000,0.001,0.000,0,18
64,19.235000,0.667,0.000,0.001,0.000,0,18
65,19.325000,0.667,0.000,0.001,0.000,0,18
66,19.425000,0.667,0.000,0.001,0.000,0,18
67,19.435000,0.667,0.000,0.001,0.000,0,18
68,19.525000,0.667,0.000,0.001,0.000,0,18
69,19.625000,0.667,0.000,0.001,0.000,0,18
70,19.675000,0.667,0.000,0.001,0.000,0,18
71,19.745000,0.667,0.000,0.001,0.000,0,18
72,19.825000,0.667,0.000,0.001,0.000,0,18
73,19.855000,0.667,0.000,0.001,0.000,0,18
74,19.925000,0.667,0.000,0.001,0.000,0,18
75,19.935000,0.667,0.000,0.001,0.000,0,18
76,20.025000,0.667,0.000,0.001,0.000,0,18
77,20.125000,0.667,0.000,0.001,0.000,0,18
78,20.135000,0.667,0.000,0.001,0.000,0,18
79,20.225000,0.667,0.000,0.001,0.000,0,18
80,20.315000,0.667,0.000,0.001,0.000,0,18
81,20.415000,0.667,0.000,0.001,0.000,0,18
82,20.425000,0.667,0.000,0.001,0.000,0,18
83,20.445000,0.667,0.000,0.001,0.000,0,18
84,20.525000,0.667,0.000,0.001,0.000,0,18
85,20.535000,0.667,0.000,0.001,0.000,0,18
86,20.615000,0.667,0.000,0.001,0.000,0,18
87,20.725000,0.667,0.000,0.001,0.000,0,18
88,20.735000,0.667,0.000,0.001,0.000,0,18
89,20.825000,0.667,0.000,0.001,0.000,0,18
90,20.915000,0.667,0.000,0.001,0.000,0,18
91,20.925000,0.667,0.000,0.001,0.000,0,18
92,20.935000,0.667,0.000,0.001,0.000,0,18
93,21.025000,0.667,0.000,0.001,0.000,0,18
94,21.125000,0.667,0.000,0.001,0.000,0,18
95,21.185000,0.667,0.000,0.001,0.000,0,18
96,21.245000,0.667,0.000,0.001,0.000,0,18
97,21.335000,0.667,0.000,0.001,0.000,0,18
98,21.425000,0.667,0.000,0.001,0.000,0,18
99,21.525000,0.667,0.000,0.001,0.000,0,18
100,21.535000,0.667,0.000,0.001,0.000,0,18
101,21.625000,0.667,0.000,0.001,0.000,0,18
102,21.635000,0.667,0.000,0.001,0.000,0,18
103,21.695000,0.667,0.000,0.001,0.000,0,18
104,21.725000,0.667,0.000,0.001,0.000,0,18
105,21.815000,0.667,0.000,0.001,0.000,0,18
106,21.875000,0.667,0.000,0.001,0.000,0,18
107,21.925000,0.667,0.000,0.001,0.000,0,18
108,22.025000,0.667,0.000,0.001,0.000,0,18
109,22.035000,0.667,0.000,0.001,0.000,0,18
110,22.125000,0.667,0.000,0.001,0.000,0,18
111,22.225000,0.667,0.000,0.001,0.000,0,18
112,22.235000,0.667,0.000,0.001,0.000,0,18
113,22.325000,0.667,0.000,0.001,0.000,0,18
114,22.335000,0.667,0.000,0.001,0.000,0,18
115,22.425000,0.667,0.000,0.001,0.000,0,18
116,22.435000,0.667,0.000,0.001,0.000,0,18
117,22.525000,0.667,0.000,0.001,0.000,0,18
118,22.555000,0.667,0.000,0.001,0.000,0,18
119,22.625000,0.667,0.000,0.001,0.000,0,18
120,22.635000,0.667,0.000,0.001,0.000,0,18
121,22.685000,0.667,0.000,0.001,0.000,0,18
122,22.725000,0.667,0.000,0.001,0.000,0,18
123,22.735000,0.667,0.000,0.001,0.000,0,18
124,22.825000,0.667,0.000,0.001,0.000,0,18
125,22.835000,0.667,0.000,0.001,0.000,0,18
126,22.925000,0.667,0.000,0.001,0.000,0,18
127,22.935000,0.667,0.000,0.001,0.000,0,18
128,23.025000,0.667,0.000,0.001,0.000,0,18
129,23.035000,0.667,0.000,0.001,0.000,0,18
