t,x,y,yaw,v
515.688000,15.273,1.781,0.67494,0.005
515.689000,15.273,1.781,0.67493,0.006
515.690000,15.273,1.781,0.67502,0.005
515.691000,15.273,1.781,0.67509,0.006
515.692000,15.273,1.781,0.67509,0.006
515.693000,15.273,1.781,0.67515,0.005
515.694000,15.273,1.781,0.67521,0.006
515.695000,15.273,1.781,0.67510,0.005
515.696000,15.273,1.781,0.67517,0.005
515.697000,15.273,1.781,0.67527,0.005
515.698000,15.273,1.781,0.67525,0.006
515.699000,15.273,1.781,0.67527,0.006
515.700000,15.273,1.781,0.67535,0.006
515.701000,15.273,1.781,0.67525,0.005
515.702000,15.273,1.781,0.67526,0.005
515.703000,15.273,1.781,0.67543,0.005
515.704000,15.273,1.781,0.67544,0.005
515.705000,15.273,1.781,0.67553,0.005
515.706000,15.273,1.781,0.67567,0.006
515.707000,15.273,1.781,0.67565,0.006
515.708000,15.273,1.781,0.67566,0.005
515.709000,15.273,1.781,0.67565,0.006
515.710000,15.273,1.781,0.67557,0.006
515.711000,15.273,1.781,0.67554,0.006
515.713000,15.273,1.781,0.67541,0.008
515.714000,15.273,1.781,0.67547,0.005
515.715000,15.273,1.781,0.67522,0.006
515.716000,15.273,1.781,0.67530,0.006
515.717000,15.273,1.781,0.67543,0.007
515.718000,15.273,1.781,0.67545,0.005
515.719000,15.273,1.781,0.67548,0.006
515.720000,15.273,1.781,0.67557,0.006
515.721000,15.273,1.781,0.67559,0.007
515.722000,15.273,1.781,0.67575,0.005
515.723000,15.273,1.781,0.67560,0.005
515.724000,15.273,1.781,0.67558,0.006
515.725000,15.273,1.781,0.67555,0.006
515.726000,15.273,1.781,0.67551,0.006
515.727000,15.273,1.781,0.67556,0.006
515.728000,15.273,1.781,0.67551,0.005
515.729000,15.273,1.781,0.67562,0.005
515.730000,15.273,1.781,0.67561,0.006
515.731000,15.273,1.781,0.67558,0.005
515.732000,15.273,1.781,0.67556,0.006
515.733000,15.273,1.781,0.67548,0.006
515.734000,15.273,1.781,0.67551,0.005
515.735000,15.273,1.781,0.67552,0.006
515.736000,15.273,1.781,0.67567,0.006
515.737000,15.273,1.781,0.67566,0.006
515.738000,15.273,1.781,0.67556,0.005
515.739000,15.273,1.781,0.67561,0.005
515.740000,15.273,1.781,0.67566,0.006
515.741000,15.273,1.781,0.67566,0.006
515.742000,15.273,1.781,0.67561,0.006
515.743000,15.273,1.781,0.67551,0.006
515.744000,15.273,1.781,0.67537,0.007
515.745000,15.273,1.781,0.67544,0.006
515.746000,15.273,1.781,0.67542,0.006
515.747000,15.273,1.781,0.67540,0.006
515.748000,15.273,1.781,0.67539,0.006
515.749000,15.273,1.781,0.67536,0.006
515.750000,15.273,1.781,0.67535,0.006
515.751000,15.273,1.781,0.67533,0.005
515.752000,15.273,1.781,0.67542,0.006
515.753000,15.273,1.781,0.67557,0.007
515.754000,15.273,1.781,0.67545,0.005
515.756000,15.273,1.781,0.67531,0.007
515.757000,15.273,1.781,0.67544,0.005
515.758000,15.273,1.781,0.67549,0.006
515.759000,15.273,1.781,0.67539,0.005
515.760000,15.273,1.781,0.67534,0.005
515.761000,15.273,1.781,0.67532,0.006
515.762000,15.273,1.781,0.67538,0.007
515.763000,15.273,1.781,0.67534,0.006
515.765000,15.274,1.781,0.67507,0.008
515.766000,15.274,1.781,0.67500,0.006
515.767000,15.274,1.781,0.67487,0.006
515.768000,15.274,1.781,0.67490,0.006
515.769000,15.274,1.781,0.67492,0.005
515.770000,15.274,1.781,0.67490,0.005
515.771000,15.274,1.781,0.67492,0.005
515.772000,15.274,1.781,0.67483,0.005
515.773000,15.274,1.781,0.67481,0.006
515.774000,15.274,1.781,0.67490,0.006
515.775000,15.274,1.781,0.67480,0.006
515.776000,15.274,1.781,0.67489,0.006
515.777000,15.274,1.781,0.67482,0.005
515.778000,15.274,1.781,0.67495,0.006
515.779000,15.274,1.781,0.67474,0.006
515.780000,15.274,1.781,0.67477,0.005
515.781000,15.274,1.781,0.67476,0.006
515.782000,15.274,1.781,0.67475,0.007
515.784000,15.274,1.781,0.67447,0.008
515.785000,15.274,1.781,0.67446,0.005
515.786000,15.274,1.781,0.67432,0.006
515.787000,15.274,1.781,0.67438,0.005
515.788000,15.274,1.781,0.67435,0.005
515.789000,15.274,1.781,0.67441,0.006
515.790000,15.274,1.781,0.67446,0.007
515.791000,15.274,1.781,0.67440,0.005
515.792000,15.274,1.781,0.67439,0.007
515.793000,15.274,1.781,0.67443,0.006
515.794000,15.274,1.781,0.67449,0.005
515.795000,15.274,1.781,0.67451,0.006
515.796000,15.274,1.781,0.67431,0.007
515.797000,15.274,1.781,0.67433,0.005
515.798000,15.274,1.781,0.67438,0.006
515.799000,15.274,1.781,0.67427,0.005
515.800000,15.274,1.781,0.67432,0.005
515.801000,15.274,1.781,0.67424,0.005
515.802000,15.274,1.781,0.67434,0.006
515.803000,15.274,1.781,0.67434,0.006
515.804000,15.274,1.781,0.67433,0.006
515.805000,15.274,1.782,0.67426,0.006
515.806000,15.274,1.782,0.67434,0.006
515.807000,15.274,1.782,0.67434,0.005
515.808000,15.274,1.782,0.67440,0.006
515.809000,15.274,1.782,0.67441,0.006
515.810000,15.274,1.782,0.67444,0.007
515.811000,15.274,1.782,0.67451,0.006
515.812000,15.274,1.782,0.67438,0.006
515.814000,15.274,1.782,0.67400,0.009
515.815000,15.274,1.782,0.67404,0.005
515.816000,15.274,1.782,0.67395,0.006
515.817000,15.274,1.782,0.67390,0.005
515.818000,15.274,1.782,0.67408,0.005
515.819000,15.274,1.782,0.67408,0.005
515.820000,15.274,1.782,0.67417,0.006
515.821000,15.274,1.782,0.67415,0.006
515.822000,15.274,1.782,0.67411,0.006
515.823000,15.274,1.782,0.67407,0.006
515.824000,15.274,1.782,0.67418,0.006
515.825000,15.274,1.782,0.67414,0.006
515.826000,15.274,1.782,0.67404,0.005
515.827000,15.274,1.782,0.67392,0.005
515.828000,15.274,1.782,0.67374,0.005
515.829000,15.274,1.782,0.67374,0.006
515.830000,15.274,1.782,0.67384,0.005
515.831000,15.274,1.782,0.67394,0.006
515.832000,15.274,1.782,0.67377,0.005
515.834000,15.274,1.782,0.67374,0.008
515.835000,15.274,1.782,0.67370,0.006
515.836000,15.274,1.782,0.67370,0.005
515.837000,15.274,1.782,0.67367,0.006
515.838000,15.274,1.782,0.67362,0.006
515.839000,15.274,1.782,0.67359,0.006
515.840000,15.274,1.782,0.67341,0.005
515.841000,15.274,1.782,0.67346,0.006
515.842000,15.274,1.782,0.67340,0.006
515.843000,15.274,1.782,0.67340,0.005
515.844000,15.274,1.782,0.67342,0.006
515.845000,15.274,1.782,0.67337,0.006
515.846000,15.274,1.782,0.67329,0.006
515.847000,15.274,1.782,0.67331,0.006
515.848000,15.274,1.782,0.67336,0.006
515.849000,15.274,1.782,0.67337,0.005
515.850000,15.274,1.782,0.67329,0.005
515.851000,15.274,1.782,0.67324,0.005
515.852000,15.274,1.782,0.67318,0.005
515.853000,15.274,1.782,0.67322,0.006
515.854000,15.274,1.782,0.67334,0.006
515.855000,15.274,1.782,0.67342,0.006
515.856000,15.274,1.782,0.67340,0.006
515.857000,15.274,1.782,0.67338,0.006
515.858000,15.274,1.782,0.67357,0.006
515.859000,15.274,1.782,0.67363,0.005
515.860000,15.274,1.782,0.67361,0.005
515.861000,15.274,1.782,0.67356,0.006
515.862000,15.274,1.782,0.67339,0.005
515.863000,15.274,1.782,0.67331,0.006
515.864000,15.274,1.782,0.67339,0.006
515.865000,15.274,1.782,0.67339,0.005
515.866000,15.274,1.782,0.67330,0.006
515.867000,15.274,1.782,0.67329,0.006
515.868000,15.274,1.782,0.67324,0.006
515.869000,15.274,1.782,0.67320,0.006
515.870000,15.274,1.782,0.67320,0.006
515.871000,15.274,1.782,0.67314,0.006
515.872000,15.274,1.782,0.67320,0.005
515.873000,15.274,1.782,0.67325,0.007
515.874000,15.274,1.782,0.67349,0.006
515.875000,15.274,1.782,0.67356,0.005
515.876000,15.274,1.782,0.67346,0.006
515.877000,15.274,1.782,0.67345,0.006
515.878000,15.274,1.782,0.67351,0.006
515.879000,15.274,1.782,0.67345,0.006
515.880000,15.274,1.782,0.67347,0.006
515.881000,15.274,1.782,0.67350,0.005
515.882000,15.274,1.782,0.67356,0.005
515.884000,15.274,1.782,0.67373,0.010
515.885000,15.274,1.782,0.67377,0.006
515.886000,15.274,1.782,0.67359,0.006
515.887000,15.274,1.782,0.67347,0.006
515.888000,15.274,1.782,0.67354,0.006
515.889000,15.274,1.782,0.67341,0.006
515.890000,15.274,1.782,0.67354,0.006
515.891000,15.274,1.782,0.67348,0.006
515.892000,15.274,1.782,0.67348,0.007
515.893000,15.274,1.782,0.67352,0.006
515.894000,15.274,1.782,0.67344,0.005
515.895000,15.274,1.782,0.67332,0.006
515.896000,15.274,1.782,0.67330,0.005
515.897000,15.274,1.782,0.67333,0.006
515.898000,15.274,1.782,0.67332,0.006
515.899000,15.274,1.782,0.67332,0.005
515.900000,15.274,1.782,0.67341,0.006
515.901000,15.274,1.782,0.67328,0.006
515.902000,15.274,1.782,0.67338,0.006
515.903000,15.274,1.782,0.67332,0.006
515.905000,15.274,1.782,0.67318,0.009
515.906000,15.274,1.782,0.67312,0.006
515.907000,15.274,1.782,0.67312,0.005
515.908000,15.274,1.782,0.67324,0.005
515.909000,15.274,1.782,0.67321,0.005
515.910000,15.274,1.782,0.67307,0.006
515.911000,15.274,1.782,0.67320,0.006
515.912000,15.274,1.782,0.67321,0.005
515.913000,15.274,1.782,0.67324,0.006
515.914000,15.274,1.782,0.67321,0.005
515.915000,15.274,1.782,0.67314,0.006
515.916000,15.274,1.782,0.67313,0.005
515.917000,15.274,1.782,0.67320,0.005
515.918000,15.274,1.782,0.67305,0.005
515.919000,15.274,1.782,0.67308,0.006
515.920000,15.274,1.782,0.67298,0.006
515.921000,15.274,1.782,0.67294,0.006
515.922000,15.274,1.782,0.67286,0.006
515.923000,15.274,1.782,0.67284,0.006
515.924000,15.274,1.782,0.67291,0.006
515.925000,15.274,1.782,0.67288,0.006
515.926000,15.274,1.782,0.67279,0.006
515.927000,15.274,1.782,0.67277,0.006
515.928000,15.274,1.782,0.67288,0.005
515.929000,15.274,1.782,0.67272,0.005
515.930000,15.274,1.782,0.67277,0.006
515.931000,15.274,1.782,0.67287,0.006
515.932000,15.274,1.782,0.67297,0.005
515.933000,15.274,1.782,0.67298,0.005
515.934000,15.274,1.782,0.67307,0.006
515.935000,15.274,1.782,0.67300,0.005
515.936000,15.274,1.782,0.67296,0.005
515.937000,15.274,1.782,0.67292,0.005
515.938000,15.274,1.782,0.67292,0.006
515.939000,15.274,1.782,0.67300,0.006
515.940000,15.274,1.782,0.67304,0.005
515.941000,15.274,1.782,0.67291,0.006
515.942000,15.274,1.782,0.67295,0.006
515.943000,15.274,1.782,0.67300,0.006
515.944000,15.274,1.782,0.67307,0.006
515.945000,15.274,1.782,0.67307,0.005
515.946000,15.274,1.782,0.67312,0.006
515.947000,15.274,1.782,0.67306,0.007
515.948000,15.274,1.782,0.67298,0.005
515.949000,15.274,1.782,0.67294,0.007
515.950000,15.274,1.782,0.67295,0.006
515.951000,15.274,1.782,0.67282,0.005
515.953000,15.274,1.782,0.67308,0.008
515.954000,15.274,1.782,0.67301,0.005
515.956000,15.274,1.782,0.67290,0.007
515.957000,15.274,1.782,0.67305,0.006
515.958000,15.274,1.782,0.67322,0.005
515.959000,15.274,1.782,0.67318,0.005
515.960000,15.274,1.782,0.67320,0.006
515.961000,15.274,1.782,0.67310,0.006
515.962000,15.274,1.782,0.67313,0.006
515.963000,15.274,1.782,0.67308,0.006
515.964000,15.274,1.782,0.67309,0.006
515.965000,15.274,1.782,0.67302,0.005
515.966000,15.274,1.782,0.67303,0.007
515.967000,15.274,1.782,0.67304,0.005
515.968000,15.274,1.782,0.67298,0.006
515.969000,15.274,1.782,0.67304,0.006
515.970000,15.274,1.782,0.67311,0.006
515.971000,15.274,1.782,0.67327,0.005
515.972000,15.274,1.782,0.67334,0.006
515.973000,15.274,1.782,0.67334,0.006
515.974000,15.274,1.782,0.67339,0.006
515.975000,15.274,1.782,0.67343,0.005
515.976000,15.274,1.782,0.67334,0.006
515.977000,15.274,1.782,0.67329,0.006
515.978000,15.274,1.782,0.67317,0.006
515.979000,15.274,1.782,0.67315,0.006
515.980000,15.274,1.782,0.67323,0.006
515.981000,15.274,1.782,0.67316,0.006
515.982000,15.274,1.782,0.67302,0.006
515.983000,15.274,1.782,0.67299,0.006
515.984000,15.274,1.782,0.67291,0.005
515.985000,15.274,1.782,0.67292,0.006
515.986000,15.274,1.782,0.67296,0.005
515.987000,15.274,1.782,0.67298,0.006
515.988000,15.274,1.782,0.67304,0.006
515.989000,15.274,1.782,0.67293,0.006
515.990000,15.274,1.782,0.67291,0.006
515.991000,15.274,1.782,0.67292,0.006
515.992000,15.274,1.782,0.67306,0.005
515.993000,15.274,1.782,0.67321,0.005
515.994000,15.274,1.782,0.67324,0.005
515.995000,15.274,1.782,0.67325,0.005
515.996000,15.274,1.782,0.67315,0.006
515.997000,15.274,1.782,0.67316,0.005
515.998000,15.274,1.782,0.67311,0.006
515.999000,15.274,1.782,0.67299,0.006
516.000000,15.274,1.782,0.67300,0.005
516.001000,15.274,1.782,0.67311,0.006
516.002000,15.274,1.782,0.67320,0.006
516.003000,15.274,1.782,0.67327,0.007
516.004000,15.274,1.782,0.67332,0.005
516.005000,15.274,1.782,0.67339,0.006
516.006000,15.274,1.782,0.67343,0.006
516.007000,15.274,1.782,0.67337,0.006
516.008000,15.274,1.782,0.67315,0.006
516.009000,15.274,1.782,0.67315,0.006
516.010000,15.274,1.782,0.67315,0.006
516.012000,15.274,1.782,0.67318,0.008
516.013000,15.274,1.782,0.67313,0.005
516.014000,15.274,1.782,0.67320,0.006
516.015000,15.274,1.782,0.67328,0.006
516.016000,15.274,1.782,0.67325,0.005
516.017000,15.274,1.782,0.67340,0.006
516.018000,15.274,1.782,0.67335,0.006
516.019000,15.274,1.782,0.67321,0.005
516.020000,15.274,1.782,0.67318,0.005
516.021000,15.274,1.782,0.67328,0.005
516.022000,15.274,1.783,0.67330,0.006
516.023000,15.274,1.783,0.67347,0.006
516.024000,15.274,1.783,0.67326,0.005
516.025000,15.274,1.783,0.67339,0.006
516.026000,15.274,1.783,0.67332,0.006
516.027000,15.274,1.783,0.67331,0.005
516.028000,15.274,1.783,0.67311,0.006
516.029000,15.274,1.783,0.67312,0.006
516.030000,15.274,1.783,0.67310,0.006
516.031000,15.274,1.783,0.67309,0.005
516.032000,15.274,1.783,0.67307,0.006
516.033000,15.274,1.783,0.67306,0.006
516.034000,15.274,1.783,0.67307,0.005
516.036000,15.274,1.783,0.67318,0.008
516.037000,15.275,1.783,0.67311,0.005
516.038000,15.275,1.783,0.67318,0.006
516.039000,15.275,1.783,0.67320,0.006
516.040000,15.275,1.783,0.67325,0.005
516.041000,15.275,1.783,0.67324,0.007
516.042000,15.275,1.783,0.67332,0.005
516.043000,15.275,1.783,0.67337,0.006
516.044000,15.275,1.783,0.67348,0.006
516.045000,15.275,1.783,0.67357,0.006
516.046000,15.275,1.783,0.67357,0.007
516.047000,15.275,1.783,0.67358,0.006
516.048000,15.275,1.783,0.67355,0.005
516.049000,15.275,1.783,0.67362,0.007
516.050000,15.275,1.783,0.67359,0.007
516.051000,15.275,1.783,0.67363,0.006
516.052000,15.275,1.783,0.67370,0.005
516.053000,15.275,1.783,0.67384,0.006
516.054000,15.275,1.783,0.67379,0.006
516.055000,15.275,1.783,0.67367,0.005
516.056000,15.275,1.783,0.67382,0.006
516.057000,15.275,1.783,0.67369,0.006
516.058000,15.275,1.783,0.67381,0.006
516.059000,15.275,1.783,0.67382,0.006
516.060000,15.275,1.783,0.67382,0.005
516.061000,15.275,1.783,0.67384,0.005
516.062000,15.275,1.783,0.67385,0.005
516.063000,15.275,1.783,0.67377,0.006
516.064000,15.275,1.783,0.67370,0.006
516.065000,15.275,1.783,0.67386,0.006
516.066000,15.275,1.783,0.67376,0.005
516.067000,15.275,1.783,0.67371,0.006
516.068000,15.275,1.783,0.67381,0.006
516.069000,15.275,1.783,0.67376,0.006
516.070000,15.275,1.783,0.67373,0.006
516.071000,15.275,1.783,0.67368,0.006
516.072000,15.275,1.783,0.67369,0.006
516.073000,15.275,1.783,0.67363,0.006
516.074000,15.275,1.783,0.67369,0.007
516.075000,15.275,1.783,0.67358,0.006
516.076000,15.275,1.783,0.67358,0.006
516.077000,15.275,1.783,0.67371,0.006
516.078000,15.275,1.783,0.67371,0.006
516.079000,15.275,1.783,0.67365,0.005
516.080000,15.275,1.783,0.67367,0.006
516.081000,15.275,1.783,0.67364,0.006
516.082000,15.275,1.783,0.67356,0.006
516.083000,15.275,1.783,0.67359,0.005
516.085000,15.275,1.783,0.67364,0.007
516.086000,15.275,1.783,0.67365,0.006
516.087000,15.275,1.783,0.67370,0.006
516.088000,15.275,1.783,0.67366,0.005
516.089000,15.275,1.783,0.67369,0.006
516.090000,15.275,1.783,0.67370,0.005
516.091000,15.275,1.783,0.67375,0.005
516.092000,15.275,1.783,0.67375,0.006
516.093000,15.275,1.783,0.67375,0.005
516.094000,15.275,1.783,0.67382,0.005
516.095000,15.275,1.783,0.67388,0.006
516.096000,15.275,1.783,0.67386,0.007
516.097000,15.275,1.783,0.67397,0.005
516.098000,15.275,1.783,0.67395,0.006
516.099000,15.275,1.783,0.67397,0.005
516.100000,15.275,1.783,0.67405,0.005
516.101000,15.275,1.783,0.67415,0.005
516.102000,15.275,1.783,0.67419,0.006
516.103000,15.275,1.783,0.67412,0.006
516.104000,15.275,1.783,0.67412,0.005
516.105000,15.275,1.783,0.67416,0.006
516.106000,15.275,1.783,0.67404,0.006
516.107000,15.275,1.783,0.67414,0.005
516.108000,15.275,1.783,0.67416,0.006
516.109000,15.275,1.783,0.67403,0.006
516.110000,15.275,1.783,0.67407,0.006
516.111000,15.275,1.783,0.67411,0.006
516.112000,15.275,1.783,0.67413,0.006
516.113000,15.275,1.783,0.67411,0.006
516.114000,15.275,1.783,0.67417,0.006
516.115000,15.275,1.783,0.67420,0.006
516.116000,15.275,1.783,0.67422,0.005
516.117000,15.275,1.783,0.67417,0.006
516.118000,15.275,1.783,0.67401,0.006
516.119000,15.275,1.783,0.67399,0.006
516.120000,15.275,1.783,0.67394,0.006
516.121000,15.275,1.783,0.67385,0.005
516.122000,15.275,1.783,0.67397,0.006
516.123000,15.275,1.783,0.67394,0.005
516.124000,15.275,1.783,0.67392,0.006
516.125000,15.275,1.783,0.67393,0.005
516.126000,15.275,1.783,0.67380,0.006
516.127000,15.275,1.783,0.67395,0.006
516.128000,15.275,1.783,0.67396,0.006
516.130000,15.275,1.783,0.67394,0.007
516.131000,15.275,1.783,0.67390,0.007
516.132000,15.275,1.783,0.67390,0.005
516.133000,15.275,1.783,0.67400,0.006
516.134000,15.275,1.783,0.67425,0.006
516.135000,15.275,1.783,0.67416,0.006
516.136000,15.275,1.783,0.67404,0.005
516.137000,15.275,1.783,0.67396,0.006
516.138000,15.275,1.783,0.67405,0.005
516.139000,15.275,1.783,0.67395,0.006
516.140000,15.275,1.783,0.67404,0.006
516.141000,15.275,1.783,0.67402,0.005
516.143000,15.275,1.783,0.67384,0.008
516.144000,15.275,1.783,0.67386,0.006
516.146000,15.275,1.783,0.67371,0.008
516.147000,15.275,1.783,0.67372,0.005
516.148000,15.275,1.783,0.67371,0.005
516.149000,15.275,1.783,0.67375,0.006
516.150000,15.275,1.783,0.67378,0.006
516.151000,15.275,1.783,0.67381,0.005
516.152000,15.275,1.783,0.67385,0.006
516.153000,15.275,1.783,0.67388,0.006
516.154000,15.275,1.783,0.67380,0.006
516.155000,15.275,1.783,0.67379,0.005
516.156000,15.275,1.783,0.67386,0.006
516.157000,15.275,1.783,0.67379,0.005
516.158000,15.275,1.783,0.67378,0.005
516.159000,15.275,1.783,0.67363,0.006
516.160000,15.275,1.783,0.67360,0.006
516.161000,15.275,1.783,0.67361,0.006
516.162000,15.275,1.783,0.67353,0.007
516.164000,15.275,1.783,0.67341,0.009
516.165000,15.275,1.783,0.67328,0.006
516.166000,15.275,1.783,0.67328,0.005
516.167000,15.275,1.783,0.67326,0.005
516.168000,15.275,1.783,0.67322,0.006
516.169000,15.275,1.783,0.67327,0.005
516.170000,15.275,1.783,0.67329,0.006
516.171000,15.275,1.783,0.67315,0.006
516.172000,15.275,1.783,0.67315,0.006
516.173000,15.275,1.783,0.67316,0.005
516.174000,15.275,1.783,0.67315,0.005
516.175000,15.275,1.783,0.67327,0.006
516.176000,15.275,1.783,0.67339,0.005
516.177000,15.275,1.783,0.67330,0.006
516.178000,15.275,1.783,0.67335,0.005
516.179000,15.275,1.783,0.67334,0.005
516.180000,15.275,1.783,0.67332,0.006
516.181000,15.275,1.783,0.67335,0.006
516.182000,15.275,1.783,0.67324,0.006
516.183000,15.275,1.783,0.67316,0.006
516.184000,15.275,1.783,0.67305,0.004
516.185000,15.275,1.783,0.67299,0.006
516.186000,15.275,1.783,0.67298,0.006
516.188000,15.275,1.783,0.67300,0.009
516.189000,15.275,1.783,0.67308,0.006
516.190000,15.275,1.783,0.67294,0.006
516.191000,15.275,1.783,0.67291,0.006
516.192000,15.275,1.783,0.67276,0.005
516.193000,15.275,1.783,0.67290,0.005
516.194000,15.275,1.783,0.67282,0.006
516.195000,15.275,1.783,0.67287,0.006
516.196000,15.275,1.783,0.67290,0.006
516.197000,15.275,1.783,0.67293,0.006
516.198000,15.275,1.783,0.67300,0.006
516.199000,15.275,1.783,0.67290,0.006
516.200000,15.275,1.783,0.67298,0.006
516.201000,15.275,1.783,0.67307,0.006
516.202000,15.275,1.783,0.67306,0.005
516.203000,15.275,1.783,0.67309,0.006
516.204000,15.275,1.783,0.67311,0.007
516.205000,15.275,1.783,0.67328,0.005
516.206000,15.275,1.783,0.67330,0.005
516.207000,15.275,1.783,0.67348,0.006
516.208000,15.275,1.783,0.67343,0.006
516.209000,15.275,1.783,0.67333,0.006
516.210000,15.275,1.783,0.67336,0.006
516.211000,15.275,1.783,0.67337,0.006
516.212000,15.275,1.783,0.67329,0.006
516.213000,15.275,1.783,0.67327,0.006
516.214000,15.275,1.783,0.67313,0.005
516.215000,15.275,1.783,0.67325,0.006
516.216000,15.275,1.783,0.67337,0.005
516.217000,15.275,1.783,0.67339,0.006
516.218000,15.275,1.783,0.67331,0.005
516.220000,15.275,1.783,0.67361,0.008
516.221000,15.275,1.783,0.67357,0.006
516.222000,15.275,1.783,0.67340,0.006
516.223000,15.275,1.783,0.67332,0.005
516.224000,15.275,1.783,0.67347,0.005
516.225000,15.275,1.783,0.67340,0.005
516.226000,15.275,1.783,0.67334,0.005
516.227000,15.275,1.783,0.67332,0.006
516.228000,15.275,1.783,0.67335,0.006
516.229000,15.275,1.783,0.67339,0.005
516.230000,15.275,1.783,0.67336,0.006
516.231000,15.275,1.783,0.67336,0.006
516.232000,15.275,1.783,0.67334,0.006
516.233000,15.275,1.783,0.67334,0.005
516.234000,15.275,1.783,0.67336,0.006
516.235000,15.275,1.783,0.67334,0.006
516.236000,15.275,1.783,0.67337,0.006
516.237000,15.275,1.783,0.67329,0.006
516.238000,15.275,1.783,0.67324,0.006
516.239000,15.275,1.784,0.67325,0.006
516.240000,15.275,1.784,0.67329,0.006
516.241000,15.275,1.784,0.67327,0.005
516.242000,15.275,1.784,0.67341,0.007
516.243000,15.275,1.784,0.67335,0.005
516.244000,15.275,1.784,0.67328,0.007
516.245000,15.275,1.784,0.67330,0.005
516.246000,15.275,1.784,0.67325,0.006
516.247000,15.275,1.784,0.67306,0.006
516.248000,15.275,1.784,0.67318,0.005
516.249000,15.275,1.784,0.67302,0.006
516.250000,15.275,1.784,0.67291,0.006
516.251000,15.275,1.784,0.67296,0.005
516.253000,15.275,1.784,0.67305,0.009
516.254000,15.275,1.784,0.67313,0.006
516.255000,15.275,1.784,0.67315,0.006
516.257000,15.275,1.784,0.67297,0.008
516.258000,15.275,1.784,0.67286,0.005
516.259000,15.275,1.784,0.67286,0.006
516.260000,15.275,1.784,0.67290,0.006
516.261000,15.275,1.784,0.67308,0.006
516.262000,15.275,1.784,0.67309,0.006
516.263000,15.275,1.784,0.67306,0.006
516.264000,15.275,1.784,0.67311,0.005
516.265000,15.275,1.784,0.67304,0.006
516.266000,15.275,1.784,0.67300,0.005
516.267000,15.275,1.784,0.67300,0.006
516.268000,15.275,1.784,0.67292,0.006
516.269000,15.275,1.784,0.67285,0.006
516.270000,15.275,1.784,0.67281,0.006
516.271000,15.275,1.784,0.67290,0.006
516.273000,15.275,1.784,0.67284,0.008
516.274000,15.275,1.784,0.67275,0.006
516.275000,15.275,1.784,0.67266,0.005
516.276000,15.275,1.784,0.67278,0.006
516.277000,15.275,1.784,0.67281,0.005
516.278000,15.275,1.784,0.67276,0.005
516.279000,15.275,1.784,0.67276,0.006
516.280000,15.275,1.784,0.67282,0.006
516.281000,15.275,1.784,0.67284,0.006
516.282000,15.275,1.784,0.67282,0.006
516.283000,15.275,1.784,0.67266,0.005
516.284000,15.275,1.784,0.67268,0.006
516.285000,15.275,1.784,0.67284,0.006
516.286000,15.275,1.784,0.67292,0.006
516.287000,15.275,1.784,0.67284,0.006
516.288000,15.275,1.784,0.67280,0.006
516.289000,15.275,1.784,0.67277,0.005
516.290000,15.275,1.784,0.67277,0.005
516.291000,15.275,1.784,0.67283,0.006
516.292000,15.275,1.784,0.67287,0.006
516.293000,15.275,1.784,0.67290,0.006
516.294000,15.275,1.784,0.67283,0.006
516.295000,15.275,1.784,0.67288,0.006
516.296000,15.275,1.784,0.67289,0.006
516.297000,15.275,1.784,0.67275,0.006
516.298000,15.275,1.784,0.67271,0.006
516.299000,15.275,1.784,0.67274,0.005
516.300000,15.275,1.784,0.67279,0.006
516.301000,15.275,1.784,0.67277,0.006
516.302000,15.275,1.784,0.67274,0.005
516.303000,15.275,1.784,0.67274,0.006
516.304000,15.275,1.784,0.67283,0.006
516.305000,15.275,1.784,0.67293,0.005
516.306000,15.275,1.784,0.67306,0.006
516.307000,15.275,1.784,0.67310,0.005
516.308000,15.275,1.784,0.67310,0.005
516.309000,15.275,1.784,0.67309,0.007
516.310000,15.276,1.784,0.67310,0.006
516.311000,15.276,1.784,0.67310,0.006
516.312000,15.276,1.784,0.67326,0.005
516.313000,15.276,1.784,0.67314,0.006
516.314000,15.276,1.784,0.67327,0.005
516.315000,15.276,1.784,0.67328,0.006
516.316000,15.276,1.784,0.67318,0.006
516.318000,15.276,1.784,0.67328,0.009
516.319000,15.276,1.784,0.67321,0.006
516.320000,15.276,1.784,0.67320,0.006
516.321000,15.276,1.784,0.67315,0.006
516.322000,15.276,1.784,0.67306,0.006
516.323000,15.276,1.784,0.67314,0.005
516.324000,15.276,1.784,0.67315,0.005
516.325000,15.276,1.784,0.67303,0.006
516.326000,15.276,1.784,0.67306,0.006
516.328000,15.276,1.784,0.67308,0.008
516.329000,15.276,1.784,0.67307,0.005
516.330000,15.276,1.784,0.67297,0.006
516.331000,15.276,1.784,0.67287,0.006
516.332000,15.276,1.784,0.67294,0.006
516.333000,15.276,1.784,0.67281,0.005
516.334000,15.276,1.784,0.67282,0.005
516.335000,15.276,1.784,0.67290,0.005
516.336000,15.276,1.784,0.67292,0.006
516.337000,15.276,1.784,0.67306,0.006
516.338000,15.276,1.784,0.67310,0.005
516.339000,15.276,1.784,0.67306,0.006
516.340000,15.276,1.784,0.67312,0.005
516.341000,15.276,1.784,0.67306,0.005
516.342000,15.276,1.784,0.67300,0.006
516.343000,15.276,1.784,0.67298,0.006
516.344000,15.276,1.784,0.67302,0.006
516.345000,15.276,1.784,0.67300,0.006
516.346000,15.276,1.784,0.67290,0.005
