t,x,y,yaw,v
494.825000,0.931,0.003,-0.00012,2.550
494.952000,0.983,0.003,-0.00145,2.611
495.058000,1.037,0.003,-0.00121,2.709
495.168000,1.093,0.003,-0.00043,2.764
495.261000,1.149,0.003,-0.00118,2.809
495.346000,1.206,0.003,-0.00300,2.850
495.419000,1.264,0.003,-0.00080,2.911
495.494000,1.322,0.003,0.00085,2.931
495.569000,1.381,0.003,-0.00039,2.946
495.641000,1.442,0.003,-0.00278,3.016
495.729000,1.502,0.003,-0.00260,3.043
495.806000,1.564,0.003,-0.00300,3.087
495.897000,1.627,0.002,-0.00648,3.158
495.978000,1.691,0.002,-0.00670,3.187
496.087000,1.755,0.002,-0.00698,3.230
496.181000,1.821,0.001,-0.00691,3.275
496.280000,1.887,0.001,-0.00494,3.308
496.361000,1.954,0.001,-0.00313,3.360
496.444000,2.022,0.001,0.00050,3.415
496.529000,2.091,0.001,-0.00088,3.428
496.624000,2.160,0.001,0.00251,3.475
496.722000,2.231,0.001,0.00050,3.550
496.817000,2.303,0.002,0.00373,3.588
496.918000,2.376,0.002,0.00260,3.652
497.026000,2.451,0.002,0.00109,3.733
497.146000,2.526,0.002,0.00030,3.782
497.257000,2.603,0.003,0.00272,3.844
497.402000,2.681,0.003,0.00171,3.904
497.545000,2.760,0.003,0.00085,3.972
497.666000,2.841,0.003,0.00125,4.053
497.793000,2.924,0.003,0.00275,4.125
497.942000,3.007,0.002,-0.00282,4.185
498.095000,3.091,-0.000,-0.01597,4.176
498.243000,3.174,-0.005,-0.03952,4.162
498.369000,3.258,-0.013,-0.06218,4.230
498.468000,3.343,-0.024,-0.08455,4.303
498.533000,3.430,-0.038,-0.10733,4.370
498.667000,3.518,-0.055,-0.13303,4.490
498.793000,3.607,-0.076,-0.15631,4.610
498.906000,3.699,-0.100,-0.18114,4.750
499.015000,3.791,-0.128,-0.20390,4.811
499.132000,3.885,-0.160,-0.23003,4.964
499.257000,3.980,-0.197,-0.25866,5.066
499.361000,4.074,-0.237,-0.28593,5.152
499.480000,4.168,-0.282,-0.31244,5.218
499.607000,4.263,-0.330,-0.33585,5.314
499.702000,4.356,-0.382,-0.35804,5.344
499.819000,4.450,-0.439,-0.38277,5.462
499.914000,4.542,-0.499,-0.40998,5.514
500.008000,4.632,-0.563,-0.43279,5.544
500.108000,4.721,-0.630,-0.45692,5.559
500.237000,4.808,-0.700,-0.48110,5.570
500.349000,4.892,-0.774,-0.51114,5.633
500.455000,4.974,-0.851,-0.53572,5.647
500.573000,5.054,-0.932,-0.56159,5.674
500.721000,5.132,-1.015,-0.58305,5.713
500.866000,5.210,-1.102,-0.59879,5.819
500.971000,5.289,-1.191,-0.60854,5.936
501.071000,5.368,-1.281,-0.61164,6.024
501.175000,5.448,-1.373,-0.61202,6.094
501.291000,5.530,-1.464,-0.60710,6.160
501.404000,5.614,-1.555,-0.59539,6.147
501.532000,5.699,-1.643,-0.58178,6.135
501.646000,5.785,-1.728,-0.56437,6.065
501.736000,5.873,-1.811,-0.54841,6.026
501.830000,5.962,-1.891,-0.53019,5.984
501.926000,6.052,-1.968,-0.51585,5.954
501.989000,6.143,-2.043,-0.49725,5.918
502.062000,6.237,-2.116,-0.47710,5.919
502.136000,6.331,-2.185,-0.45942,5.870
502.220000,6.427,-2.252,-0.44253,5.837
502.312000,6.524,-2.317,-0.42679,5.821
502.392000,6.622,-2.379,-0.40874,5.805
502.487000,6.721,-2.438,-0.39088,5.773
502.577000,6.821,-2.495,-0.37498,5.741
502.687000,6.922,-2.549,-0.35576,5.733
502.778000,7.023,-2.600,-0.33875,5.711
502.874000,7.126,-2.649,-0.32027,5.677
502.964000,7.230,-2.695,-0.30284,5.671
503.042000,7.334,-2.738,-0.28677,5.645
503.138000,7.438,-2.779,-0.26974,5.608
503.241000,7.543,-2.817,-0.25209,5.606
503.356000,7.649,-2.853,-0.23881,5.578
503.440000,7.754,-2.887,-0.22432,5.548
503.563000,7.861,-2.918,-0.20689,5.547
503.670000,7.968,-2.946,-0.18855,5.530
503.799000,8.074,-2.972,-0.17223,5.494
503.937000,8.181,-2.995,-0.15550,5.470
504.066000,8.288,-3.015,-0.13887,5.454
504.192000,8.395,-3.033,-0.12249,5.436
504.303000,8.503,-3.049,-0.10533,5.435
504.413000,8.610,-3.062,-0.08748,5.417
504.510000,8.718,-3.072,-0.07061,5.390
504.617000,8.825,-3.080,-0.05549,5.379
504.731000,8.932,-3.086,-0.03970,5.371
504.835000,9.039,-3.089,-0.02149,5.370
504.947000,9.146,-3.090,-0.00397,5.334
505.057000,9.252,-3.088,0.01242,5.323
505.175000,9.359,-3.083,0.02963,5.320
505.284000,9.464,-3.076,0.04766,5.299
505.385000,9.570,-3.067,0.06508,5.300
505.490000,9.675,-3.055,0.08275,5.284
505.597000,9.779,-3.041,0.09752,5.291
505.692000,9.884,-3.025,0.11190,5.281
505.782000,9.987,-3.006,0.12740,5.255
505.853000,10.090,-2.986,0.14229,5.245
505.933000,10.192,-2.963,0.15794,5.251
506.009000,10.294,-2.938,0.17274,5.245
506.088000,10.395,-2.911,0.18747,5.248
506.171000,10.496,-2.882,0.20078,5.220
506.250000,10.595,-2.851,0.22008,5.230
506.352000,10.695,-2.817,0.23839,5.242
506.450000,10.792,-2.781,0.25586,5.211
506.551000,10.889,-2.743,0.27110,5.197
506.657000,10.985,-2.703,0.28795,5.219
506.755000,11.079,-2.661,0.30411,5.157
506.841000,11.172,-2.617,0.31894,5.118
506.919000,11.262,-2.572,0.33652,5.071
507.015000,11.351,-2.525,0.35259,5.020
507.109000,11.438,-2.477,0.36590,4.974
507.208000,11.523,-2.427,0.38232,4.927
507.309000,11.606,-2.376,0.40007,4.888
507.398000,11.688,-2.324,0.41355,4.838
507.512000,11.768,-2.271,0.42882,4.809
507.608000,11.846,-2.216,0.44342,4.761
507.716000,11.921,-2.162,0.45785,4.666
507.872000,11.995,-2.106,0.46984,4.625
508.026000,12.067,-2.049,0.48234,4.593
508.168000,12.137,-1.992,0.49428,4.518
508.304000,12.206,-1.935,0.50546,4.480
508.427000,12.272,-1.877,0.51997,4.392
508.536000,12.337,-1.819,0.53276,4.368
508.625000,12.400,-1.759,0.54597,4.345
508.734000,12.462,-1.700,0.55929,4.283
508.837000,12.522,-1.639,0.57302,4.270
508.951000,12.580,-1.578,0.58796,4.225
509.059000,12.637,-1.516,0.60084,4.187
509.163000,12.692,-1.454,0.61587,4.150
509.288000,12.745,-1.392,0.62624,4.113
509.392000,12.797,-1.329,0.64025,4.080
509.516000,12.849,-1.266,0.65172,4.073
509.631000,12.899,-1.202,0.65875,4.075
509.743000,12.950,-1.138,0.66238,4.092
509.860000,13.001,-1.074,0.66196,4.128
509.959000,13.052,-1.009,0.66275,4.097
510.060000,13.103,-0.945,0.66133,4.108
510.173000,13.155,-0.882,0.65745,4.087
510.275000,13.205,-0.819,0.65876,4.041
510.381000,13.254,-0.757,0.66133,3.929
510.504000,13.301,-0.698,0.66225,3.798
510.612000,13.347,-0.640,0.65864,3.694
510.683000,13.392,-0.585,0.65707,3.567
510.773000,13.436,-0.530,0.65548,3.484
510.863000,13.479,-0.477,0.65392,3.405
510.947000,13.521,-0.425,0.65568,3.352
511.020000,13.561,-0.375,0.65739,3.236
511.094000,13.600,-0.326,0.65787,3.158
511.162000,13.639,-0.278,0.65829,3.074
511.226000,13.677,-0.231,0.65611,3.010
511.292000,13.714,-0.185,0.65547,2.959
511.350000,13.750,-0.140,0.65465,2.871
511.401000,13.785,-0.097,0.65575,2.795
511.438000,13.819,-0.054,0.65784,2.733
511.482000,13.853,-0.012,0.65773,2.692
511.520000,13.886,0.030,0.65861,2.670
511.558000,13.919,0.071,0.65938,2.632
511.597000,13.951,0.111,0.65777,2.567
511.637000,13.983,0.150,0.65842,2.518
511.670000,14.014,0.189,0.66022,2.491
511.714000,14.044,0.227,0.66114,2.437
511.753000,14.074,0.265,0.65934,2.427
511.790000,14.104,0.302,0.65859,2.392
511.816000,14.134,0.338,0.65837,2.340
511.852000,14.163,0.375,0.65850,2.327
511.888000,14.191,0.410,0.65942,2.290
511.916000,14.219,0.445,0.65712,2.238
511.948000,14.247,0.480,0.65810,2.219
511.981000,14.275,0.514,0.65750,2.182
512.011000,14.302,0.547,0.66073,2.158
512.043000,14.328,0.580,0.66092,2.105
512.082000,14.354,0.613,0.66469,2.071
512.117000,14.379,0.644,0.66560,2.013
512.148000,14.403,0.675,0.66448,1.997
512.174000,14.428,0.706,0.66213,1.951
512.205000,14.452,0.736,0.66338,1.929
512.240000,14.475,0.765,0.66449,1.875
512.274000,14.498,0.794,0.66634,1.843
512.300000,14.521,0.823,0.66718,1.826
512.334000,14.543,0.851,0.66767,1.785
512.368000,14.565,0.879,0.66631,1.777
512.403000,14.586,0.906,0.66619,1.731
512.438000,14.607,0.933,0.66686,1.703
512.466000,14.628,0.959,0.66887,1.654
512.486000,14.648,0.984,0.66932,1.615
512.514000,14.667,1.009,0.66965,1.593
512.544000,14.686,1.034,0.67131,1.561
512.581000,14.705,1.058,0.66944,1.537
512.613000,14.724,1.081,0.66681,1.504
512.645000,14.742,1.105,0.66649,1.476
512.678000,14.760,1.127,0.66729,1.443
512.707000,14.778,1.150,0.66765,1.425
512.743000,14.794,1.171,0.66724,1.349
512.776000,14.811,1.192,0.66604,1.324
512.810000,14.827,1.212,0.66771,1.290
512.839000,14.842,1.232,0.66634,1.260
512.871000,14.858,1.251,0.66626,1.246
512.902000,14.872,1.270,0.66772,1.194
512.933000,14.887,1.288,0.66418,1.181
512.965000,14.901,1.306,0.66443,1.126
512.996000,14.915,1.323,0.66735,1.103
513.020000,14.928,1.341,0.66961,1.109
513.046000,14.942,1.358,0.67013,1.068
513.072000,14.954,1.374,0.67269,1.046
513.096000,14.967,1.390,0.67304,1.012
513.117000,14.979,1.406,0.67448,1.012
513.142000,14.991,1.421,0.67270,0.969
513.143000,14.992,1.422,0.67275,0.967
513.144000,14.992,1.423,0.67276,0.966
513.145000,14.993,1.423,0.67252,0.964
513.146000,14.994,1.424,0.67258,0.961
513.147000,14.994,1.425,0.67255,0.960
513.149000,14.995,1.426,0.67255,0.955
513.150000,14.996,1.427,0.67252,0.952
513.151000,14.997,1.428,0.67255,0.949
513.152000,14.997,1.429,0.67246,0.948
513.153000,14.998,1.429,0.67240,0.946
513.155000,14.999,1.431,0.67246,0.937
513.156000,14.999,1.432,0.67246,0.934
513.157000,15.000,1.432,0.67252,0.931
513.158000,15.001,1.433,0.67255,0.928
513.159000,15.001,1.434,0.67240,0.923
513.160000,15.002,1.435,0.67250,0.923
513.161000,15.002,1.435,0.67255,0.921
513.162000,15.003,1.436,0.67242,0.919
513.163000,15.003,1.437,0.67245,0.914
513.165000,15.005,1.438,0.67235,0.911
513.166000,15.005,1.439,0.67233,0.910
513.168000,15.006,1.440,0.67237,0.907
513.169000,15.007,1.441,0.67226,0.906
513.170000,15.007,1.442,0.67233,0.902
513.171000,15.008,1.442,0.67230,0.900
513.172000,15.008,1.443,0.67236,0.900
513.174000,15.010,1.445,0.67237,0.897
513.175000,15.010,1.445,0.67250,0.896
513.176000,15.011,1.446,0.67239,0.895
513.177000,15.011,1.447,0.67243,0.894
513.178000,15.012,1.447,0.67252,0.895
513.179000,15.012,1.448,0.67248,0.898
513.180000,15.013,1.449,0.67251,0.898
513.181000,15.013,1.449,0.67224,0.900
513.182000,15.014,1.450,0.67227,0.902
513.183000,15.015,1.451,0.67225,0.901
513.184000,15.015,1.452,0.67223,0.901
513.186000,15.016,1.453,0.67214,0.904
513.187000,15.017,1.454,0.67221,0.903
513.188000,15.017,1.454,0.67208,0.904
513.189000,15.018,1.455,0.67207,0.904
513.190000,15.018,1.456,0.67206,0.908
513.191000,15.019,1.457,0.67206,0.906
513.193000,15.020,1.458,0.67226,0.906
513.194000,15.021,1.459,0.67240,0.907
513.195000,15.021,1.459,0.67232,0.907
513.196000,15.022,1.460,0.67238,0.908
513.197000,15.022,1.461,0.67239,0.908
513.198000,15.023,1.462,0.67245,0.908
513.200000,15.024,1.463,0.67256,0.911
513.201000,15.025,1.464,0.67259,0.908
513.202000,15.025,1.464,0.67270,0.910
513.203000,15.026,1.465,0.67280,0.910
513.204000,15.026,1.466,0.67280,0.909
513.205000,15.027,1.467,0.67291,0.909
513.206000,15.027,1.467,0.67288,0.909
513.207000,15.028,1.468,0.67302,0.910
513.208000,15.029,1.469,0.67290,0.911
513.209000,15.029,1.469,0.67280,0.910
513.210000,15.030,1.470,0.67276,0.911
513.211000,15.030,1.471,0.67272,0.910
513.213000,15.031,1.472,0.67285,0.904
513.214000,15.032,1.473,0.67285,0.900
513.215000,15.032,1.474,0.67302,0.896
513.216000,15.033,1.474,0.67310,0.894
513.217000,15.034,1.475,0.67310,0.890
513.218000,15.034,1.476,0.67308,0.889
513.219000,15.035,1.477,0.67305,0.887
513.220000,15.035,1.477,0.67308,0.884
513.221000,15.036,1.478,0.67313,0.882
513.222000,15.036,1.479,0.67329,0.880
513.223000,15.037,1.479,0.67334,0.877
513.225000,15.038,1.481,0.67322,0.874
513.226000,15.038,1.481,0.67324,0.874
513.227000,15.039,1.482,0.67329,0.875
513.228000,15.039,1.483,0.67335,0.875
513.230000,15.041,1.484,0.67306,0.873
513.231000,15.041,1.485,0.67284,0.874
513.233000,15.042,1.486,0.67264,0.869
513.234000,15.043,1.487,0.67255,0.870
513.235000,15.043,1.488,0.67246,0.868
513.236000,15.044,1.488,0.67247,0.870
513.237000,15.044,1.489,0.67232,0.871
513.238000,15.045,1.490,0.67239,0.870
513.239000,15.045,1.490,0.67218,0.870
513.240000,15.046,1.491,0.67215,0.873
513.241000,15.046,1.492,0.67225,0.872
513.242000,15.047,1.492,0.67212,0.870
513.243000,15.048,1.493,0.67230,0.870
513.244000,15.048,1.494,0.67220,0.868
513.245000,15.049,1.494,0.67229,0.868
513.246000,15.049,1.495,0.67227,0.865
513.247000,15.050,1.496,0.67237,0.865
513.248000,15.050,1.496,0.67223,0.862
513.250000,15.051,1.498,0.67226,0.856
513.251000,15.052,1.498,0.67215,0.855
513.252000,15.052,1.499,0.67201,0.854
513.253000,15.053,1.500,0.67199,0.850
513.254000,15.053,1.500,0.67191,0.850
513.255000,15.054,1.501,0.67198,0.846
513.256000,15.054,1.502,0.67193,0.845
513.258000,15.055,1.503,0.67223,0.844
513.259000,15.056,1.504,0.67213,0.842
513.260000,15.056,1.504,0.67222,0.843
513.261000,15.057,1.505,0.67225,0.839
513.262000,15.057,1.506,0.67240,0.838
513.263000,15.058,1.506,0.67233,0.834
513.265000,15.059,1.508,0.67201,0.837
513.266000,15.060,1.508,0.67203,0.835
513.267000,15.060,1.509,0.67199,0.836
513.268000,15.061,1.510,0.67200,0.834
513.269000,15.061,1.510,0.67194,0.836
513.270000,15.062,1.511,0.67203,0.835
513.271000,15.062,1.512,0.67212,0.834
513.272000,15.063,1.512,0.67213,0.832
513.274000,15.064,1.514,0.67245,0.828
513.275000,15.064,1.514,0.67251,0.827
513.276000,15.065,1.515,0.67255,0.826
513.278000,15.066,1.516,0.67287,0.825
513.279000,15.066,1.517,0.67303,0.825
513.280000,15.067,1.518,0.67309,0.825
513.281000,15.067,1.518,0.67314,0.824
513.282000,15.068,1.519,0.67322,0.823
513.283000,15.068,1.519,0.67323,0.823
513.285000,15.069,1.521,0.67339,0.823
513.287000,15.070,1.522,0.67350,0.823
513.288000,15.071,1.523,0.67344,0.824
513.289000,15.071,1.523,0.67351,0.826
513.290000,15.072,1.524,0.67357,0.825
513.291000,15.072,1.525,0.67354,0.824
513.292000,15.073,1.525,0.67350,0.823
513.293000,15.073,1.526,0.67343,0.822
513.294000,15.074,1.527,0.67345,0.819
513.295000,15.074,1.527,0.67339,0.819
513.296000,15.075,1.528,0.67337,0.817
513.297000,15.075,1.529,0.67339,0.814
513.298000,15.076,1.529,0.67337,0.813
513.299000,15.076,1.530,0.67343,0.812
513.300000,15.077,1.530,0.67333,0.808
513.301000,15.077,1.531,0.67340,0.808
513.302000,15.078,1.532,0.67343,0.807
513.303000,15.078,1.532,0.67345,0.808
513.304000,15.079,1.533,0.67343,0.807
513.305000,15.079,1.534,0.67353,0.805
513.306000,15.080,1.534,0.67357,0.804
513.307000,15.080,1.535,0.67363,0.803
513.308000,15.081,1.536,0.67354,0.801
513.310000,15.082,1.537,0.67362,0.798
513.311000,15.082,1.537,0.67367,0.798
513.312000,15.083,1.538,0.67365,0.797
513.314000,15.084,1.539,0.67380,0.798
513.315000,15.084,1.540,0.67382,0.796
513.316000,15.085,1.541,0.67388,0.791
513.317000,15.085,1.541,0.67394,0.791
513.318000,15.086,1.542,0.67389,0.789
513.319000,15.086,1.542,0.67397,0.786
513.320000,15.087,1.543,0.67388,0.784
513.321000,15.087,1.544,0.67393,0.783
513.322000,15.088,1.544,0.67387,0.782
513.323000,15.088,1.545,0.67367,0.782
513.324000,15.089,1.545,0.67368,0.779
513.325000,15.089,1.546,0.67374,0.779
513.326000,15.090,1.547,0.67380,0.778
513.327000,15.090,1.547,0.67387,0.778
513.328000,15.090,1.548,0.67384,0.775
513.329000,15.091,1.549,0.67386,0.773
513.330000,15.091,1.549,0.67381,0.773
513.331000,15.092,1.550,0.67388,0.769
513.332000,15.092,1.550,0.67385,0.768
513.333000,15.093,1.551,0.67378,0.765
513.334000,15.093,1.552,0.67379,0.763
513.335000,15.094,1.552,0.67366,0.760
513.336000,15.094,1.553,0.67360,0.759
513.337000,15.095,1.553,0.67381,0.756
513.338000,15.095,1.554,0.67373,0.756
513.339000,15.096,1.555,0.67373,0.753
513.340000,15.096,1.555,0.67370,0.751
513.341000,15.097,1.556,0.67380,0.750
513.342000,15.097,1.556,0.67388,0.748
513.343000,15.097,1.557,0.67391,0.747
513.344000,15.098,1.557,0.67390,0.746
513.345000,15.098,1.558,0.67392,0.745
513.346000,15.099,1.559,0.67393,0.742
513.347000,15.099,1.559,0.67391,0.740
513.348000,15.100,1.560,0.67383,0.736
513.349000,15.100,1.560,0.67390,0.736
513.350000,15.101,1.561,0.67383,0.733
513.351000,15.101,1.562,0.67382,0.735
513.352000,15.102,1.562,0.67398,0.738
513.354000,15.102,1.563,0.67405,0.740
513.355000,15.103,1.564,0.67404,0.742
513.356000,15.103,1.564,0.67403,0.742
513.357000,15.104,1.565,0.67398,0.745
513.358000,15.104,1.566,0.67395,0.745
513.359000,15.105,1.566,0.67391,0.746
513.360000,15.105,1.567,0.67397,0.747
513.361000,15.106,1.567,0.67403,0.747
513.362000,15.106,1.568,0.67414,0.748
513.363000,15.107,1.569,0.67409,0.747
513.364000,15.107,1.569,0.67410,0.746
513.365000,15.108,1.570,0.67403,0.747
513.366000,15.108,1.570,0.67424,0.746
513.367000,15.108,1.571,0.67432,0.746
513.368000,15.109,1.572,0.67431,0.745
513.369000,15.109,1.572,0.67437,0.746
513.370000,15.110,1.573,0.67432,0.742
513.371000,15.110,1.573,0.67422,0.741
513.372000,15.111,1.574,0.67409,0.741
513.373000,15.111,1.574,0.67394,0.738
513.374000,15.112,1.575,0.67395,0.739
513.375000,15.112,1.576,0.67399,0.737
513.376000,15.113,1.576,0.67401,0.736
513.377000,15.113,1.577,0.67416,0.737
513.378000,15.113,1.577,0.67397,0.733
513.379000,15.114,1.578,0.67399,0.733
513.380000,15.114,1.578,0.67403,0.732
513.381000,15.115,1.579,0.67395,0.730
513.382000,15.115,1.580,0.67395,0.726
513.383000,15.116,1.580,0.67400,0.725
513.385000,15.117,1.581,0.67394,0.722
513.386000,15.117,1.582,0.67385,0.724
513.387000,15.117,1.582,0.67374,0.722
513.388000,15.118,1.583,0.67357,0.723
513.389000,15.118,1.584,0.67353,0.721
513.390000,15.119,1.584,0.67341,0.721
513.391000,15.119,1.585,0.67345,0.719
513.393000,15.120,1.586,0.67351,0.717
513.394000,15.121,1.586,0.67358,0.717
513.395000,15.121,1.587,0.67358,0.716
513.396000,15.121,1.588,0.67362,0.716
513.397000,15.122,1.588,0.67368,0.716
513.398000,15.122,1.589,0.67357,0.716
513.399000,15.123,1.589,0.67362,0.716
513.400000,15.123,1.590,0.67363,0.715
513.401000,15.124,1.590,0.67364,0.714
513.402000,15.124,1.591,0.67363,0.715
513.403000,15.125,1.592,0.67337,0.715
513.404000,15.125,1.592,0.67336,0.716
513.405000,15.125,1.593,0.67330,0.713
513.406000,15.126,1.593,0.67331,0.713
513.407000,15.126,1.594,0.67338,0.711
513.408000,15.127,1.594,0.67335,0.710
513.409000,15.127,1.595,0.67337,0.710
513.410000,15.128,1.595,0.67338,0.710
513.411000,15.128,1.596,0.67332,0.708
513.412000,15.128,1.597,0.67340,0.707
513.413000,15.129,1.597,0.67340,0.707
513.414000,15.129,1.598,0.67342,0.704
513.415000,15.130,1.598,0.67340,0.705
513.416000,15.130,1.599,0.67347,0.700
513.417000,15.131,1.599,0.67349,0.698
513.418000,15.131,1.600,0.67341,0.696
513.419000,15.131,1.600,0.67343,0.691
513.420000,15.132,1.601,0.67349,0.692
513.421000,15.132,1.602,0.67351,0.692
513.422000,15.133,1.602,0.67349,0.693
513.423000,15.133,1.603,0.67347,0.692
513.424000,15.134,1.603,0.67348,0.692
513.425000,15.134,1.604,0.67345,0.690
513.426000,15.134,1.604,0.67343,0.689
513.427000,15.135,1.605,0.67338,0.688
513.428000,15.135,1.605,0.67326,0.688
513.429000,15.136,1.606,0.67327,0.684
513.430000,15.136,1.606,0.67328,0.684
513.431000,15.137,1.607,0.67338,0.683
513.432000,15.137,1.607,0.67335,0.680
513.433000,15.137,1.608,0.67333,0.680
513.434000,15.138,1.609,0.67323,0.678
513.435000,15.138,1.609,0.67327,0.674
513.436000,15.139,1.610,0.67326,0.675
513.437000,15.139,1.610,0.67320,0.675
513.439000,15.140,1.611,0.67342,0.675
513.440000,15.140,1.612,0.67346,0.670
513.441000,15.141,1.612,0.67340,0.670
513.442000,15.141,1.613,0.67351,0.664
513.443000,15.142,1.613,0.67348,0.663
513.444000,15.142,1.614,0.67341,0.661
513.445000,15.142,1.614,0.67345,0.660
513.446000,15.143,1.615,0.67326,0.658
513.447000,15.143,1.615,0.67323,0.657
513.448000,15.144,1.616,0.67308,0.654
513.449000,15.144,1.616,0.67315,0.654
513.450000,15.144,1.617,0.67310,0.653
513.451000,15.145,1.617,0.67312,0.650
513.452000,15.145,1.618,0.67315,0.654
513.453000,15.146,1.618,0.67315,0.653
513.454000,15.146,1.619,0.67327,0.653
513.455000,15.146,1.619,0.67323,0.653
513.456000,15.147,1.620,0.67314,0.652
513.457000,15.147,1.620,0.67304,0.653
513.458000,15.148,1.621,0.67297,0.652
513.459000,15.148,1.622,0.67299,0.651
513.460000,15.148,1.622,0.67307,0.651
513.461000,15.149,1.623,0.67301,0.648
513.462000,15.149,1.623,0.67302,0.646
513.464000,15.150,1.624,0.67333,0.644
513.465000,15.150,1.625,0.67322,0.642
513.466000,15.151,1.625,0.67325,0.641
513.467000,15.151,1.626,0.67327,0.638
513.469000,15.152,1.627,0.67323,0.636
513.470000,15.152,1.627,0.67319,0.636
513.471000,15.153,1.628,0.67318,0.636
513.472000,15.153,1.628,0.67317,0.633
513.473000,15.154,1.629,0.67310,0.631
513.474000,15.154,1.629,0.67311,0.630
