t,predict_ms,update_ms
516.895000,0.12,0.01
516.896000,0.11,0.01
516.897000,0.10,0.01
516.899000,0.08,0.01
516.900000,0.11,0.01
516.901000,0.11,0.01
516.902000,0.09,0.01
516.903000,0.10,0.01
516.904000,0.09,0.01
516.905000,0.11,0.01
516.906000,0.09,0.01
516.907000,0.10,0.01
516.908000,0.09,0.01
516.909000,0.08,0.01
516.910000,0.10,0.01
516.911000,0.08,0.01
516.912000,0.09,0.01
516.913000,0.11,0.01
516.914000,0.09,0.01
516.915000,0.08,0.01
516.916000,0.07,0.00
516.917000,0.08,0.01
516.918000,0.10,0.01
516.920000,0.09,0.01
516.921000,0.10,0.01
516.922000,0.09,0.01
516.923000,0.09,0.01
516.924000,0.09,0.01
516.925000,0.09,0.01
516.926000,0.08,0.01
516.927000,0.08,0.01
516.928000,0.10,0.01
516.929000,0.08,0.01
516.930000,0.07,0.01
516.931000,0.08,0.01
516.932000,0.08,0.00
516.933000,0.09,0.01
516.934000,0.08,0.00
516.935000,0.09,0.01
516.936000,0.08,0.01
516.937000,0.09,0.01
516.938000,0.09,0.01
516.939000,0.10,0.01
516.940000,0.09,0.01
516.941000,0.08,0.00
516.942000,0.08,0.01
516.943000,0.08,0.01
516.944000,0.09,0.01
516.945000,0.08,0.01
516.946000,0.08,0.01
516.947000,0.10,0.01
516.948000,0.11,0.01
516.949000,0.13,0.01
516.950000,0.13,0.01
516.951000,0.11,0.01
516.952000,0.14,0.01
516.953000,0.12,0.01
516.954000,0.12,0.01
516.955000,0.12,0.01
516.956000,0.11,0.01
516.957000,0.18,0.01
516.958000,0.09,0.01
516.959000,0.13,0.01
516.960000,0.17,0.01
516.961000,0.11,0.01
516.962000,0.11,0.01
516.963000,0.11,0.01
516.964000,0.11,0.01
516.965000,0.15,0.01
516.966000,0.08,0.01
516.967000,0.12,0.01
516.968000,0.12,0.01
516.969000,0.12,0.01
516.970000,0.09,0.01
516.971000,0.10,0.01
516.972000,0.10,0.01
516.973000,0.19,0.01
516.975000,0.16,0.01
516.976000,0.09,0.01
516.977000,0.10,0.01
516.978000,0.08,0.01
516.979000,0.11,0.01
516.980000,0.09,0.01
516.981000,0.16,0.01
516.982000,0.09,0.01
516.983000,0.09,0.01
516.984000,0.08,0.01
516.985000,0.11,0.01
516.986000,0.11,0.01
516.987000,0.11,0.01
516.988000,0.10,0.01
516.989000,0.11,0.01
516.990000,0.09,0.01
516.991000,0.10,0.01
516.992000,0.10,0.01
516.993000,0.08,0.03
516.994000,0.09,0.01
516.996000,0.08,0.01
516.997000,0.08,0.01
516.998000,0.08,0.01
516.999000,0.08,0.01
517.000000,0.11,0.01
517.001000,0.09,0.01
517.002000,0.09,0.01
517.003000,0.13,0.01
517.004000,0.08,0.01
517.005000,0.11,0.01
517.006000,0.11,0.01
517.007000,0.09,0.01
517.008000,0.08,0.01
517.009000,0.11,0.01
517.010000,0.10,0.01
517.011000,0.10,0.01
517.012000,0.12,0.01
517.013000,0.08,0.01
517.014000,0.09,0.01
517.016000,0.09,0.01
517.017000,0.08,0.01
517.018000,0.09,0.01
517.019000,0.08,0.01
517.020000,0.10,0.01
517.021000,0.08,0.01
517.022000,0.07,0.00
517.023000,0.08,0.00
517.024000,0.09,0.01
517.025000,0.10,0.01
517.026000,0.08,0.01
517.027000,0.10,0.01
517.028000,0.08,0.01
517.029000,0.08,0.01
517.030000,0.10,0.01
517.031000,0.10,0.01
517.032000,0.07,0.01
517.033000,0.09,0.01
517.034000,0.07,0.00
517.035000,0.10,0.01
517.036000,0.09,0.01
517.037000,0.15,0.01
517.038000,0.10,0.01
517.039000,0.08,0.01
517.040000,0.08,0.01
517.041000,0.08,0.01
517.043000,0.07,0.01
517.044000,0.07,0.00
517.045000,0.12,0.01
517.046000,0.09,0.01
517.047000,0.13,0.01
517.048000,0.08,0.01
517.049000,0.09,0.01
517.050000,0.09,0.01
517.051000,0.08,0.01
517.053000,0.08,0.01
517.054000,0.08,0.01
517.055000,0.09,0.01
517.056000,0.09,0.01
517.057000,0.08,0.01
517.058000,0.08,0.01
517.059000,0.09,0.01
517.060000,0.08,0.01
517.061000,0.09,0.01
517.062000,0.08,0.01
517.063000,0.11,0.01
517.064000,0.08,0.01
517.065000,0.13,0.01
517.066000,0.08,0.01
517.067000,0.08,0.01
517.068000,0.07,0.01
517.069000,0.08,0.01
517.070000,0.10,0.01
517.071000,0.09,0.01
517.072000,0.08,0.01
517.073000,0.10,0.01
517.074000,0.07,0.00
517.076000,0.10,0.01
517.077000,0.07,0.01
517.078000,0.10,0.01
517.079000,0.09,0.01
517.080000,0.10,0.01
517.081000,0.10,0.01
517.082000,0.09,0.01
517.083000,0.09,0.01
517.084000,0.08,0.01
517.086000,0.08,0.01
517.087000,0.09,0.01
517.089000,0.10,0.01
517.090000,0.08,0.01
517.091000,0.10,0.01
517.092000,0.10,0.01
517.093000,0.08,0.01
517.094000,0.09,0.01
517.095000,0.09,0.01
517.096000,0.08,0.01
517.097000,0.08,0.01
517.098000,0.08,0.01
517.099000,0.10,0.01
517.100000,0.08,0.01
517.101000,0.08,0.01
517.102000,0.09,0.01
517.103000,0.09,0.01
517.104000,0.09,0.01
517.105000,0.10,0.01
517.106000,0.10,0.01
517.107000,0.08,0.01
517.108000,0.10,0.01
517.109000,0.09,0.01
517.110000,0.08,0.01
517.111000,0.08,0.01
517.112000,0.10,0.01
517.113000,0.08,0.01
517.114000,0.08,0.01
517.115000,0.07,0.01
517.116000,0.10,0.01
517.117000,0.10,0.01
517.118000,0.09,0.01
517.119000,0.08,0.01
517.120000,0.10,0.01
517.121000,0.11,0.01
517.122000,0.09,0.01
517.123000,0.08,0.01
517.124000,0.09,0.01
517.125000,0.11,0.01
517.126000,0.11,0.01
517.127000,0.08,0.01
517.128000,0.10,0.01
517.129000,0.11,0.01
517.130000,0.10,0.01
517.131000,0.09,0.01
517.132000,0.09,0.01
517.133000,0.11,0.01
517.134000,0.08,0.01
517.135000,0.08,0.01
517.136000,0.11,0.01
517.137000,0.10,0.01
517.138000,0.09,0.01
517.139000,0.08,0.01
517.140000,0.10,0.01
517.141000,0.09,0.01
517.142000,0.08,0.01
517.143000,0.08,0.01
517.144000,0.14,0.01
517.145000,0.10,0.01
517.146000,0.10,0.01
517.147000,0.08,0.01
517.148000,0.08,0.01
517.149000,0.09,0.01
517.150000,0.10,0.01
517.151000,0.09,0.01
517.152000,0.08,0.01
517.153000,0.08,0.01
517.155000,0.08,0.01
517.156000,0.08,0.01
517.157000,0.10,0.01
517.158000,0.09,0.01
517.159000,0.15,0.01
517.160000,0.08,0.01
517.161000,0.09,0.01
517.162000,0.11,0.01
517.163000,0.09,0.01
517.164000,0.10,0.01
517.165000,0.12,0.01
517.166000,0.09,0.01
517.167000,0.11,0.01
517.168000,0.08,0.01
517.169000,0.11,0.01
517.171000,0.09,0.01
517.172000,0.09,0.01
517.173000,0.08,0.01
517.174000,0.10,0.01
517.175000,0.08,0.01
517.176000,0.09,0.01
517.177000,0.08,0.01
517.178000,0.08,0.01
517.179000,0.10,0.01
517.180000,0.10,0.01
517.181000,0.08,0.01
517.182000,0.10,0.01
517.183000,0.10,0.01
517.184000,0.08,0.01
517.185000,0.10,0.01
517.186000,0.10,0.01
517.188000,0.08,0.01
517.189000,0.14,0.01
517.190000,0.09,0.01
517.191000,0.11,0.01
517.192000,0.08,0.01
517.193000,0.08,0.01
517.194000,0.07,0.01
517.195000,0.07,0.01
517.196000,0.10,0.01
517.197000,0.14,0.01
517.198000,0.10,0.01
517.199000,0.09,0.01
517.200000,0.07,0.01
517.201000,0.07,0.01
517.202000,0.10,0.01
517.203000,0.10,0.01
517.204000,0.10,0.01
517.205000,0.08,0.03
517.206000,0.09,0.01
517.207000,0.08,0.01
517.208000,0.08,0.01
517.209000,0.08,0.01
517.210000,0.09,0.01
517.211000,0.07,0.01
517.212000,0.10,0.01
517.213000,0.09,0.01
517.214000,0.09,0.01
517.215000,0.07,0.01
517.216000,0.09,0.01
517.217000,0.08,0.01
517.218000,0.09,0.01
517.219000,0.10,0.01
517.220000,0.10,0.01
517.221000,0.08,0.01
517.222000,0.10,0.01
517.223000,0.07,0.01
517.224000,0.08,0.01
517.225000,0.07,0.01
517.226000,0.09,0.01
517.227000,0.08,0.01
517.228000,0.07,0.01
517.229000,0.13,0.01
517.230000,0.08,0.01
517.231000,0.08,0.01
517.232000,0.10,0.01
517.233000,0.08,0.01
517.234000,0.09,0.01
517.235000,0.08,0.01
517.236000,0.09,0.01
517.237000,0.08,0.01
517.238000,0.10,0.01
517.240000,0.08,0.01
517.241000,0.09,0.01
517.242000,0.08,0.01
517.243000,0.08,0.01
517.244000,0.08,0.01
517.245000,0.09,0.01
517.246000,0.08,0.01
517.247000,0.09,0.01
517.248000,0.10,0.01
517.249000,0.10,0.01
517.250000,0.10,0.01
517.251000,0.10,0.01
517.252000,0.09,0.01
517.253000,0.12,0.01
517.254000,0.13,0.01
517.255000,0.10,0.01
517.256000,0.12,0.01
517.257000,0.11,0.01
517.258000,0.11,0.01
517.259000,0.12,0.01
517.260000,0.13,0.01
517.261000,0.09,0.01
517.262000,0.10,0.01
517.263000,0.11,0.01
517.264000,0.12,0.01
517.265000,0.12,0.01
517.266000,0.12,0.01
517.267000,0.10,0.01
517.268000,0.15,0.01
517.269000,0.12,0.01
517.270000,0.14,0.01
517.271000,0.11,0.01
517.272000,0.10,0.01
517.273000,0.11,0.01
517.274000,0.10,0.01
517.275000,0.09,0.01
517.276000,0.09,0.01
517.277000,0.09,0.01
517.278000,0.11,0.01
517.279000,0.11,0.01
517.280000,0.09,0.01
517.281000,0.09,0.01
517.282000,0.11,0.01
517.283000,0.10,0.01
517.284000,0.09,0.01
517.285000,0.09,0.01
517.286000,0.10,0.01
517.287000,0.09,0.01
517.288000,0.11,0.01
517.289000,0.10,0.01
517.290000,0.09,0.01
517.291000,0.09,0.01
517.292000,0.10,0.01
517.293000,0.12,0.01
517.295000,0.09,0.01
517.296000,0.08,0.01
517.297000,0.09,0.01
517.298000,0.08,0.01
517.299000,0.06,0.00
517.300000,0.10,0.03
517.301000,0.09,0.01
517.302000,0.10,0.01
517.303000,0.08,0.01
517.304000,0.10,0.01
517.305000,0.08,0.01
517.306000,0.10,0.01
517.307000,0.10,0.01
517.308000,0.09,0.01
517.309000,0.09,0.01
517.310000,0.07,0.01
517.311000,0.07,0.01
517.312000,0.11,0.01
517.313000,0.09,0.01
517.315000,0.08,0.01
517.316000,0.10,0.01
517.318000,0.08,0.01
517.319000,0.08,0.01
517.320000,0.10,0.01
517.321000,0.12,0.01
517.322000,0.08,0.01
517.323000,0.10,0.01
517.325000,0.14,0.01
517.326000,0.08,0.01
517.327000,0.10,0.01
517.328000,0.08,0.01
517.329000,0.09,0.01
517.330000,0.09,0.01
517.331000,0.07,0.01
517.332000,0.10,0.01
517.333000,0.12,0.01
517.334000,0.07,0.01
517.335000,0.10,0.01
517.336000,0.09,0.01
517.337000,0.14,0.01
517.338000,0.10,0.01
517.339000,0.08,0.01
517.340000,0.10,0.01
517.341000,0.10,0.01
517.342000,0.09,0.01
517.343000,0.08,0.01
517.344000,0.08,0.01
517.345000,0.09,0.01
517.346000,0.10,0.01
517.347000,0.10,0.01
517.348000,0.08,0.01
517.349000,0.09,0.01
517.350000,0.09,0.01
517.351000,0.09,0.01
517.352000,0.10,0.01
517.353000,0.20,0.01
517.354000,0.09,0.01
517.355000,0.09,0.01
517.356000,0.11,0.01
517.357000,0.16,0.01
517.359000,0.13,0.01
517.360000,0.12,0.01
517.361000,0.16,0.01
517.362000,0.12,0.01
517.363000,0.10,0.01
517.364000,0.12,0.01
517.365000,0.10,0.01
517.366000,0.11,0.01
517.367000,0.12,0.01
517.368000,0.10,0.01
517.369000,0.12,0.01
517.370000,0.12,0.01
517.371000,0.12,0.01
517.372000,0.12,0.01
517.373000,0.12,0.01
517.374000,0.12,0.01
517.375000,0.09,0.01
517.376000,0.15,0.01
517.377000,0.12,0.01
517.378000,0.09,0.01
517.379000,0.12,0.05
517.380000,0.09,0.01
517.381000,0.09,0.01
517.382000,0.07,0.01
517.383000,0.10,0.01
517.384000,0.11,0.01
517.385000,0.09,0.03
517.386000,0.10,0.01
517.387000,0.09,0.01
517.388000,0.11,0.01
517.389000,0.11,0.01
517.390000,0.09,0.01
517.391000,0.10,0.01
517.392000,0.10,0.01
517.393000,0.09,0.01
517.394000,0.11,0.01
517.395000,0.10,0.01
517.396000,0.10,0.01
517.397000,0.10,0.01
517.398000,0.09,0.01
517.399000,0.11,0.01
517.400000,0.08,0.01
517.401000,0.09,0.01
517.402000,0.09,0.01
517.403000,0.10,0.01
517.404000,0.10,0.01
517.405000,0.11,0.01
517.406000,0.09,0.01
517.407000,0.08,0.01
517.408000,0.08,0.01
517.409000,0.13,0.01
517.410000,0.08,0.01
517.411000,0.08,0.01
517.412000,0.08,0.01
517.413000,0.10,0.01
517.414000,0.08,0.01
517.415000,0.08,0.01
517.416000,0.07,0.01
517.417000,0.08,0.01
517.418000,0.10,0.01
517.419000,0.14,0.01
517.420000,0.08,0.01
517.421000,0.09,0.01
517.422000,0.08,0.01
517.423000,0.09,0.01
517.424000,0.08,0.01
517.425000,0.08,0.01
517.426000,0.09,0.01
517.427000,0.10,0.01
517.428000,0.09,0.01
517.429000,0.09,0.01
517.430000,0.10,0.01
517.431000,0.07,0.00
517.432000,0.10,0.01
517.433000,0.08,0.01
517.434000,0.07,0.00
517.435000,0.11,0.01
517.436000,0.10,0.01
517.437000,0.10,0.01
517.438000,0.07,0.00
517.439000,0.07,0.00
517.440000,0.07,0.01
517.441000,0.09,0.01
517.442000,0.08,0.01
517.443000,0.08,0.01
517.444000,0.09,0.01
517.445000,0.10,0.01
517.446000,0.08,0.01
517.447000,0.09,0.01
517.448000,0.08,0.01
517.449000,0.10,0.01
517.450000,0.09,0.01
517.451000,0.10,0.01
517.452000,0.10,0.01
517.454000,0.12,0.01
517.455000,0.09,0.01
517.456000,0.09,0.01
517.457000,0.10,0.01
517.458000,0.08,0.01
517.459000,0.10,0.01
517.461000,0.10,0.01
517.462000,0.12,0.01
517.463000,0.08,0.00
517.465000,0.08,0.01
517.466000,0.10,0.01
517.467000,0.09,0.01
517.468000,0.08,0.01
517.469000,0.09,0.01
517.470000,0.09,0.01
517.471000,0.09,0.01
517.472000,0.08,0.01
517.473000,0.10,0.01
517.475000,0.10,0.01
517.476000,0.07,0.01
517.477000,0.09,0.01
517.478000,0.09,0.01
517.479000,0.10,0.01
517.480000,0.10,0.01
517.481000,0.09,0.01
517.482000,0.10,0.01
517.483000,0.11,0.01
517.485000,0.11,0.01
517.486000,0.11,0.01
517.487000,0.10,0.01
517.488000,0.08,0.01
517.489000,0.11,0.01
517.490000,0.11,0.01
517.491000,0.09,0.01
517.492000,0.08,0.01
517.493000,0.09,0.01
517.494000,0.08,0.01
517.495000,0.10,0.01
517.496000,0.09,0.01
517.497000,0.10,0.01
517.498000,0.08,0.01
517.499000,0.09,0.01
517.500000,0.10,0.01
517.501000,0.09,0.01
517.502000,0.11,0.01
517.503000,0.10,0.01
517.504000,0.11,0.01
517.505000,0.09,0.01
517.506000,0.08,0.01
517.507000,0.09,0.01
517.508000,0.08,0.01
517.509000,0.13,0.01
517.510000,0.09,0.01
517.511000,0.09,0.01
517.512000,0.08,0.01
517.514000,0.09,0.01
517.515000,0.10,0.01
517.516000,0.10,0.01
517.517000,0.08,0.01
517.518000,0.08,0.01
517.519000,0.13,0.01
517.520000,0.08,0.01
517.521000,0.10,0.01
517.522000,0.08,0.01
517.523000,0.11,0.01
517.524000,0.10,0.01
517.525000,0.08,0.01
517.526000,0.10,0.01
517.527000,0.10,0.01
517.528000,0.07,0.00
517.529000,0.10,0.01
517.530000,0.09,0.01
517.531000,0.08,0.01
517.532000,0.08,0.01
517.533000,0.09,0.01
517.534000,0.10,0.01
517.535000,0.08,0.01
517.536000,0.10,0.01
517.537000,0.09,0.01
517.538000,0.08,0.01
517.539000,0.08,0.01
517.540000,0.09,0.01
517.541000,0.08,0.01
517.542000,0.08,0.01
517.543000,0.07,0.01
517.544000,0.09,0.01
517.545000,0.09,0.01
517.546000,0.08,0.01
517.547000,0.09,0.01
517.548000,0.08,0.01
517.549000,0.09,0.01
517.550000,0.10,0.01
517.551000,0.09,0.01
517.552000,0.08,0.01
517.553000,0.10,0.01
517.554000,0.10,0.01
517.555000,0.08,0.01
517.556000,0.09,0.01
517.557000,0.10,0.01
517.558000,0.09,0.01
517.559000,0.10,0.01
517.560000,0.09,0.01
517.561000,0.10,0.01
517.562000,0.08,0.01
517.563000,0.10,0.01
517.564000,0.08,0.01
517.566000,0.09,0.01
517.567000,0.08,0.01
517.568000,0.09,0.01
517.569000,0.11,0.01
517.570000,0.09,0.01
517.571000,0.10,0.01
517.572000,0.08,0.01
517.573000,0.08,0.01
517.575000,0.10,0.01
517.576000,0.10,0.01
517.577000,0.08,0.01
517.578000,0.11,0.01
517.580000,0.10,0.01
517.581000,0.08,0.01
517.582000,0.08,0.01
517.583000,0.09,0.01
517.584000,0.11,0.01
517.585000,0.11,0.01
517.586000,0.09,0.01
517.587000,0.10,0.01
517.588000,0.09,0.01
517.589000,0.08,0.01
517.590000,0.10,0.01
517.591000,0.09,0.01
517.592000,0.10,0.01
517.593000,0.08,0.01
517.594000,0.08,0.01
517.595000,0.10,0.01
517.596000,0.08,0.01
517.597000,0.08,0.00
517.598000,0.10,0.01
517.599000,0.08,0.01
517.600000,0.10,0.01
517.601000,0.11,0.01
517.602000,0.08,0.01
517.603000,0.09,0.01
517.604000,0.09,0.01
517.605000,0.08,0.01
517.606000,0.08,0.01
517.607000,0.08,0.01
517.608000,0.07,0.01
517.609000,0.08,0.01
517.610000,0.09,0.01
517.611000,0.08,0.01
517.612000,0.08,0.01
517.613000,0.09,0.01
517.615000,0.09,0.01
517.616000,0.09,0.01
517.617000,0.08,0.01
517.618000,0.10,0.01
517.619000,0.10,0.01
517.620000,0.10,0.01
517.621000,0.08,0.01
517.622000,0.09,0.01
517.623000,0.09,0.01
517.624000,0.10,0.01
517.625000,0.12,0.01
517.626000,0.10,0.01
517.627000,0.09,0.01
517.628000,0.08,0.01
517.629000,0.10,0.01
517.630000,0.07,0.01
517.631000,0.08,0.01
517.632000,0.10,0.01
517.633000,0.08,0.01
517.634000,0.10,0.01
517.635000,0.10,0.01
517.636000,0.09,0.01
517.637000,0.10,0.01
517.638000,0.09,0.01
517.639000,0.09,0.01
517.640000,0.09,0.01
517.641000,0.09,0.01
517.642000,0.08,0.01
517.643000,0.07,0.01
517.644000,0.07,0.01
517.645000,0.09,0.01
517.646000,0.09,0.01
517.648000,0.09,0.01
517.649000,0.10,0.01
517.650000,0.09,0.01
517.651000,0.09,0.01
517.652000,0.08,0.01
517.653000,0.10,0.01
517.654000,0.08,0.01
517.656000,0.09,0.01
517.657000,0.10,0.01
517.658000,0.10,0.02
517.659000,0.08,0.01
517.660000,0.08,0.01
517.661000,0.07,0.00
517.662000,0.09,0.01
517.663000,0.08,0.01
517.664000,0.10,0.01
517.665000,0.08,0.02
517.666000,0.09,0.01
517.667000,0.10,0.01
517.668000,0.10,0.01
517.670000,0.14,0.01
517.671000,0.09,0.01
517.672000,0.10,0.01
517.674000,0.10,0.01
517.675000,0.10,0.01
517.676000,0.08,0.01
517.677000,0.09,0.01
517.678000,0.08,0.01
517.679000,0.11,0.01
517.680000,0.09,0.01
517.681000,0.08,0.01
517.682000,0.10,0.01
517.683000,0.09,0.01
517.684000,0.08,0.01
517.685000,0.09,0.01
517.686000,0.10,0.01
517.687000,0.08,0.01
517.688000,0.10,0.01
517.689000,0.10,0.01
517.690000,0.10,0.01
517.691000,0.09,0.01
517.692000,0.11,0.01
517.693000,0.10,0.01
517.694000,0.07,0.01
517.695000,0.08,0.01
517.696000,0.10,0.01
517.697000,0.07,0.01
517.698000,0.08,0.01
517.699000,0.09,0.01
517.700000,0.08,0.01
517.701000,0.07,0.01
517.702000,0.08,0.01
517.703000,0.10,0.01
517.704000,0.09,0.01
517.705000,0.10,0.01
517.706000,0.08,0.01
517.708000,0.10,0.01
517.709000,0.09,0.01
517.710000,0.09,0.01
517.711000,0.07,0.01
517.712000,0.09,0.01
517.713000,0.09,0.01
517.715000,0.08,0.01
517.716000,0.09,0.01
517.717000,0.08,0.01
517.718000,0.08,0.01
517.719000,0.08,0.01
517.720000,0.11,0.01
517.721000,0.10,0.01
517.723000,0.08,0.01
517.724000,0.11,0.01
517.725000,0.11,0.01
517.726000,0.10,0.01
517.727000,0.08,0.01
517.728000,0.08,0.01
517.730000,0.11,0.01
517.731000,0.08,0.01
517.732000,0.11,0.01
517.733000,0.10,0.01
517.734000,0.10,0.01
517.735000,0.10,0.01
517.736000,0.10,0.01
517.737000,0.08,0.01
517.738000,0.10,0.01
517.739000,0.09,0.01
517.740000,0.08,0.01
517.741000,0.09,0.01
517.742000,0.08,0.01
517.743000,0.09,0.01
517.744000,0.09,0.01
517.745000,0.11,0.01
517.746000,0.10,0.01
517.748000,0.08,0.01
517.749000,0.10,0.01
517.750000,0.09,0.01
517.751000,0.09,0.01
517.752000,0.10,0.01
517.753000,0.09,0.01
517.754000,0.11,0.01
517.755000,0.09,0.01
517.756000,0.11,0.01
517.757000,0.08,0.01
517.758000,0.09,0.01
517.759000,0.09,0.01
517.760000,0.07,0.01
517.761000,0.10,0.01
517.762000,0.10,0.01
517.763000,0.10,0.01
517.765000,0.09,0.01
517.766000,0.09,0.01
517.767000,0.09,0.01
517.768000,0.11,0.01
517.769000,0.10,0.01
517.770000,0.11,0.01
517.771000,0.11,0.01
517.772000,0.08,0.01
517.773000,0.12,0.01
517.774000,0.11,0.01
517.775000,0.11,0.01
517.776000,0.11,0.01
517.777000,0.11,0.01
517.778000,0.10,0.01
517.779000,0.08,0.01
517.780000,0.14,0.01
517.781000,0.08,0.01
517.782000,0.09,0.01
517.783000,0.08,0.01
517.784000,0.10,0.01
517.785000,0.09,0.01
517.786000,0.08,0.01
517.787000,0.08,0.01
517.788000,0.08,0.01
517.789000,0.13,0.01
517.790000,0.11,0.01
517.791000,0.11,0.01
517.792000,0.11,0.01
517.793000,0.08,0.01
517.795000,0.10,0.01
517.796000,0.11,0.01
517.797000,0.10,0.01
517.798000,0.08,0.01
517.799000,0.11,0.01
517.800000,0.11,0.01
517.801000,0.08,0.01
517.802000,0.11,0.01
517.803000,0.08,0.01
517.804000,0.08,0.01
517.805000,0.20,0.01
517.806000,0.08,0.01
517.807000,0.10,0.01
517.808000,0.09,0.01
517.809000,0.08,0.01
517.810000,0.09,0.01
517.811000,0.08,0.01
517.812000,0.11,0.01
517.813000,0.08,0.01
517.814000,0.08,0.01
517.815000,0.10,0.01
517.816000,0.09,0.01
517.817000,0.08,0.01
517.818000,0.07,0.00
517.819000,0.10,0.01
517.820000,0.08,0.01
517.821000,0.10,0.01
517.822000,0.10,0.01
517.823000,0.08,0.01
517.824000,0.08,0.01
517.825000,0.07,0.00
517.826000,0.13,0.01
517.827000,0.08,0.01
517.828000,0.08,0.01
517.829000,0.08,0.01
517.830000,0.10,0.01
517.831000,0.10,0.01
517.832000,0.08,0.01
517.833000,0.10,0.01
517.834000,0.10,0.01
517.835000,0.10,0.01
517.836000,0.09,0.01
517.837000,0.10,0.01
517.838000,0.10,0.01
517.839000,0.10,0.01
517.840000,0.08,0.01
517.841000,0.10,0.01
517.842000,0.08,0.01
517.843000,0.08,0.01
517.844000,0.08,0.01
517.846000,0.08,0.01
517.847000,0.08,0.01
517.848000,0.08,0.01
517.849000,0.10,0.01
517.850000,0.08,0.01
517.851000,0.10,0.01
517.852000,0.11,0.01
517.853000,0.09,0.01
517.855000,0.08,0.01
517.856000,0.09,0.01
517.857000,0.12,0.01
517.858000,0.10,0.01
517.859000,0.10,0.01
517.860000,0.13,0.01
517.861000,0.09,0.01
517.862000,0.11,0.01
517.863000,0.09,0.01
517.864000,0.09,0.01
517.865000,0.10,0.01
517.866000,0.10,0.01
517.867000,0.11,0.01
517.869000,0.10,0.01
517.870000,0.11,0.01
517.871000,0.08,0.01
517.872000,0.11,0.01
517.873000,0.08,0.01
517.874000,0.09,0.01
517.875000,0.11,0.01
517.876000,0.11,0.01
517.877000,0.11,0.01
517.879000,0.10,0.01
517.880000,0.08,0.01
517.881000,0.08,0.01
517.882000,0.11,0.01
517.883000,0.09,0.01
517.884000,0.11,0.01
517.885000,0.08,0.01
517.886000,0.08,0.01
517.887000,0.09,0.01
517.888000,0.08,0.01
517.889000,0.09,0.01
517.890000,0.11,0.01
517.891000,0.10,0.01
517.892000,0.10,0.01
517.893000,0.10,0.01
517.894000,0.08,0.01
517.895000,0.08,0.01
517.896000,0.14,0.01
517.897000,0.08,0.01
517.898000,0.09,0.01
517.899000,0.10,0.01
517.900000,0.09,0.01
517.901000,0.11,0.01
517.902000,0.10,0.01
517.903000,0.09,0.01
517.904000,0.09,0.01
517.905000,0.10,0.01
517.906000,0.08,0.01
517.907000,0.08,0.01
517.908000,0.11,0.01
517.909000,0.08,0.01
517.911000,0.08,0.01
517.912000,0.10,0.01
517.913000,0.10,0.01
517.914000,0.08,0.01
517.915000,0.10,0.01
517.916000,0.08,0.01
517.917000,0.08,0.01
517.918000,0.08,0.01
517.919000,0.09,0.01
517.920000,0.13,0.01
517.921000,0.08,0.01
517.922000,0.08,0.01
517.923000,0.08,0.01
517.924000,0.08,0.01
517.925000,0.10,0.01
517.926000,0.08,0.01
517.927000,0.09,0.01
517.928000,0.07,0.01
517.929000,0.08,0.01
517.930000,0.08,0.01
517.931000,0.08,0.01
517.932000,0.09,0.01
517.933000,0.09,0.01
517.934000,0.09,0.01
517.935000,0.13,0.01
517.936000,0.08,0.01
517.937000,0.10,0.01
517.938000,0.12,0.01
517.939000,0.09,0.01
517.941000,0.08,0.01
517.942000,0.09,0.01
517.943000,0.10,0.01
517.944000,0.13,0.01
517.945000,0.08,0.01
517.946000,0.10,0.01
517.947000,0.09,0.01
517.948000,0.11,0.01
517.949000,0.08,0.01
517.950000,0.08,0.01
517.951000,0.08,0.01
517.952000,0.08,0.01
517.953000,0.10,0.01
517.954000,0.08,0.01
517.955000,0.10,0.01
517.956000,0.10,0.01
517.957000,0.08,0.01
517.958000,0.10,0.01
517.959000,0.09,0.01
517.960000,0.12,0.01
517.961000,0.10,0.01
517.962000,0.10,0.01
517.963000,0.11,0.01
517.964000,0.08,0.01
517.965000,0.10,0.01
517.966000,0.09,0.01
517.967000,0.08,0.01
517.968000,0.09,0.01
517.970000,0.12,0.01
517.971000,0.11,0.01
517.972000,0.13,0.01
517.973000,0.10,0.01
517.974000,0.08,0.02
517.975000,0.11,0.01
517.976000,0.13,0.01
517.977000,0.09,0.01
517.978000,0.09,0.01
517.979000,0.08,0.01
517.980000,0.11,0.01
517.981000,0.08,0.01
517.982000,0.08,0.01
517.983000,0.10,0.01
517.984000,0.13,0.01
517.985000,0.12,0.01
517.986000,0.07,0.01
517.987000,0.09,0.01
517.988000,0.09,0.01
517.990000,0.09,0.01
517.991000,0.10,0.01
517.992000,0.10,0.01
517.993000,0.08,0.01
517.994000,0.08,0.01
517.995000,0.08,0.01
517.996000,0.10,0.01
517.997000,0.09,0.01
517.998000,0.09,0.01
517.999000,0.09,0.01
518.000000,0.10,0.01
518.001000,0.09,0.01
518.002000,0.08,0.01
518.003000,0.10,0.01
518.004000,0.09,0.01
518.006000,0.08,0.01
518.007000,0.10,0.01
518.008000,0.08,0.01
518.009000,0.11,0.01
518.010000,0.08,0.01
518.011000,0.11,0.01
518.012000,0.11,0.01
518.013000,0.11,0.01
518.014000,0.08,0.01
518.015000,0.11,0.01
518.016000,0.10,0.01
518.017000,0.09,0.01
518.018000,0.11,0.01
