t,predict_ms,update_ms
513.240000,0.07,0.01
513.241000,0.08,0.01
513.242000,0.09,0.01
513.243000,0.13,0.01
513.244000,0.09,0.01
513.245000,0.23,0.01
513.246000,0.09,0.01
513.247000,0.10,0.01
513.248000,0.07,0.00
513.250000,0.09,0.01
513.251000,0.08,0.01
513.252000,0.08,0.01
513.253000,0.07,0.01
513.254000,0.07,0.01
513.255000,0.11,0.01
513.256000,0.09,0.01
513.258000,0.10,0.01
513.259000,0.14,0.01
513.260000,0.12,0.01
513.261000,0.08,0.01
513.262000,0.11,0.01
513.263000,0.11,0.01
513.265000,0.10,0.01
513.266000,0.10,0.01
513.267000,0.10,0.01
513.268000,0.10,0.01
513.269000,0.09,0.01
513.270000,0.09,0.01
513.271000,0.10,0.01
513.272000,0.10,0.01
513.274000,0.08,0.01
513.275000,0.10,0.01
513.276000,0.09,0.01
513.278000,0.10,0.01
513.279000,0.11,0.01
513.280000,0.09,0.01
513.281000,0.11,0.01
513.282000,0.08,0.01
513.283000,0.10,0.01
513.285000,0.11,0.01
513.287000,0.08,0.01
513.288000,0.07,0.00
513.289000,0.11,0.01
513.290000,0.11,0.01
513.291000,0.09,0.01
513.292000,0.10,0.01
513.293000,0.12,0.01
513.294000,0.09,0.01
513.295000,0.10,0.01
513.296000,0.09,0.01
513.297000,0.10,0.01
513.298000,0.09,0.01
513.299000,0.09,0.01
513.300000,0.12,0.01
513.301000,0.09,0.01
513.302000,0.09,0.01
513.303000,0.19,0.01
513.304000,0.09,0.01
513.305000,0.06,0.00
513.306000,0.10,0.01
513.307000,0.08,0.01
513.308000,0.09,0.01
513.310000,0.09,0.01
513.311000,0.14,0.01
513.312000,0.10,0.01
513.314000,0.08,0.01
513.315000,0.09,0.01
513.316000,0.10,0.01
513.317000,0.10,0.01
513.318000,0.10,0.01
513.319000,0.08,0.01
513.320000,0.07,0.01
513.321000,0.08,0.01
513.322000,0.07,0.01
513.323000,0.14,0.01
513.324000,0.09,0.01
513.325000,0.15,0.01
513.326000,0.10,0.01
513.327000,0.09,0.01
513.328000,0.08,0.01
513.329000,0.09,0.01
513.330000,0.09,0.01
513.331000,0.12,0.01
513.332000,0.10,0.01
513.333000,0.07,0.01
513.334000,0.07,0.00
513.335000,0.09,0.01
513.336000,0.08,0.01
513.337000,0.10,0.01
513.338000,0.08,0.01
513.339000,0.10,0.01
513.340000,0.10,0.01
513.341000,0.10,0.01
513.342000,0.09,0.01
513.343000,0.08,0.01
513.344000,0.10,0.01
513.345000,0.11,0.01
513.346000,0.08,0.01
513.347000,0.09,0.01
513.348000,0.08,0.01
513.349000,0.07,0.01
513.350000,0.08,0.01
513.351000,0.16,0.01
513.352000,0.09,0.01
513.354000,0.08,0.01
513.355000,0.09,0.01
513.356000,0.08,0.01
513.357000,0.14,0.01
513.358000,0.16,0.01
513.359000,0.16,0.01
513.360000,0.23,0.01
513.361000,0.16,0.01
513.362000,0.11,0.01
513.363000,0.12,0.01
513.364000,0.14,0.01
513.365000,0.31,0.02
513.366000,0.14,0.01
513.367000,0.11,0.01
513.368000,0.17,0.01
513.369000,0.12,0.01
513.370000,0.11,0.01
513.371000,0.13,0.01
513.372000,0.10,0.01
513.373000,0.17,0.01
513.374000,0.14,0.01
513.375000,0.15,0.01
513.376000,0.10,0.01
513.377000,0.15,0.01
513.378000,0.14,0.01
513.379000,0.12,0.01
513.380000,0.10,0.01
513.381000,0.15,0.01
513.382000,0.13,0.01
513.383000,0.12,0.01
513.385000,0.13,0.01
513.386000,0.09,0.01
513.387000,0.11,0.01
513.388000,0.09,0.01
513.389000,0.12,0.01
513.390000,0.13,0.01
513.391000,0.11,0.01
513.393000,0.10,0.01
513.394000,0.11,0.01
513.395000,0.11,0.01
513.396000,0.12,0.01
513.397000,0.11,0.01
513.398000,0.12,0.01
513.399000,0.11,0.01
513.400000,0.10,0.01
513.401000,0.10,0.01
513.402000,0.08,0.00
513.403000,0.09,0.01
513.404000,0.09,0.01
513.405000,0.11,0.01
513.406000,0.11,0.01
513.407000,0.09,0.01
513.408000,0.08,0.01
513.409000,0.11,0.01
513.410000,0.11,0.01
513.411000,0.08,0.01
513.412000,0.09,0.01
513.413000,0.08,0.01
513.414000,0.08,0.01
513.415000,0.08,0.01
513.416000,0.10,0.01
513.417000,0.09,0.01
513.418000,0.10,0.01
513.419000,0.08,0.01
513.420000,0.08,0.01
513.421000,0.08,0.01
513.422000,0.10,0.01
513.423000,0.08,0.01
513.424000,0.09,0.01
513.425000,0.09,0.01
513.426000,0.10,0.01
513.427000,0.08,0.01
513.428000,0.09,0.01
513.429000,0.10,0.01
513.430000,0.10,0.01
513.431000,0.09,0.01
513.432000,0.10,0.01
513.433000,0.08,0.01
513.434000,0.09,0.01
513.435000,0.10,0.01
513.436000,0.08,0.01
513.437000,0.07,0.01
513.439000,0.09,0.01
513.440000,0.07,0.00
513.441000,0.10,0.01
513.442000,0.08,0.01
513.443000,0.07,0.01
513.444000,0.08,0.01
513.445000,0.08,0.01
513.446000,0.07,0.00
513.447000,0.08,0.01
513.448000,0.09,0.01
513.449000,0.07,0.01
513.450000,0.07,0.01
513.451000,0.08,0.01
513.452000,0.07,0.01
513.453000,0.09,0.01
513.454000,0.08,0.01
513.455000,0.12,0.04
513.456000,0.08,0.01
513.457000,0.13,0.01
513.458000,0.12,0.01
513.459000,0.13,0.01
513.460000,0.17,0.01
513.461000,0.10,0.01
513.462000,0.13,0.01
513.464000,0.10,0.01
513.465000,0.12,0.01
513.466000,0.08,0.01
513.467000,0.11,0.01
513.469000,0.14,0.01
513.470000,0.12,0.01
513.471000,0.09,0.01
513.472000,0.13,0.01
513.473000,0.09,0.01
513.474000,0.09,0.01
513.475000,0.12,0.01
513.476000,0.09,0.01
513.477000,0.10,0.01
513.478000,0.12,0.01
513.479000,0.12,0.01
513.480000,0.11,0.01
513.481000,0.09,0.01
513.482000,0.10,0.01
513.483000,0.10,0.01
513.484000,0.09,0.01
513.485000,0.11,0.01
513.486000,0.12,0.01
513.487000,0.09,0.01
513.488000,0.11,0.01
513.489000,0.08,0.01
513.490000,0.09,0.01
513.491000,0.09,0.01
513.492000,0.11,0.01
513.493000,0.11,0.01
513.494000,0.11,0.01
513.495000,0.08,0.01
513.496000,0.07,0.00
513.497000,0.11,0.01
513.498000,0.11,0.01
513.499000,0.09,0.01
513.500000,0.19,0.01
513.501000,0.11,0.01
513.502000,0.09,0.01
513.503000,0.09,0.01
513.504000,0.09,0.01
513.505000,0.08,0.01
513.506000,0.09,0.01
513.507000,0.08,0.01
513.508000,0.10,0.01
513.509000,0.09,0.01
513.510000,0.08,0.01
513.511000,0.10,0.01
513.512000,0.11,0.01
513.513000,0.08,0.01
513.515000,0.09,0.01
513.516000,0.10,0.01
513.517000,0.10,0.01
513.518000,0.08,0.01
513.520000,0.08,0.01
513.521000,0.07,0.01
513.522000,0.08,0.01
513.523000,0.08,0.01
513.524000,0.10,0.01
513.525000,0.10,0.01
513.526000,0.08,0.01
513.527000,0.08,0.01
513.528000,0.07,0.01
513.529000,0.10,0.01
513.530000,0.07,0.01
513.531000,0.08,0.01
513.532000,0.09,0.01
513.533000,0.07,0.00
513.534000,0.07,0.00
513.535000,0.09,0.01
513.536000,0.08,0.01
513.537000,0.09,0.01
513.538000,0.10,0.01
513.539000,0.10,0.01
513.540000,0.09,0.01
513.541000,0.10,0.01
513.542000,0.07,0.00
513.544000,0.09,0.01
513.545000,0.09,0.01
513.546000,0.08,0.01
513.547000,0.08,0.01
513.548000,0.08,0.01
513.549000,0.10,0.01
513.550000,0.09,0.01
513.551000,0.10,0.04
513.553000,0.10,0.01
513.555000,0.08,0.01
513.556000,0.10,0.01
513.557000,0.10,0.01
513.559000,0.08,0.01
513.560000,0.08,0.01
513.561000,0.07,0.00
513.562000,0.12,0.01
513.563000,0.08,0.01
513.564000,0.09,0.01
513.565000,0.08,0.01
513.566000,0.11,0.01
513.567000,0.13,0.01
513.569000,0.11,0.01
513.570000,0.09,0.01
513.571000,0.08,0.01
513.572000,0.09,0.01
513.573000,0.11,0.01
513.574000,0.11,0.01
513.575000,0.11,0.01
513.576000,0.08,0.01
513.577000,0.11,0.01
513.579000,0.11,0.01
513.580000,0.10,0.01
513.581000,0.09,0.01
513.582000,0.10,0.01
513.583000,0.12,0.01
513.584000,0.09,0.01
513.585000,0.10,0.01
513.586000,0.09,0.01
513.587000,0.08,0.01
513.588000,0.11,0.01
513.589000,0.10,0.01
513.590000,0.08,0.01
513.592000,0.10,0.01
513.593000,0.08,0.01
513.594000,0.08,0.01
513.595000,0.10,0.01
513.596000,0.10,0.01
513.597000,0.11,0.01
513.598000,0.10,0.01
513.599000,0.08,0.01
513.600000,0.14,0.01
513.601000,0.09,0.01
513.602000,0.10,0.01
513.603000,0.08,0.01
513.604000,0.08,0.01
513.605000,0.08,0.01
513.606000,0.09,0.01
513.607000,0.11,0.01
513.608000,0.07,0.01
513.609000,0.08,0.01
513.610000,0.10,0.01
513.611000,0.15,0.01
513.612000,0.09,0.01
513.613000,0.08,0.01
513.614000,0.08,0.01
513.615000,0.10,0.01
513.617000,0.09,0.01
513.618000,0.07,0.01
513.619000,0.07,0.01
513.620000,0.13,0.02
513.621000,0.08,0.01
513.622000,0.08,0.01
513.623000,0.07,0.01
513.624000,0.10,0.01
513.625000,0.10,0.01
513.626000,0.08,0.01
513.627000,0.09,0.01
513.628000,0.09,0.01
513.629000,0.08,0.01
513.630000,0.09,0.01
513.631000,0.11,0.01
513.632000,0.08,0.01
513.633000,0.09,0.01
513.634000,0.08,0.01
513.635000,0.07,0.01
513.636000,0.08,0.01
513.637000,0.09,0.01
513.638000,0.11,0.01
513.639000,0.09,0.01
513.640000,0.08,0.00
513.641000,0.07,0.01
513.642000,0.07,0.01
513.644000,0.07,0.00
513.645000,0.07,0.01
513.646000,0.08,0.01
513.647000,0.09,0.01
513.648000,0.08,0.01
513.649000,0.07,0.01
513.650000,0.07,0.01
513.651000,0.15,0.01
513.652000,0.11,0.01
513.653000,0.12,0.01
513.654000,0.10,0.01
513.655000,0.11,0.01
513.656000,0.14,0.01
513.657000,0.10,0.01
513.658000,0.11,0.01
513.659000,0.14,0.01
513.660000,0.10,0.01
513.661000,0.10,0.01
513.662000,0.10,0.01
513.663000,0.13,0.01
513.664000,0.12,0.01
513.665000,0.13,0.01
513.666000,0.15,0.01
513.667000,0.12,0.01
513.668000,0.10,0.01
513.669000,0.09,0.01
513.670000,0.22,0.01
513.671000,0.09,0.01
513.672000,0.11,0.01
513.673000,0.09,0.01
513.674000,0.08,0.01
513.675000,0.09,0.01
513.676000,0.12,0.01
513.677000,0.13,0.01
513.678000,0.09,0.01
513.679000,0.10,0.01
513.680000,0.13,0.01
513.681000,0.09,0.01
513.682000,0.10,0.01
513.683000,0.11,0.01
513.684000,0.12,0.01
513.685000,0.13,0.01
513.686000,0.09,0.01
513.687000,0.09,0.01
513.688000,0.10,0.01
513.689000,0.09,0.01
513.690000,0.11,0.01
513.691000,0.09,0.01
513.692000,0.10,0.02
513.693000,0.11,0.01
513.694000,0.11,0.01
513.695000,0.18,0.01
513.696000,0.09,0.01
513.697000,0.10,0.01
513.699000,0.11,0.01
513.700000,0.12,0.01
513.701000,0.11,0.02
513.703000,0.14,0.01
513.704000,0.08,0.01
513.705000,0.27,0.01
513.706000,0.10,0.01
513.707000,0.09,0.01
513.708000,0.08,0.01
513.709000,0.10,0.01
513.710000,0.09,0.01
513.711000,0.09,0.01
513.712000,0.10,0.01
513.713000,0.11,0.02
513.714000,0.09,0.01
513.715000,0.11,0.01
513.716000,0.10,0.01
513.717000,0.08,0.02
513.718000,0.09,0.01
513.719000,0.09,0.01
513.720000,0.08,0.01
513.721000,0.08,0.01
513.722000,0.10,0.01
513.723000,0.09,0.01
513.724000,0.07,0.00
513.725000,0.07,0.00
513.726000,0.09,0.01
513.727000,0.09,0.01
513.728000,0.07,0.01
513.729000,0.07,0.01
513.730000,0.07,0.01
513.731000,0.07,0.01
513.732000,0.07,0.00
513.733000,0.11,0.01
513.735000,0.08,0.01
513.736000,0.07,0.01
513.737000,0.09,0.01
513.738000,0.07,0.01
513.739000,0.07,0.00
513.740000,0.09,0.01
513.741000,0.08,0.01
513.742000,0.09,0.01
513.743000,0.08,0.01
513.744000,0.07,0.01
513.745000,0.09,0.01
513.746000,0.07,0.01
513.747000,0.14,0.01
513.748000,0.10,0.01
513.750000,0.09,0.01
513.751000,0.09,0.01
513.752000,0.08,0.00
513.753000,0.09,0.01
513.754000,0.08,0.01
513.755000,0.10,0.01
513.756000,0.12,0.01
513.757000,0.17,0.01
513.758000,0.14,0.01
513.759000,0.12,0.01
513.760000,0.17,0.01
513.761000,0.11,0.01
513.763000,0.13,0.01
513.764000,0.13,0.01
513.765000,0.15,0.01
513.766000,0.09,0.01
513.767000,0.16,0.01
513.768000,0.12,0.01
513.769000,0.10,0.01
513.770000,0.12,0.01
513.771000,0.12,0.01
513.772000,0.08,0.01
513.773000,0.11,0.01
513.775000,0.12,0.01
513.776000,0.08,0.01
513.777000,0.12,0.01
513.778000,0.12,0.01
513.779000,0.11,0.01
513.780000,0.12,0.01
513.781000,0.13,0.01
513.783000,0.13,0.02
513.784000,0.11,0.01
513.785000,0.12,0.01
513.786000,0.14,0.01
513.787000,0.09,0.01
513.788000,0.07,0.01
513.789000,0.11,0.01
513.790000,0.09,0.01
513.791000,0.09,0.01
513.792000,0.09,0.01
513.793000,0.12,0.01
513.795000,0.11,0.01
513.796000,0.11,0.01
513.797000,0.10,0.01
513.799000,0.11,0.01
513.800000,0.11,0.01
513.801000,0.08,0.01
513.802000,0.10,0.01
513.803000,0.11,0.01
513.804000,0.08,0.01
513.805000,0.10,0.01
513.806000,0.10,0.01
513.807000,0.09,0.01
513.808000,0.10,0.01
513.809000,0.10,0.01
513.810000,0.10,0.01
513.811000,0.12,0.01
513.812000,0.11,0.01
513.813000,0.08,0.01
513.814000,0.09,0.01
513.815000,0.10,0.01
513.816000,0.07,0.01
513.817000,0.08,0.01
513.818000,0.09,0.01
513.819000,0.08,0.00
513.820000,0.09,0.01
513.821000,0.08,0.01
513.822000,0.10,0.01
513.823000,0.10,0.01
513.824000,0.09,0.01
513.826000,0.12,0.01
513.827000,0.07,0.01
513.828000,0.10,0.01
513.829000,0.09,0.01
513.830000,0.08,0.01
513.831000,0.09,0.01
513.832000,0.08,0.01
513.833000,0.10,0.01
513.834000,0.08,0.01
513.835000,0.09,0.01
513.836000,0.08,0.01
513.837000,0.10,0.01
513.838000,0.07,0.01
513.839000,0.10,0.01
513.840000,0.07,0.01
513.841000,0.08,0.01
513.842000,0.09,0.01
513.843000,0.14,0.01
513.845000,0.10,0.01
513.846000,0.10,0.01
513.847000,0.09,0.01
513.848000,0.08,0.01
513.849000,0.08,0.01
513.850000,0.10,0.01
513.851000,0.15,0.01
513.852000,0.10,0.01
513.853000,0.09,0.02
513.854000,0.08,0.01
513.855000,0.14,0.01
513.856000,0.09,0.01
513.857000,0.10,0.01
513.858000,0.10,0.01
513.859000,0.11,0.01
513.860000,0.13,0.01
513.861000,0.10,0.01
513.863000,0.10,0.01
513.864000,0.09,0.01
513.865000,0.15,0.01
513.866000,0.12,0.01
513.867000,0.08,0.01
513.868000,0.10,0.01
513.869000,0.08,0.01
513.870000,0.09,0.01
513.871000,0.08,0.01
513.872000,0.09,0.01
513.873000,0.11,0.01
513.874000,0.09,0.01
513.875000,0.12,0.01
513.876000,0.08,0.01
513.877000,0.12,0.01
513.878000,0.13,0.01
513.879000,0.11,0.01
513.880000,0.09,0.01
513.881000,0.10,0.01
513.882000,0.10,0.01
513.883000,0.09,0.01
513.884000,0.09,0.01
513.885000,0.08,0.01
513.886000,0.10,0.01
513.887000,0.08,0.01
513.888000,0.08,0.01
513.889000,0.09,0.01
513.890000,0.15,0.01
513.891000,0.09,0.01
513.892000,0.08,0.01
513.893000,0.08,0.01
513.894000,0.07,0.01
513.895000,0.10,0.01
513.896000,0.08,0.01
513.897000,0.10,0.01
513.898000,0.11,0.01
513.899000,0.10,0.01
513.900000,0.09,0.01
513.901000,0.11,0.02
513.902000,0.11,0.01
513.903000,0.09,0.01
513.904000,0.08,0.01
513.905000,0.18,0.10
513.906000,0.08,0.01
513.907000,0.09,0.01
513.908000,0.11,0.01
513.909000,0.11,0.01
513.910000,0.08,0.01
513.911000,0.10,0.01
513.912000,0.11,0.01
513.914000,0.09,0.01
513.915000,0.11,0.01
513.916000,0.11,0.01
513.917000,0.09,0.01
513.918000,0.11,0.01
513.919000,0.09,0.01
513.920000,0.10,0.01
513.921000,0.08,0.01
513.922000,0.11,0.01
513.923000,0.09,0.01
513.924000,0.13,0.01
513.925000,0.08,0.01
513.926000,0.10,0.01
513.927000,0.07,0.01
513.928000,0.08,0.01
513.929000,0.07,0.01
513.930000,0.08,0.01
513.931000,0.11,0.01
513.932000,0.11,0.01
513.933000,0.09,0.01
513.934000,0.09,0.01
513.936000,0.11,0.01
513.937000,0.08,0.01
513.938000,0.07,0.01
513.939000,0.09,0.01
513.940000,0.11,0.01
513.941000,0.10,0.01
513.942000,0.09,0.01
513.944000,0.09,0.01
513.945000,0.10,0.01
513.946000,0.08,0.01
513.947000,0.09,0.01
513.948000,0.09,0.01
513.949000,0.10,0.01
513.950000,0.10,0.01
513.951000,0.08,0.01
513.952000,0.10,0.01
