t,ex,ey,eyaw
478.962000,-0.001,0.007,0.00099
479.362000,-0.002,0.007,0.00292
479.821000,-0.002,0.007,0.00353
480.293000,-0.010,-0.002,0.00441
480.434000,-0.011,-0.002,0.00384
480.591000,-0.011,-0.002,0.00370
480.720000,-0.012,-0.002,0.00233
480.871000,-0.012,-0.002,0.00341
481.023000,-0.013,-0.002,0.00171
481.169000,-0.013,-0.002,0.00134
481.311000,-0.013,-0.002,0.00017
481.458000,-0.014,-0.002,0.00184
481.610000,-0.014,-0.002,0.00291
481.748000,-0.015,-0.002,0.00426
481.891000,-0.015,-0.002,0.00316
482.019000,-0.016,-0.002,0.00181
482.158000,-0.016,-0.002,0.00306
482.284000,-0.017,-0.002,0.00536
482.436000,-0.017,-0.002,0.00311
482.567000,-0.018,-0.002,0.00315
482.691000,-0.018,-0.002,0.00210
482.848000,-0.019,-0.002,0.00028
483.004000,-0.019,-0.002,0.00141
483.128000,-0.020,-0.002,0.00277
483.290000,-0.020,-0.002,0.00206
483.444000,-0.021,-0.002,0.00459
483.658000,-0.021,-0.002,0.00377
483.812000,-0.022,-0.002,0.00193
483.964000,-0.022,-0.002,0.00115
484.146000,-0.023,-0.002,-0.00007
484.307000,-0.024,-0.002,-0.00060
484.482000,-0.024,-0.002,0.00129
484.627000,-0.025,-0.002,0.00166
484.781000,-0.025,-0.002,0.00395
484.937000,-0.026,-0.002,-0.00019
485.100000,-0.026,-0.002,0.00130
485.254000,-0.027,-0.002,-0.00022
485.420000,-0.027,-0.002,0.00182
485.584000,-0.027,-0.002,0.00176
485.752000,-0.028,-0.002,0.00057
485.914000,-0.028,-0.002,-0.00010
486.056000,-0.029,-0.002,0.00036
486.211000,-0.029,-0.002,0.00061
486.375000,-0.030,-0.002,0.00196
486.541000,-0.030,-0.002,0.00163
486.695000,-0.031,-0.002,-0.00093
486.897000,-0.031,-0.002,-0.00184
487.090000,-0.032,-0.002,-0.00259
487.239000,-0.032,-0.002,-0.00280
487.377000,-0.033,-0.002,-0.00079
487.520000,-0.033,-0.002,0.00008
487.666000,-0.034,-0.002,0.00020
487.819000,-0.034,-0.002,0.00008
487.969000,-0.035,-0.002,0.00008
488.128000,-0.035,-0.002,-0.00174
488.261000,-0.036,-0.002,-0.00390
488.408000,-0.036,-0.002,-0.00539
488.552000,-0.037,-0.002,-0.00451
488.703000,-0.037,-0.002,-0.00473
488.870000,-0.038,-0.002,-0.00437
489.014000,-0.039,-0.002,-0.00447
489.170000,-0.039,-0.002,-0.00353
489.323000,-0.039,-0.002,-0.00783
489.464000,-0.040,-0.002,-0.00736
489.622000,-0.040,-0.002,-0.00913
489.764000,-0.041,-0.002,-0.00638
489.914000,-0.041,-0.002,-0.00696
490.063000,-0.042,-0.002,-0.00599
490.217000,-0.038,-0.002,-0.00666
490.362000,-0.027,-0.002,-0.00709
490.526000,-0.002,-0.002,-0.00770
490.672000,0.030,-0.002,-0.00812
490.817000,0.071,-0.002,-0.01000
490.950000,0.116,-0.002,-0.01130
491.093000,0.176,-0.002,-0.00937
491.249000,0.256,-0.003,-0.00837
491.401000,0.341,-0.003,-0.00705
491.546000,0.432,-0.003,-0.00448
491.677000,0.517,-0.003,-0.00217
491.833000,0.640,-0.003,-0.00172
491.986000,0.766,-0.003,-0.00065
492.134000,0.902,-0.003,-0.00287
492.287000,1.055,-0.003,0.00035
492.429000,1.201,-0.003,-0.00170
492.578000,1.362,-0.003,-0.00136
492.732000,1.548,-0.003,0.00066
492.867000,1.722,-0.003,-0.00067
492.988000,1.875,-0.003,0.00167
493.107000,2.026,-0.003,0.00154
493.245000,2.224,-0.003,0.00093
493.382000,2.423,-0.003,0.00343
493.529000,2.657,-0.003,0.00239
493.692000,2.921,-0.003,0.00167
493.839000,3.178,-0.003,0.00012
493.972000,3.402,-0.003,0.00305
494.116000,3.667,-0.003,0.00435
494.254000,3.919,-0.003,0.00235
494.388000,4.178,-0.003,0.00200
494.482000,4.364,-0.003,0.00345
494.597000,4.590,-0.003,0.00263
494.710000,4.810,-0.003,0.00194
494.825000,5.059,-0.003,0.00012
494.952000,5.328,-0.003,0.00145
495.058000,5.550,-0.003,0.00121
495.168000,5.790,-0.003,0.00043
495.261000,5.994,-0.003,0.00118
495.346000,6.160,-0.003,0.00300
495.419000,6.314,-0.003,0.00080
495.494000,6.484,-0.003,-0.00085
495.569000,6.629,-0.003,0.00039
495.641000,6.789,-0.003,0.00278
495.729000,6.982,-0.003,0.00260
495.806000,7.162,-0.003,0.00300
495.897000,7.375,-0.002,0.00648
495.978000,7.575,-0.002,0.00670
496.087000,7.843,-0.002,0.00698
496.181000,8.066,-0.001,0.00691
496.280000,8.342,-0.001,0.00494
496.361000,8.539,-0.001,0.00313
496.444000,8.739,-0.001,-0.00050
496.529000,8.958,-0.001,0.00088
496.624000,9.197,-0.001,-0.00251
496.722000,9.474,-0.001,-0.00050
496.817000,9.755,-0.002,-0.00373
496.918000,10.040,-0.002,-0.00260
497.026000,10.346,-0.002,-0.00109
497.146000,10.713,-0.002,-0.00030
497.257000,11.085,-0.003,-0.00272
497.402000,11.540,-0.003,-0.00171
497.545000,12.003,-0.003,-0.00085
497.666000,12.434,-0.003,-0.00125
497.793000,12.831,-0.007,-0.00953
497.942000,13.333,-0.061,-0.06525
498.095000,13.880,-0.245,-0.21371
498.243000,14.299,-0.578,-0.43973
498.369000,14.527,-0.978,-0.67564
498.468000,14.617,-1.372,-0.87558
498.533000,14.599,-1.665,-1.01121
498.667000,14.509,-2.243,-1.28548
498.793000,14.248,-2.785,-1.55733
498.906000,13.853,-3.226,-1.80934
499.015000,13.377,-3.544,-2.04336
499.132000,12.744,-3.780,-2.31482
499.257000,12.018,-3.846,-2.60010
499.361000,11.356,-3.732,-2.85168
499.480000,10.705,-3.445,-3.11861
499.607000,10.104,-2.960,2.86762
499.702000,9.728,-2.479,2.64582
499.819000,9.434,-1.800,2.36223
499.914000,9.320,-1.245,2.15841
500.008000,9.327,-0.664,1.93771
500.108000,9.473,-0.093,1.70602
500.237000,9.868,0.519,1.39854
500.349000,10.312,0.912,1.14877
500.455000,10.827,1.152,0.89426
500.573000,11.424,1.216,0.61641
500.721000,12.138,0.998,0.26181
500.866000,12.697,0.590,0.00630
500.971000,13.053,0.245,-0.10867
501.071000,13.395,-0.120,-0.17142
501.175000,13.723,-0.461,-0.18497
501.291000,14.141,-0.843,-0.15292
501.404000,14.583,-1.154,-0.08108
501.532000,15.186,-1.436,0.05896
501.646000,15.759,-1.545,0.22132
501.736000,16.203,-1.509,0.36385
501.830000,16.672,-1.384,0.51314
501.926000,17.122,-1.170,0.66551
501.989000,17.355,-0.964,0.75179
502.062000,17.668,-0.666,0.87101
502.136000,17.922,-0.337,0.98349
502.220000,18.156,0.053,1.10495
502.312000,18.371,0.530,1.24427
502.392000,18.493,0.994,1.36352
502.487000,18.580,1.561,1.50812
502.577000,18.578,2.119,1.64553
502.687000,18.491,2.795,1.81296
502.778000,18.308,3.374,1.95651
502.874000,18.052,3.904,2.08963
502.964000,17.711,4.425,2.23167
503.042000,17.352,4.833,2.34951
503.138000,16.906,5.238,2.48267
503.241000,16.340,5.630,2.63969
503.356000,15.670,5.955,2.81706
503.440000,15.119,6.129,2.94306
503.563000,14.362,6.249,3.12336
503.670000,13.655,6.246,-2.99750
503.799000,12.839,6.088,-2.79284
503.937000,12.104,5.792,-2.59751
504.066000,11.453,5.370,-2.40278
504.192000,10.923,4.866,-2.21654
504.303000,10.537,4.360,-2.05588
504.413000,10.242,3.787,-1.88829
504.510000,10.065,3.295,-1.75232
504.617000,9.969,2.744,-1.59886
504.731000,9.982,2.150,-1.43041
504.835000,10.079,1.635,-1.28077
504.947000,10.274,1.138,-1.12281
505.057000,10.552,0.700,-0.96406
505.175000,10.942,0.305,-0.79059
505.284000,11.349,0.029,-0.63417
505.385000,11.768,-0.151,-0.48536
505.490000,12.181,-0.241,-0.34497
505.597000,12.652,-0.247,-0.18615
505.692000,13.011,-0.182,-0.05872
505.782000,13.354,-0.055,0.06741
505.853000,13.604,0.092,0.17042
505.933000,13.853,0.293,0.28038
506.009000,14.053,0.516,0.38323
506.088000,14.255,0.810,0.50170
506.171000,14.399,1.117,0.61362
506.250000,14.499,1.449,0.71943
506.352000,14.576,1.875,0.84952
506.450000,14.588,2.344,0.98810
506.551000,14.521,2.822,1.12873
506.657000,14.365,3.346,1.28313
506.755000,14.143,3.774,1.41401
506.841000,13.869,4.149,1.53711
506.919000,13.586,4.428,1.63349
507.015000,13.222,4.736,1.75301
507.109000,12.780,5.030,1.88890
507.208000,12.296,5.263,2.02019
507.309000,11.782,5.431,2.14872
507.398000,11.270,5.526,2.27289
507.512000,10.701,5.563,2.40832
507.608000,10.154,5.526,2.53586
507.716000,9.594,5.418,2.66928
507.872000,8.818,5.149,2.87990
508.026000,8.136,4.749,3.08005
508.168000,7.594,4.282,-3.02545
508.304000,7.155,3.758,-2.85591
508.427000,6.838,3.241,-2.71148
508.536000,6.611,2.736,-2.57997
508.625000,6.465,2.300,-2.47605
508.734000,6.363,1.753,-2.34096
508.837000,6.325,1.272,-2.22671
508.951000,6.353,0.759,-2.10203
509.059000,6.452,0.247,-1.97022
509.163000,6.581,-0.182,-1.86044
509.288000,6.817,-0.662,-1.71613
509.392000,7.039,-1.022,-1.60746
509.516000,7.367,-1.415,-1.48475
509.631000,7.684,-1.757,-1.39956
509.743000,8.010,-2.089,-1.34266
509.860000,8.333,-2.422,-1.31601
509.959000,8.601,-2.728,-1.31593
510.060000,8.867,-3.035,-1.31452
510.173000,9.180,-3.377,-1.31064
510.275000,9.442,-3.680,-1.31195
510.381000,9.712,-3.985,-1.31452
510.504000,10.032,-4.326,-1.31544
510.612000,10.285,-4.612,-1.31183
510.683000,10.461,-4.837,-1.31025
510.773000,10.647,-5.067,-1.30867
510.863000,10.828,-5.291,-1.30711
510.947000,11.003,-5.509,-1.30887
511.020000,11.137,-5.693,-1.31058
511.094000,11.280,-5.882,-1.31106
511.162000,11.407,-6.057,-1.31148
511.226000,11.520,-6.219,-1.30929
511.292000,11.630,-6.378,-1.30865
511.350000,11.727,-6.524,-1.30784
511.401000,11.800,-6.650,-1.30894
511.438000,11.851,-6.758,-1.31102
511.482000,11.901,-6.864,-1.31092
511.520000,11.951,-6.969,-1.31179
511.558000,11.989,-7.065,-1.31257
511.597000,12.047,-7.173,-1.31096
511.637000,12.094,-7.273,-1.31160
511.670000,12.121,-7.356,-1.31340
511.714000,12.176,-7.460,-1.31433
511.753000,12.212,-7.548,-1.31253
511.790000,12.255,-7.642,-1.31178
511.816000,12.281,-7.720,-1.31156
511.852000,12.314,-7.804,-1.31169
511.888000,12.347,-7.887,-1.31260
511.916000,12.371,-7.961,-1.31030
511.948000,12.395,-8.035,-1.31129
511.981000,12.418,-8.108,-1.31068
512.011000,12.441,-8.180,-1.31392
512.043000,12.472,-8.256,-1.31411
512.082000,12.510,-8.338,-1.31787
512.117000,12.532,-8.406,-1.31878
512.148000,12.562,-8.478,-1.31766
512.174000,12.583,-8.544,-1.31532
512.205000,12.604,-8.608,-1.31656
512.240000,12.625,-8.672,-1.31768
512.274000,12.653,-8.739,-1.31952
512.300000,12.673,-8.801,-1.32037
512.334000,12.700,-8.866,-1.32085
512.368000,12.726,-8.931,-1.31950
512.403000,12.745,-8.988,-1.31937
512.438000,12.770,-9.050,-1.32005
512.466000,12.781,-9.101,-1.32205
512.486000,12.793,-9.151,-1.32250
512.514000,12.805,-9.200,-1.32283
512.544000,12.823,-9.253,-1.32449
512.581000,12.846,-9.309,-1.32263
512.613000,12.868,-9.364,-1.31999
512.645000,12.885,-9.414,-1.31967
512.678000,12.906,-9.467,-1.32048
512.707000,12.921,-9.514,-1.32083
512.743000,12.942,-9.564,-1.32043
512.776000,12.962,-9.613,-1.31923
512.810000,12.977,-9.656,-1.32089
512.839000,12.991,-9.699,-1.31953
512.871000,13.005,-9.741,-1.31945
512.902000,13.019,-9.781,-1.32090
512.933000,13.032,-9.821,-1.31736
512.965000,13.049,-9.863,-1.31762
512.996000,13.061,-9.900,-1.32053
513.020000,13.069,-9.934,-1.32279
513.046000,13.076,-9.966,-1.32331
513.072000,13.084,-9.998,-1.32588
513.096000,13.091,-10.029,-1.32623
513.117000,13.098,-10.060,-1.32767
513.142000,13.105,-10.089,-1.32589
513.143000,13.108,-10.093,-1.32593
513.144000,13.111,-10.096,-1.32594
513.145000,13.114,-10.100,-1.32571
513.146000,13.117,-10.104,-1.32576
513.147000,13.120,-10.107,-1.32574
513.149000,13.122,-10.111,-1.32574
513.150000,13.125,-10.115,-1.32571
513.151000,13.128,-10.118,-1.32574
513.152000,13.131,-10.122,-1.32565
513.153000,13.134,-10.125,-1.32559
513.155000,13.136,-10.129,-1.32564
513.156000,13.136,-10.130,-1.32565
513.157000,13.135,-10.131,-1.32570
513.158000,13.135,-10.131,-1.32574
513.159000,13.134,-10.132,-1.32559
513.160000,13.134,-10.133,-1.32569
513.161000,13.133,-10.134,-1.32573
513.162000,13.132,-10.134,-1.32561
513.163000,13.132,-10.135,-1.32563
513.165000,13.131,-10.136,-1.32554
513.166000,13.130,-10.137,-1.32552
513.168000,13.129,-10.139,-1.32555
513.169000,13.128,-10.139,-1.32545
513.170000,13.128,-10.140,-1.32552
513.171000,13.127,-10.141,-1.32549
513.172000,13.127,-10.141,-1.32555
513.174000,13.126,-10.143,-1.32555
513.175000,13.125,-10.144,-1.32568
513.176000,13.125,-10.144,-1.32557
513.177000,13.128,-10.148,-1.32562
513.178000,13.127,-10.148,-1.32571
513.179000,13.126,-10.149,-1.32567
513.180000,13.126,-10.150,-1.32570
513.181000,13.125,-10.150,-1.32542
513.182000,13.125,-10.151,-1.32545
513.183000,13.124,-10.152,-1.32544
513.184000,13.124,-10.153,-1.32541
513.186000,13.123,-10.154,-1.32532
513.187000,13.122,-10.155,-1.32540
513.188000,13.121,-10.155,-1.32527
513.189000,13.121,-10.156,-1.32525
513.190000,13.120,-10.157,-1.32524
513.191000,13.120,-10.158,-1.32525
513.193000,13.119,-10.159,-1.32545
513.194000,13.118,-10.160,-1.32558
513.195000,13.118,-10.160,-1.32551
513.196000,13.120,-10.164,-1.32556
513.197000,13.120,-10.165,-1.32557
513.198000,13.119,-10.165,-1.32564
513.200000,13.118,-10.167,-1.32575
513.201000,13.118,-10.167,-1.32578
513.202000,13.117,-10.168,-1.32589
513.203000,13.116,-10.169,-1.32598
513.204000,13.116,-10.170,-1.32599
513.205000,13.115,-10.170,-1.32610
513.206000,13.115,-10.171,-1.32607
513.207000,13.114,-10.172,-1.32620
513.208000,13.114,-10.172,-1.32609
513.209000,13.113,-10.173,-1.32598
513.210000,13.113,-10.174,-1.32595
513.211000,13.112,-10.175,-1.32591
513.213000,13.114,-10.179,-1.32603
513.214000,13.114,-10.179,-1.32603
513.215000,13.113,-10.180,-1.32620
513.216000,13.113,-10.181,-1.32629
513.217000,13.112,-10.181,-1.32628
513.218000,13.112,-10.182,-1.32626
513.219000,13.111,-10.183,-1.32624
513.220000,13.110,-10.183,-1.32627
513.221000,13.110,-10.184,-1.32632
513.222000,13.109,-10.185,-1.32648
513.223000,13.109,-10.186,-1.32652
513.225000,13.111,-10.190,-1.32641
513.226000,13.111,-10.190,-1.32642
513.227000,13.110,-10.191,-1.32647
513.228000,13.110,-10.192,-1.32653
513.230000,13.108,-10.193,-1.32625
513.231000,13.111,-10.196,-1.32602
513.233000,13.110,-10.198,-1.32582
513.234000,13.110,-10.198,-1.32574
513.235000,13.109,-10.199,-1.32565
513.236000,13.112,-10.202,-1.32565
513.237000,13.111,-10.203,-1.32551
513.238000,13.111,-10.204,-1.32557
513.239000,13.110,-10.204,-1.32537
513.240000,13.113,-10.208,-1.32533
513.241000,13.113,-10.208,-1.32543
513.242000,13.112,-10.209,-1.32530
513.243000,13.112,-10.210,-1.32548
513.244000,13.111,-10.210,-1.32539
513.245000,13.114,-10.214,-1.32547
513.246000,13.113,-10.214,-1.32545
513.247000,13.113,-10.215,-1.32556
513.248000,13.112,-10.216,-1.32542
513.250000,13.111,-10.217,-1.32545
513.251000,13.114,-10.220,-1.32534
513.252000,13.113,-10.221,-1.32519
513.253000,13.113,-10.221,-1.32517
513.254000,13.112,-10.222,-1.32510
513.255000,13.112,-10.223,-1.32517
513.256000,13.115,-10.226,-1.32512
513.258000,13.114,-10.227,-1.32542
513.259000,13.113,-10.228,-1.32532
513.260000,13.113,-10.229,-1.32540
513.261000,13.115,-10.232,-1.32544
513.262000,13.115,-10.232,-1.32559
513.263000,13.114,-10.233,-1.32552
513.265000,13.113,-10.234,-1.32519
513.266000,13.116,-10.238,-1.32522
513.267000,13.115,-10.238,-1.32518
513.268000,13.115,-10.239,-1.32519
513.269000,13.114,-10.240,-1.32512
513.270000,13.117,-10.243,-1.32522
513.271000,13.117,-10.243,-1.32531
513.272000,13.116,-10.244,-1.32531
513.274000,13.115,-10.245,-1.32563
513.275000,13.118,-10.248,-1.32569
513.276000,13.117,-10.249,-1.32574
513.278000,13.116,-10.250,-1.32606
513.279000,13.116,-10.251,-1.32621
513.280000,13.118,-10.254,-1.32628
513.281000,13.118,-10.255,-1.32632
513.282000,13.117,-10.255,-1.32641
513.283000,13.117,-10.256,-1.32642
513.285000,13.119,-10.260,-1.32657
513.287000,13.118,-10.261,-1.32669
513.288000,13.118,-10.262,-1.32663
513.289000,13.117,-10.262,-1.32669
513.290000,13.120,-10.265,-1.32675
513.291000,13.119,-10.266,-1.32673
513.292000,13.119,-10.267,-1.32669
513.293000,13.118,-10.267,-1.32662
513.294000,13.118,-10.268,-1.32663
513.295000,13.117,-10.269,-1.32658
513.296000,13.120,-10.272,-1.32656
513.297000,13.119,-10.272,-1.32657
513.298000,13.119,-10.273,-1.32656
513.299000,13.118,-10.274,-1.32662
513.300000,13.118,-10.274,-1.32651
513.301000,13.120,-10.277,-1.32658
513.302000,13.120,-10.278,-1.32662
513.303000,13.119,-10.278,-1.32664
513.304000,13.119,-10.279,-1.32661
513.305000,13.118,-10.280,-1.32672
513.306000,13.121,-10.283,-1.32676
513.307000,13.120,-10.283,-1.32681
513.308000,13.120,-10.284,-1.32672
513.310000,13.119,-10.285,-1.32681
513.311000,13.122,-10.288,-1.32686
513.312000,13.121,-10.289,-1.32684
513.314000,13.120,-10.290,-1.32699
513.315000,13.120,-10.291,-1.32701
513.316000,13.122,-10.294,-1.32706
513.317000,13.122,-10.294,-1.32713
513.318000,13.121,-10.295,-1.32708
513.319000,13.121,-10.296,-1.32715
513.320000,13.120,-10.296,-1.32707
513.321000,13.123,-10.299,-1.32711
513.322000,13.122,-10.300,-1.32706
513.323000,13.122,-10.300,-1.32685
513.324000,13.121,-10.301,-1.32686
513.325000,13.121,-10.302,-1.32692
513.326000,13.123,-10.304,-1.32699
513.327000,13.123,-10.305,-1.32705
513.328000,13.122,-10.306,-1.32703
513.329000,13.122,-10.306,-1.32705
513.330000,13.124,-10.309,-1.32700
513.331000,13.124,-10.310,-1.32707
513.332000,13.124,-10.310,-1.32704
513.333000,13.123,-10.311,-1.32697
513.334000,13.123,-10.312,-1.32697
513.335000,13.122,-10.312,-1.32685
513.336000,13.125,-10.315,-1.32679
513.337000,13.124,-10.316,-1.32700
513.338000,13.124,-10.316,-1.32691
513.339000,13.123,-10.317,-1.32692
513.340000,13.126,-10.320,-1.32688
513.341000,13.125,-10.320,-1.32699
513.342000,13.125,-10.321,-1.32706
513.343000,13.124,-10.321,-1.32710
513.344000,13.124,-10.322,-1.32709
513.345000,13.123,-10.323,-1.32711
513.346000,13.126,-10.325,-1.32712
513.347000,13.125,-10.326,-1.32710
513.348000,13.125,-10.327,-1.32701
513.349000,13.125,-10.327,-1.32708
513.350000,13.124,-10.328,-1.32702
513.351000,13.127,-10.331,-1.32701
513.352000,13.126,-10.331,-1.32717
513.354000,13.125,-10.332,-1.32724
513.355000,13.125,-10.333,-1.32722
513.356000,13.127,-10.336,-1.32721
513.357000,13.127,-10.336,-1.32717
513.358000,13.126,-10.337,-1.32714
513.359000,13.126,-10.337,-1.32710
513.360000,13.125,-10.338,-1.32716
513.361000,13.128,-10.341,-1.32722
513.362000,13.127,-10.341,-1.32733
513.363000,13.127,-10.342,-1.32727
513.364000,13.126,-10.343,-1.32728
513.365000,13.129,-10.345,-1.32721
513.366000,13.128,-10.346,-1.32742
513.367000,13.128,-10.347,-1.32751
513.368000,13.127,-10.347,-1.32749
513.369000,13.127,-10.348,-1.32756
513.370000,13.126,-10.348,-1.32750
513.371000,13.129,-10.351,-1.32741
513.372000,13.128,-10.352,-1.32728
513.373000,13.128,-10.352,-1.32713
513.374000,13.127,-10.353,-1.32714
513.375000,13.127,-10.353,-1.32718
513.376000,13.129,-10.356,-1.32720
513.377000,13.129,-10.357,-1.32734
513.378000,13.128,-10.357,-1.32716
513.379000,13.128,-10.358,-1.32717
513.380000,13.128,-10.358,-1.32722
513.381000,13.130,-10.361,-1.32714
513.382000,13.129,-10.362,-1.32714
513.383000,13.129,-10.362,-1.32719
513.385000,13.128,-10.363,-1.32712
513.386000,13.130,-10.366,-1.32704
513.387000,13.130,-10.367,-1.32693
513.388000,13.129,-10.367,-1.32676
513.389000,13.129,-10.368,-1.32671
513.390000,13.129,-10.368,-1.32659
513.391000,13.131,-10.371,-1.32664
513.393000,13.130,-10.372,-1.32670
513.394000,13.130,-10.373,-1.32677
513.395000,13.129,-10.373,-1.32677
513.396000,13.131,-10.376,-1.32680
513.397000,13.131,-10.376,-1.32686
513.398000,13.131,-10.377,-1.32676
513.399000,13.130,-10.378,-1.32680
513.400000,13.130,-10.378,-1.32681
513.401000,13.132,-10.381,-1.32683
513.402000,13.131,-10.381,-1.32681
513.403000,13.131,-10.382,-1.32655
513.404000,13.131,-10.382,-1.32654
513.405000,13.130,-10.383,-1.32648
513.406000,13.132,-10.386,-1.32649
513.407000,13.132,-10.386,-1.32656
513.408000,13.132,-10.387,-1.32654
513.409000,13.131,-10.387,-1.32656
513.410000,13.131,-10.388,-1.32656
513.411000,13.133,-10.391,-1.32650
513.412000,13.132,-10.391,-1.32658
513.413000,13.132,-10.392,-1.32659
513.414000,13.132,-10.392,-1.32661
513.415000,13.131,-10.393,-1.32659
513.416000,13.133,-10.395,-1.32666
513.417000,13.133,-10.396,-1.32668
513.418000,13.133,-10.396,-1.32659
513.419000,13.132,-10.397,-1.32661
513.420000,13.132,-10.397,-1.32668
513.421000,13.134,-10.400,-1.32670
513.422000,13.133,-10.401,-1.32668
513.423000,13.133,-10.401,-1.32666
513.424000,13.133,-10.402,-1.32667
513.425000,13.132,-10.402,-1.32664
513.426000,13.134,-10.405,-1.32662
513.427000,13.134,-10.405,-1.32656
513.428000,13.133,-10.406,-1.32644
513.429000,13.133,-10.406,-1.32645
513.430000,13.133,-10.407,-1.32647
513.431000,13.135,-10.409,-1.32657
513.432000,13.134,-10.410,-1.32653
513.433000,13.134,-10.411,-1.32652
513.434000,13.134,-10.411,-1.32642
513.435000,13.133,-10.412,-1.32645
513.436000,13.135,-10.414,-1.32645
513.437000,13.135,-10.415,-1.32638
513.439000,13.134,-10.416,-1.32661
513.440000,13.134,-10.416,-1.32665
513.441000,13.136,-10.419,-1.32658
513.442000,13.135,-10.419,-1.32670
513.443000,13.135,-10.420,-1.32666
513.444000,13.135,-10.420,-1.32659
513.445000,13.134,-10.421,-1.32664
513.446000,13.136,-10.423,-1.32645
513.447000,13.136,-10.424,-1.32642
513.448000,13.135,-10.424,-1.32627
513.449000,13.135,-10.425,-1.32634
513.450000,13.135,-10.425,-1.32629
513.451000,13.137,-10.428,-1.32631
513.452000,13.136,-10.428,-1.32634
513.453000,13.136,-10.429,-1.32634
513.454000,13.136,-10.429,-1.32645
513.455000,13.135,-10.430,-1.32642
513.456000,13.137,-10.432,-1.32632
513.457000,13.137,-10.433,-1.32623
513.458000,13.136,-10.433,-1.32615
513.459000,13.136,-10.434,-1.32617
513.460000,13.138,-10.436,-1.32626
513.461000,13.138,-10.437,-1.32620
513.462000,13.137,-10.437,-1.32621
513.464000,13.137,-10.438,-1.32651
513.465000,13.136,-10.439,-1.32641
513.466000,13.138,-10.441,-1.32643
513.467000,13.138,-10.442,-1.32645
513.469000,13.137,-10.443,-1.32642
513.470000,13.137,-10.443,-1.32637
513.471000,13.139,-10.445,-1.32636
513.472000,13.138,-10.446,-1.32636
513.473000,13.138,-10.446,-1.32629
513.474000,13.137,-10.447,-1.32630
513.475000,13.137,-10.447,-1.32636
513.476000,13.139,-10.450,-1.32640
513.477000,13.139,-10.450,-1.32639
513.478000,13.138,-10.451,-1.32640
513.479000,13.138,-10.451,-1.32642
513.480000,13.138,-10.452,-1.32634
513.481000,13.140,-10.454,-1.32643
513.482000,13.139,-10.454,-1.32635
513.483000,13.139,-10.455,-1.32629
513.484000,13.138,-10.455,-1.32625
513.485000,13.138,-10.456,-1.32616
513.486000,13.140,-10.458,-1.32621
513.487000,13.140,-10.459,-1.32620
513.488000,13.139,-10.459,-1.32624
513.489000,13.139,-10.460,-1.32625
513.490000,13.138,-10.460,-1.32621
513.491000,13.140,-10.462,-1.32615
513.492000,13.140,-10.463,-1.32618
513.493000,13.140,-10.463,-1.32623
513.494000,13.139,-10.464,-1.32643
513.495000,13.141,-10.466,-1.32633
513.496000,13.141,-10.467,-1.32637
513.497000,13.141,-10.467,-1.32633
513.498000,13.140,-10.468,-1.32625
513.499000,13.140,-10.468,-1.32619
513.500000,13.139,-10.469,-1.32635
513.501000,13.141,-10.471,-1.32631
513.502000,13.141,-10.471,-1.32643
513.503000,13.141,-10.472,-1.32645
513.504000,13.140,-10.472,-1.32653
513.505000,13.140,-10.473,-1.32650
513.506000,13.142,-10.475,-1.32645
513.507000,13.141,-10.475,-1.32654
513.508000,13.141,-10.476,-1.32652
513.509000,13.141,-10.476,-1.32645
513.510000,13.140,-10.477,-1.32643
513.511000,13.142,-10.479,-1.32650
513.512000,13.142,-10.479,-1.32640
513.513000,13.142,-10.480,-1.32646
513.515000,13.141,-10.481,-1.32644
513.516000,13.143,-10.483,-1.32658
513.517000,13.142,-10.483,-1.32656
513.518000,13.142,-10.484,-1.32658
513.520000,13.141,-10.485,-1.32688
513.521000,13.143,-10.487,-1.32689
513.522000,13.143,-10.487,-1.32672
513.523000,13.143,-10.488,-1.32655
513.524000,13.142,-10.488,-1.32639
513.525000,13.142,-10.489,-1.32636
513.526000,13.144,-10.491,-1.32633
513.527000,13.143,-10.491,-1.32634
513.528000,13.143,-10.492,-1.32641
513.529000,13.143,-10.492,-1.32641
513.530000,13.144,-10.494,-1.32652
513.531000,13.144,-10.495,-1.32642
513.532000,13.144,-10.495,-1.32641
513.533000,13.143,-10.496,-1.32645
513.534000,13.143,-10.496,-1.32638
513.535000,13.143,-10.496,-1.32648
513.536000,13.145,-10.499,-1.32647
513.537000,13.144,-10.499,-1.32636
513.538000,13.144,-10.499,-1.32649
513.539000,13.143,-10.500,-1.32637
513.540000,13.143,-10.500,-1.32631
513.541000,13.145,-10.502,-1.32640
513.542000,13.145,-10.503,-1.32640
513.544000,13.144,-10.504,-1.32627
513.545000,13.144,-10.504,-1.32637
513.546000,13.145,-10.506,-1.32633
513.547000,13.145,-10.507,-1.32637
513.548000,13.145,-10.507,-1.32628
513.549000,13.144,-10.508,-1.32638
513.550000,13.144,-10.508,-1.32638
513.551000,13.146,-10.510,-1.32641
513.553000,13.145,-10.511,-1.32632
513.555000,13.144,-10.512,-1.32625
513.556000,13.146,-10.514,-1.32613
513.557000,13.146,-10.514,-1.32620
513.559000,13.145,-10.515,-1.32605
513.560000,13.145,-10.515,-1.32601
513.561000,13.147,-10.517,-1.32592
513.562000,13.146,-10.518,-1.32595
513.563000,13.146,-10.518,-1.32603
513.564000,13.146,-10.519,-1.32609
