t,ex,ey,eyaw
95.362000,32.527,-0.570,1.40110
95.363000,32.530,-0.569,1.40116
95.364000,32.534,-0.567,1.40111
95.365000,32.537,-0.566,1.40112
95.366000,32.549,-0.580,1.40108
95.367000,32.552,-0.578,1.40104
95.369000,32.559,-0.575,1.40117
95.370000,32.562,-0.574,1.40134
95.371000,32.574,-0.588,1.40136
95.372000,32.577,-0.587,1.40133
95.373000,32.580,-0.585,1.40131
95.374000,32.584,-0.584,1.40135
95.375000,32.587,-0.582,1.40132
95.376000,32.599,-0.596,1.40132
95.377000,32.602,-0.595,1.40120
95.378000,32.605,-0.594,1.40122
95.379000,32.609,-0.592,1.40122
95.380000,32.612,-0.591,1.40132
95.381000,32.624,-0.605,1.40138
95.382000,32.627,-0.603,1.40131
95.383000,32.630,-0.602,1.40120
95.384000,32.634,-0.600,1.40119
95.385000,32.637,-0.599,1.40134
95.386000,32.648,-0.613,1.40121
95.387000,32.652,-0.612,1.40118
95.388000,32.655,-0.610,1.40119
95.389000,32.658,-0.609,1.40110
95.390000,32.662,-0.607,1.40114
95.391000,32.673,-0.621,1.40124
95.392000,32.677,-0.620,1.40131
95.393000,32.680,-0.618,1.40127
95.394000,32.683,-0.617,1.40118
95.395000,32.686,-0.615,1.40116
95.396000,32.698,-0.629,1.40134
95.397000,32.701,-0.628,1.40143
95.398000,32.705,-0.627,1.40135
95.399000,32.708,-0.625,1.40133
95.400000,32.711,-0.624,1.40140
95.401000,32.723,-0.638,1.40130
95.402000,32.726,-0.636,1.40118
95.403000,32.729,-0.635,1.40113
95.404000,32.733,-0.633,1.40114
95.405000,32.736,-0.632,1.40111
95.406000,32.748,-0.646,1.40119
95.407000,32.751,-0.644,1.40120
95.408000,32.754,-0.643,1.40105
95.409000,32.757,-0.642,1.40106
95.410000,32.761,-0.640,1.40098
95.411000,32.772,-0.654,1.40105
95.412000,32.776,-0.653,1.40099
95.413000,32.779,-0.651,1.40098
95.414000,32.782,-0.650,1.40085
95.415000,32.785,-0.648,1.40073
95.416000,32.797,-0.662,1.40075
95.418000,32.803,-0.659,1.40069
95.419000,32.807,-0.658,1.40065
95.420000,32.810,-0.657,1.40057
95.421000,32.822,-0.670,1.40051
95.422000,32.825,-0.669,1.40060
95.423000,32.828,-0.668,1.40053
95.425000,32.835,-0.665,1.40060
95.426000,32.846,-0.679,1.40056
95.427000,32.849,-0.677,1.40058
95.428000,32.853,-0.676,1.40064
95.429000,32.856,-0.674,1.40061
95.430000,32.859,-0.673,1.40067
95.431000,32.871,-0.687,1.40041
95.432000,32.874,-0.685,1.40037
95.433000,32.877,-0.684,1.40043
95.434000,32.881,-0.682,1.40040
95.435000,32.884,-0.681,1.40047
95.436000,32.895,-0.695,1.40048
95.437000,32.898,-0.693,1.40028
95.438000,32.902,-0.692,1.40038
95.439000,32.905,-0.691,1.40052
95.440000,32.908,-0.689,1.40054
95.441000,32.920,-0.703,1.40051
95.442000,32.923,-0.701,1.40041
95.443000,32.926,-0.700,1.40039
95.444000,32.929,-0.699,1.40035
95.445000,32.933,-0.697,1.40039
95.446000,32.944,-0.711,1.40027
95.447000,32.947,-0.710,1.40024
95.448000,32.951,-0.708,1.40011
95.449000,32.954,-0.707,1.40004
95.450000,32.957,-0.705,1.40016
95.451000,32.968,-0.719,1.40034
95.452000,32.972,-0.718,1.40025
95.453000,32.975,-0.716,1.40035
95.454000,32.978,-0.715,1.40034
95.455000,32.981,-0.713,1.40028
95.456000,32.993,-0.727,1.40016
95.457000,32.996,-0.726,1.40002
95.459000,33.002,-0.723,1.40025
95.460000,33.006,-0.722,1.40028
95.461000,33.017,-0.735,1.40037
95.462000,33.020,-0.734,1.40038
95.463000,33.024,-0.732,1.40030
95.464000,33.027,-0.731,1.40028
95.465000,33.030,-0.730,1.40012
95.466000,33.041,-0.743,1.40006
95.467000,33.045,-0.742,1.39992
95.468000,33.048,-0.740,1.39996
95.469000,33.051,-0.739,1.39998
95.470000,33.054,-0.738,1.39992
95.471000,33.066,-0.751,1.39987
95.472000,33.069,-0.750,1.39979
95.474000,33.075,-0.747,1.40001
95.475000,33.078,-0.746,1.39985
95.476000,33.090,-0.759,1.39987
95.477000,33.093,-0.758,1.39972
95.478000,33.096,-0.757,1.39983
95.479000,33.099,-0.755,1.39976
95.480000,33.103,-0.754,1.39971
95.481000,33.114,-0.767,1.39981
95.483000,33.120,-0.765,1.39970
95.484000,33.123,-0.763,1.39993
95.485000,33.127,-0.762,1.39991
95.486000,33.138,-0.775,1.39997
95.487000,33.141,-0.774,1.39996
95.488000,33.144,-0.773,1.40010
95.489000,33.148,-0.771,1.40002
95.490000,33.151,-0.770,1.40010
95.491000,33.162,-0.783,1.40017
95.492000,33.165,-0.782,1.40004
95.493000,33.168,-0.781,1.40003
95.494000,33.172,-0.779,1.39990
95.495000,33.175,-0.778,1.39997
95.496000,33.186,-0.791,1.39990
95.497000,33.189,-0.790,1.39996
95.498000,33.192,-0.788,1.39989
95.499000,33.196,-0.787,1.39997
95.500000,33.199,-0.786,1.39990
95.501000,33.210,-0.799,1.39991
95.502000,33.213,-0.798,1.39999
95.503000,33.216,-0.796,1.40009
95.505000,33.223,-0.794,1.40005
95.506000,33.234,-0.807,1.40009
95.507000,33.237,-0.806,1.40001
95.508000,33.240,-0.804,1.39992
95.510000,33.247,-0.802,1.40001
95.511000,33.258,-0.815,1.40000
95.512000,33.261,-0.814,1.39995
95.513000,33.264,-0.812,1.39995
95.514000,33.267,-0.811,1.39989
95.515000,33.271,-0.810,1.39978
95.516000,33.282,-0.823,1.39974
95.517000,33.285,-0.822,1.39973
95.518000,33.288,-0.820,1.39965
95.519000,33.291,-0.819,1.39974
95.520000,33.294,-0.817,1.39981
95.521000,33.306,-0.831,1.39985
95.522000,33.309,-0.830,1.39972
95.523000,33.312,-0.828,1.39962
95.524000,33.315,-0.827,1.39957
95.525000,33.318,-0.825,1.39952
95.526000,33.329,-0.839,1.39951
95.527000,33.333,-0.837,1.39952
95.528000,33.336,-0.836,1.39967
95.529000,33.339,-0.835,1.39964
95.530000,33.342,-0.833,1.39961
95.531000,33.353,-0.847,1.39948
95.532000,33.356,-0.845,1.39956
95.533000,33.359,-0.844,1.39976
95.534000,33.363,-0.843,1.39985
95.535000,33.366,-0.841,1.39982
95.536000,33.377,-0.855,1.39990
95.537000,33.380,-0.853,1.39977
95.538000,33.383,-0.852,1.39989
95.540000,33.389,-0.849,1.39993
95.541000,33.400,-0.862,1.39983
95.542000,33.404,-0.861,1.39978
95.543000,33.407,-0.860,1.39977
95.544000,33.410,-0.858,1.39970
95.545000,33.413,-0.857,1.39964
95.546000,33.424,-0.870,1.39969
95.547000,33.427,-0.869,1.39968
95.548000,33.430,-0.868,1.39970
95.549000,33.434,-0.866,1.39964
95.550000,33.437,-0.865,1.39955
95.551000,33.448,-0.878,1.39951
95.552000,33.451,-0.877,1.39946
95.553000,33.454,-0.875,1.39930
95.554000,33.457,-0.874,1.39947
95.555000,33.460,-0.873,1.39937
95.556000,33.471,-0.886,1.39934
95.557000,33.474,-0.885,1.39928
95.558000,33.478,-0.883,1.39929
95.559000,33.481,-0.882,1.39919
95.560000,33.484,-0.880,1.39922
95.561000,33.495,-0.894,1.39923
95.562000,33.498,-0.892,1.39918
95.563000,33.501,-0.891,1.39929
95.565000,33.507,-0.888,1.39942
95.566000,33.518,-0.901,1.39930
95.567000,33.522,-0.900,1.39933
95.568000,33.525,-0.899,1.39940
95.569000,33.528,-0.897,1.39934
95.570000,33.531,-0.896,1.39935
95.571000,33.542,-0.909,1.39921
95.573000,33.548,-0.907,1.39943
95.574000,33.551,-0.905,1.39926
95.575000,33.554,-0.904,1.39911
95.576000,33.565,-0.917,1.39916
95.577000,33.568,-0.916,1.39917
95.578000,33.572,-0.914,1.39904
95.579000,33.575,-0.913,1.39911
95.580000,33.578,-0.912,1.39916
95.581000,33.589,-0.925,1.39916
95.582000,33.592,-0.923,1.39907
95.583000,33.595,-0.922,1.39908
95.584000,33.598,-0.921,1.39911
95.585000,33.601,-0.919,1.39921
95.586000,33.612,-0.932,1.39917
95.587000,33.615,-0.931,1.39909
95.588000,33.618,-0.930,1.39918
95.589000,33.622,-0.928,1.39906
95.590000,33.625,-0.927,1.39907
95.591000,33.636,-0.940,1.39910
95.592000,33.639,-0.939,1.39911
95.593000,33.642,-0.937,1.39908
95.594000,33.645,-0.936,1.39921
95.596000,33.659,-0.948,1.39886
95.597000,33.662,-0.946,1.39887
95.598000,33.665,-0.945,1.39891
95.599000,33.668,-0.944,1.39898
95.600000,33.671,-0.942,1.39896
95.601000,33.682,-0.955,1.39901
95.602000,33.685,-0.954,1.39906
95.603000,33.688,-0.953,1.39885
95.604000,33.692,-0.951,1.39878
95.605000,33.702,-0.964,1.39888
95.606000,33.706,-0.963,1.39877
95.607000,33.709,-0.962,1.39887
95.609000,33.715,-0.959,1.39914
95.610000,33.718,-0.958,1.39904
95.611000,33.729,-0.971,1.39890
95.612000,33.732,-0.969,1.39881
95.613000,33.735,-0.968,1.39882
95.614000,33.738,-0.967,1.39884
95.615000,33.741,-0.965,1.39887
95.616000,33.752,-0.978,1.39889
95.617000,33.755,-0.977,1.39879
95.619000,33.761,-0.974,1.39867
95.620000,33.764,-0.973,1.39861
95.621000,33.775,-0.986,1.39854
95.622000,33.778,-0.985,1.39859
95.623000,33.781,-0.983,1.39845
95.624000,33.784,-0.982,1.39846
95.625000,33.795,-0.995,1.39842
95.626000,33.798,-0.994,1.39835
95.627000,33.801,-0.992,1.39826
95.628000,33.804,-0.991,1.39828
95.629000,33.807,-0.990,1.39833
95.630000,33.818,-1.003,1.39831
95.631000,33.821,-1.001,1.39824
95.632000,33.824,-1.000,1.39828
95.633000,33.827,-0.999,1.39825
95.634000,33.830,-0.997,1.39824
95.635000,33.833,-0.996,1.39823
95.636000,33.844,-1.009,1.39817
95.637000,33.847,-1.008,1.39822
95.638000,33.850,-1.006,1.39833
95.639000,33.853,-1.005,1.39830
95.640000,33.856,-1.004,1.39823
95.641000,33.867,-1.016,1.39812
95.642000,33.870,-1.015,1.39818
95.643000,33.873,-1.014,1.39819
95.644000,33.876,-1.012,1.39824
95.645000,33.879,-1.011,1.39828
95.646000,33.890,-1.024,1.39816
95.647000,33.893,-1.023,1.39826
95.648000,33.896,-1.021,1.39833
95.650000,33.902,-1.019,1.39837
95.651000,33.913,-1.032,1.39836
95.652000,33.916,-1.030,1.39837
95.653000,33.919,-1.029,1.39831
95.654000,33.922,-1.028,1.39819
95.655000,33.925,-1.026,1.39823
95.656000,33.935,-1.039,1.39814
95.657000,33.938,-1.038,1.39803
95.658000,33.942,-1.036,1.39796
95.659000,33.945,-1.035,1.39801
95.660000,33.948,-1.034,1.39791
95.661000,33.958,-1.047,1.39788
95.662000,33.961,-1.045,1.39791
95.663000,33.964,-1.044,1.39790
95.664000,33.967,-1.043,1.39775
95.665000,33.970,-1.041,1.39780
95.666000,33.981,-1.054,1.39781
95.667000,33.984,-1.053,1.39783
95.668000,33.987,-1.051,1.39785
95.669000,33.990,-1.050,1.39779
95.670000,33.993,-1.049,1.39779
95.671000,34.004,-1.062,1.39770
95.672000,34.007,-1.060,1.39766
95.673000,34.010,-1.059,1.39760
95.674000,34.013,-1.058,1.39753
95.676000,34.026,-1.069,1.39786
95.677000,34.029,-1.068,1.39778
95.678000,34.032,-1.066,1.39770
95.679000,34.035,-1.065,1.39759
95.680000,34.038,-1.064,1.39741
95.681000,34.049,-1.077,1.39744
95.682000,34.052,-1.075,1.39755
95.683000,34.055,-1.074,1.39745
95.684000,34.058,-1.073,1.39723
95.685000,34.061,-1.071,1.39718
95.686000,34.072,-1.084,1.39720
95.687000,34.075,-1.083,1.39725
95.689000,34.081,-1.080,1.39716
95.690000,34.091,-1.093,1.39699
95.691000,34.094,-1.091,1.39699
95.692000,34.097,-1.090,1.39715
95.693000,34.100,-1.089,1.39714
95.694000,34.103,-1.087,1.39721
95.695000,34.106,-1.086,1.39725
95.696000,34.117,-1.099,1.39713
95.697000,34.120,-1.098,1.39712
95.699000,34.126,-1.095,1.39702
95.700000,34.129,-1.094,1.39702
95.701000,34.139,-1.106,1.39703
95.702000,34.142,-1.105,1.39713
95.703000,34.145,-1.104,1.39719
95.704000,34.148,-1.102,1.39743
95.705000,34.151,-1.101,1.39738
95.706000,34.162,-1.114,1.39735
95.708000,34.168,-1.111,1.39749
95.709000,34.171,-1.110,1.39752
95.710000,34.174,-1.108,1.39746
95.711000,34.184,-1.121,1.39734
95.712000,34.187,-1.120,1.39724
95.713000,34.190,-1.118,1.39718
95.714000,34.193,-1.117,1.39723
95.715000,34.196,-1.116,1.39719
95.716000,34.206,-1.128,1.39727
95.717000,34.209,-1.127,1.39736
95.718000,34.212,-1.126,1.39731
95.719000,34.215,-1.125,1.39726
95.720000,34.218,-1.123,1.39723
95.721000,34.229,-1.136,1.39718
95.722000,34.232,-1.135,1.39728
95.724000,34.238,-1.132,1.39721
95.725000,34.241,-1.131,1.39727
95.726000,34.251,-1.143,1.39731
95.727000,34.254,-1.142,1.39744
95.728000,34.257,-1.141,1.39749
95.729000,34.260,-1.139,1.39751
95.730000,34.263,-1.138,1.39750
95.731000,34.273,-1.150,1.39741
95.732000,34.276,-1.149,1.39741
95.733000,34.279,-1.148,1.39741
95.734000,34.282,-1.147,1.39741
95.735000,34.285,-1.145,1.39751
95.736000,34.296,-1.158,1.39745
95.738000,34.302,-1.155,1.39744
95.739000,34.305,-1.154,1.39754
95.740000,34.315,-1.166,1.39756
95.741000,34.318,-1.165,1.39759
95.742000,34.321,-1.164,1.39748
95.743000,34.324,-1.163,1.39739
95.744000,34.327,-1.161,1.39734
95.745000,34.337,-1.174,1.39737
95.746000,34.340,-1.172,1.39733
95.747000,34.343,-1.171,1.39736
95.748000,34.346,-1.170,1.39733
95.749000,34.349,-1.169,1.39726
95.750000,34.352,-1.167,1.39725
95.751000,34.362,-1.180,1.39732
95.752000,34.365,-1.178,1.39748
95.753000,34.368,-1.177,1.39757
95.754000,34.371,-1.176,1.39757
95.755000,34.381,-1.188,1.39747
95.756000,34.384,-1.187,1.39748
95.757000,34.387,-1.186,1.39745
95.758000,34.390,-1.184,1.39741
95.759000,34.393,-1.183,1.39728
95.760000,34.404,-1.195,1.39731
95.761000,34.406,-1.194,1.39737
95.762000,34.409,-1.193,1.39752
95.763000,34.412,-1.192,1.39743
95.764000,34.415,-1.190,1.39744
95.765000,34.418,-1.189,1.39739
95.766000,34.429,-1.201,1.39736
95.767000,34.431,-1.200,1.39731
95.768000,34.434,-1.199,1.39741
95.769000,34.437,-1.198,1.39730
95.770000,34.440,-1.196,1.39742
95.771000,34.451,-1.209,1.39730
95.772000,34.453,-1.207,1.39731
95.773000,34.456,-1.206,1.39732
95.774000,34.459,-1.205,1.39733
95.775000,34.470,-1.217,1.39734
95.776000,34.473,-1.216,1.39733
95.777000,34.475,-1.215,1.39736
95.778000,34.478,-1.213,1.39737
95.780000,34.484,-1.211,1.39768
95.781000,34.494,-1.223,1.39767
95.782000,34.497,-1.222,1.39762
95.783000,34.500,-1.221,1.39765
95.784000,34.503,-1.219,1.39779
95.785000,34.506,-1.218,1.39779
95.786000,34.516,-1.230,1.39753
95.787000,34.519,-1.229,1.39763
95.788000,34.522,-1.228,1.39768
95.790000,34.528,-1.225,1.39775
95.791000,34.538,-1.237,1.39774
95.792000,34.541,-1.236,1.39782
95.793000,34.544,-1.235,1.39776
95.794000,34.547,-1.234,1.39773
95.795000,34.550,-1.232,1.39772
95.796000,34.560,-1.245,1.39764
95.797000,34.563,-1.243,1.39773
95.798000,34.566,-1.242,1.39767
95.800000,34.579,-1.253,1.39756
95.801000,34.582,-1.252,1.39763
95.802000,34.585,-1.251,1.39768
95.803000,34.588,-1.249,1.39784
95.804000,34.590,-1.248,1.39781
95.805000,34.593,-1.247,1.39785
95.806000,34.604,-1.259,1.39773
95.807000,34.606,-1.258,1.39782
95.808000,34.609,-1.256,1.39792
95.809000,34.612,-1.255,1.39783
95.810000,34.615,-1.254,1.39770
95.811000,34.625,-1.266,1.39763
95.812000,34.628,-1.265,1.39757
95.813000,34.631,-1.264,1.39760
95.814000,34.634,-1.262,1.39765
95.815000,34.637,-1.261,1.39767
95.816000,34.647,-1.273,1.39764
95.817000,34.650,-1.272,1.39754
95.818000,34.653,-1.271,1.39744
95.819000,34.656,-1.269,1.39755
95.820000,34.658,-1.268,1.39768
95.821000,34.669,-1.280,1.39779
95.822000,34.671,-1.279,1.39776
95.823000,34.674,-1.278,1.39784
95.824000,34.677,-1.277,1.39797
95.825000,34.680,-1.275,1.39795
95.826000,34.690,-1.287,1.39789
95.827000,34.693,-1.286,1.39785
95.829000,34.699,-1.284,1.39767
95.830000,34.702,-1.282,1.39792
95.831000,34.712,-1.295,1.39791
95.832000,34.715,-1.293,1.39801
95.833000,34.717,-1.292,1.39799
95.834000,34.720,-1.291,1.39802
95.835000,34.723,-1.289,1.39803
95.836000,34.733,-1.302,1.39807
95.837000,34.736,-1.300,1.39814
95.838000,34.739,-1.299,1.39818
95.839000,34.742,-1.298,1.39820
95.840000,34.745,-1.297,1.39814
95.841000,34.755,-1.309,1.39809
95.842000,34.757,-1.307,1.39808
95.843000,34.760,-1.306,1.39797
95.844000,34.763,-1.305,1.39789
95.845000,34.766,-1.304,1.39791
95.846000,34.776,-1.316,1.39805
95.847000,34.779,-1.315,1.39798
95.848000,34.782,-1.313,1.39783
95.849000,34.785,-1.312,1.39773
95.850000,34.787,-1.311,1.39784
95.851000,34.797,-1.323,1.39748
95.852000,34.800,-1.322,1.39757
95.853000,34.803,-1.320,1.39754
95.854000,34.806,-1.319,1.39756
95.855000,34.809,-1.318,1.39757
95.856000,34.819,-1.330,1.39756
95.857000,34.821,-1.329,1.39735
95.858000,34.824,-1.327,1.39731
95.859000,34.827,-1.326,1.39745
95.860000,34.830,-1.325,1.39755
95.861000,34.840,-1.337,1.39764
95.862000,34.843,-1.336,1.39768
95.863000,34.846,-1.334,1.39774
95.864000,34.848,-1.333,1.39770
95.865000,34.851,-1.332,1.39765
95.866000,34.861,-1.344,1.39775
95.867000,34.864,-1.343,1.39771
95.868000,34.867,-1.341,1.39769
95.870000,34.873,-1.339,1.39802
95.871000,34.882,-1.351,1.39794
95.872000,34.885,-1.350,1.39798
95.873000,34.888,-1.348,1.39793
95.874000,34.891,-1.347,1.39796
95.876000,34.904,-1.358,1.39784
95.877000,34.906,-1.357,1.39796
95.879000,34.912,-1.354,1.39787
95.880000,34.915,-1.353,1.39782
95.881000,34.925,-1.365,1.39783
95.882000,34.928,-1.364,1.39775
95.883000,34.930,-1.362,1.39776
95.884000,34.933,-1.361,1.39770
95.885000,34.943,-1.373,1.39774
95.886000,34.946,-1.372,1.39763
95.887000,34.949,-1.371,1.39760
95.888000,34.951,-1.369,1.39763
95.889000,34.954,-1.368,1.39758
95.890000,34.957,-1.367,1.39763
95.891000,34.967,-1.379,1.39759
95.892000,34.970,-1.378,1.39757
95.894000,34.975,-1.375,1.39769
95.895000,34.978,-1.374,1.39763
95.896000,34.988,-1.386,1.39769
95.897000,34.991,-1.385,1.39769
95.899000,34.996,-1.382,1.39783
95.900000,34.999,-1.381,1.39786
95.901000,35.009,-1.393,1.39798
95.902000,35.012,-1.392,1.39801
95.903000,35.015,-1.390,1.39801
95.904000,35.017,-1.389,1.39791
95.905000,35.020,-1.388,1.39804
95.906000,35.030,-1.400,1.39798
95.907000,35.033,-1.398,1.39794
95.908000,35.035,-1.397,1.39792
95.909000,35.038,-1.396,1.39791
95.910000,35.041,-1.395,1.39810
95.911000,35.051,-1.407,1.39798
95.912000,35.054,-1.405,1.39788
95.913000,35.056,-1.404,1.39784
95.914000,35.059,-1.403,1.39791
95.915000,35.062,-1.402,1.39790
95.916000,35.072,-1.414,1.39793
95.917000,35.074,-1.412,1.39810
95.918000,35.077,-1.411,1.39804
95.919000,35.080,-1.410,1.39792
95.920000,35.083,-1.409,1.39804
95.921000,35.092,-1.420,1.39791
95.923000,35.098,-1.418,1.39813
95.924000,35.101,-1.417,1.39812
95.925000,35.104,-1.416,1.39814
95.926000,35.113,-1.427,1.39813
95.927000,35.116,-1.426,1.39814
95.928000,35.119,-1.425,1.39820
95.929000,35.122,-1.424,1.39816
95.930000,35.131,-1.435,1.39804
95.931000,35.134,-1.434,1.39805
95.932000,35.137,-1.433,1.39813
95.934000,35.142,-1.431,1.39807
95.935000,35.145,-1.429,1.39811
95.937000,35.158,-1.440,1.39827
95.938000,35.160,-1.439,1.39824
95.939000,35.163,-1.437,1.39812
95.940000,35.166,-1.436,1.39806
95.941000,35.175,-1.448,1.39814
95.942000,35.178,-1.447,1.39801
95.943000,35.181,-1.445,1.39803
95.944000,35.184,-1.444,1.39789
95.945000,35.193,-1.456,1.39791
95.946000,35.196,-1.455,1.39783
95.947000,35.199,-1.454,1.39782
95.948000,35.202,-1.452,1.39784
95.950000,35.207,-1.450,1.39778
95.951000,35.217,-1.462,1.39773
95.953000,35.222,-1.459,1.39788
95.954000,35.225,-1.458,1.39783
95.955000,35.228,-1.457,1.39782
95.956000,35.237,-1.468,1.39798
95.957000,35.240,-1.467,1.39802
95.958000,35.243,-1.466,1.39800
95.959000,35.246,-1.465,1.39791
95.960000,35.248,-1.464,1.39800
95.961000,35.258,-1.475,1.39807
95.962000,35.261,-1.474,1.39810
95.963000,35.263,-1.473,1.39799
95.964000,35.266,-1.472,1.39811
95.965000,35.269,-1.470,1.39828
95.966000,35.278,-1.482,1.39828
95.967000,35.281,-1.481,1.39810
95.968000,35.284,-1.479,1.39800
95.969000,35.287,-1.478,1.39792
95.970000,35.289,-1.477,1.39787
95.971000,35.299,-1.489,1.39790
95.972000,35.302,-1.487,1.39807
95.973000,35.304,-1.486,1.39805
95.974000,35.307,-1.485,1.39801
95.975000,35.310,-1.484,1.39809
95.976000,35.319,-1.495,1.39819
95.978000,35.325,-1.493,1.39804
95.980000,35.337,-1.503,1.39777
95.981000,35.340,-1.502,1.39787
95.982000,35.343,-1.501,1.39785
95.983000,35.345,-1.500,1.39780
95.985000,35.358,-1.510,1.39788
95.986000,35.360,-1.509,1.39783
95.987000,35.363,-1.508,1.39785
95.988000,35.366,-1.506,1.39781
95.989000,35.368,-1.505,1.39766
95.990000,35.371,-1.504,1.39767
95.991000,35.381,-1.516,1.39757
95.992000,35.383,-1.514,1.39737
95.993000,35.386,-1.513,1.39746
95.994000,35.389,-1.512,1.39739
95.995000,35.391,-1.511,1.39735
95.996000,35.401,-1.522,1.39739
95.997000,35.404,-1.521,1.39732
95.998000,35.406,-1.520,1.39737
95.999000,35.409,-1.519,1.39727
96.000000,35.419,-1.530,1.39720
96.001000,35.421,-1.529,1.39715
96.002000,35.424,-1.528,1.39715
96.003000,35.427,-1.526,1.39713
96.004000,35.429,-1.525,1.39718
96.005000,35.432,-1.524,1.39726
96.006000,35.442,-1.536,1.39731
96.007000,35.444,-1.534,1.39729
96.008000,35.447,-1.533,1.39723
96.009000,35.450,-1.532,1.39706
96.010000,35.459,-1.543,1.39705
96.011000,35.462,-1.542,1.39705
96.012000,35.465,-1.541,1.39715
96.013000,35.467,-1.540,1.39735
96.014000,35.470,-1.539,1.39729
96.015000,35.479,-1.550,1.39732
96.016000,35.482,-1.549,1.39729
96.017000,35.485,-1.548,1.39721
96.018000,35.487,-1.546,1.39710
96.019000,35.490,-1.545,1.39721
96.020000,35.493,-1.544,1.39718
96.021000,35.502,-1.555,1.39720
96.022000,35.505,-1.554,1.39733
96.023000,35.508,-1.553,1.39732
96.024000,35.510,-1.552,1.39744
96.025000,35.513,-1.551,1.39748
96.026000,35.522,-1.562,1.39756
96.027000,35.525,-1.561,1.39763
96.028000,35.528,-1.560,1.39757
96.029000,35.531,-1.558,1.39745
96.030000,35.533,-1.557,1.39751
96.031000,35.543,-1.568,1.39743
96.032000,35.545,-1.567,1.39747
96.033000,35.548,-1.566,1.39747
96.034000,35.551,-1.565,1.39744
96.035000,35.553,-1.564,1.39752
96.036000,35.563,-1.575,1.39744
96.037000,35.565,-1.574,1.39746
96.038000,35.568,-1.573,1.39758
96.039000,35.571,-1.572,1.39763
96.040000,35.573,-1.570,1.39757
96.041000,35.583,-1.582,1.39754
96.043000,35.588,-1.579,1.39766
96.044000,35.591,-1.578,1.39770
96.045000,35.593,-1.577,1.39772
96.046000,35.603,-1.588,1.39772
96.047000,35.605,-1.587,1.39772
96.048000,35.608,-1.586,1.39759
96.049000,35.611,-1.585,1.39758
96.050000,35.613,-1.584,1.39744
96.051000,35.623,-1.595,1.39749
96.052000,35.625,-1.594,1.39752
96.053000,35.628,-1.592,1.39742
96.054000,35.630,-1.591,1.39741
96.055000,35.640,-1.602,1.39731
96.056000,35.642,-1.601,1.39728
96.057000,35.645,-1.600,1.39721
96.058000,35.648,-1.599,1.39736
96.059000,35.650,-1.598,1.39746
96.060000,35.653,-1.597,1.39745
96.061000,35.662,-1.608,1.39740
96.062000,35.665,-1.607,1.39743
96.063000,35.668,-1.605,1.39756
96.064000,35.670,-1.604,1.39748
96.065000,35.673,-1.603,1.39739
96.066000,35.682,-1.614,1.39732
96.067000,35.685,-1.613,1.39744
96.068000,35.687,-1.612,1.39743
96.069000,35.690,-1.611,1.39728
96.070000,35.693,-1.610,1.39720
96.071000,35.702,-1.621,1.39720
96.072000,35.705,-1.620,1.39720
96.073000,35.707,-1.618,1.39725
96.074000,35.710,-1.617,1.39720
96.075000,35.719,-1.628,1.39728
96.076000,35.722,-1.627,1.39728
96.077000,35.724,-1.626,1.39730
96.078000,35.727,-1.625,1.39725
96.079000,35.730,-1.624,1.39725
96.080000,35.732,-1.623,1.39716
96.081000,35.741,-1.634,1.39705
96.082000,35.744,-1.633,1.39712
96.083000,35.747,-1.631,1.39725
96.084000,35.749,-1.630,1.39732
96.086000,35.761,-1.640,1.39730
96.087000,35.764,-1.639,1.39732
96.088000,35.766,-1.638,1.39731
96.090000,35.772,-1.636,1.39737
96.091000,35.781,-1.647,1.39735
96.092000,35.783,-1.645,1.39746
96.093000,35.786,-1.644,1.39737
96.094000,35.789,-1.643,1.39741
96.095000,35.798,-1.654,1.39737
96.096000,35.800,-1.653,1.39750
96.097000,35.803,-1.652,1.39753
96.098000,35.806,-1.651,1.39743
96.100000,35.811,-1.648,1.39742
96.101000,35.820,-1.659,1.39728
96.102000,35.823,-1.658,1.39725
96.103000,35.825,-1.657,1.39706
96.104000,35.828,-1.656,1.39709
96.105000,35.830,-1.655,1.39709
96.106000,35.839,-1.666,1.39700
96.107000,35.842,-1.665,1.39704
96.108000,35.845,-1.664,1.39696
96.109000,35.847,-1.662,1.39707
96.110000,35.856,-1.673,1.39702
96.111000,35.859,-1.672,1.39716
96.112000,35.862,-1.671,1.39717
96.113000,35.864,-1.670,1.39720
96.114000,35.867,-1.669,1.39719
96.116000,35.878,-1.679,1.39694
96.118000,35.884,-1.676,1.39696
96.119000,35.886,-1.675,1.39687
96.120000,35.889,-1.674,1.39699
96.121000,35.898,-1.685,1.39695
96.122000,35.900,-1.684,1.39690
96.123000,35.903,-1.683,1.39692
96.124000,35.906,-1.682,1.39688
96.125000,35.908,-1.680,1.39696
96.126000,35.917,-1.691,1.39697
96.127000,35.920,-1.690,1.39695
96.128000,35.922,-1.689,1.39685
96.129000,35.925,-1.688,1.39689
96.130000,35.927,-1.687,1.39682
96.131000,35.937,-1.698,1.39674
96.132000,35.939,-1.697,1.39672
96.134000,35.944,-1.694,1.39648
96.135000,35.953,-1.705,1.39645
96.136000,35.956,-1.704,1.39640
96.137000,35.958,-1.703,1.39643
96.138000,35.961,-1.702,1.39638
96.139000,35.964,-1.701,1.39639
96.140000,35.966,-1.700,1.39641
96.141000,35.975,-1.710,1.39635
96.142000,35.978,-1.709,1.39617
