t,ex,ey,eyaw
23.926000,-0.053,0.002,0.00228
24.069000,-0.054,0.002,-0.00029
24.219000,-0.054,0.002,-0.00151
24.361000,-0.054,0.002,-0.00225
24.514000,-0.055,0.002,-0.00200
24.639000,-0.055,0.002,-0.00135
24.780000,-0.055,0.002,-0.00249
24.944000,-0.056,0.002,-0.00097
25.079000,-0.056,0.002,0.00090
25.238000,-0.056,0.002,0.00277
25.391000,-0.057,0.002,0.00144
25.551000,-0.057,0.002,0.00076
25.692000,-0.057,0.002,0.00142
25.840000,-0.058,0.002,0.00012
25.988000,-0.058,0.002,-0.00219
26.126000,-0.059,0.002,-0.00416
26.271000,-0.059,0.002,-0.00600
26.405000,-0.059,0.002,-0.00108
26.550000,-0.060,0.002,-0.00039
26.696000,-0.060,0.002,0.00004
26.848000,-0.060,0.002,-0.00100
27.004000,-0.061,0.002,0.00067
27.150000,-0.061,0.002,0.00173
27.296000,-0.061,0.002,0.00232
27.458000,-0.062,0.002,0.00223
27.607000,-0.062,0.002,0.00570
27.788000,-0.062,0.002,0.00519
27.933000,-0.063,0.002,0.00346
28.108000,-0.063,0.002,0.00597
28.274000,-0.063,0.002,0.00590
28.407000,-0.064,0.002,0.00733
28.559000,-0.064,0.002,0.00769
28.702000,-0.064,0.002,0.00792
28.833000,-0.065,0.002,0.00862
28.978000,-0.065,0.002,0.01082
29.123000,-0.065,0.002,0.01215
29.280000,-0.066,0.002,0.01456
29.430000,-0.066,0.002,0.01678
29.583000,-0.066,0.002,0.01798
29.736000,-0.067,0.002,0.01580
29.894000,-0.067,0.002,0.01478
30.031000,-0.067,0.002,0.01509
30.174000,-0.068,0.002,0.01647
30.324000,-0.068,0.002,0.01836
30.489000,-0.068,0.002,0.01651
30.629000,-0.069,0.002,0.01750
30.786000,-0.069,0.002,0.01736
30.924000,-0.070,0.002,0.01741
31.071000,-0.070,0.002,0.01966
31.217000,-0.070,0.002,0.02012
31.350000,-0.071,0.002,0.02224
31.514000,-0.071,0.002,0.02156
31.670000,-0.071,0.002,0.02120
31.818000,-0.072,0.002,0.01893
31.972000,-0.072,0.002,0.01719
32.121000,-0.072,0.002,0.01584
32.284000,-0.073,0.002,0.01762
32.426000,-0.073,0.002,0.01878
32.575000,-0.073,0.002,0.02291
32.710000,-0.074,0.002,0.02249
32.867000,-0.074,0.002,0.02180
33.015000,-0.075,0.002,0.02292
33.143000,-0.075,0.002,0.02351
33.294000,-0.075,0.002,0.02527
33.436000,-0.076,0.002,0.02307
33.585000,-0.076,0.002,0.02370
33.726000,-0.076,0.002,0.02280
33.888000,-0.077,0.002,0.02484
34.042000,-0.077,0.002,0.02705
34.204000,-0.077,0.002,0.02864
34.362000,-0.078,0.002,0.02871
34.506000,-0.078,0.002,0.02871
34.644000,-0.078,0.002,0.03064
34.796000,-0.079,0.002,0.03028
34.939000,-0.079,0.002,0.03131
35.093000,-0.079,0.002,0.02989
35.241000,-0.080,0.002,0.02979
35.390000,-0.080,0.002,0.03251
35.553000,-0.080,0.002,0.03300
35.701000,-0.081,0.002,0.03348
35.841000,-0.081,0.002,0.02995
35.980000,-0.081,0.002,0.03093
36.142000,-0.082,0.002,0.03396
36.291000,-0.082,0.002,0.03515
36.456000,-0.082,0.002,0.03355
36.615000,-0.083,0.002,0.03584
36.764000,-0.083,0.002,0.03596
36.918000,-0.083,0.002,0.03486
37.065000,-0.084,0.002,0.03551
37.204000,-0.084,0.002,0.03695
37.380000,-0.084,0.002,0.03500
37.531000,-0.085,0.002,0.03290
37.700000,-0.085,0.002,0.03492
37.850000,-0.085,0.002,0.03525
37.986000,-0.086,0.002,0.03302
38.163000,-0.086,0.002,0.03306
38.334000,-0.086,0.002,0.03216
38.481000,-0.087,0.002,0.03308
38.628000,-0.087,0.003,0.03435
38.783000,-0.087,0.003,0.03618
38.934000,-0.088,0.003,0.03608
39.095000,-0.088,0.003,0.03586
39.238000,-0.088,0.003,0.03328
39.405000,-0.089,0.003,0.03050
39.565000,-0.089,0.003,0.03212
39.726000,-0.089,0.003,0.03086
39.875000,-0.090,0.003,0.03055
40.028000,-0.090,0.003,0.02927
40.169000,-0.090,0.003,0.02863
40.309000,-0.091,0.003,0.02852
40.465000,-0.091,0.003,0.02709
40.613000,-0.091,0.003,0.02463
40.772000,-0.092,0.003,0.02532
40.899000,-0.092,0.003,0.02598
41.047000,-0.092,0.003,0.02604
41.195000,-0.093,0.003,0.02554
41.343000,-0.093,0.003,0.02261
41.499000,-0.093,0.003,0.02509
41.633000,-0.094,0.003,0.02451
41.785000,-0.094,0.003,0.02350
41.938000,-0.094,0.003,0.02132
42.078000,-0.095,0.003,0.02260
42.215000,-0.095,0.003,0.02224
42.360000,-0.095,0.003,0.02088
42.520000,-0.096,0.003,0.02097
42.672000,-0.096,0.003,0.01999
42.828000,-0.096,0.003,0.02016
43.028000,-0.097,0.003,0.02006
43.187000,-0.097,0.003,0.02107
43.370000,-0.098,0.003,0.02164
43.530000,-0.098,0.003,0.02007
43.759000,-0.098,0.003,0.01976
43.941000,-0.099,0.003,0.01997
44.109000,-0.099,0.003,0.01956
44.285000,-0.099,0.003,0.01739
44.474000,-0.100,0.003,0.01729
44.663000,-0.100,0.003,0.01595
44.846000,-0.100,0.003,0.01502
44.993000,-0.101,0.003,0.01298
45.152000,-0.101,0.003,0.01287
45.325000,-0.101,0.003,0.00606
45.487000,-0.102,0.003,0.00600
45.647000,-0.102,0.003,0.00531
45.822000,-0.102,0.003,0.00462
45.993000,-0.103,0.003,0.00487
46.154000,-0.103,0.003,0.00459
46.310000,-0.103,0.003,0.00543
46.464000,-0.104,0.003,0.00543
46.624000,-0.104,0.003,0.00678
46.780000,-0.104,0.003,0.00473
46.956000,-0.105,0.003,0.00713
47.113000,-0.105,0.003,0.00671
47.279000,-0.105,0.003,0.00838
47.453000,-0.106,0.003,0.00625
47.621000,-0.106,0.003,0.00785
47.763000,-0.106,0.003,0.00443
47.919000,-0.107,0.003,0.00432
48.076000,-0.107,0.003,0.00516
48.235000,-0.107,0.003,0.00404
48.380000,-0.108,0.003,0.00219
48.565000,-0.108,0.003,0.00347
48.720000,-0.108,0.003,0.00493
48.880000,-0.109,0.003,0.00542
49.044000,-0.109,0.003,0.00277
49.208000,-0.109,0.003,0.00312
49.369000,-0.110,0.003,0.00306
49.529000,-0.110,0.003,0.00315
49.711000,-0.110,0.003,0.00760
49.894000,-0.110,0.003,0.00863
50.031000,-0.111,0.003,0.00829
50.181000,-0.111,0.003,0.00850
50.336000,-0.111,0.003,0.00652
50.497000,-0.112,0.003,0.00891
50.652000,-0.112,0.003,0.01194
50.822000,-0.112,0.003,0.01086
50.996000,-0.113,0.003,0.00984
51.144000,-0.113,0.003,0.00980
51.286000,-0.113,0.003,0.01040
51.434000,-0.114,0.003,0.01094
51.591000,-0.114,0.003,0.01109
51.743000,-0.114,0.003,0.01125
51.912000,-0.115,0.003,0.00732
52.084000,-0.115,0.003,0.00555
52.258000,-0.115,0.003,0.00581
52.408000,-0.114,0.003,0.00769
52.564000,-0.105,0.003,0.00766
52.735000,-0.086,0.003,0.00953
52.892000,-0.056,0.003,0.01145
53.037000,-0.019,0.003,0.01069
53.194000,0.033,0.003,0.00917
53.351000,0.093,0.003,0.00722
53.518000,0.169,0.003,0.00804
53.693000,0.263,0.003,0.01016
53.862000,0.367,0.003,0.01188
54.009000,0.467,0.003,0.01137
54.167000,0.582,0.003,0.01378
54.338000,0.721,0.004,0.01774
54.485000,0.847,0.004,0.01807
54.629000,0.982,0.004,0.01616
54.774000,1.126,0.004,0.01387
54.912000,1.273,0.005,0.01754
55.083000,1.468,0.005,0.01592
55.216000,1.627,0.005,0.01863
55.356000,1.792,0.006,0.01729
55.499000,1.981,0.006,0.01415
55.642000,2.179,0.006,0.01603
55.777000,2.369,0.007,0.01617
55.936000,2.601,0.007,0.01612
56.094000,2.853,0.007,0.01709
56.260000,3.125,0.008,0.01772
56.415000,3.389,0.008,0.01652
56.566000,3.653,0.009,0.01719
56.714000,3.915,0.009,0.01684
56.856000,4.196,0.009,0.01572
56.968000,4.386,0.010,0.01284
57.091000,4.627,0.010,0.01200
57.303000,5.088,0.010,0.01340
57.531000,5.595,0.011,0.01449
57.633000,5.810,0.011,0.01399
57.738000,6.017,0.012,0.01468
57.812000,6.175,0.012,0.01661
57.903000,6.348,0.013,0.01564
57.980000,6.511,0.013,0.01320
58.060000,6.675,0.013,0.01322
58.145000,6.855,0.014,0.01346
58.237000,7.053,0.014,0.01123
58.320000,7.239,0.014,0.01294
58.426000,7.486,0.015,0.01290
58.524000,7.707,0.015,0.01089
58.631000,7.977,0.015,0.00925
58.742000,8.251,0.015,0.00779
58.846000,8.531,0.015,0.00658
58.932000,8.736,0.015,0.00469
59.091000,9.169,0.015,0.00098
59.200000,9.463,0.014,0.00048
59.305000,9.744,0.014,0.00060
59.395000,9.978,0.013,-0.00034
59.504000,10.267,0.013,0.00282
59.609000,10.560,0.013,0.00272
59.717000,10.892,0.013,0.00210
59.847000,11.283,0.012,0.00186
59.990000,11.717,0.012,0.00285
60.141000,12.214,0.012,0.00380
60.290000,12.682,0.011,0.00320
60.436000,13.158,0.011,0.00297
60.601000,13.720,0.011,0.00298
60.765000,14.292,0.011,0.00394
60.922000,14.834,0.010,0.00173
61.073000,15.365,0.010,0.00212
61.218000,15.903,0.010,0.00337
61.365000,16.429,0.010,0.00708
61.501000,16.919,0.010,0.00709
61.627000,17.395,0.010,0.00694
61.740000,17.787,0.010,0.00767
61.830000,18.095,0.010,0.00614
61.924000,18.428,0.010,0.00478
62.011000,18.742,0.009,0.00514
62.102000,19.035,0.009,0.00458
62.196000,19.376,0.009,0.00664
62.282000,19.674,0.009,0.00658
62.367000,19.974,0.007,0.00357
62.442000,20.252,-0.014,-0.02098
62.527000,20.528,-0.063,-0.06737
62.589000,20.730,-0.131,-0.12066
62.653000,20.902,-0.221,-0.18066
62.699000,21.042,-0.328,-0.25112
62.774000,21.203,-0.491,-0.35195
62.829000,21.302,-0.656,-0.44793
62.901000,21.427,-0.926,-0.59948
62.970000,21.488,-1.209,-0.74105
63.056000,21.515,-1.612,-0.93883
63.156000,21.444,-2.060,-1.15027
63.249000,21.261,-2.503,-1.36514
63.319000,21.041,-2.779,-1.50266
63.430000,20.607,-3.231,-1.76767
63.533000,20.109,-3.527,-1.99721
63.636000,19.509,-3.720,-2.23877
63.751000,18.806,-3.770,-2.50571
63.861000,18.121,-3.644,-2.76097
63.939000,17.620,-3.431,-2.93745
64.029000,17.115,-3.098,-3.14102
64.135000,16.648,-2.629,2.91054
64.240000,16.284,-2.045,2.66645
64.365000,16.057,-1.262,2.36160
64.505000,16.087,-0.410,2.03330
64.611000,16.266,0.201,1.79220
64.704000,16.536,0.691,1.57432
64.808000,16.947,1.118,1.33657
64.919000,17.461,1.416,1.08606
65.002000,17.843,1.555,0.90900
65.080000,18.201,1.609,0.74693
65.143000,18.494,1.607,0.60633
65.179000,18.617,1.627,0.54423
65.216000,18.760,1.619,0.47004
65.263000,18.940,1.558,0.37079
65.319000,19.120,1.450,0.25573
65.387000,19.304,1.267,0.11901
65.458000,19.454,1.026,-0.03279
65.543000,19.568,0.645,-0.23462
65.633000,19.573,0.243,-0.43703
65.724000,19.465,-0.157,-0.63850
65.825000,19.221,-0.578,-0.86239
65.940000,18.796,-0.991,-1.12348
66.046000,18.291,-1.242,-1.36121
66.142000,17.739,-1.350,-1.58400
66.259000,17.066,-1.319,-1.84763
66.370000,16.427,-1.109,-2.09924
66.460000,15.938,-0.793,-2.30217
66.553000,15.469,-0.337,-2.52801
66.686000,15.031,0.344,-2.81688
66.822000,14.783,1.186,-3.13090
66.948000,14.788,2.036,2.85199
67.074000,15.018,2.819,2.55982
67.169000,15.326,3.374,2.34722
67.276000,15.780,3.875,2.10888
67.393000,16.377,4.261,1.84584
67.496000,17.000,4.466,1.59352
67.571000,17.406,4.549,1.44270
67.620000,17.721,4.590,1.32970
67.665000,17.975,4.612,1.24223
67.704000,18.171,4.637,1.18175
67.738000,18.361,4.645,1.11932
67.790000,18.610,4.583,1.02066
67.839000,18.857,4.472,0.90869
67.898000,19.074,4.332,0.79473
67.965000,19.281,4.116,0.65782
68.056000,19.466,3.736,0.45536
68.154000,19.537,3.276,0.23154
68.252000,19.478,2.851,0.01627
68.352000,19.269,2.416,-0.22206
68.454000,18.952,2.083,-0.44564
68.564000,18.490,1.825,-0.69504
68.677000,17.924,1.714,-0.95649
68.802000,17.268,1.793,-1.24439
68.915000,16.721,2.054,-1.49263
69.019000,16.244,2.472,-1.74407
69.132000,15.893,3.000,-1.98075
69.259000,15.624,3.752,-2.28008
69.373000,15.586,4.490,-2.54286
69.486000,15.732,5.200,-2.79150
69.599000,16.060,5.890,-3.05693
69.683000,16.427,6.360,3.03967
69.781000,16.920,6.788,2.82770
69.906000,17.647,7.157,2.53941
70.001000,18.290,7.312,2.31415
70.068000,18.740,7.363,2.17712
70.134000,19.183,7.352,2.03798
70.170000,19.481,7.345,1.96314
70.210000,19.747,7.328,1.90121
70.251000,20.029,7.278,1.82615
70.309000,20.384,7.131,1.69914
70.369000,20.723,6.920,1.56277
70.433000,21.002,6.697,1.43687
70.513000,21.274,6.339,1.26014
70.610000,21.466,5.866,1.04637
70.696000,21.540,5.440,0.85770
70.798000,21.471,4.923,0.61811
70.901000,21.261,4.467,0.38061
71.012000,20.929,4.107,0.14071
71.121000,20.481,3.862,-0.11034
71.219000,20.032,3.781,-0.33652
71.314000,19.598,3.835,-0.55242
71.413000,19.157,4.024,-0.78379
71.513000,18.794,4.325,-0.99804
71.628000,18.435,4.817,-1.26077
71.744000,18.218,5.446,-1.53762
71.869000,18.193,6.142,-1.81552
71.989000,18.389,6.901,-2.11571
72.102000,18.737,7.472,-2.35386
72.196000,19.180,7.918,-2.56507
72.296000,19.764,8.301,-2.80168
72.402000,20.427,8.546,-3.04014
72.500000,21.074,8.636,3.03058
72.573000,21.585,8.619,2.88345
72.632000,22.032,8.549,2.75714
72.661000,22.333,8.484,2.69480
72.699000,22.653,8.387,2.61683
72.740000,22.939,8.283,2.55915
72.795000,23.303,8.088,2.44737
72.842000,23.620,7.879,2.34922
72.908000,23.957,7.572,2.21294
72.963000,24.231,7.256,2.08628
73.041000,24.479,6.833,1.92593
73.129000,24.649,6.360,1.75041
73.211000,24.722,5.855,1.55988
73.300000,24.683,5.339,1.36476
73.391000,24.520,4.843,1.14992
73.489000,24.254,4.422,0.93679
73.583000,23.905,4.098,0.72696
73.678000,23.500,3.888,0.51475
73.812000,22.841,3.819,0.19887
73.915000,22.397,3.920,-0.02599
74.009000,22.028,4.134,-0.23863
74.107000,21.733,4.450,-0.44979
74.221000,21.485,4.949,-0.71346
74.331000,21.406,5.523,-0.97527
74.443000,21.504,6.062,-1.21261
74.544000,21.756,6.578,-1.45004
74.626000,22.067,6.917,-1.62570
74.723000,22.515,7.261,-1.83983
74.820000,23.072,7.520,-2.06496
74.931000,23.750,7.665,-2.31658
75.030000,24.405,7.641,-2.54274
75.090000,24.831,7.529,-2.66570
75.141000,25.164,7.390,-2.75373
75.170000,25.455,7.255,-2.81481
75.210000,25.721,7.067,-2.89240
75.261000,26.042,6.836,-2.99291
75.319000,26.382,6.533,-3.11761
75.380000,26.683,6.192,3.04153
75.443000,26.956,5.793,2.90383
75.514000,27.182,5.336,2.75265
75.593000,27.346,4.800,2.57978
75.678000,27.414,4.223,2.39071
75.773000,27.369,3.628,2.19143
75.856000,27.226,3.093,2.00431
75.952000,26.953,2.568,1.79298
76.052000,26.562,2.117,1.56814
76.141000,26.122,1.795,1.35696
76.245000,25.613,1.592,1.13211
76.353000,25.038,1.542,0.88451
76.445000,24.625,1.594,0.69817
76.532000,24.231,1.756,0.49909
76.637000,23.852,2.074,0.26048
76.751000,23.576,2.539,-0.00286
76.876000,23.470,3.125,-0.29230
77.000000,23.583,3.720,-0.57994
77.111000,23.860,4.183,-0.83084
77.190000,24.160,4.434,-1.00488
77.283000,24.570,4.655,-1.20468
77.390000,25.149,4.819,-1.45235
77.480000,25.666,4.811,-1.65230
77.553000,26.106,4.698,-1.81534
77.619000,26.480,4.519,-1.95171
77.672000,26.757,4.316,-2.05036
77.708000,26.967,4.107,-2.12499
77.740000,27.117,3.908,-2.17645
77.801000,27.390,3.591,-2.30102
77.852000,27.608,3.258,-2.41422
77.903000,27.775,2.919,-2.51272
77.962000,27.923,2.536,-2.62661
78.027000,28.054,2.051,-2.77570
78.125000,28.126,1.406,-2.98740
78.220000,28.066,0.755,3.08507
78.315000,27.878,0.130,2.87215
78.417000,27.552,-0.464,2.64847
78.515000,27.090,-0.984,2.41096
78.603000,26.639,-1.333,2.22060
78.701000,26.089,-1.597,2.00586
78.813000,25.429,-1.727,1.75201
78.927000,24.757,-1.674,1.48986
79.024000,24.222,-1.500,1.26055
79.130000,23.752,-1.188,1.02097
79.247000,23.382,-0.725,0.75928
79.373000,23.177,-0.107,0.45924
79.511000,23.217,0.551,0.14502
79.609000,23.391,0.971,-0.07680
79.695000,23.625,1.257,-0.26585
79.806000,24.052,1.553,-0.51512
79.914000,24.564,1.702,-0.76481
80.017000,25.062,1.687,-0.99078
80.075000,25.336,1.574,-1.11202
80.134000,25.600,1.412,-1.23784
80.182000,25.769,1.237,-1.32439
80.223000,25.900,1.051,-1.39826
80.251000,25.995,0.863,-1.46269
80.298000,26.099,0.644,-1.53569
80.350000,26.246,0.349,-1.64822
80.405000,26.375,0.002,-1.77696
80.485000,26.495,-0.449,-1.94107
80.569000,26.552,-0.986,-2.13079
80.661000,26.505,-1.569,-2.33304
80.752000,26.333,-2.172,-2.54460
80.851000,26.036,-2.739,-2.75888
80.958000,25.585,-3.283,-2.99787
81.062000,25.021,-3.715,3.04590
81.167000,24.376,-4.009,2.80438
81.288000,23.603,-4.149,2.52846
81.420000,22.754,-4.052,2.21667
81.527000,22.130,-3.819,1.97674
81.633000,21.599,-3.458,1.73886
81.753000,21.145,-2.890,1.45261
81.884000,20.897,-2.212,1.15261
82.011000,20.888,-1.525,0.85228
82.121000,21.012,-1.046,0.62781
82.212000,21.237,-0.659,0.41090
82.321000,21.626,-0.316,0.15921
82.432000,22.127,-0.114,-0.10215
82.518000,22.468,-0.088,-0.27905
82.588000,22.755,-0.141,-0.42907
82.649000,23.004,-0.251,-0.56741
82.681000,23.053,-0.332,-0.61760
82.721000,23.146,-0.448,-0.69291
82.765000,23.228,-0.582,-0.76828
82.812000,23.363,-0.787,-0.88119
82.864000,23.449,-1.000,-0.97950
82.923000,23.539,-1.281,-1.10430
82.991000,23.597,-1.613,-1.24236
83.074000,23.623,-2.077,-1.42987
83.177000,23.542,-2.670,-1.66728
83.286000,23.314,-3.223,-1.89246
83.388000,22.936,-3.750,-2.13105
83.492000,22.407,-4.206,-2.38097
83.600000,21.793,-4.516,-2.62035
83.687000,21.195,-4.665,-2.81922
83.826000,20.318,-4.681,-3.13474
83.937000,19.602,-4.497,2.89883
84.037000,18.999,-4.187,2.67527
84.151000,18.432,-3.694,2.40970
84.271000,18.006,-3.060,2.13253
84.385000,17.777,-2.385,1.86953
84.536000,17.792,-1.510,1.51483
84.634000,17.921,-0.987,1.30041
84.746000,18.266,-0.436,1.02527
84.844000,18.639,-0.085,0.79892
84.954000,19.102,0.144,0.56006
85.052000,19.566,0.225,0.33421
85.118000,19.830,0.221,0.19867
85.173000,20.002,0.192,0.09950
85.210000,20.112,0.158,0.02541
85.244000,20.190,0.121,-0.03476
85.302000,20.350,0.002,-0.14449
85.352000,20.484,-0.147,-0.25505
85.417000,20.621,-0.371,-0.39285
85.472000,20.685,-0.574,-0.50570
85.569000,20.764,-0.985,-0.70536
85.660000,20.732,-1.448,-0.91852
85.751000,20.581,-1.879,-1.11813
85.850000,20.294,-2.331,-1.34143
85.948000,19.883,-2.714,-1.56871
86.057000,19.346,-3.013,-1.80836
86.163000,18.700,-3.186,-2.05726
86.280000,17.980,-3.193,-2.32022
86.385000,17.317,-3.025,-2.55578
86.484000,16.747,-2.732,-2.76772
86.598000,16.139,-2.225,-3.04445
86.698000,15.735,-1.676,3.01151
86.813000,15.436,-0.972,2.75161
86.948000,15.330,-0.139,2.45107
87.062000,15.431,0.593,2.18949
87.153000,15.638,1.164,1.97722
87.252000,15.975,1.680,1.75292
87.370000,16.483,2.123,1.49127
87.485000,17.096,2.397,1.21435
87.567000,17.478,2.506,1.05342
87.621000,17.746,2.564,0.93938
87.680000,18.033,2.571,0.81332
87.718000,18.205,2.586,0.74037
87.756000,18.345,2.596,0.68054
87.809000,18.546,2.539,0.58023
87.869000,18.785,2.392,0.44204
87.930000,18.981,2.206,0.30583
88.008000,19.149,1.936,0.14182
88.085000,19.246,1.637,-0.02157
88.178000,19.264,1.240,-0.22624
88.269000,19.170,0.847,-0.42531
88.370000,18.925,0.412,-0.66155
88.480000,18.528,0.037,-0.91104
88.585000,18.041,-0.200,-1.14563
88.699000,17.427,-0.311,-1.40928
88.820000,16.749,-0.235,-1.68678
88.934000,16.119,0.033,-1.95052
89.048000,15.584,0.457,-2.20085
89.161000,15.141,1.040,-2.46526
89.284000,14.835,1.787,-2.75569
89.400000,14.743,2.544,-3.02032
89.531000,14.865,3.386,2.96246
89.644000,15.170,4.086,2.69862
89.739000,15.547,4.606,2.48250
89.841000,16.037,5.043,2.25188
89.963000,16.737,5.384,1.96568
90.066000,17.364,5.518,1.72638
90.131000,17.736,5.571,1.60391
90.190000,18.098,5.573,1.47922
90.234000,18.369,5.569,1.39056
90.271000,18.582,5.571,1.32830
90.323000,18.875,5.483,1.21625
90.367000,19.104,5.405,1.12859
90.443000,19.408,5.164,0.96595
90.514000,19.635,4.907,0.81523
90.601000,19.814,4.538,0.62616
90.702000,19.887,4.068,0.40180
90.810000,19.800,3.557,0.15123
90.927000,19.539,3.085,-0.11077
91.039000,19.132,2.728,-0.37311
91.148000,18.673,2.540,-0.61115
91.263000,18.076,2.492,-0.88727
91.373000,17.526,2.634,-1.13667
91.490000,16.992,2.954,-1.39922
91.599000,16.572,3.416,-1.64885
91.705000,16.276,3.997,-1.89897
91.842000,16.110,4.770,-2.19701
91.972000,16.187,5.606,-2.51104
92.099000,16.492,6.340,-2.80054
92.192000,16.877,6.845,-3.01584
