t,x,y,yaw,v
2.060000,-0.001,0.004,0.00052,0.004
2.506000,-0.000,0.004,0.00147,0.016
3.000000,0.000,0.004,0.00081,0.018
3.538000,0.007,-0.002,0.00090,0.016
3.702000,0.007,-0.002,0.00026,0.017
3.860000,0.007,-0.002,-0.00195,0.018
4.058000,0.008,-0.002,-0.00072,0.018
4.246000,0.008,-0.002,0.00241,0.017
4.428000,0.009,-0.002,0.00069,0.019
4.596000,0.009,-0.002,0.00169,0.016
4.770000,0.009,-0.002,0.00085,0.015
4.930000,0.010,-0.002,0.00350,0.017
5.093000,0.010,-0.002,0.00477,0.018
5.245000,0.010,-0.002,0.00416,0.017
5.394000,0.011,-0.002,0.00626,0.018
5.529000,0.011,-0.002,0.00683,0.015
5.697000,0.011,-0.002,0.00905,0.018
5.848000,0.012,-0.002,0.01030,0.020
5.992000,0.012,-0.002,0.00923,0.014
6.136000,0.012,-0.002,0.00922,0.017
6.292000,0.013,-0.002,0.00702,0.015
6.444000,0.013,-0.002,0.00772,0.017
6.589000,0.013,-0.002,0.01337,0.020
6.747000,0.014,-0.002,0.01335,0.017
6.890000,0.014,-0.002,0.01178,0.017
7.051000,0.014,-0.002,0.01203,0.016
7.191000,0.015,-0.002,0.01010,0.018
7.344000,0.015,-0.002,0.01286,0.017
7.494000,0.015,-0.002,0.01262,0.019
7.627000,0.016,-0.002,0.01150,0.016
7.750000,0.016,-0.002,0.01093,0.015
7.899000,0.016,-0.002,0.01017,0.017
8.048000,0.017,-0.002,0.01022,0.018
8.188000,0.017,-0.002,0.00797,0.020
8.333000,0.017,-0.002,0.00941,0.017
8.481000,0.018,-0.002,0.01022,0.016
8.628000,0.018,-0.002,0.00836,0.014
8.794000,0.018,-0.002,0.00758,0.016
8.946000,0.019,-0.002,0.00733,0.018
9.091000,0.019,-0.002,0.00619,0.018
9.230000,0.019,-0.002,0.00259,0.019
9.376000,0.020,-0.002,0.00385,0.016
9.524000,0.020,-0.002,0.00405,0.020
9.700000,0.021,-0.002,0.00643,0.017
9.846000,0.021,-0.002,0.00507,0.018
10.000000,0.021,-0.002,0.00717,0.016
10.161000,0.022,-0.002,0.00673,0.018
10.306000,0.022,-0.002,0.00715,0.018
10.462000,0.022,-0.002,0.00907,0.018
10.590000,0.023,-0.002,0.00712,0.017
10.736000,0.023,-0.002,0.00803,0.018
10.883000,0.023,-0.002,0.00812,0.017
11.034000,0.024,-0.002,0.00669,0.016
11.190000,0.024,-0.002,0.00498,0.018
11.336000,0.024,-0.002,0.00305,0.015
11.476000,0.025,-0.002,0.00327,0.018
11.625000,0.025,-0.002,0.00396,0.019
11.769000,0.025,-0.002,0.00291,0.017
11.915000,0.026,-0.002,0.00361,0.017
12.041000,0.026,-0.002,0.00307,0.019
12.195000,0.027,-0.002,0.00380,0.019
12.346000,0.027,-0.002,0.00402,0.015
12.485000,0.027,-0.002,0.00426,0.017
12.648000,0.027,-0.002,0.00272,0.013
12.802000,0.028,-0.002,0.00387,0.018
12.952000,0.028,-0.002,0.00296,0.018
13.076000,0.028,-0.002,0.00278,0.016
13.230000,0.029,-0.002,0.00169,0.017
13.376000,0.029,-0.002,0.00542,0.018
13.529000,0.029,-0.002,0.00460,0.017
13.665000,0.030,-0.002,0.00572,0.018
13.806000,0.030,-0.002,0.00439,0.017
13.968000,0.031,-0.002,0.00639,0.017
14.105000,0.031,-0.002,0.00490,0.016
14.241000,0.031,-0.002,0.00289,0.017
14.385000,0.032,-0.002,0.00308,0.016
14.529000,0.032,-0.002,0.00160,0.015
14.711000,0.032,-0.002,0.00343,0.016
14.891000,0.032,-0.002,0.00167,0.016
15.044000,0.033,-0.002,0.00290,0.014
15.195000,0.033,-0.002,0.00251,0.017
15.334000,0.034,-0.002,0.00329,0.021
15.485000,0.034,-0.002,0.00200,0.018
15.623000,0.034,-0.002,0.00075,0.017
15.750000,0.035,-0.002,0.00005,0.016
15.891000,0.035,-0.002,0.00148,0.021
16.033000,0.035,-0.002,0.00163,0.017
16.169000,0.036,-0.002,0.00092,0.016
16.326000,0.036,-0.002,0.00287,0.015
16.471000,0.036,-0.002,0.00260,0.018
16.625000,0.037,-0.002,0.00330,0.017
16.783000,0.037,-0.002,0.00588,0.018
16.931000,0.037,-0.002,0.00615,0.016
17.079000,0.038,-0.002,0.00693,0.019
17.222000,0.038,-0.002,0.00667,0.018
17.372000,0.038,-0.002,0.00545,0.016
17.530000,0.039,-0.002,0.00723,0.017
17.662000,0.039,-0.002,0.00881,0.018
17.829000,0.039,-0.002,0.00793,0.019
17.971000,0.040,-0.002,0.00657,0.016
18.111000,0.040,-0.002,0.00717,0.017
18.269000,0.040,-0.002,0.00542,0.018
18.436000,0.041,-0.002,0.00562,0.015
18.582000,0.041,-0.002,0.00643,0.014
18.725000,0.041,-0.002,0.00729,0.017
18.868000,0.042,-0.002,0.00599,0.018
19.016000,0.042,-0.002,0.00279,0.018
19.174000,0.042,-0.002,0.00225,0.015
19.317000,0.043,-0.002,0.00410,0.017
19.462000,0.043,-0.002,0.00467,0.014
19.605000,0.043,-0.002,0.00583,0.016
19.771000,0.044,-0.002,0.00534,0.020
19.906000,0.044,-0.002,0.00304,0.020
20.053000,0.045,-0.002,0.00320,0.018
20.204000,0.045,-0.002,0.00298,0.019
20.360000,0.045,-0.002,0.00130,0.019
20.509000,0.046,-0.002,0.00249,0.018
20.647000,0.046,-0.002,0.00376,0.016
20.816000,0.046,-0.002,0.00135,0.019
20.952000,0.047,-0.002,0.00181,0.016
21.115000,0.047,-0.002,0.00166,0.018
21.254000,0.047,-0.002,-0.00086,0.016
21.415000,0.048,-0.002,-0.00189,0.015
21.540000,0.048,-0.002,-0.00295,0.018
21.690000,0.048,-0.002,-0.00486,0.017
21.837000,0.049,-0.002,-0.00387,0.019
21.982000,0.049,-0.002,-0.00445,0.015
22.121000,0.049,-0.002,-0.00410,0.016
22.275000,0.050,-0.002,-0.00576,0.013
22.420000,0.050,-0.002,-0.00377,0.017
22.570000,0.050,-0.002,-0.00506,0.019
22.728000,0.051,-0.002,-0.00518,0.016
22.876000,0.051,-0.002,-0.00100,0.017
23.017000,0.051,-0.002,-0.00194,0.018
23.193000,0.052,-0.002,-0.00301,0.017
23.329000,0.052,-0.002,-0.00223,0.017
23.474000,0.052,-0.002,-0.00134,0.018
23.633000,0.053,-0.002,-0.00261,0.017
23.763000,0.053,-0.002,-0.00099,0.016
23.926000,0.053,-0.002,-0.00228,0.017
24.069000,0.054,-0.002,0.00029,0.019
24.219000,0.054,-0.002,0.00151,0.015
24.361000,0.054,-0.002,0.00225,0.015
24.514000,0.055,-0.002,0.00200,0.020
24.639000,0.055,-0.002,0.00135,0.016
24.780000,0.055,-0.002,0.00249,0.016
24.944000,0.056,-0.002,0.00097,0.019
25.079000,0.056,-0.002,-0.00090,0.019
25.238000,0.056,-0.002,-0.00277,0.016
25.391000,0.057,-0.002,-0.00144,0.016
25.551000,0.057,-0.002,-0.00076,0.017
25.692000,0.057,-0.002,-0.00142,0.016
25.840000,0.058,-0.002,-0.00012,0.018
25.988000,0.058,-0.002,0.00219,0.018
26.126000,0.059,-0.002,0.00416,0.018
26.271000,0.059,-0.002,0.00600,0.017
26.405000,0.059,-0.002,0.00108,0.020
26.550000,0.060,-0.002,0.00039,0.016
26.696000,0.060,-0.002,-0.00004,0.019
26.848000,0.060,-0.002,0.00100,0.015
27.004000,0.061,-0.002,-0.00067,0.020
27.150000,0.061,-0.002,-0.00173,0.015
27.296000,0.061,-0.002,-0.00232,0.019
27.458000,0.062,-0.002,-0.00223,0.017
27.607000,0.062,-0.002,-0.00570,0.020
27.788000,0.062,-0.002,-0.00519,0.016
27.933000,0.063,-0.002,-0.00346,0.016
28.108000,0.063,-0.002,-0.00597,0.017
28.274000,0.063,-0.002,-0.00590,0.018
28.407000,0.064,-0.002,-0.00733,0.018
28.559000,0.064,-0.002,-0.00769,0.016
28.702000,0.064,-0.002,-0.00792,0.019
28.833000,0.065,-0.002,-0.00862,0.017
28.978000,0.065,-0.002,-0.01082,0.017
29.123000,0.065,-0.002,-0.01215,0.017
29.280000,0.066,-0.002,-0.01456,0.017
29.430000,0.066,-0.002,-0.01678,0.016
29.583000,0.066,-0.002,-0.01798,0.016
29.736000,0.067,-0.002,-0.01580,0.019
29.894000,0.067,-0.002,-0.01478,0.015
30.031000,0.067,-0.002,-0.01509,0.015
30.174000,0.068,-0.002,-0.01647,0.018
30.324000,0.068,-0.002,-0.01836,0.016
30.489000,0.068,-0.002,-0.01651,0.018
30.629000,0.069,-0.002,-0.01750,0.020
30.786000,0.069,-0.002,-0.01736,0.018
30.924000,0.070,-0.002,-0.01741,0.018
31.071000,0.070,-0.002,-0.01966,0.018
31.217000,0.070,-0.002,-0.02012,0.019
31.350000,0.071,-0.002,-0.02224,0.018
31.514000,0.071,-0.002,-0.02156,0.017
31.670000,0.071,-0.002,-0.02120,0.016
31.818000,0.072,-0.002,-0.01893,0.021
31.972000,0.072,-0.002,-0.01719,0.017
32.121000,0.072,-0.002,-0.01584,0.017
32.284000,0.073,-0.002,-0.01762,0.017
32.426000,0.073,-0.002,-0.01878,0.018
32.575000,0.073,-0.002,-0.02291,0.019
32.710000,0.074,-0.002,-0.02249,0.021
32.867000,0.074,-0.002,-0.02180,0.018
33.015000,0.075,-0.002,-0.02292,0.018
33.143000,0.075,-0.002,-0.02351,0.017
33.294000,0.075,-0.002,-0.02527,0.016
33.436000,0.076,-0.002,-0.02307,0.013
33.585000,0.076,-0.002,-0.02370,0.017
33.726000,0.076,-0.002,-0.02280,0.019
33.888000,0.077,-0.002,-0.02484,0.013
34.042000,0.077,-0.002,-0.02705,0.019
34.204000,0.077,-0.002,-0.02864,0.017
34.362000,0.078,-0.002,-0.02871,0.016
34.506000,0.078,-0.002,-0.02871,0.018
34.644000,0.078,-0.002,-0.03064,0.014
34.796000,0.079,-0.002,-0.03028,0.017
34.939000,0.079,-0.002,-0.03131,0.018
35.093000,0.079,-0.002,-0.02989,0.018
35.241000,0.080,-0.002,-0.02979,0.017
35.390000,0.080,-0.002,-0.03251,0.016
35.553000,0.080,-0.002,-0.03300,0.016
35.701000,0.081,-0.002,-0.03348,0.018
35.841000,0.081,-0.002,-0.02995,0.016
35.980000,0.081,-0.002,-0.03093,0.020
36.142000,0.082,-0.002,-0.03396,0.016
36.291000,0.082,-0.002,-0.03515,0.017
36.456000,0.082,-0.002,-0.03355,0.017
36.615000,0.083,-0.002,-0.03584,0.015
36.764000,0.083,-0.002,-0.03596,0.017
36.918000,0.083,-0.002,-0.03486,0.017
37.065000,0.084,-0.002,-0.03551,0.017
37.204000,0.084,-0.002,-0.03695,0.017
37.380000,0.084,-0.002,-0.03500,0.018
37.531000,0.085,-0.002,-0.03290,0.017
37.700000,0.085,-0.002,-0.03492,0.018
37.850000,0.085,-0.002,-0.03525,0.015
37.986000,0.086,-0.002,-0.03302,0.016
38.163000,0.086,-0.002,-0.03306,0.019
38.334000,0.086,-0.002,-0.03216,0.016
38.481000,0.087,-0.002,-0.03308,0.015
38.628000,0.087,-0.003,-0.03435,0.018
38.783000,0.087,-0.003,-0.03618,0.016
38.934000,0.088,-0.003,-0.03608,0.017
39.095000,0.088,-0.003,-0.03586,0.018
39.238000,0.088,-0.003,-0.03328,0.017
39.405000,0.089,-0.003,-0.03050,0.015
39.565000,0.089,-0.003,-0.03212,0.017
39.726000,0.089,-0.003,-0.03086,0.016
39.875000,0.090,-0.003,-0.03055,0.018
40.028000,0.090,-0.003,-0.02927,0.015
40.169000,0.090,-0.003,-0.02863,0.017
40.309000,0.091,-0.003,-0.02852,0.013
40.465000,0.091,-0.003,-0.02709,0.017
40.613000,0.091,-0.003,-0.02463,0.017
40.772000,0.092,-0.003,-0.02532,0.017
40.899000,0.092,-0.003,-0.02598,0.019
41.047000,0.092,-0.003,-0.02604,0.017
41.195000,0.093,-0.003,-0.02554,0.018
41.343000,0.093,-0.003,-0.02261,0.017
41.499000,0.093,-0.003,-0.02509,0.019
41.633000,0.094,-0.003,-0.02451,0.018
41.785000,0.094,-0.003,-0.02350,0.017
41.938000,0.094,-0.003,-0.02132,0.019
42.078000,0.095,-0.003,-0.02260,0.016
42.215000,0.095,-0.003,-0.02224,0.018
42.360000,0.095,-0.003,-0.02088,0.018
42.520000,0.096,-0.003,-0.02097,0.017
42.672000,0.096,-0.003,-0.01999,0.016
42.828000,0.096,-0.003,-0.02016,0.017
43.028000,0.097,-0.003,-0.02006,0.022
43.187000,0.097,-0.003,-0.02107,0.014
43.370000,0.098,-0.003,-0.02164,0.018
43.530000,0.098,-0.003,-0.02007,0.016
43.759000,0.098,-0.003,-0.01976,0.016
43.941000,0.099,-0.003,-0.01997,0.020
44.109000,0.099,-0.003,-0.01956,0.018
44.285000,0.099,-0.003,-0.01739,0.015
44.474000,0.100,-0.003,-0.01729,0.017
44.663000,0.100,-0.003,-0.01595,0.016
44.846000,0.100,-0.003,-0.01502,0.016
44.993000,0.101,-0.003,-0.01298,0.018
45.152000,0.101,-0.003,-0.01287,0.014
45.325000,0.101,-0.003,-0.00606,0.017
45.487000,0.102,-0.003,-0.00600,0.017
45.647000,0.102,-0.003,-0.00531,0.015
45.822000,0.102,-0.003,-0.00462,0.017
45.993000,0.103,-0.003,-0.00487,0.018
46.154000,0.103,-0.003,-0.00459,0.015
46.310000,0.103,-0.003,-0.00543,0.018
46.464000,0.104,-0.003,-0.00543,0.017
46.624000,0.104,-0.003,-0.00678,0.019
46.780000,0.104,-0.003,-0.00473,0.016
46.956000,0.105,-0.003,-0.00713,0.017
47.113000,0.105,-0.003,-0.00671,0.016
47.279000,0.105,-0.003,-0.00838,0.017
47.453000,0.106,-0.003,-0.00625,0.016
47.621000,0.106,-0.003,-0.00785,0.015
47.763000,0.106,-0.003,-0.00443,0.019
47.919000,0.107,-0.003,-0.00432,0.015
48.076000,0.107,-0.003,-0.00516,0.019
48.235000,0.107,-0.003,-0.00404,0.017
48.380000,0.108,-0.003,-0.00219,0.016
48.565000,0.108,-0.003,-0.00347,0.015
48.720000,0.108,-0.003,-0.00493,0.019
48.880000,0.109,-0.003,-0.00542,0.015
49.044000,0.109,-0.003,-0.00277,0.016
49.208000,0.109,-0.003,-0.00312,0.016
49.369000,0.110,-0.003,-0.00306,0.017
49.529000,0.110,-0.003,-0.00315,0.016
49.711000,0.110,-0.003,-0.00760,0.017
49.894000,0.110,-0.003,-0.00863,0.015
50.031000,0.111,-0.003,-0.00829,0.016
50.181000,0.111,-0.003,-0.00850,0.015
50.336000,0.111,-0.003,-0.00652,0.018
50.497000,0.112,-0.003,-0.00891,0.015
50.652000,0.112,-0.003,-0.01194,0.016
50.822000,0.112,-0.003,-0.01086,0.017
50.996000,0.113,-0.003,-0.00984,0.017
51.144000,0.113,-0.003,-0.00980,0.017
51.286000,0.113,-0.003,-0.01040,0.018
51.434000,0.114,-0.003,-0.01094,0.019
51.591000,0.114,-0.003,-0.01109,0.016
51.743000,0.114,-0.003,-0.01125,0.017
51.912000,0.115,-0.003,-0.00732,0.016
52.084000,0.115,-0.003,-0.00555,0.018
52.258000,0.115,-0.003,-0.00581,0.015
52.408000,0.116,-0.003,-0.00769,0.015
52.564000,0.116,-0.003,-0.00766,0.019
52.735000,0.119,-0.003,-0.00953,0.121
52.892000,0.123,-0.003,-0.01145,0.207
53.037000,0.128,-0.003,-0.01069,0.255
53.194000,0.134,-0.003,-0.00917,0.323
53.351000,0.143,-0.003,-0.00722,0.421
53.518000,0.154,-0.003,-0.00804,0.545
53.693000,0.166,-0.003,-0.01016,0.624
53.862000,0.180,-0.003,-0.01188,0.716
54.009000,0.196,-0.003,-0.01137,0.797
54.167000,0.214,-0.003,-0.01378,0.871
54.338000,0.233,-0.004,-0.01774,0.953
54.485000,0.253,-0.004,-0.01807,1.035
54.629000,0.276,-0.004,-0.01616,1.115
54.774000,0.299,-0.004,-0.01387,1.145
54.912000,0.323,-0.005,-0.01754,1.248
55.083000,0.350,-0.005,-0.01592,1.320
55.216000,0.377,-0.005,-0.01863,1.371
55.356000,0.407,-0.006,-0.01729,1.476
55.499000,0.437,-0.006,-0.01415,1.541
55.642000,0.469,-0.006,-0.01603,1.566
55.777000,0.502,-0.007,-0.01617,1.653
55.936000,0.537,-0.007,-0.01612,1.755
56.094000,0.573,-0.007,-0.01709,1.824
56.260000,0.612,-0.008,-0.01772,1.914
56.415000,0.651,-0.008,-0.01652,1.968
56.566000,0.692,-0.009,-0.01719,2.047
56.714000,0.735,-0.009,-0.01684,2.144
56.856000,0.779,-0.009,-0.01572,2.230
56.968000,0.824,-0.010,-0.01284,2.245
57.091000,0.870,-0.010,-0.01200,2.293
57.303000,0.918,-0.010,-0.01340,2.425
57.531000,0.969,-0.011,-0.01449,2.536
57.633000,1.021,-0.011,-0.01399,2.626
57.738000,1.075,-0.012,-0.01468,2.667
57.812000,1.129,-0.012,-0.01661,2.701
57.903000,1.183,-0.013,-0.01564,2.743
57.980000,1.239,-0.013,-0.01320,2.772
58.060000,1.295,-0.013,-0.01322,2.826
58.145000,1.353,-0.014,-0.01346,2.874
58.237000,1.411,-0.014,-0.01123,2.910
58.320000,1.470,-0.014,-0.01294,2.957
58.426000,1.530,-0.015,-0.01290,2.988
58.524000,1.591,-0.015,-0.01089,3.060
58.631000,1.653,-0.015,-0.00925,3.114
58.742000,1.716,-0.015,-0.00779,3.160
58.846000,1.779,-0.015,-0.00658,3.167
58.932000,1.844,-0.015,-0.00469,3.220
59.091000,1.910,-0.015,-0.00098,3.295
59.200000,1.976,-0.014,-0.00048,3.342
59.305000,2.044,-0.014,-0.00060,3.407
59.395000,2.114,-0.013,0.00034,3.463
59.504000,2.183,-0.013,-0.00282,3.499
59.609000,2.254,-0.013,-0.00272,3.533
59.717000,2.326,-0.013,-0.00210,3.592
59.847000,2.399,-0.012,-0.00186,3.651
59.990000,2.473,-0.012,-0.00285,3.702
60.141000,2.548,-0.012,-0.00380,3.761
60.290000,2.625,-0.011,-0.00320,3.855
60.436000,2.703,-0.011,-0.00297,3.902
60.601000,2.783,-0.011,-0.00298,4.001
60.765000,2.864,-0.011,-0.00394,4.070
60.922000,2.947,-0.010,-0.00173,4.136
61.073000,3.031,-0.010,-0.00212,4.212
61.218000,3.116,-0.010,-0.00337,4.272
61.365000,3.202,-0.010,-0.00708,4.308
61.501000,3.290,-0.010,-0.00709,4.392
61.627000,3.379,-0.010,-0.00694,4.434
61.740000,3.468,-0.010,-0.00767,4.483
61.830000,3.559,-0.010,-0.00614,4.544
61.924000,3.650,-0.010,-0.00478,4.568
62.011000,3.742,-0.009,-0.00514,4.612
62.102000,3.835,-0.009,-0.00458,4.633
62.196000,3.929,-0.009,-0.00664,4.691
62.282000,4.023,-0.009,-0.00658,4.713
62.367000,4.118,-0.010,-0.00937,4.761
62.442000,4.214,-0.011,-0.01255,4.806
62.527000,4.310,-0.013,-0.01936,4.822
62.589000,4.407,-0.017,-0.02987,4.829
62.653000,4.503,-0.023,-0.04650,4.801
62.699000,4.598,-0.032,-0.06211,4.798
62.774000,4.693,-0.043,-0.08294,4.781
62.829000,4.787,-0.058,-0.10565,4.753
62.901000,4.881,-0.075,-0.12944,4.795
62.970000,4.975,-0.097,-0.15653,4.809
63.056000,5.069,-0.121,-0.17887,4.871
63.156000,5.164,-0.150,-0.20263,4.969
63.249000,5.259,-0.182,-0.22529,5.038
63.319000,5.355,-0.218,-0.25144,5.112
63.430000,5.451,-0.258,-0.27789,5.200
63.533000,5.546,-0.301,-0.30331,5.236
63.636000,5.640,-0.349,-0.33050,5.283
63.751000,5.733,-0.401,-0.35864,5.330
63.861000,5.825,-0.456,-0.38589,5.389
63.939000,5.916,-0.516,-0.41484,5.425
64.029000,6.005,-0.580,-0.44219,5.502
64.135000,6.093,-0.648,-0.46679,5.549
64.240000,6.179,-0.719,-0.49125,5.563
64.365000,6.262,-0.793,-0.51811,5.589
64.505000,6.343,-0.870,-0.54608,5.596
64.611000,6.421,-0.951,-0.57158,5.621
64.704000,6.497,-1.034,-0.59451,5.621
64.808000,6.569,-1.119,-0.62253,5.593
64.919000,6.639,-1.207,-0.65004,5.663
65.002000,6.707,-1.298,-0.67497,5.688
65.080000,6.772,-1.391,-0.70211,5.657
65.143000,6.835,-1.486,-0.72540,5.676
65.179000,6.895,-1.582,-0.75151,5.676
65.216000,6.953,-1.680,-0.77812,5.677
65.263000,7.008,-1.779,-0.80480,5.677
65.319000,7.060,-1.879,-0.82824,5.670
65.387000,7.110,-1.982,-0.85514,5.692
65.458000,7.157,-2.085,-0.87949,5.709
65.543000,7.202,-2.190,-0.90405,5.689
65.633000,7.245,-2.296,-0.92795,5.705
65.724000,7.284,-2.402,-0.95273,5.693
65.825000,7.321,-2.510,-0.98016,5.706
65.940000,7.355,-2.619,-1.00802,5.709
66.046000,7.386,-2.729,-1.03405,5.712
66.142000,7.414,-2.840,-1.06244,5.706
66.259000,7.439,-2.951,-1.08761,5.690
66.370000,7.461,-3.063,-1.11222,5.718
66.460000,7.481,-3.175,-1.13526,5.718
66.553000,7.498,-3.288,-1.16049,5.714
66.686000,7.512,-3.402,-1.18543,5.705
66.822000,7.523,-3.515,-1.21032,5.701
66.948000,7.531,-3.628,-1.23635,5.691
67.074000,7.537,-3.742,-1.25795,5.698
67.169000,7.540,-3.856,-1.28381,5.715
67.276000,7.540,-3.970,-1.30902,5.706
67.393000,7.537,-4.084,-1.33464,5.706
67.496000,7.531,-4.198,-1.35842,5.709
67.571000,7.523,-4.312,-1.38330,5.715
67.620000,7.512,-4.426,-1.40835,5.740
67.665000,7.497,-4.540,-1.43382,5.719
67.704000,7.480,-4.653,-1.46119,5.720
67.738000,7.460,-4.765,-1.48660,5.720
67.790000,7.437,-4.877,-1.51345,5.724
67.839000,7.411,-4.988,-1.53951,5.706
67.898000,7.382,-5.099,-1.56360,5.689
67.965000,7.350,-5.208,-1.58984,5.690
68.056000,7.316,-5.316,-1.61327,5.689
68.154000,7.279,-5.423,-1.64043,5.667
68.252000,7.240,-5.530,-1.66360,5.696
68.352000,7.198,-5.635,-1.68881,5.665
68.454000,7.153,-5.740,-1.71621,5.699
68.564000,7.105,-5.843,-1.74290,5.687
68.677000,7.054,-5.945,-1.77008,5.714
68.802000,7.001,-6.047,-1.79591,5.736
68.915000,6.944,-6.146,-1.82376,5.699
69.019000,6.886,-6.244,-1.84840,5.696
69.132000,6.825,-6.340,-1.87526,5.691
69.259000,6.761,-6.434,-1.90221,5.679
69.373000,6.696,-6.526,-1.92806,5.686
69.486000,6.627,-6.617,-1.95550,5.692
69.599000,6.556,-6.706,-1.97871,5.699
69.683000,6.483,-6.794,-2.00546,5.687
69.781000,6.408,-6.879,-2.03193,5.699
69.906000,6.330,-6.963,-2.05737,5.710
70.001000,6.251,-7.044,-2.08309,5.702
70.068000,6.169,-7.123,-2.10920,5.676
70.134000,6.086,-7.200,-2.13320,5.697
70.170000,6.000,-7.276,-2.15875,5.729
70.210000,5.912,-7.349,-2.18467,5.691
70.251000,5.823,-7.420,-2.21001,5.696
70.309000,5.732,-7.488,-2.23358,5.707
70.369000,5.640,-7.554,-2.26035,5.681
70.433000,5.545,-7.618,-2.28504,5.702
70.513000,5.449,-7.680,-2.30910,5.712
70.610000,5.352,-7.739,-2.33377,5.675
70.696000,5.254,-7.795,-2.35843,5.686
70.798000,5.153,-7.850,-2.38237,5.711
70.901000,5.051,-7.902,-2.40841,5.720
71.012000,4.949,-7.951,-2.43204,5.705
71.121000,4.844,-7.998,-2.45708,5.723
71.219000,4.739,-8.042,-2.48189,5.706
71.314000,4.633,-8.084,-2.50442,5.698
71.413000,4.526,-8.124,-2.52404,5.699
71.513000,4.419,-8.160,-2.54822,5.675
71.628000,4.311,-8.195,-2.57412,5.675
71.744000,4.202,-8.226,-2.59845,5.697
71.869000,4.091,-8.255,-2.62173,5.716
71.989000,3.980,-8.282,-2.64782,5.716
72.102000,3.869,-8.305,-2.67320,5.680
72.196000,3.757,-8.325,-2.70043,5.698
72.296000,3.644,-8.342,-2.72735,5.691
72.402000,3.532,-8.357,-2.75243,5.687
72.500000,3.419,-8.368,-2.77840,5.677
72.573000,3.305,-8.377,-2.80695,5.708
72.632000,3.191,-8.382,-2.83123,5.714
72.661000,3.077,-8.385,-2.85675,5.679
72.699000,2.964,-8.385,-2.87917,5.690
72.740000,2.850,-8.382,-2.90934,5.704
72.795000,2.736,-8.375,-2.93560,5.697
72.842000,2.622,-8.366,-2.96294,5.720
72.908000,2.509,-8.353,-2.98979,5.708
72.963000,2.396,-8.338,-3.01373,5.684
73.041000,2.284,-8.320,-3.04162,5.702
73.129000,2.172,-8.299,-3.06689,5.693
73.211000,2.060,-8.275,-3.08969,5.705
73.300000,1.950,-8.248,-3.12046,5.692
73.391000,1.840,-8.218,3.13913,5.705
73.489000,1.730,-8.185,3.11383,5.710
73.583000,1.622,-8.150,3.08523,5.693
73.678000,1.516,-8.111,3.05900,5.669
73.812000,1.410,-8.071,3.03605,5.668
73.915000,1.304,-8.027,3.00992,5.705
74.009000,1.200,-7.981,2.98413,5.698
74.107000,1.098,-7.931,2.95686,5.701
74.221000,0.996,-7.879,2.93189,5.724
74.331000,0.896,-7.825,2.90507,5.690
74.443000,0.797,-7.768,2.87887,5.695
74.544000,0.700,-7.709,2.85277,5.699
74.626000,0.604,-7.646,2.82765,5.710
74.723000,0.511,-7.582,2.80334,5.685
74.820000,0.419,-7.516,2.77749,5.680
74.931000,0.328,-7.447,2.75302,5.698
75.030000,0.239,-7.375,2.72820,5.709
75.090000,0.153,-7.302,2.70057,5.661
75.141000,0.068,-7.227,2.67565,5.675
75.170000,-0.036,-7.160,2.64889,5.682
75.210000,-0.096,-7.069,2.62609,5.695
75.261000,-0.175,-6.988,2.60111,5.692
75.319000,-0.252,-6.904,2.57522,5.701
75.380000,-0.327,-6.818,2.54867,5.698
75.443000,-0.400,-6.730,2.52323,5.720
75.514000,-0.471,-6.640,2.49872,5.722
75.593000,-0.539,-6.548,2.47080,5.715
75.678000,-0.604,-6.455,2.44654,5.714
75.773000,-0.668,-6.359,2.41993,5.713
75.856000,-0.728,-6.263,2.39371,5.713
75.952000,-0.787,-6.165,2.36661,5.713
76.052000,-0.842,-6.065,2.34047,5.697
76.141000,-0.894,-5.964,2.31320,5.686
76.245000,-0.945,-5.861,2.28707,5.732
76.353000,-0.992,-5.757,2.25858,5.721
76.445000,-1.036,-5.652,2.23159,5.729
76.532000,-1.078,-5.545,2.20479,5.711
76.637000,-1.117,-5.438,2.17986,5.711
76.751000,-1.153,-5.330,2.15458,5.710
76.876000,-1.187,-5.220,2.13028,5.722
77.000000,-1.217,-5.111,2.10419,5.704
77.111000,-1.245,-5.000,2.07900,5.682
77.190000,-1.270,-4.889,2.05225,5.692
77.283000,-1.291,-4.778,2.02618,5.677
77.390000,-1.310,-4.666,1.99776,5.670
77.480000,-1.326,-4.553,1.97182,5.701
77.553000,-1.339,-4.440,1.94662,5.693
77.619000,-1.349,-4.327,1.91986,5.713
77.672000,-1.356,-4.213,1.89302,5.679
77.708000,-1.360,-4.099,1.86725,5.699
77.740000,-1.361,-3.985,1.84342,5.703
77.801000,-1.359,-3.871,1.81739,5.706
77.852000,-1.355,-3.758,1.79255,5.682
77.903000,-1.347,-3.644,1.76556,5.697
77.962000,-1.337,-3.531,1.74141,5.680
78.027000,-1.323,-3.418,1.71481,5.714
78.125000,-1.307,-3.305,1.68808,5.695
78.220000,-1.287,-3.192,1.66035,5.725
78.315000,-1.265,-3.081,1.63483,5.686
78.417000,-1.239,-2.970,1.60754,5.709
78.515000,-1.211,-2.859,1.58151,5.698
78.603000,-1.180,-2.750,1.55854,5.697
78.701000,-1.147,-2.641,1.53484,5.702
78.813000,-1.111,-2.533,1.51260,5.700
