frame,t,obs_idx,obs_x,obs_y,obs_color,map_id,map_x,map_y,map_color,m2,side_ok,color_penalty
0,907.934000,0,64.749,-15.951,blue,-1,,,,,1,
0,907.934000,1,61.937,-16.924,blue,-1,,,,,1,
0,907.934000,2,59.712,-18.899,blue,-1,,,,,1,
0,907.934000,3,58.412,-21.575,blue,-1,,,,,1,
0,907.934000,4,60.128,-3.160,blue,-1,,,,,1,
0,907.934000,5,59.882,-7.298,blue,-1,,,,,1,
0,907.934000,6,60.238,-8.927,blue,-1,,,,,1,
0,907.934000,7,65.802,-11.926,yellow,-1,,,,,1,
0,907.934000,8,63.827,-9.701,yellow,-1,,,,,1,
0,907.934000,9,62.853,-6.889,yellow,-1,,,,,1,
0,907.934000,10,63.030,-3.919,yellow,-1,,,,,1,
0,907.934000,11,58.429,-15.841,yellow,-1,,,,,1,
0,907.934000,12,57.321,-17.087,yellow,-1,,,,,1,
0,907.934000,13,55.510,-20.816,yellow,-1,,,,,1,
0,907.934000,14,53.207,-12.332,orange,-1,,,,,1,
0,907.934000,15,58.044,-13.597,orange,-1,,,,,1,
0,907.934000,16,53.966,-9.430,orange,-1,,,,,1,
0,907.934000,17,58.803,-10.695,orange,-1,,,,,1,
1,907.944000,0,14.582,-2.080,blue,41,14.582,-2.080,blue,0.0000,1,0.0
1,907.944000,1,12.108,-3.733,blue,40,12.108,-3.733,blue,0.0000,1,0.0
1,907.944000,2,10.455,-6.207,blue,39,10.455,-6.207,blue,0.0000,1,0.0
1,907.944000,3,9.875,-9.125,blue,38,9.875,-9.125,blue,0.0000,1,0.0
1,907.944000,4,6.875,9.125,blue,15,6.875,9.125,blue,0.0000,1,0.0
1,907.944000,5,7.684,5.059,blue,14,7.684,5.059,blue,0.0000,1,0.0
1,907.944000,6,8.441,3.573,blue,13,8.440,3.574,blue,0.0000,1,0.0
1,907.944000,7,14.582,2.080,yellow,57,14.582,2.081,yellow,0.0000,1,0.0
1,907.944000,8,12.108,3.733,yellow,56,12.108,3.734,yellow,0.0000,1,0.0
1,907.944000,9,10.455,6.207,yellow,55,10.455,6.207,yellow,0.0000,1,0.0
1,907.944000,10,9.875,9.125,yellow,54,9.875,9.125,yellow,0.0000,1,0.0
1,907.944000,11,8.441,-3.573,yellow,12,8.440,-3.573,yellow,0.0000,1,0.0
1,907.944000,12,7.684,-5.059,yellow,11,7.684,-5.059,yellow,0.0000,1,0.0
1,907.944000,13,6.875,-9.125,yellow,10,6.875,-9.125,yellow,0.0000,1,0.0
1,907.944000,14,2.500,-1.500,orange,61,2.500,-1.500,orange,0.0000,1,0.0
1,907.944000,15,7.500,-1.500,orange,60,7.500,-1.500,orange,0.0000,1,0.0
1,907.944000,16,2.500,1.500,orange,59,2.500,1.500,orange,0.0000,1,0.0
1,907.944000,17,7.500,1.500,orange,58,7.500,1.500,orange,0.0000,1,0.0
2,911.604000,0,14.582,-2.080,blue,41,14.582,-2.080,blue,0.0000,1,0.0
2,911.604000,1,12.108,-3.733,blue,40,12.108,-3.733,blue,0.0000,1,0.0
2,911.604000,2,10.455,-6.207,blue,39,10.455,-6.207,blue,0.0000,1,0.0
2,911.604000,3,9.875,-9.125,blue,38,9.875,-9.125,blue,0.0000,1,0.0
2,911.604000,4,6.875,9.125,blue,15,6.875,9.125,blue,0.0000,1,0.0
2,911.604000,5,7.684,5.059,blue,14,7.684,5.059,blue,0.0000,1,0.0
2,911.604000,6,8.441,3.573,blue,13,8.440,3.574,blue,0.0000,1,0.0
2,911.604000,7,14.582,2.080,yellow,57,14.582,2.081,yellow,0.0000,1,0.0
2,911.604000,8,12.108,3.733,yellow,56,12.108,3.734,yellow,0.0000,1,0.0
2,911.604000,9,10.455,6.207,yellow,55,10.455,6.207,yellow,0.0000,1,0.0
2,911.604000,10,9.875,9.125,yellow,54,9.875,9.125,yellow,0.0000,1,0.0
2,911.604000,11,8.441,-3.573,yellow,12,8.440,-3.573,yellow,0.0000,1,0.0
