frame,t,n_obs,n_cands_total,ordering_ms,jcbb_ms
307,382.794000,18,0,4,0
308,382.804000,18,0,4,0
309,382.814000,18,0,5,0
310,382.824000,18,0,5,0
311,382.834000,18,0,4,0
312,382.844000,17,0,5,0
313,382.854000,17,0,6,0
314,382.864000,16,0,4,0
315,382.874000,16,0,7,0
316,382.884000,16,0,4,0
317,382.894000,16,0,4,0
318,382.904000,16,0,3,0
319,382.914000,16,0,6,0
320,382.924000,16,0,5,0
321,382.934000,16,0,4,0
322,382.944000,16,0,6,0
323,382.954000,16,0,4,0
324,382.964000,16,0,9,0
325,382.974000,16,0,5,0
326,382.984000,16,0,4,0
327,382.994000,16,0,4,0
328,383.004000,16,0,3,0
329,383.014000,16,0,4,0
330,383.024000,16,0,4,0
331,383.034000,16,0,3,0
332,383.044000,16,0,5,0
333,383.054000,16,0,5,0
334,383.064000,16,0,4,0
335,383.074000,16,0,8,0
336,383.084000,16,0,5,0
337,383.094000,16,0,6,0
338,383.104000,16,0,4,0
339,383.114000,16,0,8,0
340,383.124000,16,0,4,0
341,383.134000,16,0,8,0
342,383.144000,16,0,4,0
343,383.154000,16,0,3,0
344,383.164000,16,0,5,0
345,383.174000,16,0,6,0
346,383.184000,17,0,4,0
347,383.194000,17,0,5,0
348,383.204000,17,0,4,0
349,383.214000,17,0,11,0
350,383.224000,17,0,5,0
351,383.234000,17,0,4,0
352,383.244000,17,0,4,0
353,383.254000,17,0,4,0
354,383.264000,17,0,5,0
355,383.274000,17,0,4,0
356,383.284000,17,0,4,0
357,383.294000,17,0,4,0
358,383.304000,17,0,5,0
359,383.314000,17,0,5,0
360,383.324000,17,0,4,0
361,383.334000,17,0,3,0
362,383.344000,17,0,4,0
363,383.354000,17,1,5,0
364,383.364000,17,1,7,0
365,383.374000,17,1,4,0
366,383.384000,17,1,4,0
367,383.394000,17,1,4,0
368,383.404000,17,1,9,0
369,383.414000,17,1,3,0
370,383.424000,17,1,3,0
371,383.434000,17,1,3,0
372,383.444000,17,1,5,0
373,383.454000,17,1,3,0
374,383.464000,17,1,5,0
375,383.474000,17,1,3,0
376,383.484000,17,1,5,0
377,383.494000,17,1,3,0
378,383.504000,17,1,4,1
379,383.514000,17,1,5,0
380,383.524000,17,1,3,0
381,383.534000,18,12,6,186
382,383.544000,18,12,6,184
383,383.554000,18,12,5,170
384,383.564000,18,12,8,183
385,383.574000,18,12,5,182
386,383.604000,18,12,7,169
387,383.624000,18,12,7,181
388,383.634000,18,12,7,187
389,383.724000,18,12,6,173
390,383.744000,18,12,6,181
391,383.824000,18,12,6,167
392,383.864000,18,12,5,168
393,383.924000,18,12,5,170
394,383.994000,18,12,5,164
395,384.024000,18,12,13,184
396,384.114000,18,12,6,192
397,384.124000,18,12,9,184
398,384.214000,18,12,4,200
399,384.224000,18,12,4,176
400,384.234000,18,12,7,199
401,384.324000,18,12,7,187
402,384.334000,18,12,9,207
403,384.344000,18,12,14,180
404,384.424000,18,12,4,179
405,384.434000,18,12,5,164
406,384.524000,18,12,4,187
407,384.534000,18,12,5,185
408,384.624000,18,12,6,168
409,384.714000,18,12,5,186
410,384.724000,18,12,4,173
411,384.824000,18,12,4,173
412,384.834000,18,12,4,184
413,384.844000,18,12,5,196
414,384.934000,18,12,6,157
415,385.024000,18,12,6,180
416,385.034000,18,12,7,171
417,385.124000,18,12,6,184
418,385.134000,18,12,10,183
419,385.154000,18,12,5,175
420,385.224000,18,12,5,166
421,385.284000,18,12,5,19
422,385.314000,18,12,5,4
423,385.324000,18,12,7,1
424,385.334000,18,12,4,1
425,385.344000,18,12,7,1
426,385.354000,18,12,7,1
427,385.364000,18,12,6,1
428,385.374000,18,12,6,1
429,385.384000,18,0,6,0
430,385.394000,18,0,7,0
431,385.404000,18,0,4,0
432,385.414000,18,0,7,0
433,385.424000,18,0,4,0
434,385.434000,18,0,10,0
435,385.444000,18,0,5,0
436,385.454000,18,0,5,0
437,385.464000,18,0,7,0
438,385.474000,18,0,4,0
439,385.484000,18,0,5,0
440,385.494000,18,0,6,0
441,385.504000,18,0,5,0
442,385.514000,18,0,6,0
443,385.524000,18,0,9,0
444,385.534000,18,0,5,0
445,385.544000,18,0,5,0
446,385.554000,18,0,4,0
447,385.564000,18,0,5,0
448,385.574000,18,0,5,0
449,385.584000,18,0,4,0
450,385.594000,18,0,10,0
451,385.604000,18,0,4,0
452,385.614000,18,0,6,0
453,385.624000,18,0,4,0
454,385.634000,18,0,5,0
455,385.644000,18,0,5,0
456,385.654000,18,0,5,0
457,385.664000,18,0,5,0
458,385.674000,18,0,6,0
459,385.684000,18,0,8,0
460,385.694000,18,0,7,0
461,385.704000,18,0,5,0
462,385.714000,18,0,7,0
463,385.724000,18,0,5,0
464,385.734000,18,0,5,0
465,385.744000,18,0,5,0
466,385.754000,18,0,5,0
467,385.764000,18,0,6,0
468,385.774000,18,0,5,0
469,385.784000,18,0,8,0
470,385.794000,18,0,4,0
471,385.804000,18,0,6,0
472,385.814000,18,0,5,0
473,385.824000,18,0,4,0
474,385.834000,18,0,4,0
475,385.844000,18,0,4,0
476,385.854000,18,0,5,0
477,385.864000,18,0,4,0
478,385.874000,18,0,5,0
479,385.884000,18,0,5,0
480,385.894000,18,0,4,0
481,385.904000,18,0,6,0
482,385.914000,18,0,9,0
483,385.924000,18,0,4,0
484,385.934000,18,0,4,0
485,385.944000,18,0,5,0
486,385.954000,18,0,10,0
487,385.964000,18,0,7,0
488,385.974000,18,0,5,0
489,385.984000,18,0,6,0
490,385.994000,18,0,5,0
491,386.004000,18,0,4,0
492,386.014000,18,0,4,0
493,386.024000,18,0,4,0
494,386.034000,18,0,4,0
495,386.044000,18,0,4,0
496,386.054000,18,0,4,0
497,386.064000,18,0,8,0
498,386.074000,18,0,5,0
499,386.084000,18,0,6,0
500,386.094000,18,0,5,0
501,386.104000,18,0,9,0
502,386.114000,18,0,7,0
503,386.124000,18,0,4,0
504,386.134000,18,0,5,0
505,386.144000,18,0,4,0
506,386.154000,18,0,5,0
507,386.164000,18,0,5,0
508,386.174000,18,0,7,0
509,386.184000,18,0,5,0
510,386.194000,18,0,4,0
511,386.204000,18,0,5,0
512,386.214000,18,0,5,0
513,386.224000,18,0,4,0
514,386.234000,18,0,5,0
515,386.244000,18,0,5,0
516,386.254000,18,0,4,0
517,386.264000,18,0,5,0
518,386.274000,18,0,5,0
519,386.284000,18,0,10,0
520,386.294000,18,0,5,0
521,386.304000,18,0,5,0
522,386.314000,18,0,5,0
523,386.324000,18,0,4,0
524,386.334000,18,0,4,0
525,386.344000,18,0,4,0
526,386.354000,18,0,9,0
527,386.364000,18,0,9,0
528,386.374000,18,0,10,0
529,386.384000,18,0,5,0
530,386.394000,18,0,8,0
531,386.404000,18,0,4,0
532,386.414000,18,0,6,0
533,386.424000,18,0,5,0
534,386.434000,18,0,5,0
535,386.444000,18,0,7,0
536,386.454000,18,0,5,0
537,386.464000,18,0,7,0
538,386.474000,18,0,7,0
539,386.484000,18,0,7,0
540,386.494000,18,0,10,0
541,386.504000,18,0,10,0
542,386.514000,18,0,4,0
543,386.524000,18,0,4,0
544,386.534000,18,0,7,0
545,386.544000,18,0,6,0
546,386.554000,18,0,6,0
547,386.564000,18,0,5,0
548,386.574000,18,0,6,0
549,386.584000,18,0,7,0
550,386.594000,18,0,4,0
551,386.604000,18,0,5,0
552,386.614000,18,0,4,0
553,386.624000,18,0,4,0
554,386.634000,18,0,5,0
555,386.644000,18,0,5,0
556,386.654000,18,0,4,0
557,386.664000,18,0,5,0
558,386.674000,18,0,5,0
559,386.684000,18,0,7,0
560,386.694000,18,0,8,0
561,386.704000,18,0,7,0
562,386.714000,18,0,5,0
563,386.724000,18,0,4,0
564,386.734000,18,0,5,0
565,386.744000,18,0,5,0
566,386.754000,18,0,6,0
567,386.764000,18,0,6,0
568,386.774000,18,0,9,0
569,386.784000,18,0,5,0
570,386.794000,18,0,8,0
571,386.804000,20,0,6,0
572,386.814000,20,0,6,0
573,386.824000,20,0,4,0
574,386.834000,20,0,9,0
575,386.844000,20,0,6,0
576,386.854000,18,0,5,0
577,386.864000,18,0,6,0
578,386.874000,18,0,9,0
579,386.884000,16,0,6,0
580,386.894000,16,0,6,0
581,386.904000,16,0,6,0
582,386.914000,16,0,8,0
583,386.924000,16,0,5,0
584,386.934000,16,0,5,0
585,386.944000,16,0,6,0
586,386.954000,16,0,5,0
587,386.964000,16,0,7,0
588,386.974000,16,0,5,0
589,386.984000,16,0,4,0
590,386.994000,16,0,5,0
591,387.004000,16,0,11,0
592,387.014000,16,0,6,0
593,387.024000,16,0,4,0
594,387.034000,16,0,6,0
595,387.044000,16,0,5,0
596,387.054000,16,0,9,0
597,387.064000,16,0,8,0
598,387.074000,16,0,7,0
599,387.084000,16,0,6,0
600,387.094000,16,0,10,0
601,387.104000,16,0,6,0
602,387.114000,16,0,4,0
603,387.124000,16,0,4,0
604,387.134000,16,0,7,0
605,387.144000,16,0,4,0
606,387.154000,16,0,9,0
607,387.164000,16,0,5,0
608,387.174000,16,0,4,0
609,387.184000,16,0,5,0
610,387.194000,16,0,4,0
611,387.204000,16,0,6,0
612,387.214000,16,0,4,0
613,387.224000,16,0,4,0
614,387.234000,16,0,6,0
615,387.244000,16,0,7,0
616,387.254000,16,0,5,0
617,387.264000,16,0,7,0
618,387.274000,16,0,6,0
619,387.284000,16,0,4,0
620,387.294000,16,0,5,0
621,387.304000,16,0,6,0
622,387.314000,16,0,6,0
623,387.324000,16,0,5,0
624,387.334000,16,0,4,0
625,387.344000,16,0,6,0
626,387.354000,16,0,6,0
627,387.364000,16,0,5,0
628,387.374000,16,0,7,0
629,387.384000,16,0,4,0
630,387.394000,16,0,5,0
631,387.404000,16,0,4,0
632,387.414000,16,0,5,0
633,387.424000,18,0,5,0
634,387.434000,18,0,9,0
635,387.444000,18,0,10,0
636,387.454000,18,0,6,0
637,387.464000,18,0,5,0
638,387.474000,18,0,8,0
639,387.484000,18,0,7,0
640,387.494000,18,0,6,0
641,387.504000,18,0,11,0
642,387.514000,18,0,8,0
643,387.524000,18,0,5,0
644,387.534000,18,0,11,0
645,387.544000,18,0,10,0
646,387.554000,18,0,5,0
647,387.564000,18,2,7,0
648,387.574000,18,2,8,0
649,387.584000,18,2,5,0
650,387.594000,18,2,6,0
651,387.604000,18,2,9,0
652,387.614000,18,2,7,0
653,387.624000,18,2,5,0
654,387.634000,18,2,5,0
655,387.644000,18,2,6,0
656,387.654000,18,2,6,0
657,387.664000,18,2,5,0
658,387.674000,18,2,7,0
659,387.684000,18,2,7,0
660,387.694000,18,2,5,1
661,387.704000,18,0,5,0
662,387.714000,18,0,8,0
663,387.724000,18,0,5,0
664,387.734000,18,0,5,0
665,387.744000,18,0,8,0
666,387.754000,18,0,7,0
667,387.764000,18,0,6,0
668,387.774000,18,0,8,0
669,387.784000,18,0,7,0
670,387.794000,18,0,6,0
671,387.804000,18,0,6,0
672,387.814000,18,0,5,0
673,387.824000,18,0,6,0
674,387.834000,18,0,6,0
675,387.844000,16,0,5,0
676,387.854000,16,0,7,0
677,387.864000,16,0,7,0
678,387.874000,16,0,7,0
679,387.884000,16,0,8,0
680,387.894000,16,0,5,0
681,387.904000,16,0,5,0
682,387.914000,16,0,4,0
683,387.924000,16,0,7,0
684,387.934000,16,0,4,0
685,387.944000,16,0,8,0
686,387.954000,16,0,5,0
687,387.964000,16,0,5,0
688,387.974000,16,0,7,0
689,387.984000,16,0,6,0
690,387.994000,16,0,7,0
691,388.004000,16,0,7,0
692,388.014000,16,0,5,0
693,388.024000,16,0,4,0
694,388.034000,16,0,6,0
695,388.044000,16,0,4,0
696,388.054000,16,0,4,0
697,388.064000,16,0,6,0
698,388.074000,16,0,5,0
699,388.084000,16,0,8,0
700,388.094000,16,0,4,0
701,388.104000,16,0,6,0
702,388.114000,16,0,5,0
703,388.124000,16,0,4,0
704,388.134000,16,0,7,0
705,388.144000,16,0,6,0
706,388.154000,16,0,7,0
707,388.164000,16,0,5,0
708,388.174000,16,0,6,0
709,388.184000,16,0,8,0
710,388.194000,16,0,6,0
711,388.204000,16,0,5,0
712,388.214000,16,0,7,0
713,388.224000,16,0,4,0
714,388.234000,16,0,7,0
715,388.244000,16,0,7,0
716,388.254000,16,0,6,0
717,388.264000,16,0,5,0
718,388.274000,16,0,7,0
719,388.284000,16,0,4,0
720,388.294000,16,0,5,0
721,388.304000,14,0,5,0
722,388.314000,14,0,4,0
723,388.324000,14,0,3,0
724,388.334000,14,0,3,0
725,388.344000,14,0,5,0
726,388.354000,14,0,4,0
727,388.364000,14,0,9,0
728,388.374000,12,0,5,0
729,388.384000,12,0,4,0
730,388.394000,12,0,5,0
731,388.404000,12,0,4,0
732,388.414000,12,2,4,0
733,388.424000,12,2,4,0
734,388.434000,12,2,7,0
735,388.444000,12,2,7,0
736,388.454000,12,2,5,0
737,388.464000,12,2,6,0
738,388.474000,12,2,7,0
739,388.484000,12,2,5,0
740,388.494000,12,2,9,0
741,388.504000,12,2,4,0
742,388.514000,12,2,3,0
743,388.524000,12,0,3,0
744,388.534000,12,0,3,0
745,388.544000,12,0,4,0
746,388.554000,12,0,4,0
747,388.564000,12,0,3,0
748,388.574000,12,0,5,0
749,388.584000,12,0,3,0
750,388.594000,12,0,8,0
751,388.604000,12,0,6,0
752,388.614000,12,0,4,0
753,388.624000,12,0,3,0
754,388.634000,12,0,6,0
755,388.644000,12,0,3,0
756,388.654000,12,0,5,0
757,388.664000,12,0,3,0
758,388.674000,14,0,5,0
759,388.684000,14,0,5,0
760,388.694000,14,0,5,0
761,388.704000,14,0,5,0
762,388.714000,14,2,5,0
763,388.724000,14,2,5,0
764,388.734000,14,2,5,0
765,388.744000,14,2,6,0
766,388.754000,14,2,5,0
767,388.764000,14,2,5,0
768,388.774000,14,2,4,0
769,388.784000,14,2,5,0
770,388.794000,14,2,4,0
771,388.804000,14,2,7,0
772,388.814000,14,0,7,0
773,388.824000,14,0,4,0
774,388.834000,14,0,5,0
775,388.844000,14,0,7,0
776,388.854000,14,0,5,0
777,388.864000,14,0,6,0
778,388.874000,14,0,5,0
779,388.884000,14,0,5,0
780,388.894000,14,0,4,0
781,388.904000,14,0,8,0
782,388.914000,14,0,7,0
783,388.924000,14,0,7,0
784,388.934000,14,0,10,0
785,388.944000,12,0,5,0
786,388.954000,12,0,6,0
787,388.964000,12,0,7,0
788,388.974000,12,0,5,0
789,388.984000,12,0,7,0
790,388.994000,12,0,5,0
791,389.004000,12,0,6,0
792,389.014000,12,0,7,0
793,389.024000,10,0,4,0
794,389.034000,10,0,4,0
795,389.044000,10,0,5,0
796,389.054000,10,0,4,0
797,389.064000,10,0,7,0
798,389.074000,10,0,6,0
799,389.084000,10,0,6,0
800,389.094000,10,0,7,0
801,389.104000,8,0,5,0
802,389.114000,8,0,4,0
803,389.124000,8,0,4,0
804,389.134000,8,0,5,0
805,389.144000,8,0,3,0
806,389.154000,8,0,3,0
807,389.164000,8,0,3,0
808,389.174000,8,0,5,0
809,389.184000,8,0,3,0
810,389.194000,8,0,5,0
811,389.204000,8,0,3,0
812,389.214000,8,0,6,0
813,389.224000,8,0,3,0
814,389.234000,8,0,3,0
815,389.244000,8,0,3,0
816,389.254000,8,0,3,0
817,389.264000,8,0,6,0
818,389.274000,8,0,8,0
819,389.284000,8,0,6,0
820,389.294000,8,0,4,0
821,389.304000,8,0,6,0
822,389.314000,8,0,4,0
823,389.324000,8,0,3,0
824,389.334000,8,0,3,0
825,389.344000,8,0,3,0
826,389.354000,8,0,3,0
827,389.364000,8,0,4,0
828,389.374000,8,0,3,0
829,389.384000,8,0,5,0
830,389.394000,8,0,3,0
831,389.404000,8,0,6,0
832,389.414000,8,0,3,0
833,389.424000,8,0,3,0
834,389.434000,8,0,6,0
835,389.444000,8,0,5,0
836,389.454000,8,0,4,0
837,389.464000,8,0,5,0
838,389.474000,8,0,4,0
839,389.484000,8,0,4,0
840,389.494000,8,0,4,0
841,389.504000,8,0,3,0
842,389.514000,8,0,4,0
843,389.524000,8,0,4,0
844,389.534000,8,0,3,0
845,389.544000,8,0,7,0
846,389.554000,10,0,4,0
847,389.564000,10,0,5,0
848,389.574000,10,0,4,0
849,389.584000,10,0,6,0
850,389.594000,10,0,4,0
851,389.604000,10,0,8,0
852,389.614000,10,0,6,0
853,389.624000,10,0,3,0
854,389.634000,10,0,4,0
855,389.644000,10,0,4,0
856,389.654000,10,0,4,0
857,389.664000,10,0,6,0
858,389.674000,10,0,5,0
859,389.684000,10,0,6,0
860,389.694000,10,0,5,0
861,389.704000,10,0,5,0
862,389.714000,10,0,6,0
863,389.724000,10,0,5,0
864,389.734000,10,0,4,0
865,389.744000,10,0,3,0
866,389.754000,10,0,3,0
867,389.764000,10,0,5,0
868,389.774000,10,0,6,0
869,389.784000,10,0,6,0
870,389.794000,10,0,4,0
871,389.804000,10,0,4,0
872,389.814000,10,0,7,0
873,389.824000,10,0,3,0
874,389.834000,10,0,5,0
875,389.844000,10,0,3,0
876,389.854000,10,0,5,0
877,389.864000,10,0,3,0
878,389.874000,10,0,8,0
879,389.884000,10,0,6,0
880,389.894000,10,0,3,0
881,389.904000,10,0,3,0
882,389.914000,10,0,5,0
883,389.924000,10,0,3,0
884,389.934000,10,0,5,0
885,389.944000,10,0,3,0
886,389.954000,10,0,4,0
887,389.964000,10,0,5,0
888,389.974000,10,0,4,0
889,389.984000,10,0,4,0
890,389.994000,8,0,4,0
891,390.004000,8,0,4,0
892,390.014000,8,0,3,0
893,390.024000,8,0,3,0
894,390.034000,8,0,4,0
895,390.044000,8,0,3,0
896,390.054000,8,0,5,0
897,390.064000,8,0,3,0
898,390.074000,8,0,5,0
899,390.084000,8,0,4,0
900,390.094000,8,0,4,0
901,390.104000,8,0,4,0
902,390.114000,8,0,4,0
903,390.124000,8,0,3,0
904,390.134000,8,0,3,0
905,390.144000,8,0,3,0
906,390.154000,8,0,3,0
907,390.164000,8,0,3,0
908,390.174000,8,2,3,0
909,390.184000,8,2,7,0
910,390.194000,8,2,3,0
911,390.204000,8,2,3,0
912,390.214000,8,2,3,0
913,390.224000,8,2,6,0
914,390.234000,10,2,4,0
915,390.244000,10,0,5,0
916,390.254000,10,0,6,0
917,390.264000,10,0,6,0
918,390.274000,10,0,4,0
919,390.284000,10,0,6,0
920,390.294000,10,0,4,0
921,390.304000,10,0,6,0
922,390.314000,10,0,6,0
923,390.324000,10,0,3,0
924,390.334000,10,0,5,0
925,390.344000,10,0,7,0
926,390.354000,10,0,4,0
927,390.364000,10,0,5,0
928,390.374000,10,0,6,0
