frame,t,obs_idx,obs_x,obs_y,obs_color,map_id,map_x,map_y,map_color,m2,side_ok,color_penalty
2,372.554000,3,9.875,-9.125,blue,38,9.875,-9.125,blue,0.0000,1,0.0
2,372.554000,4,6.875,9.125,blue,-1,,,,,0,
2,372.554000,5,7.684,5.059,blue,-1,,,,,0,
2,372.554000,6,8.441,3.573,blue,-1,,,,,0,
2,372.554000,7,14.582,2.080,yellow,57,14.582,2.081,yellow,0.0000,1,0.0
2,372.554000,8,12.108,3.733,yellow,56,12.108,3.734,yellow,0.0000,1,0.0
2,372.554000,9,10.455,6.207,yellow,55,10.455,6.207,yellow,0.0000,1,0.0
2,372.554000,10,9.875,9.125,yellow,54,9.875,9.125,yellow,0.0000,1,0.0
2,372.554000,11,8.441,-3.573,yellow,-1,,,,,0,
2,372.554000,12,7.684,-5.059,yellow,-1,,,,,0,
2,372.554000,13,6.875,-9.125,yellow,-1,,,,,0,
2,372.554000,14,2.500,-1.500,orange,61,2.500,-1.500,orange,0.0000,1,0.0
2,372.554000,15,7.500,-1.500,orange,60,7.500,-1.500,orange,0.0000,1,0.0
2,372.554000,16,2.500,1.500,orange,59,2.500,1.500,orange,0.0000,1,0.0
2,372.554000,17,7.500,1.500,orange,58,7.500,1.500,orange,0.0000,1,0.0
3,372.564000,0,14.582,-2.080,blue,41,14.582,-2.080,blue,0.0000,1,0.0
3,372.564000,1,12.108,-3.733,blue,40,12.108,-3.733,blue,0.0000,1,0.0
3,372.564000,2,10.455,-6.207,blue,39,10.455,-6.207,blue,0.0000,1,0.0
3,372.564000,3,9.875,-9.125,blue,38,9.875,-9.125,blue,0.0000,1,0.0
3,372.564000,4,6.875,9.125,blue,-1,,,,,0,
3,372.564000,5,7.684,5.059,blue,-1,,,,,0,
3,372.564000,6,8.441,3.573,blue,-1,,,,,0,
3,372.564000,7,14.582,2.080,yellow,57,14.582,2.081,yellow,0.0000,1,0.0
3,372.564000,8,12.108,3.733,yellow,56,12.108,3.734,yellow,0.0000,1,0.0
3,372.564000,9,10.455,6.207,yellow,55,10.455,6.207,yellow,0.0000,1,0.0
3,372.564000,10,9.875,9.125,yellow,54,9.875,9.125,yellow,0.0000,1,0.0
3,372.564000,11,8.441,-3.573,yellow,-1,,,,,0,
3,372.564000,12,7.684,-5.059,yellow,-1,,,,,0,
3,372.564000,13,6.875,-9.125,yellow,-1,,,,,0,
3,372.564000,14,2.500,-1.500,orange,61,2.500,-1.500,orange,0.0000,1,0.0
3,372.564000,15,7.500,-1.500,orange,60,7.500,-1.500,orange,0.0000,1,0.0
3,372.564000,16,2.500,1.500,orange,59,2.500,1.500,orange,0.0000,1,0.0
3,372.564000,17,7.500,1.500,orange,58,7.500,1.500,orange,0.0000,1,0.0
4,372.574000,0,14.582,-2.080,blue,41,14.582,-2.080,blue,0.0000,1,0.0
4,372.574000,1,12.108,-3.733,blue,40,12.108,-3.733,blue,0.0000,1,0.0
4,372.574000,2,10.455,-6.207,blue,39,10.455,-6.207,blue,0.0000,1,0.0
4,372.574000,3,9.875,-9.125,blue,38,9.875,-9.125,blue,0.0000,1,0.0
4,372.574000,4,6.875,9.125,blue,-1,,,,,0,
4,372.574000,5,7.684,5.059,blue,-1,,,,,0,
4,372.574000,6,8.441,3.573,blue,-1,,,,,0,
4,372.574000,7,14.582,2.080,yellow,57,14.582,2.081,yellow,0.0000,1,0.0
4,372.574000,8,12.108,3.733,yellow,56,12.108,3.734,yellow,0.0000,1,0.0
4,372.574000,9,10.455,6.207,yellow,55,10.455,6.207,yellow,0.0000,1,0.0
4,372.574000,10,9.875,9.125,yellow,54,9.875,9.125,yellow,0.0000,1,0.0
4,372.574000,11,8.441,-3.573,yellow,-1,,,,,0,
4,372.574000,12,7.684,-5.059,yellow,-1,,,,,0,
4,372.574000,13,6.875,-9.125,yellow,-1,,,,,0,
4,372.574000,14,2.500,-1.500,orange,61,2.500,-1.500,orange,0.0000,1,0.0
4,372.574000,15,7.500,-1.500,orange,60,7.500,-1.500,orange,0.0000,1,0.0
4,372.574000,16,2.500,1.500,orange,59,2.500,1.500,orange,0.0000,1,0.0
4,372.574000,17,7.500,1.500,orange,58,7.500,1.500,orange,0.0000,1,0.0
5,372.584000,0,14.582,-2.080,blue,41,14.582,-2.080,blue,0.0000,1,0.0
5,372.584000,1,12.108,-3.733,blue,40,12.108,-3.733,blue,0.0000,1,0.0
5,372.584000,2,10.455,-6.207,blue,39,10.455,-6.207,blue,0.0000,1,0.0
5,372.584000,3,9.875,-9.125,blue,38,9.875,-9.125,blue,0.0000,1,0.0
5,372.584000,4,6.875,9.125,blue,-1,,,,,0,
5,372.584000,5,7.684,5.059,blue,-1,,,,,0,
5,372.584000,6,8.441,3.573,blue,-1,,,,,0,
5,372.584000,7,14.582,2.080,yellow,57,14.582,2.081,yellow,0.0000,1,0.0
5,372.584000,8,12.108,3.733,yellow,56,12.108,3.734,yellow,0.0000,1,0.0
5,372.584000,9,10.455,6.207,yellow,55,10.455,6.207,yellow,0.0000,1,0.0
5,372.584000,10,9.875,9.125,yellow,54,9.875,9.125,yellow,0.0000,1,0.0
5,372.584000,11,8.441,-3.573,yellow,-1,,,,,0,
5,372.584000,12,7.684,-5.059,yellow,-1,,,,,0,
5,372.584000,13,6.875,-9.125,yellow,-1,,,,,0,
5,372.584000,14,2.500,-1.500,orange,61,2.500,-1.500,orange,0.0000,1,0.0
5,372.584000,15,7.500,-1.500,orange,60,7.500,-1.500,orange,0.0000,1,0.0
5,372.584000,16,2.500,1.500,orange,59,2.500,1.500,orange,0.0000,1,0.0
5,372.584000,17,7.500,1.500,orange,58,7.500,1.500,orange,0.0000,1,0.0
6,372.624000,0,14.582,-2.080,blue,41,14.582,-2.080,blue,0.0000,1,0.0
6,372.624000,1,12.108,-3.733,blue,40,12.108,-3.733,blue,0.0000,1,0.0
6,372.624000,2,10.455,-6.207,blue,39,10.455,-6.207,blue,0.0000,1,0.0
6,372.624000,3,9.875,-9.125,blue,38,9.875,-9.125,blue,0.0000,1,0.0
6,372.624000,4,6.875,9.125,blue,-1,,,,,0,
6,372.624000,5,7.684,5.059,blue,-1,,,,,0,
6,372.624000,6,8.441,3.573,blue,-1,,,,,0,
6,372.624000,7,14.582,2.080,yellow,57,14.582,2.081,yellow,0.0000,1,0.0
6,372.624000,8,12.108,3.733,yellow,56,12.108,3.734,yellow,0.0000,1,0.0
6,372.624000,9,10.455,6.207,yellow,55,10.455,6.207,yellow,0.0000,1,0.0
6,372.624000,10,9.875,9.125,yellow,54,9.875,9.125,yellow,0.0000,1,0.0
6,372.624000,11,8.441,-3.573,yellow,-1,,,,,0,
6,372.624000,12,7.684,-5.059,yellow,-1,,,,,0,
6,372.624000,13,6.875,-9.125,yellow,-1,,,,,0,
6,372.624000,14,2.500,-1.500,orange,61,2.500,-1.500,orange,0.0000,1,0.0
6,372.624000,15,7.500,-1.500,orange,60,7.500,-1.500,orange,0.0000,1,0.0
6,372.624000,16,2.500,1.500,orange,59,2.500,1.500,orange,0.0000,1,0.0
6,372.624000,17,7.500,1.500,orange,58,7.500,1.500,orange,0.0000,1,0.0
7,372.634000,0,14.582,-2.080,blue,41,14.582,-2.080,blue,0.0000,1,0.0
7,372.634000,1,12.108,-3.733,blue,40,12.108,-3.733,blue,0.0000,1,0.0
7,372.634000,2,10.455,-6.207,blue,39,10.455,-6.207,blue,0.0000,1,0.0
7,372.634000,3,9.875,-9.125,blue,38,9.875,-9.125,blue,0.0000,1,0.0
7,372.634000,4,6.875,9.125,blue,-1,,,,,0,
7,372.634000,5,7.684,5.059,blue,-1,,,,,0,
7,372.634000,6,8.441,3.573,blue,-1,,,,,0,
7,372.634000,7,14.582,2.080,yellow,57,14.582,2.081,yellow,0.0000,1,0.0
7,372.634000,8,12.108,3.733,yellow,56,12.108,3.734,yellow,0.0000,1,0.0
7,372.634000,9,10.455,6.207,yellow,55,10.455,6.207,yellow,0.0000,1,0.0
7,372.634000,10,9.875,9.125,yellow,54,9.875,9.125,yellow,0.0000,1,0.0
7,372.634000,11,8.441,-3.573,yellow,-1,,,,,0,
7,372.634000,12,7.684,-5.059,yellow,-1,,,,,0,
7,372.634000,13,6.875,-9.125,yellow,-1,,,,,0,
7,372.634000,14,2.500,-1.500,orange,61,2.500,-1.500,orange,0.0000,1,0.0
7,372.634000,15,7.500,-1.500,orange,60,7.500,-1.500,orange,0.0000,1,0.0
7,372.634000,16,2.500,1.500,orange,59,2.500,1.500,orange,0.0000,1,0.0
7,372.634000,17,7.500,1.500,orange,58,7.500,1.500,orange,0.0000,1,0.0
8,372.724000,0,14.582,-2.080,blue,41,14.582,-2.080,blue,0.0000,1,0.0
8,372.724000,1,12.108,-3.733,blue,40,12.108,-3.733,blue,0.0000,1,0.0
8,372.724000,2,10.455,-6.207,blue,39,10.455,-6.207,blue,0.0000,1,0.0
8,372.724000,3,9.875,-9.125,blue,38,9.875,-9.125,blue,0.0000,1,0.0
8,372.724000,4,6.875,9.125,blue,-1,,,,,0,
8,372.724000,5,7.684,5.059,blue,-1,,,,,0,
8,372.724000,6,8.441,3.573,blue,-1,,,,,0,
8,372.724000,7,14.582,2.080,yellow,57,14.582,2.081,yellow,0.0000,1,0.0
8,372.724000,8,12.108,3.733,yellow,56,12.108,3.734,yellow,0.0000,1,0.0
8,372.724000,9,10.455,6.207,yellow,55,10.455,6.207,yellow,0.0000,1,0.0
8,372.724000,10,9.875,9.125,yellow,54,9.875,9.125,yellow,0.0000,1,0.0
8,372.724000,11,8.441,-3.573,yellow,-1,,,,,0,
8,372.724000,12,7.684,-5.059,yellow,-1,,,,,0,
8,372.724000,13,6.875,-9.125,yellow,-1,,,,,0,
8,372.724000,14,2.500,-1.500,orange,61,2.500,-1.500,orange,0.0000,1,0.0
8,372.724000,15,7.500,-1.500,orange,60,7.500,-1.500,orange,0.0000,1,0.0
8,372.724000,16,2.500,1.500,orange,59,2.500,1.500,orange,0.0000,1,0.0
8,372.724000,17,7.500,1.500,orange,58,7.500,1.500,orange,0.0000,1,0.0
9,372.744000,0,14.582,-2.080,blue,41,14.582,-2.080,blue,0.0000,1,0.0
9,372.744000,1,12.108,-3.733,blue,40,12.108,-3.733,blue,0.0000,1,0.0
9,372.744000,2,10.455,-6.207,blue,39,10.455,-6.207,blue,0.0000,1,0.0
9,372.744000,3,9.875,-9.125,blue,38,9.875,-9.125,blue,0.0000,1,0.0
9,372.744000,4,6.875,9.125,blue,-1,,,,,0,
9,372.744000,5,7.684,5.059,blue,-1,,,,,0,
9,372.744000,6,8.441,3.573,blue,-1,,,,,0,
9,372.744000,7,14.582,2.080,yellow,57,14.582,2.081,yellow,0.0000,1,0.0
9,372.744000,8,12.108,3.733,yellow,56,12.108,3.734,yellow,0.0000,1,0.0
9,372.744000,9,10.455,6.207,yellow,55,10.455,6.207,yellow,0.0000,1,0.0
9,372.744000,10,9.875,9.125,yellow,54,9.875,9.125,yellow,0.0000,1,0.0
9,372.744000,11,8.441,-3.573,yellow,-1,,,,,0,
9,372.744000,12,7.684,-5.059,yellow,-1,,,,,0,
9,372.744000,13,6.875,-9.125,yellow,-1,,,,,0,
9,372.744000,14,2.500,-1.500,orange,61,2.500,-1.500,orange,0.0000,1,0.0
9,372.744000,15,7.500,-1.500,orange,60,7.500,-1.500,orange,0.0000,1,0.0
9,372.744000,16,2.500,1.500,orange,59,2.500,1.500,orange,0.0000,1,0.0
9,372.744000,17,7.500,1.500,orange,58,7.500,1.500,orange,0.0000,1,0.0
10,372.824000,0,14.582,-2.080,blue,41,14.582,-2.080,blue,0.0000,1,0.0
10,372.824000,1,12.108,-3.733,blue,40,12.108,-3.733,blue,0.0000,1,0.0
10,372.824000,2,10.455,-6.207,blue,39,10.455,-6.207,blue,0.0000,1,0.0
10,372.824000,3,9.875,-9.125,blue,38,9.875,-9.125,blue,0.0000,1,0.0
10,372.824000,4,6.875,9.125,blue,-1,,,,,0,
10,372.824000,5,7.684,5.059,blue,-1,,,,,0,
10,372.824000,6,8.441,3.573,blue,-1,,,,,0,
10,372.824000,7,14.582,2.080,yellow,57,14.582,2.081,yellow,0.0000,1,0.0
10,372.824000,8,12.108,3.733,yellow,56,12.108,3.734,yellow,0.0000,1,0.0
10,372.824000,9,10.455,6.207,yellow,55,10.455,6.207,yellow,0.0000,1,0.0
10,372.824000,10,9.875,9.125,yellow,54,9.875,9.125,yellow,0.0000,1,0.0
10,372.824000,11,8.441,-3.573,yellow,-1,,,,,0,
10,372.824000,12,7.684,-5.059,yellow,-1,,,,,0,
10,372.824000,13,6.875,-9.125,yellow,-1,,,,,0,
10,372.824000,14,2.500,-1.500,orange,61,2.500,-1.500,orange,0.0000,1,0.0
10,372.824000,15,7.500,-1.500,orange,60,7.500,-1.500,orange,0.0000,1,0.0
10,372.824000,16,2.500,1.500,orange,59,2.500,1.500,orange,0.0000,1,0.0
10,372.824000,17,7.500,1.500,orange,58,7.500,1.500,orange,0.0000,1,0.0
11,372.904000,0,14.582,-2.080,blue,41,14.582,-2.080,blue,0.0000,1,0.0
11,372.904000,1,12.108,-3.733,blue,40,12.108,-3.733,blue,0.0000,1,0.0
11,372.904000,2,10.455,-6.207,blue,39,10.455,-6.207,blue,0.0000,1,0.0
11,372.904000,3,9.875,-9.125,blue,38,9.875,-9.125,blue,0.0000,1,0.0
11,372.904000,4,6.875,9.125,blue,-1,,,,,0,
11,372.904000,5,7.684,5.059,blue,-1,,,,,0,
11,372.904000,6,8.441,3.573,blue,-1,,,,,0,
11,372.904000,7,14.582,2.080,yellow,57,14.582,2.081,yellow,0.0000,1,0.0
11,372.904000,8,12.108,3.733,yellow,56,12.108,3.734,yellow,0.0000,1,0.0
11,372.904000,9,10.455,6.207,yellow,55,10.455,6.207,yellow,0.0000,1,0.0
11,372.904000,10,9.875,9.125,yellow,54,9.875,9.125,yellow,0.0000,1,0.0
11,372.904000,11,8.441,-3.573,yellow,-1,,,,,0,
11,372.904000,12,7.684,-5.059,yellow,-1,,,,,0,
11,372.904000,13,6.875,-9.125,yellow,-1,,,,,0,
11,372.904000,14,2.500,-1.500,orange,61,2.500,-1.500,orange,0.0000,1,0.0
11,372.904000,15,7.500,-1.500,orange,60,7.500,-1.500,orange,0.0000,1,0.0
11,372.904000,16,2.500,1.500,orange,59,2.500,1.500,orange,0.0000,1,0.0
11,372.904000,17,7.500,1.500,orange,58,7.500,1.500,orange,0.0000,1,0.0
12,372.924000,0,14.582,-2.080,blue,41,14.582,-2.080,blue,0.0000,1,0.0
12,372.924000,1,12.108,-3.733,blue,40,12.108,-3.733,blue,0.0000,1,0.0
12,372.924000,2,10.455,-6.207,blue,39,10.455,-6.207,blue,0.0000,1,0.0
12,372.924000,3,9.875,-9.125,blue,38,9.875,-9.125,blue,0.0000,1,0.0
12,372.924000,4,6.875,9.125,blue,-1,,,,,0,
12,372.924000,5,7.684,5.059,blue,-1,,,,,0,
12,372.924000,6,8.441,3.573,blue,-1,,,,,0,
12,372.924000,7,14.582,2.080,yellow,57,14.582,2.081,yellow,0.0000,1,0.0
12,372.924000,8,12.108,3.733,yellow,56,12.108,3.734,yellow,0.0000,1,0.0
12,372.924000,9,10.455,6.207,yellow,55,10.455,6.207,yellow,0.0000,1,0.0
12,372.924000,10,9.875,9.125,yellow,54,9.875,9.125,yellow,0.0000,1,0.0
12,372.924000,11,8.441,-3.573,yellow,-1,,,,,0,
12,372.924000,12,7.684,-5.059,yellow,-1,,,,,0,
12,372.924000,13,6.875,-9.125,yellow,-1,,,,,0,
12,372.924000,14,2.500,-1.500,orange,61,2.500,-1.500,orange,0.0000,1,0.0
12,372.924000,15,7.500,-1.500,orange,60,7.500,-1.500,orange,0.0000,1,0.0
12,372.924000,16,2.500,1.500,orange,59,2.500,1.500,orange,0.0000,1,0.0
12,372.924000,17,7.500,1.500,orange,58,7.500,1.500,orange,0.0000,1,0.0
13,373.024000,0,14.582,-2.080,blue,41,14.582,-2.080,blue,0.0000,1,0.0
13,373.024000,1,12.108,-3.733,blue,40,12.108,-3.733,blue,0.0000,1,0.0
13,373.024000,2,10.455,-6.207,blue,39,10.455,-6.207,blue,0.0000,1,0.0
13,373.024000,3,9.875,-9.125,blue,38,9.875,-9.125,blue,0.0000,1,0.0
13,373.024000,4,6.875,9.125,blue,-1,,,,,0,
13,373.024000,5,7.684,5.059,blue,-1,,,,,0,
13,373.024000,6,8.441,3.573,blue,-1,,,,,0,
13,373.024000,7,14.582,2.080,yellow,57,14.582,2.081,yellow,0.0000,1,0.0
13,373.024000,8,12.108,3.733,yellow,56,12.108,3.734,yellow,0.0000,1,0.0
13,373.024000,9,10.455,6.207,yellow,55,10.455,6.207,yellow,0.0000,1,0.0
13,373.024000,10,9.875,9.125,yellow,54,9.875,9.125,yellow,0.0000,1,0.0
13,373.024000,11,8.441,-3.573,yellow,-1,,,,,0,
13,373.024000,12,7.684,-5.059,yellow,-1,,,,,0,
13,373.024000,13,6.875,-9.125,yellow,-1,,,,,0,
13,373.024000,14,2.500,-1.500,orange,61,2.500,-1.500,orange,0.0000,1,0.0
13,373.024000,15,7.500,-1.500,orange,60,7.500,-1.500,orange,0.0000,1,0.0
13,373.024000,16,2.500,1.500,orange,59,2.500,1.500,orange,0.0000,1,0.0
13,373.024000,17,7.500,1.500,orange,58,7.500,1.500,orange,0.0000,1,0.0
14,373.034000,0,14.582,-2.080,blue,41,14.582,-2.080,blue,0.0000,1,0.0
14,373.034000,1,12.108,-3.733,blue,40,12.108,-3.733,blue,0.0000,1,0.0
14,373.034000,2,10.455,-6.207,blue,39,10.455,-6.207,blue,0.0000,1,0.0
14,373.034000,3,9.875,-9.125,blue,38,9.875,-9.125,blue,0.0000,1,0.0
14,373.034000,4,6.875,9.125,blue,-1,,,,,0,
14,373.034000,5,7.684,5.059,blue,-1,,,,,0,
14,373.034000,6,8.441,3.573,blue,-1,,,,,0,
14,373.034000,7,14.582,2.080,yellow,57,14.582,2.081,yellow,0.0000,1,0.0
14,373.034000,8,12.108,3.733,yellow,56,12.108,3.734,yellow,0.0000,1,0.0
14,373.034000,9,10.455,6.207,yellow,55,10.455,6.207,yellow,0.0000,1,0.0
14,373.034000,10,9.875,9.125,yellow,54,9.875,9.125,yellow,0.0000,1,0.0
14,373.034000,11,8.441,-3.573,yellow,-1,,,,,0,
14,373.034000,12,7.684,-5.059,yellow,-1,,,,,0,
14,373.034000,13,6.875,-9.125,yellow,-1,,,,,0,
14,373.034000,14,2.500,-1.500,orange,61,2.500,-1.500,orange,0.0000,1,0.0
14,373.034000,15,7.500,-1.500,orange,60,7.500,-1.500,orange,0.0000,1,0.0
14,373.034000,16,2.500,1.500,orange,59,2.500,1.500,orange,0.0000,1,0.0
14,373.034000,17,7.500,1.500,orange,58,7.500,1.500,orange,0.0000,1,0.0
15,373.124000,0,14.582,-2.080,blue,41,14.582,-2.080,blue,0.0000,1,0.0
15,373.124000,1,12.108,-3.733,blue,40,12.108,-3.733,blue,0.0000,1,0.0
15,373.124000,2,10.455,-6.207,blue,39,10.455,-6.207,blue,0.0000,1,0.0
15,373.124000,3,9.875,-9.125,blue,38,9.875,-9.125,blue,0.0000,1,0.0
15,373.124000,4,6.875,9.125,blue,-1,,,,,0,
15,373.124000,5,7.684,5.059,blue,-1,,,,,0,
15,373.124000,6,8.441,3.573,blue,-1,,,,,0,
15,373.124000,7,14.582,2.080,yellow,57,14.582,2.081,yellow,0.0000,1,0.0
15,373.124000,8,12.108,3.733,yellow,56,12.108,3.734,yellow,0.0000,1,0.0
15,373.124000,9,10.455,6.207,yellow,55,10.455,6.207,yellow,0.0000,1,0.0
15,373.124000,10,9.875,9.125,yellow,54,9.875,9.125,yellow,0.0000,1,0.0
15,373.124000,11,8.441,-3.573,yellow,-1,,,,,0,
15,373.124000,12,7.684,-5.059,yellow,-1,,,,,0,
15,373.124000,13,6.875,-9.125,yellow,-1,,,,,0,
15,373.124000,14,2.500,-1.500,orange,61,2.500,-1.500,orange,0.0000,1,0.0
15,373.124000,15,7.500,-1.500,orange,60,7.500,-1.500,orange,0.0000,1,0.0
15,373.124000,16,2.500,1.500,orange,59,2.500,1.500,orange,0.0000,1,0.0
15,373.124000,17,7.500,1.500,orange,58,7.500,1.500,orange,0.0000,1,0.0
16,373.134000,0,14.582,-2.080,blue,41,14.582,-2.080,blue,0.0000,1,0.0
16,373.134000,1,12.108,-3.733,blue,40,12.108,-3.733,blue,0.0000,1,0.0
16,373.134000,2,10.455,-6.207,blue,39,10.455,-6.207,blue,0.0000,1,0.0
16,373.134000,3,9.875,-9.125,blue,38,9.875,-9.125,blue,0.0000,1,0.0
16,373.134000,4,6.875,9.125,blue,-1,,,,,0,
16,373.134000,5,7.684,5.059,blue,-1,,,,,0,
16,373.134000,6,8.441,3.573,blue,-1,,,,,0,
16,373.134000,7,14.582,2.080,yellow,57,14.582,2.081,yellow,0.0000,1,0.0
16,373.134000,8,12.108,3.733,yellow,56,12.108,3.734,yellow,0.0000,1,0.0
16,373.134000,9,10.455,6.207,yellow,55,10.455,6.207,yellow,0.0000,1,0.0
16,373.134000,10,9.875,9.125,yellow,54,9.875,9.125,yellow,0.0000,1,0.0
16,373.134000,11,8.441,-3.573,yellow,-1,,,,,0,
16,373.134000,12,7.684,-5.059,yellow,-1,,,,,0,
16,373.134000,13,6.875,-9.125,yellow,-1,,,,,0,
16,373.134000,14,2.500,-1.500,orange,61,2.500,-1.500,orange,0.0000,1,0.0
16,373.134000,15,7.500,-1.500,orange,60,7.500,-1.500,orange,0.0000,1,0.0
16,373.134000,16,2.500,1.500,orange,59,2.500,1.500,orange,0.0000,1,0.0
16,373.134000,17,7.500,1.500,orange,58,7.500,1.500,orange,0.0000,1,0.0
17,373.144000,0,14.582,-2.080,blue,41,14.582,-2.080,blue,0.0000,1,0.0
17,373.144000,1,12.108,-3.733,blue,40,12.108,-3.733,blue,0.0000,1,0.0
17,373.144000,2,10.455,-6.207,blue,39,10.455,-6.207,blue,0.0000,1,0.0
17,373.144000,3,9.875,-9.125,blue,38,9.875,-9.125,blue,0.0000,1,0.0
17,373.144000,4,6.875,9.125,blue,-1,,,,,0,
17,373.144000,5,7.684,5.059,blue,-1,,,,,0,
17,373.144000,6,8.441,3.573,blue,-1,,,,,0,
17,373.144000,7,14.582,2.080,yellow,57,14.582,2.081,yellow,0.0000,1,0.0
17,373.144000,8,12.108,3.733,yellow,56,12.108,3.734,yellow,0.0000,1,0.0
17,373.144000,9,10.455,6.207,yellow,55,10.455,6.207,yellow,0.0000,1,0.0
17,373.144000,10,9.875,9.125,yellow,54,9.875,9.125,yellow,0.0000,1,0.0
17,373.144000,11,8.441,-3.573,yellow,-1,,,,,0,
17,373.144000,12,7.684,-5.059,yellow,-1,,,,,0,
17,373.144000,13,6.875,-9.125,yellow,-1,,,,,0,
17,373.144000,14,2.500,-1.500,orange,61,2.500,-1.500,orange,0.0000,1,0.0
17,373.144000,15,7.500,-1.500,orange,60,7.500,-1.500,orange,0.0000,1,0.0
17,373.144000,16,2.500,1.500,orange,59,2.500,1.500,orange,0.0000,1,0.0
17,373.144000,17,7.500,1.500,orange,58,7.500,1.500,orange,0.0000,1,0.0
18,373.224000,0,14.582,-2.080,blue,41,14.582,-2.080,blue,0.0000,1,0.0
18,373.224000,1,12.108,-3.733,blue,40,12.108,-3.733,blue,0.0000,1,0.0
18,373.224000,2,10.455,-6.207,blue,39,10.455,-6.207,blue,0.0000,1,0.0
18,373.224000,3,9.875,-9.125,blue,38,9.875,-9.125,blue,0.0000,1,0.0
18,373.224000,4,6.875,9.125,blue,-1,,,,,0,
18,373.224000,5,7.684,5.059,blue,-1,,,,,0,
18,373.224000,6,8.441,3.573,blue,-1,,,,,0,
18,373.224000,7,14.582,2.080,yellow,57,14.582,2.081,yellow,0.0000,1,0.0
18,373.224000,8,12.108,3.733,yellow,56,12.108,3.734,yellow,0.0000,1,0.0
18,373.224000,9,10.455,6.207,yellow,55,10.455,6.207,yellow,0.0000,1,0.0
18,373.224000,10,9.875,9.125,yellow,54,9.875,9.125,yellow,0.0000,1,0.0
18,373.224000,11,8.441,-3.573,yellow,-1,,,,,0,
18,373.224000,12,7.684,-5.059,yellow,-1,,,,,0,
18,373.224000,13,6.875,-9.125,yellow,-1,,,,,0,
18,373.224000,14,2.500,-1.500,orange,61,2.500,-1.500,orange,0.0000,1,0.0
18,373.224000,15,7.500,-1.500,orange,60,7.500,-1.500,orange,0.0000,1,0.0
