frame,t,n_obs,n_cands_total,ordering_ms,jcbb_ms
141,125.144000,18,12,3,124
142,125.244000,18,12,3,127
143,125.304000,18,12,3,130
144,125.354000,18,12,3,126
145,125.444000,18,12,3,123
146,125.544000,18,12,3,126
147,125.594000,18,12,3,116
148,125.644000,18,12,3,125
149,125.744000,18,12,3,121
150,125.824000,18,12,3,138
151,125.874000,18,12,4,140
152,125.944000,18,12,3,125
153,126.044000,18,12,3,159
154,126.144000,18,12,4,129
155,126.204000,18,12,4,121
156,126.244000,18,12,3,123
157,126.344000,18,12,3,122
158,126.424000,18,12,3,110
159,126.464000,18,12,3,134
160,126.544000,18,12,4,119
161,126.644000,18,12,3,111
162,126.684000,18,12,3,127
163,126.754000,18,12,2,126
164,126.844000,18,12,3,118
165,126.934000,18,12,3,114
166,126.984000,18,12,3,122
167,127.044000,18,12,4,133
168,127.144000,18,12,3,128
169,127.234000,18,12,3,126
170,127.284000,18,12,4,122
171,127.344000,18,12,5,123
172,127.444000,18,12,3,120
173,127.514000,18,12,4,126
174,127.574000,18,12,3,132
175,127.644000,18,12,3,113
176,127.744000,18,12,3,109
177,127.794000,18,12,3,115
178,127.844000,18,12,3,129
179,127.944000,18,12,3,127
180,128.034000,18,12,4,116
181,128.084000,18,12,3,122
182,128.144000,18,12,3,128
183,128.244000,18,12,4,121
184,128.314000,18,12,2,116
185,128.344000,18,12,3,124
186,128.444000,18,12,4,115
187,128.524000,18,12,3,133
188,128.554000,18,12,3,129
189,128.644000,18,12,3,128
190,128.744000,18,12,3,110
191,128.794000,18,12,2,116
192,128.844000,18,12,4,118
193,128.944000,18,12,2,136
194,129.004000,18,12,4,138
195,129.044000,18,12,3,118
196,129.144000,18,12,3,117
197,129.214000,18,12,3,129
198,129.264000,18,12,3,125
199,129.344000,18,12,3,105
200,129.424000,18,12,4,133
201,129.474000,18,12,3,113
202,129.544000,18,12,3,126
203,129.644000,18,12,3,109
204,129.704000,18,12,3,128
205,129.764000,18,12,4,122
206,129.844000,18,12,3,113
207,129.944000,18,12,4,121
208,129.994000,18,12,2,121
209,130.054000,18,12,3,125
210,130.144000,18,12,3,123
211,130.244000,18,12,4,133
212,130.304000,18,12,2,115
213,130.354000,18,12,2,124
214,130.444000,18,12,3,134
215,130.544000,18,12,3,106
216,130.584000,18,12,3,122
217,130.644000,18,12,3,127
218,130.744000,18,12,3,131
219,130.824000,18,12,3,127
220,130.884000,18,12,3,118
221,130.944000,18,12,4,127
222,131.044000,18,12,3,108
223,131.104000,20,14,3,571
224,131.444000,16,12,3,122
225,131.514000,16,12,3,132
226,131.564000,16,12,3,117
227,131.644000,16,12,3,112
228,131.734000,16,12,3,130
229,131.784000,16,12,2,124
230,131.844000,16,12,2,117
231,131.944000,16,12,3,120
232,131.994000,16,12,3,125
233,132.054000,16,12,3,124
234,132.144000,16,12,4,118
235,132.224000,16,12,4,126
236,132.274000,16,12,3,125
237,132.344000,16,12,3,108
238,132.444000,16,12,3,130
239,132.494000,16,12,3,136
240,132.544000,16,12,4,107
241,132.644000,18,14,3,534
242,132.934000,18,14,4,565
243,133.224000,18,14,4,505
244,133.504000,16,12,4,122
245,133.554000,16,12,3,124
246,133.644000,16,12,5,116
247,133.734000,16,12,2,149
248,133.784000,16,12,3,128
249,133.844000,16,12,3,108
250,133.934000,16,12,3,130
251,133.974000,16,12,3,124
252,134.044000,16,12,4,132
253,134.144000,16,12,3,129
254,134.204000,14,10,3,25
255,134.244000,12,10,2,28
256,134.254000,12,10,3,30
257,134.264000,12,10,9,31
258,134.274000,12,10,2,26
259,134.284000,12,10,3,26
260,134.304000,12,10,3,29
261,134.334000,12,10,3,26
262,134.344000,12,10,3,29
263,134.354000,12,10,4,31
264,134.364000,12,10,3,33
265,134.374000,12,10,4,26
266,134.394000,12,10,3,24
267,134.424000,12,10,2,23
268,134.444000,12,10,3,24
269,134.454000,12,10,2,31
270,134.464000,12,10,4,28
271,134.474000,12,10,5,27
272,134.484000,12,10,2,27
273,134.504000,12,10,3,27
274,134.544000,12,10,3,29
275,134.554000,12,10,3,29
276,134.564000,12,10,3,22
277,134.574000,12,10,2,26
278,134.584000,12,10,3,27
279,134.604000,12,10,3,26
280,134.644000,12,10,4,30
281,134.654000,12,10,3,27
282,134.664000,12,10,3,28
283,134.674000,14,12,4,127
284,134.744000,14,12,3,123
285,134.834000,14,12,3,124
286,134.884000,14,12,3,128
287,134.944000,14,12,3,118
288,135.044000,14,12,4,116
289,135.104000,12,12,3,118
290,135.154000,12,12,4,121
291,135.244000,10,10,4,27
292,135.254000,10,10,3,21
293,135.264000,10,10,2,24
294,135.284000,10,10,3,26
295,135.324000,8,8,2,4
296,135.334000,8,8,2,4
297,135.344000,8,8,3,6
298,135.354000,8,8,2,5
299,135.364000,8,8,3,5
300,135.374000,8,8,2,5
301,135.384000,8,8,2,5
302,135.394000,8,8,3,5
303,135.404000,8,8,2,4
304,135.414000,8,8,2,4
305,135.424000,8,8,2,5
306,135.434000,8,8,2,4
307,135.444000,8,8,2,4
308,135.454000,8,8,2,4
309,135.464000,8,8,2,4
310,135.474000,8,8,2,5
311,135.484000,8,8,3,6
312,135.494000,8,8,3,6
313,135.504000,8,8,3,6
314,135.514000,8,8,2,6
315,135.524000,8,8,3,5
316,135.534000,8,8,2,5
317,135.544000,8,8,2,5
318,135.554000,8,8,3,5
319,135.564000,8,8,2,5
320,135.574000,8,8,2,4
321,135.584000,8,8,2,4
322,135.594000,8,8,2,4
323,135.604000,8,8,2,4
324,135.614000,8,8,2,4
325,135.624000,8,8,1,4
326,135.634000,8,8,2,6
327,135.644000,8,8,3,6
328,135.654000,8,8,2,5
329,135.664000,8,8,3,5
330,135.674000,8,8,2,5
331,135.684000,8,8,2,4
332,135.694000,8,8,2,4
333,135.704000,8,8,2,5
334,135.714000,8,8,2,4
335,135.724000,8,8,2,4
336,135.734000,8,8,2,4
337,135.744000,8,8,2,5
338,135.754000,8,8,2,5
339,135.764000,8,8,2,5
340,135.774000,8,8,2,5
341,135.784000,8,8,2,4
342,135.794000,8,8,2,4
343,135.804000,8,8,2,4
344,135.814000,8,8,2,4
345,135.824000,8,8,2,4
346,135.834000,8,8,2,5
347,135.844000,8,8,2,5
348,135.854000,8,8,2,5
349,135.864000,8,8,2,4
350,135.874000,8,8,2,4
351,135.884000,8,8,2,6
352,135.894000,8,8,3,6
353,135.904000,8,8,2,5
354,135.914000,8,8,2,5
355,135.924000,8,8,2,5
356,135.934000,8,8,2,5
357,135.944000,8,8,2,5
358,135.954000,10,10,3,26
359,135.964000,10,10,3,24
360,135.974000,10,10,2,22
361,135.984000,10,10,3,25
362,135.994000,10,10,3,25
363,136.004000,10,10,3,25
364,136.014000,10,10,3,25
365,136.024000,10,10,2,20
366,136.034000,10,10,2,19
367,136.044000,10,10,2,24
368,136.054000,10,10,3,23
369,136.064000,10,10,2,21
370,136.074000,10,10,2,21
371,136.084000,10,10,3,23
372,136.094000,10,10,2,25
373,136.104000,10,10,3,25
374,136.114000,10,10,3,21
375,136.124000,10,10,3,21
376,136.134000,10,10,2,20
377,136.144000,10,10,3,27
378,136.154000,10,10,3,22
379,136.164000,10,10,2,19
380,136.174000,10,10,2,19
381,136.184000,10,10,3,21
382,136.194000,10,10,2,20
383,136.204000,10,10,2,19
384,136.214000,10,10,2,22
385,136.224000,10,10,3,23
386,136.234000,10,10,2,22
387,136.244000,10,10,2,21
388,136.254000,10,10,2,23
389,136.264000,10,10,2,23
390,136.274000,10,10,2,21
391,136.284000,10,10,2,29
392,136.294000,10,10,3,26
393,136.304000,10,10,2,21
394,136.314000,10,10,2,36
395,136.324000,10,10,3,29
396,136.334000,10,10,3,21
397,136.344000,10,10,2,21
398,136.354000,10,10,3,23
399,136.364000,10,10,3,22
400,136.374000,10,10,3,22
401,136.384000,10,10,4,24
402,136.394000,10,10,2,21
403,136.404000,10,10,2,21
404,136.414000,10,10,2,21
405,136.444000,10,10,2,20
406,136.454000,10,10,2,23
407,136.464000,10,10,3,23
408,136.474000,10,10,2,21
409,136.484000,10,10,2,22
410,136.504000,10,10,3,23
411,136.534000,10,10,2,25
412,136.544000,10,10,3,28
413,136.554000,8,8,2,5
414,136.564000,8,8,2,5
415,136.574000,8,8,2,5
416,136.584000,8,8,3,5
417,136.594000,8,8,2,6
418,136.604000,8,8,2,5
419,136.614000,8,8,2,4
420,136.624000,8,8,2,4
421,136.634000,8,8,2,4
422,136.644000,8,8,2,4
423,136.654000,8,8,2,5
424,136.664000,8,8,2,5
425,136.674000,8,8,2,5
426,136.684000,8,8,2,5
427,136.694000,8,8,3,6
428,136.704000,8,8,3,6
429,136.714000,8,8,2,5
430,136.724000,8,8,2,5
431,136.734000,8,8,2,5
432,136.744000,8,8,2,5
433,136.754000,8,8,2,4
434,136.764000,8,8,2,6
435,136.774000,8,8,2,4
436,136.784000,8,8,2,5
437,136.794000,8,8,2,5
438,136.804000,8,8,2,5
439,136.814000,8,8,2,5
440,136.824000,8,8,2,5
441,136.834000,8,8,2,5
442,136.844000,8,8,3,6
443,136.854000,8,8,2,6
444,136.864000,8,8,3,5
445,136.874000,8,8,2,6
446,136.884000,8,8,2,5
447,136.894000,10,10,3,26
448,136.904000,10,10,3,26
449,136.914000,10,10,3,27
450,136.924000,10,10,3,27
451,136.934000,10,10,3,24
452,136.944000,10,10,2,22
453,136.954000,10,10,2,28
454,136.964000,10,10,3,25
455,136.974000,10,10,3,25
456,136.984000,10,10,2,21
457,136.994000,10,10,3,23
458,137.004000,10,10,2,23
459,137.014000,10,10,3,27
460,137.024000,10,10,3,24
461,137.034000,10,10,3,21
462,137.044000,10,10,2,22
463,137.054000,10,10,2,22
464,137.064000,10,10,2,23
465,137.074000,10,10,3,30
466,137.084000,10,10,3,23
467,137.104000,10,10,3,29
468,137.134000,10,10,2,21
469,137.144000,10,10,2,21
470,137.154000,10,10,2,20
471,137.164000,10,10,2,21
472,137.174000,10,10,4,28
473,137.214000,10,10,3,25
474,137.244000,10,10,3,24
475,137.254000,10,10,2,21
476,137.264000,10,10,2,21
477,137.274000,10,10,2,20
478,137.284000,12,10,2,24
479,137.314000,12,10,3,26
480,137.344000,12,10,2,23
481,137.354000,12,10,3,29
482,137.364000,12,10,3,29
483,137.374000,12,10,2,27
484,137.404000,12,10,3,25
485,137.434000,12,10,2,24
486,137.444000,12,10,3,22
487,137.454000,12,10,2,19
488,137.464000,12,10,2,23
489,137.474000,12,10,3,28
490,137.494000,14,10,3,26
491,137.524000,14,10,3,29
492,137.544000,14,10,3,28
493,137.554000,14,10,3,24
494,137.564000,14,10,3,20
495,137.574000,14,10,3,20
496,137.604000,14,10,2,23
497,137.634000,14,10,3,28
498,137.644000,14,10,4,30
499,137.654000,14,10,3,25
500,137.664000,14,10,3,23
501,137.684000,14,10,4,25
502,137.714000,16,10,3,25
503,137.744000,18,12,4,105
504,137.774000,16,10,2,22
505,137.804000,16,10,3,27
506,137.834000,16,10,3,30
507,137.844000,16,10,3,26
508,137.854000,16,10,3,27
509,137.864000,16,10,3,29
510,137.894000,16,10,4,27
511,137.934000,16,10,3,28
512,137.944000,16,10,3,23
513,137.954000,16,10,2,22
514,137.964000,16,10,4,28
515,137.994000,16,10,3,25
516,138.024000,16,10,3,23
517,138.044000,16,10,3,23
518,138.054000,16,10,3,36
519,138.064000,16,10,4,30
520,138.074000,16,10,3,33
521,138.094000,16,10,4,24
522,138.124000,16,10,3,24
523,138.144000,16,10,3,29
524,138.154000,16,10,4,31
525,138.164000,16,10,4,27
526,138.174000,16,10,4,27
527,138.214000,16,10,3,27
528,138.244000,16,10,3,28
529,138.254000,16,10,4,27
530,138.264000,16,10,3,29
531,138.274000,16,10,3,28
532,138.314000,16,10,3,29
533,138.344000,16,10,3,26
534,138.354000,16,10,4,28
535,138.364000,16,10,4,30
536,138.374000,16,10,3,27
537,138.414000,16,10,3,26
538,138.444000,16,10,3,29
539,138.454000,16,10,4,27
540,138.464000,16,10,3,24
541,138.474000,16,10,3,28
542,138.504000,16,10,3,29
543,138.534000,16,10,3,26
544,138.544000,16,10,3,30
545,138.554000,16,10,3,25
546,138.564000,16,10,3,25
547,138.594000,16,10,3,25
548,138.624000,16,10,4,28
549,138.644000,16,10,4,28
550,138.654000,16,10,4,29
551,138.664000,16,10,4,29
552,138.684000,16,10,3,28
553,138.724000,18,12,4,124
554,138.774000,18,12,4,126
555,138.844000,18,12,5,128
556,138.944000,18,12,4,129
557,139.014000,18,12,3,129
558,139.074000,20,12,4,129
559,139.144000,20,12,4,127
560,139.244000,20,12,3,133
561,139.304000,20,12,3,130
562,139.364000,18,10,3,29
563,139.404000,18,10,3,27
564,139.444000,18,10,3,26
565,139.454000,18,10,3,29
566,139.464000,18,10,3,30
567,139.474000,18,10,3,26
568,139.504000,18,10,3,29
569,139.544000,18,10,3,29
570,139.554000,18,10,4,30
571,139.564000,18,10,3,29
572,139.574000,18,10,3,28
573,139.604000,18,10,3,31
574,139.644000,18,10,3,36
575,139.654000,18,10,12,31
576,139.664000,18,10,7,32
577,139.694000,18,10,3,28
578,139.724000,18,10,3,28
579,139.744000,18,10,4,30
580,139.754000,18,10,3,29
581,139.764000,18,10,3,28
582,139.774000,18,10,3,25
583,139.794000,18,10,3,28
584,139.834000,18,10,3,28
585,139.844000,18,10,3,29
586,139.854000,18,10,3,29
587,139.864000,18,10,4,29
588,139.894000,18,10,3,28
589,139.934000,18,10,3,27
590,139.944000,18,10,3,26
591,139.954000,18,10,3,22
592,139.964000,18,10,4,30
593,139.994000,18,10,4,30
594,140.034000,18,10,3,28
595,140.044000,18,10,4,29
596,140.054000,18,10,3,26
597,140.064000,18,10,3,23
598,140.094000,18,10,3,39
599,140.144000,18,10,3,25
600,140.154000,18,10,3,25
601,140.164000,18,10,3,28
602,140.174000,18,10,3,31
603,140.214000,18,10,3,25
604,140.244000,18,10,3,26
605,140.254000,18,10,3,24
606,140.264000,18,10,3,28
607,140.274000,18,10,3,25
608,140.304000,18,10,3,26
609,140.334000,16,8,2,6
610,140.344000,16,8,3,6
611,140.354000,18,8,4,6
612,140.364000,18,8,4,7
613,140.374000,18,8,3,6
614,140.384000,18,8,3,6
615,140.394000,18,8,3,5
616,140.404000,18,8,3,5
617,140.414000,18,8,3,5
618,140.424000,18,8,3,6
619,140.434000,18,8,6,9
620,140.444000,18,8,4,7
621,140.454000,18,8,4,6
622,140.464000,18,8,4,7
623,140.474000,18,8,4,7
624,140.484000,18,8,3,5
625,140.494000,18,8,3,6
626,140.504000,18,8,3,6
627,140.514000,18,8,3,8
628,140.524000,18,8,3,8
629,140.534000,18,8,3,5
630,140.544000,18,8,3,5
631,140.554000,18,8,3,5
632,140.564000,18,8,3,5
633,140.574000,18,8,2,5
634,140.584000,18,8,3,5
635,140.594000,18,8,4,7
636,140.604000,18,8,4,6
637,140.614000,18,8,3,6
638,140.624000,18,8,3,5
639,140.634000,18,8,3,5
640,140.644000,18,8,3,5
641,140.654000,18,8,3,5
642,140.664000,18,8,3,5
643,140.674000,18,8,3,5
644,140.684000,18,8,2,7
645,140.694000,18,8,3,6
646,140.704000,18,8,3,6
647,140.714000,18,8,3,6
648,140.724000,18,8,4,6
649,140.734000,18,8,3,5
650,140.744000,18,8,3,5
651,140.754000,18,8,3,5
652,140.764000,18,8,3,5
653,140.774000,18,8,2,5
654,140.784000,18,8,3,5
655,140.794000,18,8,3,5
656,140.804000,18,8,3,5
657,140.814000,18,8,3,6
658,140.824000,18,8,3,5
659,140.834000,18,8,4,7
660,140.844000,18,8,4,6
661,140.854000,18,8,3,6
662,140.864000,18,8,3,5
663,140.874000,18,8,3,5
664,140.884000,18,8,3,5
665,140.894000,18,8,3,6
666,140.904000,18,8,3,7
667,140.914000,18,8,3,5
668,140.924000,18,8,3,5
669,140.934000,18,8,3,5
670,140.944000,18,8,3,5
671,140.954000,18,8,3,5
672,140.964000,18,8,2,4
673,140.974000,18,8,3,6
674,140.984000,18,8,4,5
675,140.994000,18,8,3,5
676,141.004000,18,8,3,5
677,141.014000,18,8,2,5
678,141.024000,18,8,3,5
679,141.034000,18,8,3,6
680,141.044000,18,8,4,6
681,141.054000,18,8,3,6
682,141.064000,18,8,3,6
683,141.074000,18,8,3,6
684,141.084000,18,8,4,6
685,141.094000,18,8,3,6
686,141.104000,18,8,3,7
687,141.114000,18,8,4,7
688,141.124000,18,8,3,5
689,141.134000,18,8,3,5
690,141.144000,18,8,3,6
691,141.154000,18,8,3,6
692,141.164000,18,8,3,6
693,141.174000,18,8,3,6
694,141.184000,18,8,4,6
695,141.194000,18,8,3,6
696,141.204000,18,8,4,6
697,141.214000,18,8,4,8
698,141.224000,18,8,4,6
699,141.234000,18,8,3,5
700,141.244000,18,8,2,5
701,141.254000,18,8,3,7
702,141.264000,18,8,3,8
703,141.274000,18,8,3,6
704,141.284000,18,8,4,7
705,141.294000,18,8,4,6
706,141.304000,18,8,3,6
707,141.314000,18,8,3,6
708,141.324000,18,8,3,6
709,141.334000,18,8,3,5
710,141.344000,18,8,3,5
711,141.354000,18,8,3,6
712,141.364000,18,8,3,5
713,141.374000,18,8,3,5
714,141.384000,18,8,3,5
715,141.394000,18,8,3,6
716,141.404000,18,8,3,5
717,141.414000,18,8,3,5
718,141.424000,18,8,3,6
719,141.434000,18,8,4,5
720,141.444000,18,8,3,5
721,141.454000,18,8,3,5
722,141.464000,18,8,3,5
723,141.474000,18,8,3,5
724,141.484000,18,8,3,5
725,141.494000,18,8,3,6
726,141.504000,18,8,3,6
727,141.514000,18,8,4,7
728,141.524000,18,8,4,6
729,141.534000,18,8,4,6
730,141.544000,18,8,3,6
731,141.554000,18,8,3,6
732,141.564000,18,8,3,6
733,141.574000,18,8,10,12
734,141.584000,18,8,3,7
735,141.594000,18,8,3,6
736,141.604000,18,8,3,6
737,141.614000,18,8,3,6
738,141.624000,18,8,3,5
739,141.634000,18,8,3,5
740,141.644000,18,8,3,5
741,141.654000,18,8,3,5
742,141.664000,18,8,3,5
743,141.674000,18,8,3,5
744,141.684000,18,8,3,7
745,141.694000,18,8,4,7
746,141.704000,18,8,4,7
747,141.714000,18,8,3,6
748,141.724000,18,8,3,6
749,141.734000,18,8,3,5
750,141.744000,18,8,3,6
751,141.754000,18,8,3,6
752,141.764000,18,8,3,6
753,141.774000,18,8,3,5
754,141.784000,17,7,3,3
755,141.794000,17,7,3,2
756,141.804000,17,7,3,3
757,141.814000,17,7,3,3
758,141.824000,17,7,3,2
759,141.834000,17,7,3,2
760,141.844000,17,7,3,3
761,141.854000,17,7,3,3
762,141.864000,17,7,3,3
763,141.874000,17,7,3,2
764,141.884000,17,7,3,3
765,141.894000,17,7,3,3
766,141.904000,16,6,3,1
767,141.914000,16,6,3,1
768,141.924000,16,6,3,1
769,141.934000,16,6,3,1
770,141.944000,16,6,3,1
771,141.954000,16,6,3,1
772,141.964000,16,6,3,2
773,141.974000,16,6,3,1
774,141.984000,16,6,2,1
775,141.994000,16,5,2,0
776,142.004000,16,5,2,0
777,142.014000,15,4,2,0
778,142.024000,15,4,2,0
779,142.034000,15,4,2,0
780,142.044000,15,5,2,0
781,142.054000,15,5,3,0
782,142.064000,15,5,2,0
783,142.074000,15,5,2,0
784,142.084000,15,5,2,0
785,142.094000,15,5,3,1
786,142.104000,15,5,2,0
787,142.114000,15,5,2,0
788,142.124000,15,5,2,0
789,142.134000,15,5,3,0
790,142.144000,15,5,2,0
791,142.154000,15,5,3,1
792,142.164000,15,5,2,0
793,142.174000,15,5,2,0
794,142.184000,15,5,2,0
795,142.194000,15,5,2,0
796,142.204000,15,5,2,0
797,142.214000,15,5,3,0
798,142.224000,15,5,2,0
799,142.234000,15,5,2,0
800,142.244000,15,5,2,0
801,142.254000,15,5,2,0
802,142.264000,15,5,2,0
803,142.274000,15,5,2,0
804,142.284000,15,5,2,0
805,142.294000,15,5,2,0
806,142.304000,14,4,2,0
807,142.314000,14,4,2,0
808,142.324000,14,4,2,0
809,142.334000,14,4,2,0
810,142.344000,14,4,2,0
811,142.354000,14,4,2,0
812,142.364000,14,4,1,0
813,142.374000,13,3,2,0
814,142.384000,13,3,2,0
815,142.394000,14,3,2,0
816,142.404000,14,3,2,0
817,142.414000,14,3,1,0
818,142.424000,14,3,2,0
819,142.434000,14,3,1,0
820,142.444000,15,4,2,0
821,142.454000,15,4,2,0
822,142.464000,15,4,2,0
823,142.474000,15,4,2,0
824,142.484000,15,4,2,0
825,142.494000,15,4,2,0
826,142.504000,15,4,2,0
827,142.514000,15,4,2,0
828,142.524000,15,4,2,0
829,142.534000,15,4,2,0
830,142.544000,15,4,2,0
831,142.554000,14,4,2,0
832,142.564000,14,4,2,0
833,142.574000,14,4,2,0
834,142.584000,14,4,3,0
835,142.594000,14,4,3,0
836,142.604000,14,4,2,0
837,142.614000,14,4,2,0
838,142.624000,14,4,2,0
839,142.634000,14,4,2,0
840,142.644000,14,4,2,0
841,142.654000,14,4,2,0
842,142.664000,14,4,2,1
843,142.674000,14,4,2,0
844,142.684000,14,4,2,0
845,142.694000,14,4,2,0
846,142.704000,14,4,2,0
847,142.714000,14,4,2,0
848,142.724000,14,4,2,0
849,142.734000,14,4,2,0
850,142.744000,14,4,2,0
851,142.754000,14,4,2,0
852,142.764000,14,4,2,0
853,142.774000,14,4,2,0
854,142.784000,14,4,2,0
855,142.794000,14,4,2,0
856,142.804000,14,4,2,0
857,142.814000,14,4,2,0
858,142.824000,14,4,2,0
859,142.834000,14,4,1,0
860,142.844000,14,4,1,0
861,142.854000,14,4,2,0
862,142.864000,14,4,2,0
863,142.874000,14,4,2,0
864,142.884000,14,4,1,0
865,142.894000,14,4,2,0
866,142.904000,14,4,2,0
867,142.914000,14,4,2,0
868,142.924000,14,4,2,0
869,142.934000,14,4,2,0
870,142.944000,14,4,2,0
871,142.954000,14,4,2,0
872,142.964000,14,4,2,0
873,142.974000,14,4,2,0
874,142.984000,14,4,2,0
875,142.994000,14,4,2,0
876,143.004000,14,4,2,0
877,143.014000,14,4,1,0
878,143.024000,14,4,2,0
879,143.034000,14,4,2,0
880,143.044000,14,4,2,0
881,143.054000,14,4,2,0
882,143.064000,14,4,1,0
883,143.074000,14,4,2,0
884,143.084000,14,4,1,0
885,143.094000,14,4,2,0
886,143.104000,14,4,3,0
887,143.114000,14,4,3,0
888,143.124000,14,4,2,0
889,143.134000,14,4,3,0
890,143.144000,14,4,1,0
891,143.154000,14,4,1,0
892,143.164000,14,4,1,0
893,143.174000,14,4,1,0
894,143.184000,14,4,1,0
895,143.194000,14,4,2,0
896,143.204000,14,4,3,0
897,143.214000,14,4,2,0
898,143.224000,14,4,2,0
899,143.234000,14,4,2,0
900,143.244000,14,4,2,0
901,143.254000,13,4,2,0
902,143.264000,13,4,2,0
903,143.274000,13,4,2,0
904,143.284000,13,4,2,0
905,143.294000,13,4,2,0
906,143.304000,13,4,2,0
907,143.314000,13,4,1,0
908,143.324000,13,4,2,0
909,143.334000,13,4,2,0
910,143.344000,13,4,2,0
911,143.354000,13,4,2,0
912,143.364000,13,4,2,0
913,143.374000,13,4,2,0
914,143.384000,13,4,1,0
915,143.394000,13,4,2,0
916,143.404000,13,4,1,0
917,143.414000,13,4,2,0
918,143.424000,13,4,4,0
919,143.434000,13,4,3,0
920,143.444000,13,4,2,0
921,143.454000,13,4,2,0
922,143.464000,13,4,2,0
923,143.474000,13,4,2,0
924,143.484000,13,4,2,0
925,143.494000,13,4,2,0
926,143.504000,13,4,2,0
927,143.514000,13,4,2,0
928,143.524000,13,4,2,0
